37c6f61911c89b4437ce98a3882835934cb59175d0f8414197c184b11f8173d9,18d48dd39ce32045203e3687b72e3514dd47b44fbc9b12eee97abe04cd1ee069,a112f1cfdfae62bfbc5b5fa1ca1a6e77be7cbbcc3ff5384b6a74391c1fe33019,7a75e5ec9ccfb1552ab423f2c798e316a21b33cb3c7f2b87cb9a5ced49e1bc6a,fea77c47777980d8e3367cc032898295a3900895f5cc8eb2432f9e13ea63532a,b88bcee6bd68d74eb99cab840d8f25462be440a9c938d53654cae7f3f53317fb,3b52416b8a2693eba50923f45c79494c9183c240728a9624bc7313bbf345485e,b4da5a1cc774c9eebd96ff9aa6d0cec608eb779d12d6782867959f09bc0a953b,19a0148630260f7c8907d2d68bc01f27be2d2e378877071ed46b6e18c16b1ef1,58e7c096bb7648aac288fa921d2acb5fe21f90707712af568ee02c63acfeb073,a1e93ab02b83f81b4861621362e8ea57309ddfdb6f8cc495f107a7b23f453cd6,97993ef00486a69ee9c8d0cc3cf78ca3fdc7ecc8f14c8356cb3c37b19d907d73,de54d4bf59d62f8e17c1b7d0a7c49f2f16421444d537a25168b5194e6924fa24,c100a43fb36976de1db810ca8267aec45b4068ba736a6a3c04e755bc342f9edc,a7f04557748121d2674e802ac066a610293e276a8555babb7d6d64f2614936b8,7efc9ae318a4f8037ac4759827c294c4b0012ad34802d8ea37c4bcf0c6950b0a,29891bf706b534a7448dd6ea5f5897ed3792c6340ee117f0f53d6a85e803696b,d3e0aed115f6aa89c520cb20c1af4dc087ace72c9097d99ec86d84963155550d,de82c7bdfbe8da36b4774b3a014189f0ef1cb72cb62160de6989777293b3c075,098e6a01674a4ab6965edc57d1edb638536304a4d7be7860da4fdf8e59cdbc33
"3","2","0","7","0","1","46","0","0","0","102200201","2","消耗自身所剩的10%ＨＰ","1","2","0","10","0","0","0"
"3","2","0","7","0","1","46","0","0","0","102201201","2","消耗自身所剩的10%ＨＰ","1","2","0","10","0","0","0"
"3","2","0","7","0","1","46","0","0","0","102221201","2","消耗自身所剩的10%ＨＰ","1","2","0","10","0","0","0"
"3","2","0","7","0","1","46","0","0","0","104400201","2","消耗自身所剩的20％ＨＰ","1","2","0","20","0","0","0"
"3","2","0","7","0","1","46","0","0","0","104400301","2","消耗自身所剩的20％ＨＰ","1","2","0","20","0","0","0"
"3","2","0","7","0","1","46","0","0","0","104401201","2","消耗自身所剩的20％ＨＰ","1","2","0","20","0","0","0"
"3","2","0","7","0","1","46","0","0","0","108600102","2","消耗自身所剩的40％ＨＰ","1","1","0","40","0","0","0"
"3","2","0","7","0","1","46","0","0","0","109000301","2","消耗自身所剩的30％ＨＰ","1","1","0","30","0","0","0"
"3","2","0","6","0","1","46","0","0","0","111400201","2","消耗我方單體所剩的20％ＨＰ","1","2","0","20","0","2160","0"
"3","2","0","6","0","1","46","0","0","0","111401201","2","消耗我方單體所剩的20％ＨＰ","1","2","0","20","0","2160","0"
"3","2","0","6","0","1","46","0","0","0","111420201","2","消耗我方單體所剩的20％ＨＰ","1","2","0","20","0","2160","0"
"3","2","0","6","0","1","46","0","0","0","111421201","2","消耗我方單體所剩的20％ＨＰ","1","2","0","20","0","2160","0"
