2b0637455f61625618021b6824169134b0d1bd732add5c8407a7023a3b08bbef,4d39e1c92136861484d25308ceed42f900020ecfee1d8998333311dfae66d386,1fab360a17ae6e0b835b527259cc2dbb4e8bf27cbccd21f271103210057ba8b2,bdb2e1241683c85f5527f2abbe85ac62f38300c5783409993bb7166626c914f4,927efff1f4c28df59028ff699eb7c43e71b3b3c971d34b0f325f2b4093369d6e,7a0de431ba9d030e3d2d5566734fbaba93f15d1da360d0b6855d379041ec42bf,5093a9d805b2c166bed3cddc5425c4093c7f8448eed60def60a439ce43f85079,8c2c49dab4b0f1d9db798da06e6f01d83c0fecf99a397da0650a300bafa2d259,5068be9fcd8568f72cf16f2aa615693a48f8ab6c1ed78f18fc858c9fedf6cbce,1dcd7a2d0785061d7ded6fb5475a388f1d338b63a324a6d849419aff9967d68a,df85fe9be898c10af3813138ad7683cdf2418b66c6ab6375e1e73bfa7a78b5cd,abaea9c89394cea1a56c6eea7cd4342ca984146ce6e3458b5a8118e3afe839f8,53cf9dbf741b847750c65a8a227a17d748e37b4f156842a063b75ec98335c165,0576c74d4d444660d0163685b3e8926b71d34d40fdc254b770989b5222a3fc3e,0f59ca537662d7dfc055d656b55c9918700fe9f5e4ee897db9bbc072b38cda00,2b7c84d03f7982b99e4ac89e89d0d81f3f03720432850d49e63d9582389f7658,f90dd27c625d426a87fd5c571d7fd33b39ad147cd00270b0d4c4b0eb8b59fcc7,8c579c173bd3830b7fe66f49b1c0109b43a08196759edf6d7ad6d892b96e1a6a,5ca9aab17dad741ba97a4f53393c0f80489084b246f962cdcf38204bf56072c7,7c2c24c2450d58fd80c070ce02a60f8308e16490abf9084e86ad4bfe2ee91463,91e76289b3d04a9620dad6ae872d6f802843c6d0d3a7edff97505a7b80b1a4e2,e0f4739af3d1ac8ac3de6f70e0fcd0668b999c35bbca49e15f4a5ad8ad6748a9,67315dcc9da97abdd1f0a7f266b0255ea1737e42e349c4e2b7763ba2c2fa3f79,f6b2c305a9036d08fb063c7129d3d48fac9693d80adce2c9b65b44aaaa4ffa2d,5f563b71ad1141ebf598587a6cb4c1657c873751ee15be03f2f153e08885aef0,a6788f60628c6cc4d0194f3c4536ad50edfe39190d362f47ecf7acd3568b8d1e,8ab5379f161698a2a5dcdfd8a9a784105296228f2d0b3c23980df1be37ca1395
"0","94002","20002","0","6001","23001","5035003","0","請看活動劇情前篇第3話。","8008","0","12","5","10001","0","2500","2","1","1","0","0","0","2","0","10062","0","5"
"0","94002","20002","0","6001","23001","5035005","0","請看活動劇情前篇的結局。","8008","0","12","5","10002","0","5000","2","1","1","0","0","0","2","0","10062","0","5"
"0","94002","20002","0","6005","23001","10062201","0","請通關3次活動前篇的HARD冒險1-1。","9004","0","12","5","10003","0","7500","2","1","3","0","0","0","2","0","10062","0","5"
"0","91002","31126","0","6007","20002","1006202","0","請打倒3次活動前篇的HARD Boss。","9011","0","8","1","10004","0","50","2","1","3","0","0","0","2","0","10062","0","5"
"0","94002","20002","0","6003","23001","5036001","0","請看活動劇情後篇第1話。","8008","0","12","10","20001","0","10000","2","2","1","0","0","0","2","0","10063","0","5"
"0","94002","20002","0","6002","23001","0","0","請重置1次討伐證交換。","9006","0","12","10","20002","0","12500","2","2","1","0","0","0","2","0","10063","0","5"
"0","94002","20002","0","6005","23001","10063201","0","請通關3次活動後篇的HARD冒險1-1。","9004","0","12","10","20003","0","15000","2","2","3","0","0","0","2","0","10063","0","5"
"0","91002","31126","0","6007","20002","1006302","0","請打倒3次活動後篇的HARD Boss。","9011","0","8","2","20004","0","75","2","2","3","0","0","0","2","0","10063","0","10"
"0","94002","20003","0","6003","23001","5036003","0","請看活動劇情後篇第3話。","8008","0","12","10","30001","0","17500","2","3","1","0","0","0","2","0","10063","0","5"
"0","94002","20003","0","501","23001","112601","0","請將未央（NGs）的★提升到2。","6011","0","12","10","30002","0","20000","2","3","2","0","0","0","2","0","0","0","5"
"0","94002","20003","0","6002","23001","0","0","請重置3次討伐證交換。","9006","0","12","10","30003","0","22500","2","3","3","0","0","0","2","0","10063","0","5"
"0","91002","31126","0","6007","20003","1006302","0","請將未央（NGs）編入隊伍，打倒活動後篇的HARD Boss。","10000","1","8","2","30004","0","100","2","3","1","112601","0","0","2","0","10063","0","5"
"0","94002","20004","0","6003","23001","5036005","0","請看活動劇情後篇的結局。","8008","0","12","15","40001","0","25000","2","4","1","0","0","0","2","0","10063","0","5"
"0","94002","20004","0","6002","23001","0","0","請重置5次討伐證交換。","9006","0","12","15","40002","0","27500","2","4","5","0","0","0","2","0","10063","0","5"
"0","94002","20004","0","6010","23001","1006203","0","請打倒活動前篇的VERY HARD Boss。","9011","0","12","20","40003","0","30000","2","4","1","0","0","0","2","0","10062","0","5"
"0","91002","31126","0","6010","20004","1006303","0","請打倒活動後篇的VERY HARD Boss。","9011","0","8","4","40004","0","125","2","4","1","0","0","0","2","0","10063","0","20"
