363800d13c274e0d49198c4fa793c77e7f6abcfd6ebc03fe528718ec80bb3f30,15d99ed41d0acf073859f68b90d4924ada2a3e7f61247f8659ca668475b986db,380f9bf67969885bfef840ed5302d176bb784ebb10d74298fb6c3098ca6c5c42,f706845999c880a22b7b9dcd96bad460d76513d42602796e7825db52c35ff1c2,cc39c33bcb909dd4aea839bc6a62cf29454f3116725f6e03834a444ae8187144,e3b49db579739b5285c11bb07f4e4f01e03d75ecd66bd3c320dcbd737cf5da50
"1","10","對歐姆蛋附加<1>HP+10%","1","10101010","1"
"1","11","對歐姆蛋附加<1>HP+11%","1","10101011","1"
"1","12","對歐姆蛋附加<1>HP+12%","1","10101012","1"
"1","13","對歐姆蛋附加<1>HP+13%","1","10101013","1"
"1","14","對歐姆蛋附加<1>HP+14%","1","10101014","1"
"1","15","對歐姆蛋附加<1>HP+15%","1","10101015","1"
"1","16","對歐姆蛋附加<1>HP+16%","1","10101016","1"
"1","17","對歐姆蛋附加<1>HP+17%","1","10101017","1"
"1","18","對歐姆蛋附加<1>HP+18%","1","10101018","1"
"1","19","對歐姆蛋附加<1>HP+19%","1","10101019","1"
"1","20","對歐姆蛋附加<1>HP+20%","1","10101020","1"
"1","21","對歐姆蛋附加<1>HP+21%","1","10101021","1"
"1","22","對歐姆蛋附加<1>HP+22%","1","10101022","1"
"1","23","對歐姆蛋附加<1>HP+23%","1","10101023","1"
"1","24","對歐姆蛋附加<1>HP+24%","1","10101024","1"
"1","25","對歐姆蛋附加<1>HP+25%","1","10101025","1"
"1","26","對歐姆蛋附加<1>HP+26%","1","10101026","1"
"1","27","對歐姆蛋附加<1>HP+27%","1","10101027","1"
"1","28","對歐姆蛋附加<1>HP+28%","1","10101028","1"
"1","29","對歐姆蛋附加<1>HP+29%","1","10101029","1"
"1","30","對歐姆蛋附加<1>HP+30%","1","10101030","1"
"1","31","對歐姆蛋附加<1>HP+31%","1","10101031","1"
"1","32","對歐姆蛋附加<1>HP+32%","1","10101032","1"
"1","33","對歐姆蛋附加<1>HP+33%","1","10101033","1"
"1","34","對歐姆蛋附加<1>HP+34%","1","10101034","1"
"1","35","對歐姆蛋附加<1>HP+35%","1","10101035","1"
"1","36","對歐姆蛋附加<1>HP+36%","1","10101036","1"
"1","37","對歐姆蛋附加<1>HP+37%","1","10101037","1"
"1","38","對歐姆蛋附加<1>HP+38%","1","10101038","1"
"1","39","對歐姆蛋附加<1>HP+39%","1","10101039","1"
"1","40","對歐姆蛋附加<1>HP+40%","1","10101040","1"
"1","41","對歐姆蛋附加<1>HP+41%","1","10101041","1"
"1","42","對歐姆蛋附加<1>HP+42%","1","10101042","1"
"1","43","對歐姆蛋附加<1>HP+43%","1","10101043","1"
"1","44","對歐姆蛋附加<1>HP+44%","1","10101044","1"
"1","45","對歐姆蛋附加<1>HP+45%","1","10101045","1"
"1","46","對歐姆蛋附加<1>HP+46%","1","10101046","1"
"1","47","對歐姆蛋附加<1>HP+47%","1","10101047","1"
"1","48","對歐姆蛋附加<1>HP+48%","1","10101048","1"
"1","49","對歐姆蛋附加<1>HP+49%","1","10101049","1"
"1","50","對歐姆蛋附加<1>HP+50%","1","10101050","1"
"1","51","對歐姆蛋附加<1>HP+51%","1","10101051","1"
"1","52","對歐姆蛋附加<1>HP+52%","1","10101052","1"
"1","53","對歐姆蛋附加<1>HP+53%","1","10101053","1"
"1","54","對歐姆蛋附加<1>HP+54%","1","10101054","1"
"1","55","對歐姆蛋附加<1>HP+55%","1","10101055","1"
"1","56","對歐姆蛋附加<1>HP+56%","1","10101056","1"
"1","57","對歐姆蛋附加<1>HP+57%","1","10101057","1"
"1","58","對歐姆蛋附加<1>HP+58%","1","10101058","1"
"1","59","對歐姆蛋附加<1>HP+59%","1","10101059","1"
"1","60","對歐姆蛋附加<1>HP+60%","1","10101060","1"
"1","61","對歐姆蛋附加<1>HP+61%","1","10101061","1"
"1","62","對歐姆蛋附加<1>HP+62%","1","10101062","1"
"1","63","對歐姆蛋附加<1>HP+63%","1","10101063","1"
"1","64","對歐姆蛋附加<1>HP+64%","1","10101064","1"
"1","65","對歐姆蛋附加<1>HP+65%","1","10101065","1"
"1","66","對歐姆蛋附加<1>HP+66%","1","10101066","1"
"1","67","對歐姆蛋附加<1>HP+67%","1","10101067","1"
"1","68","對歐姆蛋附加<1>HP+68%","1","10101068","1"
"1","69","對歐姆蛋附加<1>HP+69%","1","10101069","1"
"1","70","對歐姆蛋附加<1>HP+70%","1","10101070","1"
"1","71","對歐姆蛋附加<1>HP+71%","1","10101071","1"
"1","72","對歐姆蛋附加<1>HP+72%","1","10101072","1"
"1","73","對歐姆蛋附加<1>HP+73%","1","10101073","1"
"1","74","對歐姆蛋附加<1>HP+74%","1","10101074","1"
"1","75","對歐姆蛋附加<1>HP+75%","1","10101075","1"
"1","76","對歐姆蛋附加<1>HP+76%","1","10101076","1"
"1","77","對歐姆蛋附加<1>HP+77%","1","10101077","1"
"1","78","對歐姆蛋附加<1>HP+78%","1","10101078","1"
"1","79","對歐姆蛋附加<1>HP+79%","1","10101079","1"
"1","80","對歐姆蛋附加<1>HP+80%","1","10101080","1"
"1","81","對歐姆蛋附加<1>HP+81%","1","10101081","1"
"1","82","對歐姆蛋附加<1>HP+82%","1","10101082","1"
"1","83","對歐姆蛋附加<1>HP+83%","1","10101083","1"
"1","84","對歐姆蛋附加<1>HP+84%","1","10101084","1"
"1","85","對歐姆蛋附加<1>HP+85%","1","10101085","1"
"1","86","對歐姆蛋附加<1>HP+86%","1","10101086","1"
"1","87","對歐姆蛋附加<1>HP+87%","1","10101087","1"
"1","88","對歐姆蛋附加<1>HP+88%","1","10101088","1"
"1","89","對歐姆蛋附加<1>HP+89%","1","10101089","1"
"1","90","對歐姆蛋附加<1>HP+90%","1","10101090","1"
"1","91","對歐姆蛋附加<1>HP+91%","1","10101091","1"
"1","92","對歐姆蛋附加<1>HP+92%","1","10101092","1"
"1","93","對歐姆蛋附加<1>HP+93%","1","10101093","1"
"1","94","對歐姆蛋附加<1>HP+94%","1","10101094","1"
"1","95","對歐姆蛋附加<1>HP+95%","1","10101095","1"
"1","96","對歐姆蛋附加<1>HP+96%","1","10101096","1"
"1","97","對歐姆蛋附加<1>HP+97%","1","10101097","1"
"1","98","對歐姆蛋附加<1>HP+98%","1","10101098","1"
"1","99","對歐姆蛋附加<1>HP+99%","1","10101099","1"
"1","100","對歐姆蛋附加<1>HP+100%","1","10101100","1"
"2","10","對餃子附加<1>HP+10%","1","10201010","1"
"2","11","對餃子附加<1>HP+11%","1","10201011","1"
"2","12","對餃子附加<1>HP+12%","1","10201012","1"
"2","13","對餃子附加<1>HP+13%","1","10201013","1"
"2","14","對餃子附加<1>HP+14%","1","10201014","1"
"2","15","對餃子附加<1>HP+15%","1","10201015","1"
"2","16","對餃子附加<1>HP+16%","1","10201016","1"
"2","17","對餃子附加<1>HP+17%","1","10201017","1"
"2","18","對餃子附加<1>HP+18%","1","10201018","1"
"2","19","對餃子附加<1>HP+19%","1","10201019","1"
"2","20","對餃子附加<1>HP+20%","1","10201020","1"
"2","21","對餃子附加<1>HP+21%","1","10201021","1"
"2","22","對餃子附加<1>HP+22%","1","10201022","1"
"2","23","對餃子附加<1>HP+23%","1","10201023","1"
"2","24","對餃子附加<1>HP+24%","1","10201024","1"
"2","25","對餃子附加<1>HP+25%","1","10201025","1"
"2","26","對餃子附加<1>HP+26%","1","10201026","1"
"2","27","對餃子附加<1>HP+27%","1","10201027","1"
"2","28","對餃子附加<1>HP+28%","1","10201028","1"
"2","29","對餃子附加<1>HP+29%","1","10201029","1"
"2","30","對餃子附加<1>HP+30%","1","10201030","1"
"2","31","對餃子附加<1>HP+31%","1","10201031","1"
"2","32","對餃子附加<1>HP+32%","1","10201032","1"
"2","33","對餃子附加<1>HP+33%","1","10201033","1"
"2","34","對餃子附加<1>HP+34%","1","10201034","1"
"2","35","對餃子附加<1>HP+35%","1","10201035","1"
"2","36","對餃子附加<1>HP+36%","1","10201036","1"
"2","37","對餃子附加<1>HP+37%","1","10201037","1"
"2","38","對餃子附加<1>HP+38%","1","10201038","1"
"2","39","對餃子附加<1>HP+39%","1","10201039","1"
"2","40","對餃子附加<1>HP+40%","1","10201040","1"
"2","41","對餃子附加<1>HP+41%","1","10201041","1"
"2","42","對餃子附加<1>HP+42%","1","10201042","1"
"2","43","對餃子附加<1>HP+43%","1","10201043","1"
"2","44","對餃子附加<1>HP+44%","1","10201044","1"
"2","45","對餃子附加<1>HP+45%","1","10201045","1"
"2","46","對餃子附加<1>HP+46%","1","10201046","1"
"2","47","對餃子附加<1>HP+47%","1","10201047","1"
"2","48","對餃子附加<1>HP+48%","1","10201048","1"
"2","49","對餃子附加<1>HP+49%","1","10201049","1"
"2","50","對餃子附加<1>HP+50%","1","10201050","1"
"2","51","對餃子附加<1>HP+51%","1","10201051","1"
"2","52","對餃子附加<1>HP+52%","1","10201052","1"
"2","53","對餃子附加<1>HP+53%","1","10201053","1"
"2","54","對餃子附加<1>HP+54%","1","10201054","1"
"2","55","對餃子附加<1>HP+55%","1","10201055","1"
"2","56","對餃子附加<1>HP+56%","1","10201056","1"
"2","57","對餃子附加<1>HP+57%","1","10201057","1"
"2","58","對餃子附加<1>HP+58%","1","10201058","1"
"2","59","對餃子附加<1>HP+59%","1","10201059","1"
"2","60","對餃子附加<1>HP+60%","1","10201060","1"
"2","61","對餃子附加<1>HP+61%","1","10201061","1"
"2","62","對餃子附加<1>HP+62%","1","10201062","1"
"2","63","對餃子附加<1>HP+63%","1","10201063","1"
"2","64","對餃子附加<1>HP+64%","1","10201064","1"
"2","65","對餃子附加<1>HP+65%","1","10201065","1"
"2","66","對餃子附加<1>HP+66%","1","10201066","1"
"2","67","對餃子附加<1>HP+67%","1","10201067","1"
"2","68","對餃子附加<1>HP+68%","1","10201068","1"
"2","69","對餃子附加<1>HP+69%","1","10201069","1"
"2","70","對餃子附加<1>HP+70%","1","10201070","1"
"2","71","對餃子附加<1>HP+71%","1","10201071","1"
"2","72","對餃子附加<1>HP+72%","1","10201072","1"
"2","73","對餃子附加<1>HP+73%","1","10201073","1"
"2","74","對餃子附加<1>HP+74%","1","10201074","1"
"2","75","對餃子附加<1>HP+75%","1","10201075","1"
"2","76","對餃子附加<1>HP+76%","1","10201076","1"
"2","77","對餃子附加<1>HP+77%","1","10201077","1"
"2","78","對餃子附加<1>HP+78%","1","10201078","1"
"2","79","對餃子附加<1>HP+79%","1","10201079","1"
"2","80","對餃子附加<1>HP+80%","1","10201080","1"
"2","81","對餃子附加<1>HP+81%","1","10201081","1"
"2","82","對餃子附加<1>HP+82%","1","10201082","1"
"2","83","對餃子附加<1>HP+83%","1","10201083","1"
"2","84","對餃子附加<1>HP+84%","1","10201084","1"
"2","85","對餃子附加<1>HP+85%","1","10201085","1"
"2","86","對餃子附加<1>HP+86%","1","10201086","1"
"2","87","對餃子附加<1>HP+87%","1","10201087","1"
"2","88","對餃子附加<1>HP+88%","1","10201088","1"
"2","89","對餃子附加<1>HP+89%","1","10201089","1"
"2","90","對餃子附加<1>HP+90%","1","10201090","1"
"2","91","對餃子附加<1>HP+91%","1","10201091","1"
"2","92","對餃子附加<1>HP+92%","1","10201092","1"
"2","93","對餃子附加<1>HP+93%","1","10201093","1"
"2","94","對餃子附加<1>HP+94%","1","10201094","1"
"2","95","對餃子附加<1>HP+95%","1","10201095","1"
"2","96","對餃子附加<1>HP+96%","1","10201096","1"
"2","97","對餃子附加<1>HP+97%","1","10201097","1"
"2","98","對餃子附加<1>HP+98%","1","10201098","1"
"2","99","對餃子附加<1>HP+99%","1","10201099","1"
"2","100","對餃子附加<1>HP+100%","1","10201100","1"
"3","10","對章魚燒附加<1>HP+10%","1","10301010","1"
"3","11","對章魚燒附加<1>HP+11%","1","10301011","1"
"3","12","對章魚燒附加<1>HP+12%","1","10301012","1"
"3","13","對章魚燒附加<1>HP+13%","1","10301013","1"
"3","14","對章魚燒附加<1>HP+14%","1","10301014","1"
"3","15","對章魚燒附加<1>HP+15%","1","10301015","1"
"3","16","對章魚燒附加<1>HP+16%","1","10301016","1"
"3","17","對章魚燒附加<1>HP+17%","1","10301017","1"
"3","18","對章魚燒附加<1>HP+18%","1","10301018","1"
"3","19","對章魚燒附加<1>HP+19%","1","10301019","1"
"3","20","對章魚燒附加<1>HP+20%","1","10301020","1"
"3","21","對章魚燒附加<1>HP+21%","1","10301021","1"
"3","22","對章魚燒附加<1>HP+22%","1","10301022","1"
"3","23","對章魚燒附加<1>HP+23%","1","10301023","1"
"3","24","對章魚燒附加<1>HP+24%","1","10301024","1"
"3","25","對章魚燒附加<1>HP+25%","1","10301025","1"
"3","26","對章魚燒附加<1>HP+26%","1","10301026","1"
"3","27","對章魚燒附加<1>HP+27%","1","10301027","1"
"3","28","對章魚燒附加<1>HP+28%","1","10301028","1"
"3","29","對章魚燒附加<1>HP+29%","1","10301029","1"
"3","30","對章魚燒附加<1>HP+30%","1","10301030","1"
"3","31","對章魚燒附加<1>HP+31%","1","10301031","1"
"3","32","對章魚燒附加<1>HP+32%","1","10301032","1"
"3","33","對章魚燒附加<1>HP+33%","1","10301033","1"
"3","34","對章魚燒附加<1>HP+34%","1","10301034","1"
"3","35","對章魚燒附加<1>HP+35%","1","10301035","1"
"3","36","對章魚燒附加<1>HP+36%","1","10301036","1"
"3","37","對章魚燒附加<1>HP+37%","1","10301037","1"
"3","38","對章魚燒附加<1>HP+38%","1","10301038","1"
"3","39","對章魚燒附加<1>HP+39%","1","10301039","1"
