d8f50853cc539cce6f8c9c5f1dd7ebfb6a1e109bc189a4d090139e8a892f20b5,776efe87f14e956c0a2938ed5caa9a7b6ebd019b54058c54599ec2157a177edc,092417f0bf7d45441a59bd1a76ba1c5ea386dee7b448d6214616f0e52685f10c,9ad796d0520316e9d485282c9846f06abf313f73513c155ada4ba6f13404ce24,880c81d503420324acd610b9b018b0efb1cd91a5b533133245fbed49eab69a81,1175c3452d59106eb66ca526f519137c4ee5847d50be9d1a47fa12fc97f0b314,31b2dae4049267e248e5ed7bb4a91b480fa3c0bb2699a7d26cc62ecded7255e5,381f0725483a0538b9ec1068ef888e5b1b154d9ee3d64603ea1f3dd7c14ad86e,5b030e4358832c1ec461800b63c514fba71aefd86b0b24caa3fabd2766116431,a0aeb7e3d9cf3bca676412ba3fea3f0f5a76e2742c4239e9b9ee8df0173bc7ae,73a9378156d531531e73444149e5454f5a2a724c811ac306fda90b3270b0521f,1d3f80cea03b52f859331d615097f8f55c76f98b859c4234077f25afd73a1724,4f8b9f65f7e3b720605cafae06b194f50dcc902de57ad86874f08008be8d0302,6da92747b63bd61fe759cd43d4ec0a0101544e1f01bf3e9577aea4c7a0389da6,88c19392cea9b8f25f06e17ebc632de2c42f38b41a5416f620aa25581cfa4e32
"1","0","7","2","0","20012","1","2001","0","0","0","1","0","40001","20011"
"1","0","7","2","0","20022","1","2002","0","0","0","1","0","40001","20021"
"1","0","7","2","0","20032","1","2003","0","0","0","1","0","40001","20031"
"1","0","7","2","0","20042","1","2004","0","0","0","1","0","40001","20041"
"1","0","7","2","0","20052","1","2005","0","0","0","1","0","40001","20051"
"1","0","7","2","0","20062","1","2006","0","0","0","1","0","40001","20061"
"1","0","7","2","0","20072","1","2007","0","0","0","1","0","40001","20071"
"1","0","7","2","0","20082","1","2008","0","0","0","1","0","40001","20081"
"1","0","7","2","0","20092","1","2009","0","0","0","1","0","40001","20091"
"1","0","7","2","0","20102","1","2010","0","0","0","1","0","40001","20101"
"1","0","7","2","0","20112","1","2011","0","0","0","1","0","40001","20111"
"1","0","7","2","0","20122","1","2012","0","0","0","1","0","40001","20121"
"1","0","7","2","0","20132","1","2013","0","0","0","1","0","40001","20131"
"1","0","7","2","0","20142","1","2014","0","0","0","1","0","40001","20141"
"1","0","7","2","0","20152","1","2015","0","0","0","1","0","40001","20151"
"1","0","7","2","0","20162","1","2016","0","0","0","1","0","40001","20161"
"1","0","7","2","0","20172","1","2017","0","0","0","1","0","40001","20171"
"1","0","7","2","0","20182","1","2018","0","0","0","1","0","40001","20181"
"1","0","7","2","0","20192","1","2019","0","0","0","1","0","40001","20191"
"1","0","7","2","0","20202","1","2020","0","0","0","1","0","40001","20201"
"1","0","7","2","0","20212","1","2021","0","0","0","1","0","40001","20211"
"1","0","7","2","0","20222","1","2022","0","0","0","1","0","40001","20221"
"1","0","7","2","0","20232","1","2023","0","0","0","1","0","40001","20231"
"1","0","7","2","0","20242","1","2024","0","0","0","1","0","40001","20241"
"1","0","7","2","0","20252","1","2025","0","0","0","1","0","40001","20251"
"1","0","7","2","0","20262","1","2026","0","0","0","1","0","40001","20261"
"1","0","7","2","0","20272","1","2027","0","0","0","1","0","40001","20271"
"1","0","7","2","0","20282","1","2028","0","0","0","1","0","40001","20281"
"1","0","7","1","0","30012","1","3001","40","0","0","1","0","40001","30011"
"1","0","7","1","0","30022","5","3002","40","0","0","1","0","40001","30021"
"1","0","7","1","0","30032","6","3003","40","0","0","1","0","40001","30031"
"2","0","0","1","0","30042","6","3004","-58","0","0","1","0","40001","30041"
"1","0","-20","1","0","30052","1","3005","-42","0","0","1","0","40001","30051"
"1","0","-20","1","0","30062","5","3006","-42","0","0","1","0","40001","30061"
"1","0","40","1","0","30072","1","3007","0","0","0","1","0","40001","30071"
"1","0","40","1","0","30082","5","3008","0","0","0","1","0","40001","30081"
"1","0","40","1","0","30092","6","3009","0","0","0","1","0","40001","30091"
"1","0","0","1","0","40012","1","4001","0","0","0","2","0","40001","40011"
"1","0","0","1","0","40022","5","4002","0","0","0","2","0","40001","40021"
"1","0","0","1","0","40052","1","4005","0","0","0","2","0","40001","40051"
"1","0","0","1","0","40062","5","4006","0","0","0","2","0","40001","40061"
"2","0","0","1","0","40072","6","4007","0","0","0","2","0","40001","40071"
"2","0","0","1","0","40092","6","4009","0","0","0","2","0","40004","40091"
"1","0","0","1","0","40102","1","4010","0","0","0","2","0","40004","40101"
"1","0","0","1","0","40112","5","4011","0","0","0","2","0","40004","40111"
"1","0","0","1","0","40122","6","4012","0","0","0","2","0","40001","40121"
"1","0","0","1","0","40132","1","4013","0","0","0","2","0","40004","40131"
"1","0","0","1","0","40142","5","4014","0","0","0","2","0","40004","40141"
"1","0","0","1","0","40152","6","4015","0","0","0","2","0","40001","40151"
"1","0","0","1","0","40162","1","4016","0","0","0","2","0","40004","40161"
"1","0","0","1","0","40172","5","4017","0","0","0","2","0","40004","40171"
"1","0","0","1","0","40182","6","4018","0","0","0","2","0","40001","40181"
