fc7b1446b34a315892c9e454014fcee3b1e045c7b7e1c627f942a447c13850ab,63c4ea62cfa367ca78d5b769a75284ec92312a0b496fb2fcfbef0b0ff125697b,360491fc33f59a029962e0acad056b957b68e04a3dc5a48fe2fe71fc560d8592,ce87a43dbda8f9a5523732104b1d29f209fd201910d92fa24bf8918e27282e42,7da95e25258277fad79e3adb530529d74d37cecf44427643824919b071b07be5,d6d631e667c08c10dd87db69fa0a083ff81ae3ddcec4896a7ce8c8b6cf849e8d,546046b734d033b5435f6556e2208d296402bfb275737bdeadaa07b2a5a3475b,7d722853d351789098bb1573bc1edba4705821abbbfba81c8ebcc8caa8428d4e,1d6d6c103e76e1e29dfcafab011fdbd6d67d6ff9d90b1fe911060aa8e3c864ce,86ccb4edbc8c7f127590ca5c6c700e5c473aa3f5bc3deab3de30ff3e7adcda2a,950a8a5dcfcfece01a4c40229a8932beedee6d17cf583c8d883244b43a8de088,00c03ada35a463d4de818c0069d210b76aa954502da201bc8859c1b2b56c47c9,5eea9a608f0bc38535809101f477513cc4ec5d918132f348560465728bd22434,cc1d60f268241ab62cf6f9f47d15d79c0c31c0de142cfcf9104f856a8b93db02,44bcaa7c252ec9ecd11d6c4cb5adf3055b4a280c7a78f7bd2c9da6f3e7371786,27842f9c75309aab3beaddd7a923e76fd7ec3ecdf455c3b21cb4b6575df81d87,f4d968c22b70ffd3a162f91901628a83376e5ea8d707de475e8f62c1c7206eb4,5292afe01a2af0e678d15d824cf645fd461f75c7a50b7dc74e5fa60b565cd3db,8c5917c42f142e9546c2a7454271739e1f0055b42852ba30d546fb0aa57059c6,f1e517a8566b32d61d3f5a2e29c65491c9e4587fe9e9fdfe0dbcda13464d9fa3,38ed6e81a401f69dad15d4c7b8f509931e2b83c3146621c3cfa5de5e5778b2aa
"31043","0","0","0","2","91002","0","5000","1001","0","1","2","8","30","1","5000","30","90006","0","1","0"
"31043","0","0","0","2","91002","0","4500","1001","0","2","2","8","25","31","4500","100","90006","0","1","0"
"31043","0","0","0","2","91002","0","4000","1001","0","3","2","8","20","101","4000","300","90006","0","1","0"
"31043","0","0","0","2","91002","0","3500","1001","0","4","2","8","18","301","3500","1000","90006","0","1","0"
"31043","0","0","0","2","91002","0","3000","1001","0","5","2","8","16","1001","3000","2000","90006","0","1","0"
"31043","0","0","0","2","91002","0","2000","1001","0","6","2","8","14","2001","2000","5000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1500","1001","0","7","2","8","12","5001","1500","10000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1000","1001","0","8","2","8","10","10001","1000","20000","90006","0","1","0"
"31043","0","0","0","2","91002","0","500","1001","0","9","2","8","5","20001","500","-1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1002","0","10","2","8","30","1","20000","1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1002","0","11","2","8","30","2","15000","2","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1002","0","12","2","8","30","3","12000","3","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1002","0","13","2","8","30","4","10000","20","90006","0","1","0"
"31022","0","0","0","2","91002","0","4500","1002","0","14","2","8","25","21","8000","50","90006","0","1","0"
"31022","0","0","0","2","91002","0","4500","1002","0","15","2","8","25","51","6000","100","90006","0","1","0"
"31022","0","0","0","2","91002","0","4000","1002","0","16","2","8","20","101","4000","250","90006","0","1","0"
"31022","0","0","0","2","91002","0","3500","1002","0","17","2","8","18","251","3500","500","90006","0","1","0"
"31022","0","0","0","2","91002","0","3000","1002","0","18","2","8","16","501","3000","1000","90006","0","1","0"
"31022","0","0","0","2","91002","0","2500","1002","0","19","2","8","14","1001","2500","2000","90006","0","1","0"
"31022","0","0","0","2","91002","0","2000","1002","0","20","2","8","12","2001","2000","3000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1500","1002","0","21","2","8","10","3001","1500","5000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1000","1002","0","22","2","8","8","5001","1000","10000","90006","0","1","0"
"31022","0","0","0","2","91002","0","500","1002","0","23","2","8","5","10001","500","-1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1003","0","24","2","8","30","1","20000","1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1003","0","25","2","8","30","2","15000","2","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1003","0","26","2","8","30","3","12000","3","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1003","0","27","2","8","30","4","10000","20","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1003","0","28","2","8","25","21","8000","50","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1003","0","29","2","8","25","51","6000","100","90006","0","1","0"
"31042","0","0","0","2","91002","0","4000","1003","0","30","2","8","20","101","4000","250","90006","0","1","0"
"31042","0","0","0","2","91002","0","3500","1003","0","31","2","8","18","251","3500","500","90006","0","1","0"
"31042","0","0","0","2","91002","0","3000","1003","0","32","2","8","16","501","3000","1000","90006","0","1","0"
"31042","0","0","0","2","91002","0","2500","1003","0","33","2","8","14","1001","2500","2000","90006","0","1","0"
"31042","0","0","0","2","91002","0","2000","1003","0","34","2","8","12","2001","2000","3000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1500","1003","0","35","2","8","10","3001","1500","5000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1000","1003","0","36","2","8","8","5001","1000","10000","90006","0","1","0"
"31042","0","0","0","2","91002","0","500","1003","0","37","2","8","5","10001","500","-1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1004","0","38","2","8","30","1","20000","1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1004","0","39","2","8","30","2","15000","2","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1004","0","40","2","8","30","3","12000","3","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1004","0","41","2","8","30","4","10000","20","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1004","0","42","2","8","25","21","8000","50","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1004","0","43","2","8","25","51","6000","100","90006","0","1","0"
"31018","0","0","0","2","91002","0","4000","1004","0","44","2","8","20","101","4000","250","90006","0","1","0"
"31018","0","0","0","2","91002","0","3500","1004","0","45","2","8","18","251","3500","500","90006","0","1","0"
"31018","0","0","0","2","91002","0","3000","1004","0","46","2","8","16","501","3000","1000","90006","0","1","0"
"31018","0","0","0","2","91002","0","2500","1004","0","47","2","8","14","1001","2500","2000","90006","0","1","0"
"31018","0","0","0","2","91002","0","2000","1004","0","48","2","8","12","2001","2000","3000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1500","1004","0","49","2","8","10","3001","1500","5000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1000","1004","0","50","2","8","8","5001","1000","10000","90006","0","1","0"
"31018","0","0","0","2","91002","0","500","1004","0","51","2","8","5","10001","500","-1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1005","0","52","2","8","30","1","20000","1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1005","0","53","2","8","30","2","15000","2","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1005","0","54","2","8","30","3","12000","3","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1005","0","55","2","8","30","4","10000","20","90006","0","1","0"
"31025","0","0","0","2","91002","0","4500","1005","0","56","2","8","25","21","8000","50","90006","0","1","0"
"31025","0","0","0","2","91002","0","4500","1005","0","57","2","8","25","51","6000","100","90006","0","1","0"
"31025","0","0","0","2","91002","0","4000","1005","0","58","2","8","20","101","4000","250","90006","0","1","0"
"31025","0","0","0","2","91002","0","3500","1005","0","59","2","8","18","251","3500","500","90006","0","1","0"
"31025","0","0","0","2","91002","0","3000","1005","0","60","2","8","16","501","3000","1000","90006","0","1","0"
"31025","0","0","0","2","91002","0","2500","1005","0","61","2","8","14","1001","2500","2000","90006","0","1","0"
"31025","0","0","0","2","91002","0","2000","1005","0","62","2","8","12","2001","2000","3000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1500","1005","0","63","2","8","10","3001","1500","5000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1000","1005","0","64","2","8","8","5001","1000","10000","90006","0","1","0"
"31025","0","0","0","2","91002","0","500","1005","0","65","2","8","5","10001","500","-1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1006","0","66","2","8","30","1","20000","1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1006","0","67","2","8","30","2","15000","2","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1006","0","68","2","8","30","3","12000","3","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1006","0","69","2","8","30","4","10000","20","90006","0","1","0"
"31043","0","0","0","2","91002","0","4500","1006","0","70","2","8","25","21","8000","50","90006","0","1","0"
"31043","0","0","0","2","91002","0","4500","1006","0","71","2","8","25","51","6000","100","90006","0","1","0"
"31043","0","0","0","2","91002","0","4000","1006","0","72","2","8","20","101","4000","250","90006","0","1","0"
"31043","0","0","0","2","91002","0","3500","1006","0","73","2","8","18","251","3500","500","90006","0","1","0"
"31043","0","0","0","2","91002","0","3000","1006","0","74","2","8","16","501","3000","1000","90006","0","1","0"
"31043","0","0","0","2","91002","0","2500","1006","0","75","2","8","14","1001","2500","2000","90006","0","1","0"
"31043","0","0","0","2","91002","0","2000","1006","0","76","2","8","12","2001","2000","3000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1500","1006","0","77","2","8","10","3001","1500","5000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1000","1006","0","78","2","8","8","5001","1000","10000","90006","0","1","0"
"31043","0","0","0","2","91002","0","500","1006","0","79","2","8","5","10001","500","-1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1007","0","80","2","8","30","1","20000","1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1007","0","81","2","8","30","2","15000","2","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1007","0","82","2","8","30","3","12000","3","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1007","0","83","2","8","30","4","10000","20","90006","0","1","0"
"31022","0","0","0","2","91002","0","4500","1007","0","84","2","8","25","21","8000","50","90006","0","1","0"
"31022","0","0","0","2","91002","0","4500","1007","0","85","2","8","25","51","6000","100","90006","0","1","0"
"31022","0","0","0","2","91002","0","4000","1007","0","86","2","8","20","101","4000","250","90006","0","1","0"
"31022","0","0","0","2","91002","0","3500","1007","0","87","2","8","18","251","3500","500","90006","0","1","0"
"31022","0","0","0","2","91002","0","3000","1007","0","88","2","8","16","501","3000","1000","90006","0","1","0"
"31022","0","0","0","2","91002","0","2500","1007","0","89","2","8","14","1001","2500","2000","90006","0","1","0"
"31022","0","0","0","2","91002","0","2000","1007","0","90","2","8","12","2001","2000","3000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1500","1007","0","91","2","8","10","3001","1500","5000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1000","1007","0","92","2","8","8","5001","1000","10000","90006","0","1","0"
"31022","0","0","0","2","91002","0","500","1007","0","93","2","8","5","10001","500","-1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1008","0","94","2","8","30","1","20000","1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1008","0","95","2","8","30","2","15000","2","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1008","0","96","2","8","30","3","12000","3","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1008","0","97","2","8","30","4","10000","20","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1008","0","98","2","8","25","21","8000","50","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1008","0","99","2","8","25","51","6000","100","90006","0","1","0"
"31042","0","0","0","2","91002","0","4000","1008","0","100","2","8","20","101","4000","250","90006","0","1","0"
"31042","0","0","0","2","91002","0","3500","1008","0","101","2","8","18","251","3500","500","90006","0","1","0"
"31042","0","0","0","2","91002","0","3000","1008","0","102","2","8","16","501","3000","1000","90006","0","1","0"
"31042","0","0","0","2","91002","0","2500","1008","0","103","2","8","14","1001","2500","2000","90006","0","1","0"
"31042","0","0","0","2","91002","0","2000","1008","0","104","2","8","12","2001","2000","3000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1500","1008","0","105","2","8","10","3001","1500","5000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1000","1008","0","106","2","8","8","5001","1000","10000","90006","0","1","0"
"31042","0","0","0","2","91002","0","500","1008","0","107","2","8","5","10001","500","-1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1009","0","108","2","8","30","1","20000","1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1009","0","109","2","8","30","2","15000","2","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1009","0","110","2","8","30","3","12000","3","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1009","0","111","2","8","30","4","10000","20","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1009","0","112","2","8","25","21","8000","50","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1009","0","113","2","8","25","51","6000","100","90006","0","1","0"
"31018","0","0","0","2","91002","0","4000","1009","0","114","2","8","20","101","4000","250","90006","0","1","0"
"31018","0","0","0","2","91002","0","3500","1009","0","115","2","8","18","251","3500","500","90006","0","1","0"
"31018","0","0","0","2","91002","0","3000","1009","0","116","2","8","16","501","3000","1000","90006","0","1","0"
"31018","0","0","0","2","91002","0","2500","1009","0","117","2","8","14","1001","2500","2000","90006","0","1","0"
"31018","0","0","0","2","91002","0","2000","1009","0","118","2","8","12","2001","2000","3000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1500","1009","0","119","2","8","10","3001","1500","5000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1000","1009","0","120","2","8","8","5001","1000","10000","90006","0","1","0"
"31018","0","0","0","2","91002","0","500","1009","0","121","2","8","5","10001","500","-1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1010","0","122","2","8","30","1","20000","1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1010","0","123","2","8","30","2","15000","2","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1010","0","124","2","8","30","3","12000","3","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1010","0","125","2","8","30","4","10000","20","90006","0","1","0"
"31025","0","0","0","2","91002","0","4500","1010","0","126","2","8","25","21","8000","50","90006","0","1","0"
"31025","0","0","0","2","91002","0","4500","1010","0","127","2","8","25","51","6000","100","90006","0","1","0"
"31025","0","0","0","2","91002","0","4000","1010","0","128","2","8","20","101","4000","250","90006","0","1","0"
"31025","0","0","0","2","91002","0","3500","1010","0","129","2","8","18","251","3500","500","90006","0","1","0"
"31025","0","0","0","2","91002","0","3000","1010","0","130","2","8","16","501","3000","1000","90006","0","1","0"
"31025","0","0","0","2","91002","0","2500","1010","0","131","2","8","14","1001","2500","2000","90006","0","1","0"
"31025","0","0","0","2","91002","0","2000","1010","0","132","2","8","12","2001","2000","3000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1500","1010","0","133","2","8","10","3001","1500","5000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1000","1010","0","134","2","8","8","5001","1000","10000","90006","0","1","0"
"31025","0","0","0","2","91002","0","500","1010","0","135","2","8","5","10001","500","-1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1011","0","136","2","8","30","1","20000","1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1011","0","137","2","8","30","2","15000","2","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1011","0","138","2","8","30","3","12000","3","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1011","0","139","2","8","30","4","10000","20","90006","0","1","0"
"31043","0","0","0","2","91002","0","4500","1011","0","140","2","8","25","21","8000","50","90006","0","1","0"
"31043","0","0","0","2","91002","0","4500","1011","0","141","2","8","25","51","6000","100","90006","0","1","0"
"31043","0","0","0","2","91002","0","4000","1011","0","142","2","8","20","101","4000","250","90006","0","1","0"
"31043","0","0","0","2","91002","0","3500","1011","0","143","2","8","18","251","3500","500","90006","0","1","0"
"31043","0","0","0","2","91002","0","3000","1011","0","144","2","8","16","501","3000","1000","90006","0","1","0"
"31043","0","0","0","2","91002","0","2500","1011","0","145","2","8","14","1001","2500","2000","90006","0","1","0"
"31043","0","0","0","2","91002","0","2000","1011","0","146","2","8","12","2001","2000","3000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1500","1011","0","147","2","8","10","3001","1500","5000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1000","1011","0","148","2","8","8","5001","1000","10000","90006","0","1","0"
"31043","0","0","0","2","91002","0","500","1011","0","149","2","8","5","10001","500","-1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1012","0","150","2","8","30","1","20000","1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1012","0","151","2","8","30","2","15000","2","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1012","0","152","2","8","30","3","12000","3","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1012","0","153","2","8","30","4","10000","20","90006","0","1","0"
"31022","0","0","0","2","91002","0","4500","1012","0","154","2","8","25","21","8000","50","90006","0","1","0"
"31022","0","0","0","2","91002","0","4500","1012","0","155","2","8","25","51","6000","100","90006","0","1","0"
"31022","0","0","0","2","91002","0","4000","1012","0","156","2","8","20","101","4000","250","90006","0","1","0"
"31022","0","0","0","2","91002","0","3500","1012","0","157","2","8","18","251","3500","500","90006","0","1","0"
"31022","0","0","0","2","91002","0","3000","1012","0","158","2","8","16","501","3000","1000","90006","0","1","0"
"31022","0","0","0","2","91002","0","2500","1012","0","159","2","8","14","1001","2500","2000","90006","0","1","0"
"31022","0","0","0","2","91002","0","2000","1012","0","160","2","8","12","2001","2000","3000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1500","1012","0","161","2","8","10","3001","1500","5000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1000","1012","0","162","2","8","8","5001","1000","10000","90006","0","1","0"
"31022","0","0","0","2","91002","0","500","1012","0","163","2","8","5","10001","500","-1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1013","0","164","2","8","30","1","20000","1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1013","0","165","2","8","30","2","15000","2","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1013","0","166","2","8","30","3","12000","3","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1013","0","167","2","8","30","4","10000","20","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1013","0","168","2","8","25","21","8000","50","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1013","0","169","2","8","25","51","6000","100","90006","0","1","0"
"31042","0","0","0","2","91002","0","4000","1013","0","170","2","8","20","101","4000","250","90006","0","1","0"
"31042","0","0","0","2","91002","0","3500","1013","0","171","2","8","18","251","3500","500","90006","0","1","0"
"31042","0","0","0","2","91002","0","3000","1013","0","172","2","8","16","501","3000","1000","90006","0","1","0"
"31042","0","0","0","2","91002","0","2500","1013","0","173","2","8","14","1001","2500","2000","90006","0","1","0"
"31042","0","0","0","2","91002","0","2000","1013","0","174","2","8","12","2001","2000","3000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1500","1013","0","175","2","8","10","3001","1500","5000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1000","1013","0","176","2","8","8","5001","1000","10000","90006","0","1","0"
"31042","0","0","0","2","91002","0","500","1013","0","177","2","8","5","10001","500","-1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1014","0","178","2","8","30","1","20000","1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1014","0","179","2","8","30","2","15000","2","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1014","0","180","2","8","30","3","12000","3","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1014","0","181","2","8","30","4","10000","20","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1014","0","182","2","8","25","21","8000","50","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1014","0","183","2","8","25","51","6000","100","90006","0","1","0"
"31018","0","0","0","2","91002","0","4000","1014","0","184","2","8","20","101","4000","250","90006","0","1","0"
"31018","0","0","0","2","91002","0","3500","1014","0","185","2","8","18","251","3500","500","90006","0","1","0"
"31018","0","0","0","2","91002","0","3000","1014","0","186","2","8","16","501","3000","1000","90006","0","1","0"
"31018","0","0","0","2","91002","0","2500","1014","0","187","2","8","14","1001","2500","2000","90006","0","1","0"
"31018","0","0","0","2","91002","0","2000","1014","0","188","2","8","12","2001","2000","3000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1500","1014","0","189","2","8","10","3001","1500","5000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1000","1014","0","190","2","8","8","5001","1000","10000","90006","0","1","0"
"31018","0","0","0","2","91002","0","500","1014","0","191","2","8","5","10001","500","-1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1015","0","192","2","8","30","1","20000","1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1015","0","193","2","8","30","2","15000","2","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1015","0","194","2","8","30","3","12000","3","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1015","0","195","2","8","30","4","10000","20","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1015","0","196","2","8","25","21","8000","50","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1015","0","197","2","8","25","51","6000","100","90006","0","1","0"
"31042","0","0","0","2","91002","0","4000","1015","0","198","2","8","20","101","4000","250","90006","0","1","0"
"31042","0","0","0","2","91002","0","3500","1015","0","199","2","8","18","251","3500","500","90006","0","1","0"
"31042","0","0","0","2","91002","0","3000","1015","0","200","2","8","16","501","3000","1000","90006","0","1","0"
"31042","0","0","0","2","91002","0","2500","1015","0","201","2","8","14","1001","2500","2000","90006","0","1","0"
"31042","0","0","0","2","91002","0","2000","1015","0","202","2","8","12","2001","2000","3000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1500","1015","0","203","2","8","10","3001","1500","5000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1000","1015","0","204","2","8","8","5001","1000","10000","90006","0","1","0"
"31042","0","0","0","2","91002","0","500","1015","0","205","2","8","5","10001","500","-1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1016","0","206","2","8","30","1","20000","1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1016","0","207","2","8","30","2","15000","2","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1016","0","208","2","8","30","3","12000","3","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1016","0","209","2","8","30","4","10000","20","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1016","0","210","2","8","30","21","8000","50","90006","0","1","0"
"31025","0","0","0","2","91002","0","4500","1016","0","211","2","8","25","51","6000","150","90006","0","1","0"
"31025","0","0","0","2","91002","0","4000","1016","0","212","2","8","20","151","4000","300","90006","0","1","0"
"31025","0","0","0","2","91002","0","3500","1016","0","213","2","8","18","301","3500","700","90006","0","1","0"
"31025","0","0","0","2","91002","0","3000","1016","0","214","2","8","16","701","3000","1300","90006","0","1","0"
"31025","0","0","0","2","91002","0","2500","1016","0","215","2","8","14","1301","2500","2500","90006","0","1","0"
"31025","0","0","0","2","91002","0","2000","1016","0","216","2","8","12","2501","2000","4000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1500","1016","0","217","2","8","10","4001","1500","6000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1000","1016","0","218","2","8","8","6001","1000","10000","90006","0","1","0"
"31025","0","0","0","2","91002","0","750","1016","0","219","2","8","7","10001","750","-1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1017","0","220","2","8","30","1","20000","1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1017","0","221","2","8","30","2","15000","2","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1017","0","222","2","8","30","3","12000","3","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1017","0","223","2","8","30","4","10000","20","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1017","0","224","2","8","30","21","8000","50","90006","0","1","0"
"31043","0","0","0","2","91002","0","4500","1017","0","225","2","8","25","51","6000","150","90006","0","1","0"
"31043","0","0","0","2","91002","0","4000","1017","0","226","2","8","20","151","4000","300","90006","0","1","0"
"31043","0","0","0","2","91002","0","3500","1017","0","227","2","8","18","301","3500","700","90006","0","1","0"
"31043","0","0","0","2","91002","0","3000","1017","0","228","2","8","16","701","3000","1300","90006","0","1","0"
"31043","0","0","0","2","91002","0","2500","1017","0","229","2","8","14","1301","2500","2500","90006","0","1","0"
"31043","0","0","0","2","91002","0","2000","1017","0","230","2","8","12","2501","2000","4000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1500","1017","0","231","2","8","10","4001","1500","6000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1000","1017","0","232","2","8","8","6001","1000","10000","90006","0","1","0"
"31043","0","0","0","2","91002","0","750","1017","0","233","2","8","7","10001","750","-1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1018","0","234","2","8","30","1","20000","1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1018","0","235","2","8","30","2","15000","2","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1018","0","236","2","8","30","3","12000","3","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1018","0","237","2","8","30","4","10000","20","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1018","0","238","2","8","30","21","8000","50","90006","0","1","0"
"31022","0","0","0","2","91002","0","4500","1018","0","239","2","8","25","51","6000","150","90006","0","1","0"
"31022","0","0","0","2","91002","0","4000","1018","0","240","2","8","20","151","4000","300","90006","0","1","0"
"31022","0","0","0","2","91002","0","3500","1018","0","241","2","8","18","301","3500","700","90006","0","1","0"
"31022","0","0","0","2","91002","0","3000","1018","0","242","2","8","16","701","3000","1300","90006","0","1","0"
"31022","0","0","0","2","91002","0","2500","1018","0","243","2","8","14","1301","2500","2500","90006","0","1","0"
"31022","0","0","0","2","91002","0","2000","1018","0","244","2","8","12","2501","2000","4000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1500","1018","0","245","2","8","10","4001","1500","6000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1000","1018","0","246","2","8","8","6001","1000","10000","90006","0","1","0"
"31022","0","0","0","2","91002","0","750","1018","0","247","2","8","7","10001","750","-1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1019","0","248","2","8","30","1","20000","1","90006","0","1","0"
