f83522206e55b8fe02b32140549347c116c2d309f946cd2bcbcb105449bfc2eb,e45f9c98a39862925306a501b031537e1bad87569cfa59fe3c60e44e94a5f923,2ae3218a621db247d427264645668a3d21981cb7498e02ea361e8c2438264de5,3708313f06daabe141e08f31d68292e627ba35d54d948b4057859422f37b7ff7,cfe55b35680e1d2fbbe14bf763fd9b57b5a350f159bd9bcc419995a1476b00a4,ca683f34d1ada8fdef001bde1880f84c97ec24ff46a5a53e5b541aa04ad90f2f,acdc4f2c8f8bbc021f2d2a0c9e3729997e198fc9b6e257ae05ce13de45f39229,8576db9188a7fac29b6ac7ee8d3f17b9eca26592a60f0f8d276b7cd4d401794c,21710f13c1de6435fb78343d7cea8195b8c6b9ac49045cff8fcbbc7746d2fb53,d87cccaa42daee24e5bd00178426a9a32d1afc79c5e7e1820a250f06c3059faf,076155106279249cc9a10edfb3df6de66231942c29e6a88b6adc55c463e87850,2e94aa2f466a7db7a187d56c225e3fdaefe43bd2995ead95e5c7fde0eb38c594,08a3f9846b42d4c9a054a852d6585d411213d4075c34c41d8b34cba43a0f56c0,478c772151875950757eb78301c1110b2a7404629bdd9c8979d80b474a885c30,ba234f7c319d5b89985504d9006a7d1ee870be9a41f0394cb54558c872538dd9,b9d01841c48120a0c4ade9d5a4173a8fcc499c85615a65ca7e2ff80946c60b5d,846a3f117264ebf8c4cdf8427c3d5afb5e30cdba09ed902e4e20b230f09a2f5b,aefc38cda91f6f55085e789f5ce87bbce310fafafc7e48514d7877a86d3d3fdb
"0","0","0","5000","0","0","0","20000","分數累積獲得 20000 分","1","0","94002","12","0","0","0","0","0"
"0","0","0","10000","0","0","0","40000","分數累積獲得 40000 分","2","0","94002","12","0","0","0","0","0"
"0","0","0","15000","0","0","0","60000","分數累積獲得 60000 分","3","0","94002","12","0","0","0","0","0"
"0","0","0","20000","0","0","0","80000","分數累積獲得 80000 分","4","0","94002","12","0","0","0","0","0"
"0","0","0","50","0","0","0","100000","分數累積獲得 100000 分","5","5","91002","8","0","0","2","0","23001"
"0","0","0","25000","0","0","0","120000","分數累積獲得 120000 分","6","0","94002","12","0","0","0","0","0"
"0","0","0","30000","0","0","0","140000","分數累積獲得 140000 分","7","0","94002","12","0","0","0","0","0"
"0","0","0","35000","0","0","0","160000","分數累積獲得 160000 分","8","0","94002","12","0","0","0","0","0"
"0","0","0","40000","0","0","0","180000","分數累積獲得 180000 分","9","0","94002","12","0","0","0","0","0"
"0","0","0","50","0","0","0","200000","分數累積獲得 200000 分","10","5","91002","8","0","0","2","0","23001"
"0","0","0","55000","0","0","0","220000","分數累積獲得 220000 分","11","0","94002","12","0","0","0","0","0"
"0","0","0","35000","0","0","0","240000","分數累積獲得 240000 分","12","0","94002","12","0","0","0","0","0"
"0","0","0","40000","0","0","0","260000","分數累積獲得 260000 分","13","0","94002","12","0","0","0","0","0"
"0","0","0","45000","0","0","0","280000","分數累積獲得 280000 分","14","0","94002","12","0","0","0","0","0"
"0","0","0","150","0","0","0","300000","分數累積獲得 300000 分","15","10","91002","8","0","0","2","0","23001"
