79c9f7ae98d36c8be5e96d2b1edf1d0bad3538616b890aa1a2f7628085b397a5,3d5165d8ad74de451ea9fa5e79fb80eb62f2ccb464ac9ac349437c59d8d4f9d3,a0b9a7ce805c0a4824e142aba6cf3a360a5630e70104db7c9e7c47a38ff20f1d,0ede1c66fb02c43a615ae72084afa4c34275889e29f20610ef3a2e1987501edf,99479cf1eab03e4b988eb8f14838829afefd30da099ed441b17b85953c13a255
"4101101","11001001","18","750000","1"
"4101201","11001001","18","120000","2"
"4101202","11001001","18","120000","3"
"4101203","11001001","18","120000","4"
"4101251","11001001","18","120000","5"
"4101301","11001001","18","66374","6"
"4101302","11001001","18","66374","7"
"4101303","11001001","18","66374","8"
"4101351","11001001","18","66374","9"
"4101401","11001001","18","4500","10"
"4104101","11001001","18","750000","11"
"4104201","11001001","18","120000","12"
"4104202","11001001","18","120000","13"
"4104203","11001001","18","120000","14"
"4104251","11001001","18","120000","15"
"4104301","11001001","18","66374","16"
"4104302","11001001","18","66374","17"
"4104303","11001001","18","66374","18"
"4104351","11001001","18","66374","19"
"4104401","11001001","18","4500","20"
"4201101","11001001","18","333334","21"
"4201201","11001001","18","80000","22"
"4201202","11001001","18","80000","23"
"4201203","11001001","18","80000","24"
"4201301","11001001","18","44250","25"
"4201302","11001001","18","44250","26"
"4201303","11001001","18","44250","27"
"4201401","11001001","18","2000","28"
"4202101","11001001","18","333334","29"
"4202201","11001001","18","80000","30"
"4202202","11001001","18","80000","31"
"4202203","11001001","18","80000","32"
"4202301","11001001","18","44250","33"
"4202302","11001001","18","44250","34"
"4202303","11001001","18","44250","35"
"4202401","11001001","18","2000","36"
"4301101","11001001","18","333332","37"
"4301201","11001001","18","80000","38"
"4301202","11001001","18","80000","39"
"4301301","11001001","18","44250","40"
"4301302","11001001","18","44250","41"
"4301401","11001001","18","2000","42"
"99006","11001001","2","0","43"
"94002","11001001","12","0","44"
"90008","11001001","2","0","45"
"26201","11001001","2","0","46"
"23002","11001001","2","0","47"
"4106101","11001002","18","750000","48"
"4106201","11001002","18","120000","49"
"4106202","11001002","18","120000","50"
"4106203","11001002","18","120000","51"
"4106251","11001002","18","120000","52"
"4106301","11001002","18","66374","53"
"4106302","11001002","18","66374","54"
"4106303","11001002","18","66374","55"
"4106351","11001002","18","66374","56"
"4106401","11001002","18","4500","57"
"4110101","11001002","18","750000","58"
"4110201","11001002","18","120000","59"
"4110202","11001002","18","120000","60"
"4110203","11001002","18","120000","61"
"4110251","11001002","18","120000","62"
"4110301","11001002","18","66374","63"
"4110302","11001002","18","66374","64"
"4110303","11001002","18","66374","65"
"4110351","11001002","18","66374","66"
"4110401","11001002","18","4500","67"
"4203101","11001002","18","333334","68"
"4203201","11001002","18","80000","69"
"4203202","11001002","18","80000","70"
"4203203","11001002","18","80000","71"
"4203301","11001002","18","44250","72"
"4203302","11001002","18","44250","73"
"4203303","11001002","18","44250","74"
"4203401","11001002","18","2000","75"
"4204101","11001002","18","333334","76"
"4204201","11001002","18","80000","77"
"4204202","11001002","18","80000","78"
"4204203","11001002","18","80000","79"
"4204301","11001002","18","44250","80"
"4204302","11001002","18","44250","81"
"4204303","11001002","18","44250","82"
"4204401","11001002","18","2000","83"
"4305101","11001002","18","333332","84"
"4305201","11001002","18","80000","85"
"4305202","11001002","18","80000","86"
"4305301","11001002","18","44250","87"
"4305302","11001002","18","44250","88"
"4305401","11001002","18","2000","89"
"99006","11001002","2","0","90"
"94002","11001002","12","0","91"
"90008","11001002","2","0","92"
"26201","11001002","2","0","93"
"23002","11001002","2","0","94"
"4102101","11001003","18","750000","95"
"4102201","11001003","18","120000","96"
"4102202","11001003","18","120000","97"
"4102203","11001003","18","120000","98"
"4102251","11001003","18","120000","99"
"4102301","11001003","18","66374","100"
"4102302","11001003","18","66374","101"
"4102303","11001003","18","66374","102"
"4102351","11001003","18","66374","103"
"4102401","11001003","18","4500","104"
"4105101","11001003","18","750000","105"
"4105201","11001003","18","120000","106"
"4105202","11001003","18","120000","107"
"4105203","11001003","18","120000","108"
"4105251","11001003","18","120000","109"
"4105301","11001003","18","66374","110"
"4105302","11001003","18","66374","111"
"4105303","11001003","18","66374","112"
"4105351","11001003","18","66374","113"
"4105401","11001003","18","4500","114"
"4201101","11001003","18","333334","115"
"4201201","11001003","18","80000","116"
"4201202","11001003","18","80000","117"
"4201203","11001003","18","80000","118"
"4201301","11001003","18","44250","119"
"4201302","11001003","18","44250","120"
"4201303","11001003","18","44250","121"
"4201401","11001003","18","2000","122"
"4202101","11001003","18","333334","123"
"4202201","11001003","18","80000","124"
"4202202","11001003","18","80000","125"
"4202203","11001003","18","80000","126"
"4202301","11001003","18","44250","127"
"4202302","11001003","18","44250","128"
"4202303","11001003","18","44250","129"
"4202401","11001003","18","2000","130"
"4302101","11001003","18","333332","131"
"4302201","11001003","18","80000","132"
"4302202","11001003","18","80000","133"
"4302301","11001003","18","44250","134"
"4302302","11001003","18","44250","135"
"4302401","11001003","18","2000","136"
"99006","11001003","2","0","137"
"94002","11001003","12","0","138"
"90008","11001003","2","0","139"
"26201","11001003","2","0","140"
"23002","11001003","2","0","141"
"4108101","11001004","18","750000","142"
"4108201","11001004","18","120000","143"
"4108202","11001004","18","120000","144"
"4108203","11001004","18","120000","145"
"4108251","11001004","18","120000","146"
"4108301","11001004","18","66374","147"
"4108302","11001004","18","66374","148"
"4108303","11001004","18","66374","149"
"4108351","11001004","18","66374","150"
"4108401","11001004","18","4500","151"
"4109101","11001004","18","750000","152"
"4109201","11001004","18","120000","153"
"4109202","11001004","18","120000","154"
"4109203","11001004","18","120000","155"
"4109251","11001004","18","120000","156"
"4109301","11001004","18","66374","157"
"4109302","11001004","18","66374","158"
"4109303","11001004","18","66374","159"
"4109351","11001004","18","66374","160"
"4109401","11001004","18","4500","161"
"4203101","11001004","18","333334","162"
"4203201","11001004","18","80000","163"
"4203202","11001004","18","80000","164"
"4203203","11001004","18","80000","165"
"4203301","11001004","18","44250","166"
"4203302","11001004","18","44250","167"
"4203303","11001004","18","44250","168"
"4203401","11001004","18","2000","169"
"4204101","11001004","18","333334","170"
"4204201","11001004","18","80000","171"
"4204202","11001004","18","80000","172"
"4204203","11001004","18","80000","173"
"4204301","11001004","18","44250","174"
"4204302","11001004","18","44250","175"
"4204303","11001004","18","44250","176"
"4204401","11001004","18","2000","177"
"4304101","11001004","18","333332","178"
"4304201","11001004","18","80000","179"
"4304202","11001004","18","80000","180"
"4304301","11001004","18","44250","181"
"4304302","11001004","18","44250","182"
"4304401","11001004","18","2000","183"
"99006","11001004","2","0","184"
"94002","11001004","12","0","185"
"90008","11001004","2","0","186"
"26201","11001004","2","0","187"
"23002","11001004","2","0","188"
"4103101","11001005","18","750000","189"
"4103201","11001005","18","120000","190"
"4103202","11001005","18","120000","191"
"4103203","11001005","18","120000","192"
"4103251","11001005","18","120000","193"
"4103301","11001005","18","66374","194"
"4103302","11001005","18","66374","195"
"4103303","11001005","18","66374","196"
"4103351","11001005","18","66374","197"
"4103401","11001005","18","4500","198"
"4107101","11001005","18","750000","199"
"4107201","11001005","18","120000","200"
"4107202","11001005","18","120000","201"
"4107203","11001005","18","120000","202"
"4107251","11001005","18","120000","203"
"4107301","11001005","18","66374","204"
"4107302","11001005","18","66374","205"
"4107303","11001005","18","66374","206"
"4107351","11001005","18","66374","207"
"4107401","11001005","18","4500","208"
"4201101","11001005","18","333334","209"
"4201201","11001005","18","80000","210"
"4201202","11001005","18","80000","211"
"4201203","11001005","18","80000","212"
"4201301","11001005","18","44250","213"
"4201302","11001005","18","44250","214"
"4201303","11001005","18","44250","215"
"4201401","11001005","18","2000","216"
"4202101","11001005","18","333334","217"
"4202201","11001005","18","80000","218"
"4202202","11001005","18","80000","219"
"4202203","11001005","18","80000","220"
"4202301","11001005","18","44250","221"
"4202302","11001005","18","44250","222"
"4202303","11001005","18","44250","223"
"4202401","11001005","18","2000","224"
"4303101","11001005","18","333332","225"
"4303201","11001005","18","80000","226"
"4303202","11001005","18","80000","227"
"4303301","11001005","18","44250","228"
"4303302","11001005","18","44250","229"
"4303401","11001005","18","2000","230"
"99006","11001005","2","0","231"
"94002","11001005","12","0","232"
"90008","11001005","2","0","233"
"26201","11001005","2","0","234"
"23002","11001005","2","0","235"
"4101101","11002001","18","500000","236"
"4101201","11002001","18","80000","237"
"4101202","11002001","18","80000","238"
"4101203","11002001","18","80000","239"
"4101251","11002001","18","80000","240"
"4101301","11002001","18","44250","241"
"4101302","11002001","18","44250","242"
"4101303","11002001","18","44250","243"
"4101351","11002001","18","44250","244"
"4101401","11002001","18","3000","245"
"4104101","11002001","18","500000","246"
"4104201","11002001","18","80000","247"
"4104202","11002001","18","80000","248"
"4104203","11002001","18","80000","249"
"4104251","11002001","18","80000","250"
"4104301","11002001","18","44250","251"
"4104302","11002001","18","44250","252"
"4104303","11002001","18","44250","253"
"4104351","11002001","18","44250","254"
"4104401","11002001","18","3000","255"
"4201101","11002001","18","300000","256"
"4201201","11002001","18","63945","257"
"4201202","11002001","18","63945","258"
"4201203","11002001","18","63945","259"
"4201301","11002001","18","35376","260"
"4201302","11002001","18","35379","261"
"4201303","11002001","18","35379","262"
"4201401","11002001","18","1800","263"
"4202101","11002001","18","300000","264"
"4202201","11002001","18","63948","265"
"4202202","11002001","18","63948","266"
"4202203","11002001","18","63948","267"
"4202301","11002001","18","35379","268"
"4202302","11002001","18","35379","269"
"4202303","11002001","18","35379","270"
"4202401","11002001","18","1800","271"
"4301101","11002001","18","899999","272"
"4301201","11002001","18","215999","273"
"4301202","11002001","18","215999","274"
"4301251","11002001","18","144000","275"
"4301301","11002001","18","119700","276"
"4301302","11002001","18","119700","277"
"4301351","11002001","18","79650","278"
"4301401","11002001","18","5400","279"
"99006","11002001","2","0","280"
"94002","11002001","12","0","281"
"90008","11002001","2","0","282"
"26201","11002001","2","0","283"
"23002","11002001","2","0","284"
"4106101","11002002","18","500000","285"
"4106201","11002002","18","80000","286"
"4106202","11002002","18","80000","287"
"4106203","11002002","18","80000","288"
"4106251","11002002","18","80000","289"
"4106301","11002002","18","44250","290"
"4106302","11002002","18","44250","291"
"4106303","11002002","18","44250","292"
"4106351","11002002","18","44250","293"
"4106401","11002002","18","3000","294"
"4110101","11002002","18","500000","295"
"4110201","11002002","18","80000","296"
"4110202","11002002","18","80000","297"
"4110203","11002002","18","80000","298"
"4110251","11002002","18","80000","299"
"4110301","11002002","18","44250","300"
"4110302","11002002","18","44250","301"
"4110303","11002002","18","44250","302"
"4110351","11002002","18","44250","303"
"4110401","11002002","18","3000","304"
"4203101","11002002","18","300000","305"
"4203201","11002002","18","63945","306"
"4203202","11002002","18","63945","307"
"4203203","11002002","18","63945","308"
"4203301","11002002","18","35376","309"
"4203302","11002002","18","35379","310"
"4203303","11002002","18","35379","311"
"4203401","11002002","18","1800","312"
"4204101","11002002","18","300000","313"
"4204201","11002002","18","63948","314"
"4204202","11002002","18","63948","315"
"4204203","11002002","18","63948","316"
"4204301","11002002","18","35379","317"
"4204302","11002002","18","35379","318"
"4204303","11002002","18","35379","319"
"4204401","11002002","18","1800","320"
"4305101","11002002","18","899999","321"
"4305201","11002002","18","215999","322"
"4305202","11002002","18","215999","323"
"4305251","11002002","18","144000","324"
"4305301","11002002","18","119700","325"
"4305302","11002002","18","119700","326"
"4305351","11002002","18","79650","327"
"4305401","11002002","18","5400","328"
"99006","11002002","2","0","329"
"94002","11002002","12","0","330"
"90008","11002002","2","0","331"
"26201","11002002","2","0","332"
"23002","11002002","2","0","333"
"4102101","11002003","18","500000","334"
"4102201","11002003","18","80000","335"
"4102202","11002003","18","80000","336"
"4102203","11002003","18","80000","337"
"4102251","11002003","18","80000","338"
"4102301","11002003","18","44250","339"
"4102302","11002003","18","44250","340"
"4102303","11002003","18","44250","341"
"4102351","11002003","18","44250","342"
"4102401","11002003","18","3000","343"
"4105101","11002003","18","500000","344"
"4105201","11002003","18","80000","345"
"4105202","11002003","18","80000","346"
"4105203","11002003","18","80000","347"
"4105251","11002003","18","80000","348"
"4105301","11002003","18","44250","349"
"4105302","11002003","18","44250","350"
"4105303","11002003","18","44250","351"
"4105351","11002003","18","44250","352"
"4105401","11002003","18","3000","353"
"4201101","11002003","18","300000","354"
"4201201","11002003","18","63945","355"
"4201202","11002003","18","63945","356"
"4201203","11002003","18","63945","357"
"4201301","11002003","18","35376","358"
"4201302","11002003","18","35379","359"
"4201303","11002003","18","35379","360"
"4201401","11002003","18","1800","361"
"4202101","11002003","18","300000","362"
"4202201","11002003","18","63948","363"
"4202202","11002003","18","63948","364"
"4202203","11002003","18","63948","365"
"4202301","11002003","18","35379","366"
