f3580473ce59240366225d23102ef0a22de899e712f1ed8981fb059a7d3de5ef,490e758219f3f9e719c037122ecb1bbb4203f11b8c3898770bb244886eed9d88,e3bb46eadd48b2b16783f207066b67cb10a83146a64472b974a2be1def32be44,3eddfa5161e410908034edfdf5bb9809085d439ff6c35c78ece3d1993315387c,717af79f4d2ba42b9a15323d3766e69cfce58ba971b0d88428d3e2960431ac0b,5867e33e8a0b60d08f50a8c750cccf77becb30765ba2f360d76b794a76926e8a,c35da1f22f8e990e3c0fd3c5f2170e1d7d5b14c9ebedd386e9b69de5b7c34e6f,7d82fea027482c88b1dd23b0bbc7ba233d8bb53371c2550adafe77c081906096,8d9adde8a88bec7db24d14c9b9e3aa7c35a700c85ac1c4e805c05148f1cb3749,291ebdd328f31d2da28ee7ac69097542b5d5eab26fac2da37370324cf077e6a5
"10590","1003","575","1001","1100001","1","1","1","1002","32"
"10590","1006","575","1004","1100002","1","1","1","1005","32"
"10590","1009","575","1007","1100003","2","1","1","1008","32"
"11820","1012","500","1010","1100004","1","1","1","1011","33"
"11820","1015","500","1013","1100005","1","1","1","1014","33"
"11820","1018","500","1016","1100006","2","1","1","1017","33"
"11820","1021","500","1019","1100007","4","1","1","1020","33"
"13050","1024","375","1022","1100008","1","1","1","1023","35"
"13050","1027","375","1025","1100009","1","1","1","1026","35"
"13050","1030","375","1028","1100010","6","1","1","1029","35"
"10590","2003","575","2001","1200001","1","2","1","2002","34"
"10590","2006","575","2004","1200002","1","2","1","2005","34"
"10590","2009","575","2007","1200003","1","2","1","2008","34"
"10590","2012","575","2010","1200004","1","2","1","2011","34"
"10590","2015","575","2013","1200005","2","2","1","2014","34"
"10590","2018","575","2016","1200006","4","2","1","2017","34"
"10590","2021","575","2019","1200007","6","2","1","2020","34"
"11820","2024","500","2022","1200008","1","2","1","2023","35"
"11820","2027","500","2025","1200009","1","2","1","2026","35"
"11820","2030","500","2028","1200010","1","2","1","2029","35"
"11820","2033","500","2031","1200011","1","2","1","2032","35"
"11820","2036","500","2034","1200012","4","2","1","2035","35"
"11820","2039","500","2037","1200013","6","2","1","2038","35"
"13050","2042","375","2040","1200014","1","2","1","2041","38"
"13050","2045","375","2043","1200015","1","2","1","2044","38"
"13050","2048","375","2046","1200016","1","2","1","2047","38"
"13050","2051","375","2049","1200017","1","2","1","2050","38"
"13050","2054","375","2052","1200018","2","2","1","2053","38"
"13050","2057","375","2055","1200019","4","2","1","2056","38"
"13050","2060","375","2058","1200020","6","2","1","2059","38"
"10590","3003","575","3001","1300001","1","3","1","3002","37"
"10590","3006","575","3004","1300002","1","3","1","3005","37"
"10590","3009","575","3007","1300003","1","3","1","3008","37"
"10590","3012","575","3010","1300004","1","3","1","3011","37"
"10590","3015","575","3013","1300005","1","3","1","3014","37"
"10590","3018","575","3016","1300006","1","3","1","3017","37"
"10590","3021","575","3019","1300007","2","3","1","3020","37"
"10590","3024","575","3022","1300008","2","3","1","3023","37"
"10590","3027","575","3025","1300009","4","3","1","3026","37"
"10590","3030","575","3028","1300010","6","3","1","3029","37"
"11820","3033","500","3031","1300011","1","3","1","3032","38"
"11820","3036","500","3034","1300012","1","3","1","3035","38"
"11820","3039","500","3037","1300013","1","3","1","3038","38"
"11820","3042","500","3040","1300014","1","3","1","3041","38"
"11820","3045","500","3043","1300015","1","3","1","3044","38"
"11820","3048","500","3046","1300016","1","3","1","3047","38"
"11820","3051","500","3049","1300017","2","3","1","3050","38"
"11820","3054","500","3052","1300018","4","3","1","3053","38"
"11820","3057","500","3055","1300019","4","3","1","3056","38"
"11820","3060","500","3058","1300020","6","3","1","3059","38"
"13050","3063","375","3061","1300021","1","3","1","3062","40"
"13050","3066","375","3064","1300022","1","3","1","3065","40"
"13050","3069","375","3067","1300023","1","3","1","3068","40"
"13050","3072","375","3070","1300024","1","3","1","3071","40"
"13050","3075","375","3073","1300025","1","3","1","3074","40"
"13050","3078","375","3076","1300026","1","3","1","3077","40"
"13050","3081","375","3079","1300027","2","3","1","3080","40"
"13050","3084","375","3082","1300028","4","3","1","3083","40"
"13050","3087","375","3085","1300029","6","3","1","3086","40"
"13050","3090","375","3088","1300030","6","3","1","3089","40"
"9360","4003","700","4001","2100001","3","1","2","4002","29"
"9360","4006","700","4004","2100002","5","1","2","4005","29"
"9360","4009","700","4007","2100003","7","1","2","4008","29"
"9360","4012","700","4010","2100004","3","1","2","4011","29"
"9360","4015","700","4013","2100005","5","1","2","4014","29"
"9360","4018","700","4016","2100006","7","1","2","4017","29"
"10590","4021","575","4019","2100007","3","1","2","4020","30"
"10590","4024","575","4022","2100008","5","1","2","4023","30"
"10590","4027","575","4025","2100009","7","1","2","4026","30"
"10590","4030","575","4028","2100010","3","1","2","4029","30"
"9360","5003","700","5001","2200001","3","2","2","5002","33"
"9360","5006","700","5004","2200002","5","2","2","5005","33"
"9360","5009","700","5007","2200003","7","2","2","5008","33"
"9360","5012","700","5010","2200004","3","2","2","5011","33"
"9360","5015","700","5013","2200005","5","2","2","5014","33"
"9360","5018","700","5016","2200006","7","2","2","5017","33"
"9360","5021","700","5019","2200007","3","2","2","5020","33"
"9360","5024","700","5022","2200008","5","2","2","5023","33"
"9360","5027","700","5025","2200009","7","2","2","5026","33"
"9360","5030","700","5028","2200010","3","2","2","5029","33"
"9360","5033","700","5031","2200011","5","2","2","5032","33"
"9360","5036","700","5034","2200012","7","2","2","5035","33"
"10590","5039","575","5037","2200013","3","2","2","5038","34"
"10590","5042","575","5040","2200014","5","2","2","5041","34"
"10590","5045","575","5043","2200015","7","2","2","5044","34"
"10590","5048","575","5046","2200016","3","2","2","5047","34"
"10590","5051","575","5049","2200017","5","2","2","5050","34"
"10590","5054","575","5052","2200018","7","2","2","5053","34"
"10590","5057","575","5055","2200019","5","2","2","5056","34"
"10590","5060","575","5058","2200020","7","2","2","5059","34"
"9360","6003","700","6001","2300001","3","3","2","6002","33"
"9360","6006","700","6004","2300002","5","3","2","6005","33"
"9360","6009","700","6007","2300003","7","3","2","6008","33"
"9360","6012","700","6010","2300004","3","3","2","6011","33"
"9360","6015","700","6013","2300005","5","3","2","6014","33"
"9360","6018","700","6016","2300006","7","3","2","6017","33"
"9360","6021","700","6019","2300007","3","3","2","6020","33"
"9360","6024","700","6022","2300008","5","3","2","6023","33"
"9360","6027","700","6025","2300009","7","3","2","6026","33"
"9360","6030","700","6028","2300010","3","3","2","6029","33"
"9360","6033","700","6031","2300011","5","3","2","6032","33"
"9360","6036","700","6034","2300012","7","3","2","6035","33"
"9360","6039","700","6037","2300013","3","3","2","6038","33"
"9360","6042","700","6040","2300014","5","3","2","6041","33"
"9360","6045","700","6043","2300015","7","3","2","6044","33"
"9360","6048","700","6046","2300016","3","3","2","6047","33"
"9360","6051","700","6049","2300017","5","3","2","6050","33"
"9360","6054","700","6052","2300018","7","3","2","6053","33"
"10590","6057","575","6055","2300019","3","3","2","6056","34"
"10590","6060","575","6058","2300020","5","3","2","6059","34"
"10590","6063","575","6061","2300021","7","3","2","6062","34"
"10590","6066","575","6064","2300022","3","3","2","6065","34"
"10590","6069","575","6067","2300023","5","3","2","6068","34"
"10590","6072","575","6070","2300024","7","3","2","6071","34"
"10590","6075","575","6073","2300025","3","3","2","6074","34"
"10590","6078","575","6076","2300026","5","3","2","6077","34"
"10590","6081","575","6079","2300027","7","3","2","6080","34"
"10590","6084","575","6082","2300028","3","3","2","6083","34"
"10590","6087","575","6085","2300029","5","3","2","6086","34"
"10590","6090","575","6088","2300030","7","3","2","6089","34"
"14280","7003","340","7001","3100001","1","1","3","7002","39"
"14280","7006","340","7004","3100002","1","1","3","7005","39"
"14280","7009","340","7007","3100003","1","1","3","7008","39"
"14280","7012","340","7010","3100004","1","1","3","7011","39"
"14280","7015","340","7013","3100005","1","1","3","7014","39"
"14280","7018","340","7016","3100006","1","1","3","7017","39"
"13050","7021","375","7019","3100007","1","1","3","7020","36"
"13050","7024","375","7022","3100008","1","1","3","7023","36"
"13050","7027","375","7025","3100009","1","1","3","7026","36"
"13050","7030","375","7028","3100010","1","1","3","7029","36"
"14280","8003","340","8001","3200001","1","2","3","8002","41"
"14280","8006","340","8004","3200002","1","2","3","8005","41"
"14280","8009","340","8007","3200003","1","2","3","8008","41"
"14280","8012","340","8010","3200004","1","2","3","8011","41"
"14280","8015","340","8013","3200005","1","2","3","8014","41"
"14280","8018","340","8016","3200006","1","2","3","8017","41"
"14280","8021","340","8019","3200007","1","2","3","8020","41"
"14280","8024","340","8022","3200008","1","2","3","8023","41"
"14280","8027","340","8025","3200009","1","2","3","8026","41"
"14280","8030","340","8028","3200010","1","2","3","8029","41"
"14280","8033","340","8031","3200011","1","2","3","8032","41"
