bc850bd7d5beb4891be383d5290276ab60d5641a593a0509b0199ce3d7159160,a93941bdd808ef2ae1329dd41e9cfdc06f2158e42a2709087c681d43363641c4,bd5273c2c6115d5bb14a654f23b3387108c87bc9f0f68c679eb1bcfdfe619404,3a98e0d9322cfed7d296c701da8efa7c2bb429dc15aa8cb19f32e09d0e50e4a7,a14fd583bc2bd1837f3192a858da49b4cd6717308f004785149d9a69204cd9f6,8735cf2bb547fb24407d4ea6c70d83b1d1201ce12f0a6df9ad75fb635582acda,f3c926bf5823a3c62fdcc9e71bd63c0e13423c9e9e442107cd66359bce28579e,476f49ac36ada01f37422e4c36460ff02359ddf86c3ef5825cc8b01e5deac153,218f44760b5d3245fdad69d72a5fea634c45be84c9a2852da014c46069aeba4c,2bed0f10413f7364e595d8653c447761596d71790a045c73095cdcb0c3a10ac6,3b7dee9e63495b167bc690f351c60f657f064c7214d9b54bd877d755f3d8c080,26b71b411181206214101cfbaf12394835b4bea0f20066be17b6d7cdb6172e81,cb8ec8d5802462de083b12456b26f5a761406b36d5e5e30bad7e61bb31e92d4d,12ecced27d880b822a5cfc2bf5e7d2cc85488a02724a71a6c723410cefbee79d,c48b1edfa85b165883c52773b21627d152c260ca12bac2dec6df434b21921ce2,4ce6c3b72199d892a9b27a2b88c5cfa25b67c2bbe654adcf82c641cd0fd43239,38b3e2018935e3af52560eed5924f1503f1af2f7dcee89e83728858049de646c,0152779ee16e67d8e25f55655669a1aaefbb634b1153d077f6fcdf15a28e8875,dfb4d9466749fabda803c58927f287dacf749dfa63b331ddf925bbe3b5861327,839a66d5172b0eaa0cc4c5054b64e24515ee706ba9b7402b6c14b0293216d403,db1cb67d1fd43cd3bdc45da0b1f645c13338138fb05ef6e440ed795b16f89a16,11fe043e3344b1bc94989cbabaf4c95b2f4bc7211048ea4d2c32c30f89d21146,d07b269ae715b9c61c204b64deac57956c62b44916430a7cc73a30ff9d6746d9,8c4b2650fa780920db206b5b780d692be22df4f93a99bd6cff5fd10adc7fc4e5,c860b9224eb846c510e3194f327c7adbf75672cd26e00baa9d3745eaad261d3a,298814c675384dcb98ee4ac02231fff36cabb9550a792a5fb062bef70482fe30,91d9f8a8aa649c49f8741f486934c4ae2cad1212fbe151975bbda4f909a82ed3,eb87c3985f9110c9b24248e97de1327a3d3ce8acee425c36c7c87e60e8ab82db,b284499ae6829e847363c952a2c9b4c8f0ce6692f3531282bba3321ecc1c56a4,71a4da4a4a98ec2a095bc67269e642517393fb73953824e13dbb6ffd94394199,6cb89a6930702c87d35d5911d7c4a9bcb6be6165f94df874ba8f000de0dc90b9,2be6b6684cc8e3ba387cd8e14550b58ca702f60a8321bc55cccc37a4cbed6430,e4db705fa93f0f4e49477be1371deaefa6b731d8d037c86942109cb92db0cae2,f49eb380154e91d2872a5f666b0912cb720aa8c637c78138755df1e17f684e17,86704a4975e830cd014807f8837b2dbafaaece9ac12116819eabeb6311397729,b50090f64af00979a1fad443c782d3a721fd48ee0252b93c318f0dbc299b655c,f5d660729f9401d354d8848c1be1d0e1787c4e890be8c4a70ff553e1f976cb21,c9fb2526b4f2736314a6e6a53cc4d53913bad6355b295df415d4d28c18b2af9b,a2cfd70782493a7826b2b5754cf9ada9502b589e84d6139246b08e7e3383e257,4f6c7e93513244afc496e47b2b51bd000b1390bb891bc00c20777faa79a5d4c8,64f70fc39f47e5c045dbca2b18d4e71e69da06755de490fcee47beb6756709f4,2a726ee9fd35f572d4d234146b2214e29f46f270503e3c0b76d43fa083de82e6,8b7ca24275d30f153356674f0db6338517b5506b2a7359e3afc741cf4e4f8514,44e1f6abf838d89c0d0d4cd6048ed468fbf9a6e20ed220f8e1a93f1d8b4408ed
"200000001","0","0","0","0","1000","岩龜暴君","1000","0","0","0","0","0","224","0","1","0","0","1000","0","0","0","1000","251100","0","0","0","0","1660167","924010101","0","100","1000","0","0","0","42","906","0","0","0","0","1000","604"
"200000001","0","0","0","0","1000","青藍魔像","1000","0","0","0","0","0","292","0","1","0","0","1000","0","0","0","1000","250800","0","0","0","0","2397387","924010102","0","100","1000","0","0","0","42","1450","0","0","0","0","1000","242"
"200000001","0","0","0","0","1000","生者劍士","1000","0","0","0","0","0","660","0","1","0","0","1000","0","0","0","1000","251000","0","0","0","0","1693693","924010103","0","100","1000","0","0","0","42","1087","0","0","0","0","1000","483"
"200000001","0","0","5","0","100","純的闇影","100","0","0","0","0","0","4756","0","32","0","0","100","26","0","0","100","604701","69","6","0","30","1190448","924010104","0","100","100","1","0","0","42","1172","0","0","0","536","100","1022"
"200000001","0","0","2","0","100","碧的闇影","100","0","0","0","0","0","9894","0","32","0","0","100","34","0","0","100","604001","55","6","0","29","565544","924010105","0","100","100","1","0","0","67","495","0","0","0","1165","100","490"
"200000001","0","0","0","0","2000","獸人","2000","0","0","0","0","0","4464","0","1","0","0","2000","0","0","0","2000","252800","0","0","0","0","15037598","924010201","0","200","2000","0","0","0","42","1116","0","0","0","0","2000","1240"
"200000001","0","0","18","0","200","依里（天使）的闇影","200","0","0","203","0","0","0","0","32","0","0","200","6","0","0","200","613801","1580","5","0","23","11591866","924010202","0","200","200","1","0","0","42","2237","0","0","14953","0","200","1510"
"200000001","0","0","0","0","2000","洞窟蝙蝠","2000","0","0","0","0","0","0","0","1","0","0","2000","0","0","0","2000","254900","0","0","0","0","13772192","924010203","0","200","2000","0","0","0","42","930","0","0","13020","0","2000","620"
"200000001","0","0","17","0","200","凱留（超載）的闇影","200","0","0","2297","0","0","0","0","32","0","0","200","0","0","0","200","621101","45","5","0","24","10545955","924010204","0","200","200","1","0","0","42","468","0","0","25995","0","200","366"
"200000001","0","0","0","0","2000","搗蛋惡魔","2000","0","0","0","0","0","0","0","1","0","0","2000","0","0","0","2000","256300","0","0","0","0","14264041","924010205","0","200","2000","0","0","0","42","558","0","0","14492","0","2000","372"
"200000001","0","0","0","0","3760","叢林護衛","3760","0","0","0","0","0","20133","0","1","0","0","3760","0","0","0","3760","251300","0","0","0","0","36888016","924010301","0","376","3760","0","0","0","44","2566","0","0","0","0","3760","1026"
"200000001","0","0","15","0","376","日和的闇影","376","0","0","0","0","0","96909","0","33","0","0","376","20","0","0","376","600101","20","6","0","59","27415505","924010302","0","376","376","1","0","0","62","828","0","0","0","2271","376","1025"
"200000001","0","0","15","0","376","琪愛兒的闇影","376","0","0","0","0","0","87491","0","33","0","0","376","24","0","0","376","610901","20","5","0","50","25630808","924010303","0","376","376","1","0","0","62","648","0","0","0","2424","376","873"
"200000001","0","0","0","0","3760","紅蕈菇","3760","0","0","0","0","0","59372","0","1","0","0","3760","0","0","0","3760","252100","0","0","0","0","34253046","924010304","0","376","3760","0","0","0","44","1540","0","0","0","0","3760","1026"
"200000001","0","0","21","0","376","優衣（祭服）的闇影","376","0","0","510","0","0","0","0","33","0","0","376","3","0","0","376","615601","2850","5","0","29","24350797","924010305","0","376","376","1","0","0","44","2487","0","0","63137","0","376","1459"
"200000001","0","0","0","0","1000","魔像","1000","0","0","0","0","0","1679","0","1","0","0","1000","0","0","0","1000","250700","0","0","0","0","1698033","924020101","0","100","1000","0","0","0","44","474","0","0","0","0","1000","1264"
"200000001","0","0","0","0","1000","冰雪角鹿","1000","0","0","0","0","0","1789","0","1","0","0","1000","0","0","0","1000","251700","0","0","0","0","1671885","924020102","0","100","1000","0","0","0","44","948","0","0","0","0","1000","632"
