f14bb3f970b7b6e4b6046351c0ab8e8bf951ac8a2c7a0ac0a57dd298aa02ee42,ab9479189af723a1a10e39a35b6457d2fdafeba6524b57ab1a5609ebf7c5849e,9e14df009fb43f1377e5b8a07ada3a218ecab24a06022c8216b6447fe74199cb,7d8d8f750ecd8f7cb9b3e60d28320de08633ba3c4a895bdd709dc6c2785f3f5e,4c9275aff3484df8e26964ca1b7acaff3480c0e87a777fdf99001ee953897a7e,313421ff04098803153229257fe186c4ee7a598fafb495d5509f90b6b7e33058,cfb891d75deeee3d7b10c7e84d1f7a23b45a0241f97f9b13fad4fa29b29c3e08
"0","0","103801001","20001","0","初音＆栞","101201001"
"0","0","104901001","20002","0","靜流＆璃乃","101101001"
"0","0","102501001","20003","0","咲戀＆鈴莓","102801001"
"0","0","102201001","20004","0","依里＆茜里","100601001"
"0","0","105901001","20005","0","貪吃佩可&可可蘿","105801001"
"0","0","106001001","20006","0","貪吃佩可&凱留","105801001"
"0","0","106001001","20007","0","可可蘿&凱留","105901001"
"0","0","100201001","20008","0","日和&優衣","100101001"
"0","0","100301001","20009","0","日和&怜","100101001"
"0","0","100301001","20010","0","優衣&怜","100201001"
"0","0","104201001","20013","0","望&千歌","102901001"
"0","0","105401001","20014","0","望&紡希","102901001"
"0","0","105401001","20015","0","千歌&紡希","104201001"
"0","0","100401001","20016","0","美美&禊","102001001"
"0","0","103601001","20017","0","美美&鏡華","102001001"
"0","0","103601001","20018","0","禊&鏡華","100401001"
"0","0","101201001","20019","0","美里&初音","101501001"
"0","0","104001001","20020","0","美里&碧","101501001"
"0","0","104001001","20021","0","初音&碧","101201001"
"0","0","102201001","20022","0","伊莉亞&依里","104401001"
"0","0","100601001","20023","0","伊莉亞&茜里","104401001"
"0","0","103101001","20024","0","伊莉亞&忍","104401001"
"0","0","100701001","20025","0","伊莉亞&宮子","104401001"
"0","0","103101001","20026","0","依里＆忍","102201001"
"0","0","100701001","20027","0","依里＆宮子","102201001"
"0","0","103101001","20028","0","茜里＆忍","100601001"
"0","0","100701001","20029","0","茜里＆宮子","100601001"
"0","0","100701001","20030","0","忍＆宮子","103101001"
"0","0","107101001","20031","0","純＆克莉絲提娜","104701001"
"0","0","103701001","20032","0","純＆智","104701001"
"0","0","100501001","20033","0","純＆茉莉","104701001"
"0","0","103701001","20034","0","克莉絲提娜＆智","107101001"
"0","0","100501001","20035","0","克莉絲提娜＆茉莉","107101001"
"0","0","100501001","20036","0","智＆茉莉","103701001"
"0","0","102301001","20037","0","咲戀＆綾音","102801001"
"0","0","102101001","20038","0","咲戀＆胡桃","102801001"
"0","0","102301001","20039","0","鈴莓＆綾音","102501001"
"0","0","102101001","20040","0","鈴莓＆胡桃","102501001"
"0","0","102101001","20041","0","綾音＆胡桃","102301001"
"0","0","104301001","20042","0","真步＆真琴","101001001"
"0","0","101401001","20043","0","真步＆霞","101001001"
"0","0","101701001","20044","0","真步＆香織","101001001"
"0","0","101401001","20045","0","真琴＆霞","104301001"
"0","0","101701001","20046","0","真琴＆香織","104301001"
"0","0","101701001","20047","0","霞＆香織","101401001"
"0","0","105201001","20048","0","真陽＆莉瑪","103301001"
"0","0","103801001","20049","0","真陽＆栞","103301001"
"0","0","102601001","20050","0","真陽＆鈴","103301001"
"0","0","103801001","20051","0","莉瑪＆栞","105201001"
"0","0","102601001","20052","0","莉瑪＆鈴","105201001"
"0","0","102601001","20053","0","栞＆鈴","103801001"
"0","0","104801001","20054","0","秋乃＆美冬","103201001"
"0","0","103401001","20055","0","秋乃＆優花梨","103201001"
"0","0","104601001","20056","0","秋乃＆珠希","103201001"
"0","0","103401001","20057","0","美冬＆優花梨","104801001"
"0","0","104601001","20058","0","美冬＆珠希","104801001"
"0","0","104601001","20059","0","優花梨＆珠希","103401001"
"0","0","105101001","20060","0","流夏&深月","105601001"
"0","0","102701001","20061","0","流夏&惠理子","105601001"
"0","0","101301001","20062","0","流夏&七七香","105601001"
"0","0","100901001","20063","0","流夏&杏奈","105601001"
"0","0","102701001","20064","0","深月&惠理子","105101001"
"0","0","101301001","20065","0","深月&七七香","105101001"
"0","0","100901001","20066","0","深月&杏奈","105101001"
"0","0","101301001","20067","0","惠理子&七七香","102701001"
"0","0","100901001","20068","0","惠理子&杏奈","102701001"
"0","0","100901001","20069","0","七七香&杏奈","101301001"
"0","0","105001001","20070","0","伊緒&美咲","101801001"
"0","0","101601001","20071","0","伊緒&鈴奈","101801001"
"0","0","101601001","20072","0","美咲&鈴奈","105001001"
"0","0","100801001","20073","0","莫妮卡&雪","105301001"
"0","0","103001001","20074","0","莫妮卡&妮諾","105301001"
"0","0","104501001","20075","0","莫妮卡&空花","105301001"
"0","0","105501001","20076","0","莫妮卡&步未","105301001"
"0","0","103001001","20077","0","雪&妮諾","100801001"
"0","0","104501001","20078","0","雪&空花","100801001"
"0","0","105501001","20079","0","雪&步未","100801001"
"0","0","104501001","20080","0","妮諾&空花","103001001"
"0","0","105501001","20081","0","妮諾&步未","103001001"
"0","0","105501001","20082","0","空花&步未","104501001"
"0","0","103201001","20083","0","咲戀&秋乃","102801001"
"0","0","105401001","20084","0","怜&紡希","100301001"
"0","0","104301001","20085","0","真琴&優衣","100201001"
"0","0","110901001","20086","0","克蘿依&琪愛兒","110801001"
"0","0","111001001","20087","0","克蘿依&優妮","110801001"
"0","0","111001001","20088","0","琪愛兒&優妮","110901001"
"0","0","109301001","20089","0","安&露","109201001"
"0","0","109401001","20090","0","安&古蕾婭","109201001"
"0","0","109401001","20091","0","露&古蕾婭","109301001"
"0","0","109701001","20092","0","愛蜜莉雅&雷姆","109901001"
"0","0","109801001","20093","0","愛蜜莉雅&拉姆","109901001"
"0","0","109801001","20094","0","雷姆&拉姆","109701001"
"0","0","107101001","20095","0","似似花&克莉絲提娜","107001001"
"0","0","105201001","20096","0","似似花&莉瑪","107001001"
"0","0","106101001","20097","0","似似花&矛依未","107001001"
"0","0","107101001","20098","0","矛依未&克莉絲提娜","106101001"
"0","0","106601001","20100","0","嘉夜&祈梨","106501001"
"0","0","106701001","20101","0","嘉夜&帆稀","106501001"
"0","0","106701001","20102","0","祈梨&帆稀","106601001"
"0","0","112601001","20103","0","卯月&未央","112401001"
"0","0","112501001","20104","0","卯月&凜","112401001"
"0","0","112501001","20105","0","未央&凜","112601001"
"0","0","101101001","20106","0","拉比林斯達&璃乃","106801001"
"0","0","104901001","20107","0","拉比林斯達&靜流","106801001"
"0","0","107001001","20108","0","拉比林斯達&似似花","106801001"
"0","0","106101001","20109","0","拉比林斯達&矛依未","106801001"
"0","0","105801001","20110","0","雪菲&貪吃佩可","106401001"
"0","0","105901001","20111","0","雪菲&可可蘿","106401001"
"0","0","106001001","20112","0","雪菲&凱留","106401001"
"0","0","101801001","20113","0","雪菲&伊緒","106401001"
"0","0","104001001","20114","0","初音、栞＆碧","180701001"
"0","0","101501001","20115","0","初音、栞＆美里","180701001"
"0","0","103301001","20116","0","初音、栞＆真陽","180701001"
"0","0","102601001","20117","0","初音、栞＆鈴","180701001"
"0","0","105201001","20118","0","初音、栞＆莉瑪","180701001"
"0","0","105801001","20119","0","克蕾琪塔＆貪吃佩可","118001001"
"0","0","106401001","20121","0","帆稀＆雪菲","106701001"
"0","0","106801001","20122","0","帆稀＆拉比林斯達","106701001"
"0","0","105801001","20123","0","禊美美鏡華＆貪吃佩可","180801001"
"0","0","105901001","20124","0","禊美美鏡華＆可可蘿","180801001"
"0","0","106001001","20125","0","禊美美鏡華＆凱留","180801001"
"0","0","106401001","20126","0","禊美美鏡華＆雪菲","180801001"
"0","0","102101001","20127","0","禊美美鏡華＆胡桃","180801001"
"0","0","102301001","20128","0","禊美美鏡華＆綾音","180801001"
"0","0","102501001","20129","0","秋乃咲戀＆鈴莓","180901001"
