b68b83862626c0fe78b1b14a550ef37a614129b5166d86d85e013a8c948be6e5,aed893c547edc9d17f46f70a51ed4f2041e2d399a6563602dfd47ab3a579eb29,1e4c1f470c38e2ad8c1d2d5b894beccf7b160fc9a45a96e5949c75444b69c402,234986858aea95bd643558c1bd51bc32e9a2219a9ea3a543438f20a8b2e2e9e2,f9fd2d11db524947a9dc671c638ac09457b024bd66a77e92c9d5e33aede6d185,77573a2cedacc7a3905ec93b04493f3af6d9d8c9261e67fcf9a042e609c59139,11f206f66c79108efa255dcb5a379879569fa339dbe888a48c2d8ed6fbe5e06e,382d5339d631ad7f9e984d89a315ecb87d50de9b5540fb10243dde2582412cef,4f63c5ae0cf59b455830228a9206d1b4ee5d9aa5c77ceacd4ab15703ab4d3740,d9fd9d254d6e6863928dcc47e2fc46609069c067e8ee77dd37b86a7c1bea8348,e0d554a35919476221f71d45b0e93ffe196f1c3803bc0df01d593e2d7ef48314,684d00abf07de7e1fce90f31a3019b148bd6cdc23a92545d0d628240af392b74,19ce26326291ea2e1a9be47cca2ecf38825725995b942d2108d24a978811c915,ab2e776cbdf3b3e91e1cdfb8f172ec518cde2c3a6d319e00a54b64c5ae18e113,1f8be1438f23bd19b58fdf796a295da3cf5350bcce549a5edfa2cbf5ac852a64,af25440b9bfeec882a5f8cacc8d0e59feb60df1d668d04c46421fc21f8579441,4bd72758d49e7a900b87c88c04964c78a587fa889142f81f2792c160075eb59f,b6a4c87bde57e862ac78f5b3748a0d675b59e071df51a27403562b35ae0f099f,2c7f9ede14536890b38b88f36f794e1c9b8053b39aee24b0095535380cfcfd3c,b34ed5207814cdca5b0b3a2e2d368391ee5589f9956575f640710aa6407823f1
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","512000021","0","100000001","0","100000001"
"0","0","0","100000002","0","0","0","0","0","0","0","0","100000001","0","100","512000022","0","100000002","0","100000001"
"255","0","11001011","0","0","0","0","0","0","0","0","0","101010101","11999091","100","110010011","0","101000001","0","101010101"
"255","0","11001012","0","0","0","0","0","0","0","0","0","101010102","11999092","100","110010012","0","101000002","0","101010101"
"255","0","11001013","101010102","0","0","11999101","0","0","0","0","0","101010103","11999093","100","110010013","0","101000003","0","101010104"
"261","0","11001021","0","0","0","0","0","0","0","0","0","101010203","11999091","100","110010021","0","101000004","0","101010203"
"261","0","11001022","101010202","0","0","0","0","0","0","0","0","101010201","11999092","100","110010022","0","101000005","0","101010201"
"261","0","11001023","101010203","101010202","0","11999102","0","0","0","0","0","101010203","11999093","100","110010023","0","101000006","0","101010202"
"266","0","11001031","0","0","0","0","0","0","0","0","0","101010302","11999091","100","110010031","0","101000007","0","101010302"
"266","0","11001032","101010302","0","0","0","0","0","0","0","0","101010301","11999092","100","110010032","0","101000008","0","101010301"
"266","0","11001033","101010303","0","0","11999103","0","0","0","0","0","101010303","11999093","100","110010033","0","101000009","0","101010304"
"270","0","11001041","0","0","0","0","0","0","0","0","0","101010402","11999091","100","110010041","0","101000010","0","101010404"
"270","0","11001042","0","0","0","0","0","0","0","0","0","101010403","11999092","100","110010042","0","101000011","0","101010402"
"270","0","11001043","101010402","0","0","11999101","0","0","0","0","0","101010403","11999093","100","110010043","0","101000012","0","101010404"
"270","0","11001051","0","0","0","0","0","0","0","0","0","101010504","11999091","100","110010051","0","101000013","0","101010504"
"270","0","11001052","101010502","0","0","0","0","0","0","0","0","101010503","11999092","100","110010052","0","101000014","0","101010501"
"270","0","11001053","101010504","101010505","0","11999102","0","0","0","0","0","101010504","11999093","100","110010053","0","101000015","0","101010503"
"276","0","11001061","0","0","0","0","0","0","0","0","0","101010602","11999091","100","110010061","0","101000016","0","101010604"
"276","0","11001062","101010602","0","0","0","0","0","0","0","0","101010606","11999092","100","110010062","0","101000017","0","101010604"
"276","0","11001063","101010601","0","0","11999103","0","0","0","0","0","101010605","11999093","100","110010063","0","101000018","0","101010606"
"281","0","11001071","101010703","0","0","0","0","0","0","0","0","101010702","11999091","100","110010071","0","101000019","0","101010702"
"281","0","11001072","101010701","0","0","0","0","0","0","0","0","101010705","11999092","100","110010072","0","101000020","0","101010702"
"281","0","11001073","101010705","101010704","0","11999101","0","0","0","0","0","101010705","11999093","100","110010073","0","101000021","0","101010706"
"281","0","11001081","101010804","0","0","0","0","0","0","0","0","101010801","11999091","100","110010081","0","101000022","0","101010801"
"281","0","11001082","101010803","0","0","0","0","0","0","0","0","101010801","11999092","100","110010082","0","101000023","0","101010802"
"281","0","11001083","101010804","0","0","11999102","0","0","0","0","0","101010804","11999093","100","110010083","0","101000024","0","101010805"
"285","0","11001091","101010901","0","0","0","0","0","0","0","0","101010902","11999091","100","110010091","0","101000025","0","101010904"
"285","0","11001092","101010901","0","0","0","0","0","0","0","0","101010903","11999092","100","110010092","0","101000026","0","101010902"
"285","0","11001093","101010902","101010904","0","11999103","0","0","0","0","0","101010905","11999093","100","110010093","0","101000027","0","101010906"
"291","0","11001101","101011003","0","0","11999093","0","0","0","0","0","101011006","11999091","100","110010101","0","101000028","0","101011006"
"291","0","11001102","101011008","0","0","11999101","0","0","0","0","0","101011004","11999092","100","110010102","0","101000029","0","101011004"
"291","0","11001103","0","0","0","0","0","0","0","0","0","0","0","100","110010103","0","101000030","0","101011001"
"296","0","11002011","101020102","0","0","0","0","0","0","0","0","101020102","11999091","100","110020011","0","101000031","0","101020101"
"296","0","11002012","0","0","0","0","0","0","0","0","0","101020104","11999092","100","110020012","0","101000032","0","101020103"
"296","0","11002013","101020106","0","0","11999102","0","0","0","0","0","101020101","11999093","100","110020013","0","101000033","0","101020105"
"300","0","11002021","0","0","0","0","0","0","0","0","0","101020202","11999091","100","110020021","0","101000034","0","101020201"
"300","0","11002022","101020204","0","0","0","0","0","0","0","0","101020203","11999092","100","110020022","0","101000035","0","101020203"
"300","0","11002023","101020206","0","0","11999103","0","0","0","0","0","101020205","11999093","100","110020023","0","101000036","0","101020202"
"306","0","11002031","0","0","0","0","0","0","0","0","0","101020303","11999091","100","110020031","0","101000037","0","101020301"
"306","0","11002032","101020302","0","0","0","0","0","0","0","0","101020305","11999092","100","110020032","0","101000038","0","101020304"
"306","0","11002033","101020304","101020303","0","11999101","0","0","0","0","0","101020304","11999093","100","110020033","0","101000039","0","101020305"
"311","0","11002041","0","0","0","0","0","0","0","0","0","101020402","11999091","100","110020041","0","101000040","0","101020401"
"311","0","11002042","101020404","0","0","0","0","0","0","0","0","101020403","11999092","100","110020042","0","101000041","0","101020403"
"311","0","11002043","101020405","0","0","11999102","0","0","0","0","0","101020404","11999093","100","110020043","0","101000042","0","101020404"
"311","0","11002051","101020503","0","0","0","0","0","0","0","0","101020502","11999091","100","110020051","0","101000043","0","101020501"
"311","0","11002052","101020503","0","0","0","0","0","0","0","0","101020505","11999092","100","110020052","0","101000044","0","101020504"
"311","0","11002053","101020501","0","0","11999103","0","0","0","0","0","101020502","11999093","100","110020053","0","101000045","0","101020506"
"315","0","11002061","101020602","0","0","0","0","0","0","0","0","101020601","11999091","100","110020061","0","101000046","0","101020601"
"315","0","11002062","101020602","0","0","0","0","0","0","0","0","101020604","11999092","100","110020062","0","101000047","0","101020603"
"315","0","11002063","101020604","101020606","0","11999101","0","0","0","0","0","101020604","11999093","100","110020063","0","101000048","0","101020603"
"321","0","11002071","101020702","0","0","0","0","0","0","0","0","101020702","11999091","100","110020071","0","101000049","0","101020701"
"321","0","11002072","101020704","0","0","0","0","0","0","0","0","101020703","11999092","100","110020072","0","101000050","0","101020703"
"321","0","11002073","101020706","0","0","11999102","0","0","0","0","0","101020704","11999093","100","110020073","0","101000051","0","101020705"
"326","0","11002081","101020802","0","0","11002084","0","0","0","0","0","101020801","11999091","100","110020081","0","101000052","0","101020801"
"326","0","11002082","101020804","101020802","0","0","0","0","0","0","0","101020804","11999092","100","110020082","0","101000053","0","101020803"
"326","0","11002083","101020807","101020807","0","11999103","0","0","0","0","0","101020806","11999093","100","110020083","0","101000054","0","101020805"
"330","0","11002091","101020905","0","0","11002094","0","0","0","0","0","101020902","11999091","100","110020091","0","101000055","0","101020901"
"330","0","11002092","101020904","0","0","0","0","0","0","0","0","101020903","11999092","100","110020092","0","101000056","0","101020903"
"330","0","11002093","101020904","101020905","0","11999101","0","0","0","0","0","101020902","11999093","100","110020093","0","101000057","0","101020901"
"336","0","11002101","101021002","0","0","11002104","0","0","0","0","0","101021001","11999091","100","110020101","0","101000058","0","101021001"
"336","0","11002102","101021004","0","0","0","0","0","0","0","0","101021003","11999092","100","110020102","0","101000059","0","101021003"
"336","0","11002103","101021002","101021005","0","11999102","0","0","0","0","0","101021003","11999093","100","110020103","0","101000060","0","101021007"
"341","0","11002111","101021104","0","0","11002114","0","0","0","0","0","101021102","11999091","100","110020111","0","101000061","0","101021101"
"341","0","11002112","101021108","0","0","0","0","0","0","0","0","101021104","11999092","100","110020112","0","101000062","0","101021102"
"341","0","11002113","101021103","101021104","0","11999103","0","0","0","0","0","101021102","11999093","100","110020113","0","101000063","0","101021101"
"345","0","11002121","0","0","0","0","0","0","0","0","0","101021203","11999091","100","110020121","0","101000064","0","101021201"
"345","0","11002122","101021202","0","0","11999101","0","0","0","0","0","101021201","11990093","100","110020122","0","101000065","0","101021201"
"345","0","11002123","0","0","0","0","0","0","0","0","0","0","0","100","110020123","0","101000066","0","101021206"
"351","0","11003011","0","0","0","0","0","0","0","0","0","101030102","11999091","100","110030011","0","101000067","0","101030101"
"351","0","11003012","101030105","0","0","0","0","0","0","0","0","101030103","11999092","100","110030012","0","101000068","0","101030101"
"351","0","11003013","101030103","101030105","0","11999102","0","0","0","0","0","101030104","11999093","100","110030013","0","101000069","0","101030102"
"356","0","11003021","0","0","0","0","0","0","0","0","0","101030202","11999091","100","110030021","0","101000070","0","101030201"
"356","0","11003022","101030204","0","0","0","0","0","0","0","0","101030203","11999092","100","110030022","0","101000071","0","101030203"
"356","0","11003023","101030205","101030204","0","11999103","0","0","0","0","0","101030203","11999093","100","110030023","0","101000072","0","101030201"
"360","0","11003031","101030302","0","0","0","0","0","0","0","0","101030301","11999091","100","110030031","0","101000073","0","101030301"
"360","0","11003032","101030304","0","0","0","0","0","0","0","0","101030301","11999092","100","110030032","0","101000074","0","101030303"
"360","0","11003033","101030308","101030305","0","11999101","0","0","0","0","0","101030307","11999093","100","110030033","0","101000075","0","101030306"
"366","0","11003041","101030405","0","0","0","0","0","0","0","0","101030401","11999091","100","110030041","0","101000076","0","101030401"
"366","0","11003042","101030404","101030405","0","0","0","0","0","0","0","101030403","11999092","100","110030042","0","101000077","0","101030402"
"366","0","11003043","101030401","101030405","0","11999102","0","0","0","0","0","101030404","11999093","100","110030043","0","101000078","0","101030402"
"371","0","11003051","101030503","0","0","0","0","0","0","0","0","101030502","11999091","100","110030051","0","101000079","0","101030501"
"371","0","11003052","101030505","101030506","0","0","0","0","0","0","0","101030504","11999092","100","110030052","0","101000080","0","101030501"
"371","0","11003053","101030502","101030507","0","11999103","0","0","0","0","0","101030501","11999093","100","110030053","0","101000081","0","101030508"
"375","0","11003061","101030603","0","0","0","0","0","0","0","0","101030601","11999091","100","110030061","0","101000082","0","101030601"
"375","0","11003062","101030604","101030602","0","0","0","0","0","0","0","101030601","11999092","100","110030062","0","101000083","0","101030603"
"375","0","11003063","101030601","101030606","0","11999101","0","0","0","0","0","101030601","11999093","100","110030063","0","101000084","0","101030605"
"381","0","11003071","101030702","0","0","0","0","0","0","0","0","101030703","11999091","100","110030071","0","101000085","0","101030701"
