de6d68273f5a572516fff910e1ba527ebb901b3a4bcbcff6c4dc149590f0be1b,63038998af1e96ffbbceb87923389559f78870de7beda72ad43f66cc8c332514,3ea2e2488c0bf45945b4534b4da9eeea77594036981632a19842d8208c6e550f,bb89a497d1b3f49219bc519fae8f903e08568d6a0069939a55ee44a004f37a3f,39d3ede4a0414eb52aba6bdc7702966400a4518c871a8dad0965bae3b989b577,a1e025b2e88219cd66729c6bfcb7ec94b355c207e05b8e57917543bbe222ad78,ea62bcabae132ba46189a32038d88fbfb54679a56a187a2cbb40de2d9094b055,cd80f8bf6dfbe6e17c862d3724e757a98048441a11c7ac06c84236f5aefa66d4,e996fde670e4667e3a4e42a2ac2ab62f26ab4941ed87d4a4226a507f7adc0f94,c6835cb14d018056400faba3b5d8d1721ec9750006b7492ff6874c32a7a5b202,3f2832f59a8cd55adfbdc7b6b7144ebda2e6486b178e0e9928e1e1aa45947077,5a62c685014a23067d7150959baadd27ccf46bf8d62feb8e0843791e2dc9234c,895eacba0c5c5ef9c2c2efdc932d7870236d3bd2e717261cfd4d0972c48274bd,5e086c8977bccf01bff28c757f399545b98b7335d7b6900b91af6b70d36423df,49ff881ccbf4c735fb146d83e0f73cf1cfc64accee0147f7a9920f314f28fe19,afd40bbef768461eee2f80fad49f241e7ef787a287ae71f02df7f99a4a94afd2,0e196e4d7c591c403de153967e4f4034dc3a559037d15d125d59d1ea63f5a2aa,c40dc88379ddfb8fa7300e5ac5e118dc5be51e23c9e4c509fcb965cd9b5e5aea,e07a7fbe83207362989b3e04fcee6f36305378c131840e93c7d84c296f9d21c5,e96fe2d95f905cab6630b3cd74cc9dbabad0d873847961cb7f2a34debb90d7b1,1d462f438bc7037cedf2fff9bb32a4c7c3185bdf1d1c072cabb26b5f4a4dd00f,576413ed85e7a7b946cfd1633afa968d61c42a04fc492b345370f19ffa041a41,f416932c58a525c534cbb586ab98522e96f23683c5ac04200f4c56981a66410e,22ce3504cd41820a2277aa7d82452c13fcb02177858c2efa5e95d4ecdb2cec36,d0604f128c82d389df25705a05dcebf99f9811ea59bcbaccb8149d50ccc1f56c,55bbee05150235bedf2f61a7720f7d1e0a35c5d07e115f9f18c4efd04b0a4406,d1bffd7808b087bc19fe975cf9627a17c3d29fc86aa165ef88e30e59d533f642,5e70ee3bb3b5224d62bd949ff72505407312dcbc5ad6f6177a51c276b8713ee5,f67af629c95b81182fc5f42d7deb06846c97d9e9ce323e90231cea7e3e76eea2,9385d757f7cf6bf9d92661d963a4fac83e2f1ee281ddfe28fd27c6b6f309655a,bd5a16722ae91d98a6cf8aea27c0e26f24961eaabffde56dfe1add0f1b53c0cf,1610393a3b331f77c59c92f21c23524bc711950f4d2d710122ce2a1f14428482,9aa58e6b62db096b868f6d6c44edf64f6d94c0ce815f3635f81941487ccaa0f5,2e4015f8e25cd52caac3a2ba451b61313f5707016faa0b2bae0bb8d361ab42a5
"1","81000105","0","650001011","0","770","796","90","-50","270","1","81000105","0.6","bgm_M47","1.5","200010","1","660001001","1","-40","1","340","0","2000101","0","BOSS戰(NORMAL)","0","20001","0","bgm_M47","20001101","0","-76","0"
"1","81000106","0","650001021","0","60","70","90","-50","270","1","81000106","0.6","bgm_M47","1.5","200010","1","660001002","1","-210","2","341","0","2000102","0","BOSS戰(HARD)","0","20001","0","bgm_M47","20001201","0","-180","0"
"1","81000106","0","650001031","0","470","520","90","-50","270","1","81000106","0.6","bgm_M47","1.5","200010","1","660001003","1","-40","3","344","0","2000103","0","Boss戰(VERYHARD)","0","20001","0","bgm_M47","20001201","0","10","0"
"1","81000205","0","650002011","0","750","850","90","0","40","1","81000205","0.6","bgm_M102","1.3","510021","1","660002001","1","-30","1","5002301","0","2000201","0","BOSS戰(NORMAL)","0","20002","0","bgm_M102","20002101","0","20","0"
"1","81000207","0","650002021","0","140","-250","90","0","40","1","81000207","0.6","bgm_M102","1.3","510022","1","660002002","1","20","2","5002302","0","2000202","0","BOSS戰(HARD)","0","20002","0","bgm_M102","20002201","0","125","0"
"1","81000207","0","650002031","0","450","500","90","0","40","1","81000207","0.6","bgm_M102","1.3","510022","1","660002003","1","-40","3","344","0","2000203","0","Boss戰(VERYHARD)","0","20002","345","bgm_M102","20002201","0","10","0"
"1","81000305","0","650003011","0","730","830","90","30","20","1","81000305","0.6","bgm_M109","1.1","510031","1","660003001","1","-40","1","5003302","0","2000301","0","BOSS戰(NORMAL)","0","20003","0","bgm_M109","20003101","0","10","0"
"1","81000306","0","650003021","0","180","210","90","30","20","1","81000306","0.6","bgm_M109","1.1","510032","1","660003002","1","20","2","5003301","0","2000302","0","BOSS戰(HARD)","0","20003","0","bgm_M109","20003201","0","90","0"
"1","81000306","0","650003031","0","450","500","90","30","20","1","81000306","0.6","bgm_M109","1.1","510032","1","660003003","1","-40","3","344","0","2000303","0","BOSS戰(VERY HARD)","0","20003","345","bgm_M109","20003201","0","10","0"
"1","81000405","0","650004011","0","770","870","90","30","20","1","81000405","0.6","bgm_M116","1.1","510041","1","660004001","1","-40","1","5004301","0","2000401","0","BOSS戰(NORMAL)","0","20004","0","bgm_M116","20004101","0","10","0"
"1","81000406","0","650004021","0","450","-30","90","30","20","1","81000406","0.6","bgm_M116","1.1","510042","1","660004002","1","-40","2","5004302","0","2000402","0","BOSS戰(HARD)","0","20004","0","bgm_M116","20004201","0","10","0"
"1","81000406","0","650004031","0","450","500","90","30","20","1","81000406","0.6","bgm_M116","1.1","510042","1","660004003","1","-40","3","5004308","0","2000403","0","BOSS戰(VERY HARD)","0","20004","0","bgm_M116","20004201","0","-10","0"
"1","81000505","0","650005011","0","770","870","90","90","90","1","81000505","0.6","bgm_M124","1.3","510051","1","660005001","1","-40","1","5005301","0","2000501","0","BOSS戰(NORMAL)","0","20005","0","bgm_M124","20005101","0","10","0"
