1c8c3080fce5bae2ef3c879b0f56c9629bd65820c4292f408d29ae1c64c0fe4f,434fd64404414e3e475f5095cc1af578b921143af163c75fa0f9c5c9874a6f7a,3154e9a5aa4463026a6e2c98b96d86bd3d89d10c633252db3e7b956a223ecaeb,c1c926784a61b61d49b89ad0af5a85549560dfc6fa619a7f6c26f2de5296cc5a,719a8c4c3b01a05c79a6f3797ceb616665b4b49cdaa24960c026ccfe437cdc4a,38b741f15ddf45158d08cc7774f2394e7424f27de178c569e7ae75ade1d20a70,089c1f5d39db70e6734a3f1ab433caf43babcd59fc343ebe0c20de450d51bc6e,c0e8e2f7a22841251b0bdd74baf5a68ec3a8bb4d192c22c62f9c050d2a646791,213c64586f0aec88b517748bc49cd3f1659cc1bc96d098aaa9dd35c2c79147ac,a99820d4118db6c320f75215a160cc041f6f17871971eb13d99c08390f6b8a82,99c35ff2cd66d77a3f37fcad70388aaf7920f6215d6b8f1e3def1c5e75100582,92165239711fdb093a6ac018219e356dffadb0b31732bcc1ff665fd5ae14a7c5,5622b5f9304fd02769a24a916779bf317dad2348d7e75a0e098b52732fa8c090,7538070b37d6f9f4d7953942774ce716d82cb471c26e3aa63c6d5758d610e99d,71869d8c2771059327e4a365e0fc1f426a83962820fc89bc94323169c39391f4
"1","0","雲海山脈","501010001","400","195","11002012","4003002","200010","10","400","雲霧繚繞的山脈","31001","4003001","45"
"1","0","密林大樹","501010002","300","-110","11005013","4003004","200020","10","300","立於森林深處的一棵大樹","31002","4003003","30"
"1","0","斷崖遺跡","501010003","200","-570","11007014","4003006","200030","10","200","位於斷崖絕壁處的遺跡","31003","4003005","-190"
"1","0","蒼海孤塔","501010004","100","750","11011017","4003008","200040","10","100","矗立於大海中謎樣的巨塔","31004","4003007","-30"
"1","0","毒瘴闇稜","501010005","100","465","11014014","4003010","200050","10","100","受瘴氣籠罩的暗闇孤峰","31005","4003009","20"
"1","0","綠龍骸嶺","501010006","100","360","11026014","4003012","200060","10","100","佇立於山頂的龍之寢床","31006","4003011","90"
"1","0","天上浮游城","501010007","100","130","11035014","4003014","200070","10","100","天空守衛靜靜沉眠的聖城","31007","4003013","90"
"1","0","砂瀑底都","501010008","100","-50","11047014","4003018","200080","10","100","沙之大瀑布墜落盡頭的都市","31008","4003017","120"
"1","0","蔚藍王寨","501010009","100","-360","11057014","4003020","200090","10","100","聳立於蔚藍海底的海王城寨","31009","4003019","70"
"1","0","四彩的靈峰","501010010","0","0","11062014","4003022","0","10","100","四季繽紛的靈狐仙境","31010","4003021","0"
"1","31006","特殊地下城","0","100","0","0","4003016","0","10","100","挑戰完成期間限定地下城","32001","4003015","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32002","0","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32003","0","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32004","0","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32005","0","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32006","0","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32007","0","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32008","0","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32009","0","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32010","0","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32011","0","0"
"1","31006","特殊地下城","0","100","0","0","0","0","10","100","挑戰完成期間限定地下城","32012","0","0"
