a76804fb41075068cffa00339c28a100a9bca251146bba3a7a4a86e3362edccc,274215b60f439e6754e4f02c29d3ef8771094d13eb659b80dac6c77335d33ec5,bb6902ac1bba64d357f0c9882c300db6fe9af96716dd8ea2ab1867cfa2befb4b,a36e413815dc5a8850282a624e0cb30e05684c3d952c652733081cc819d4aa1b,e054a358757fcce307fa518b4533bef4376932a630749ff40fc54e5dd7fb4f8f,787e1f067fefb9f4e0baabcdebdf845af13bb5118c2a6d79a56ecae40e4920b2,01aad91be9b3cb47d7a3a55cbd896d253b298c50a155d8023cbbd1818095a4ba,6c312b34a1a0cd46f79bd91b8a934876bcdffa4eacdcb728b8fed7375fa362ae
"0","0","10012","1","0","1001201","0","10012103"
"0","0","10012","2","0","1001202","0","10012107"
"0","0","10012","3","0","1001203","0","10012109"
"0","1001201","10012","4","0","1001204","0","10012114"
"0","1001202","10012","5","0","1001204","0","10012114"
"0","1001203","10012","6","0","1001204","0","10012114"
"0","0","20012","7","0","2001201","0","20012103"
"0","0","20012","8","0","2001202","0","20012107"
"0","0","20012","9","0","2001203","0","20012109"
"0","2001201","20012","10","0","2001204","0","20012114"
"0","2001202","20012","11","0","2001204","0","20012114"
"0","2001203","20012","12","0","2001204","0","20012114"
