68f6779ec827ee16d2fbef5521a3e4b6880a449e6eccabc2cfe40c8920c46d1e,092b4c203f3de94dc67669a3f065ec7b9d5261bc212f3ca499e79822cf662099,19f084db8b4d4f62db6b7ed998d912379646a8a98b81c5a60f48de0a7367c703,f5d29104fdc6435bf0f85417ccc71d8be997e3598da13218ad8bd7b593080dbb,345bb81821689fb97a88c1aae15af3da641295cb226fad7edc74065a5c676bfe,458f33a5d461b748c9f54c92c0fb2fda550f9e99838db8f7c61780387afe8acb,0da24fd48725dcc78dbde440e659bdf82a5237e61e1868fcb80f678e6f1140eb,e58ea3dfd72f0a07bb56f7c36ca4b99c3388e4abd1e5825495d833c7ffce7876,09be9b3f4d2671a3a2dd1b0917332542226d3ed6af78c8ad073c5f12674fc07d,1e65bb6bad234ca89d0840bdb2a7524f459023c52fe499a45ff6f699c6504f66,a4466ec8e8b3831a0f0b537cfab7b4964fb93fbb1a17d8cc76db51f046badc8a,87d603a260c2a2de356b1c40d7d2b38f83c32a939cbef338b7f49d9dc95a4ffe,d0ea349343f481b4cc1663b199d70a469235ba43a8e1ae61ae74888d8f25af6b,dfe7789453a4011fbf0de52deb240e9a68d67f13b8c5d8469f4db257f68ba5f8,5015be67e2b078f7c2e39fda770a36511e83e0420b30090369ef2124f7ef8a71,0af7350f2220b85afc85ac8271f711ce6392860b14a8b76724c7eb006df5a512,fa5e7ee1e260aabc3cb371e86a1da3be585487aea057fb1d2e19a8325e277b7a,50cfff59b67fa7fdaa4a279971fa763b2de1b1e9f8a07ca14b26b710149eb2a0,22bf0b1e9c413ebad6b638245fbd32cb6a6146a0b23b8418a2f2639097b8633c,5d8699ef44044689e6a6d79b881278e771e110cbb6cfe5a50382cab3e0086091,7aaa5f7527808f8b5635ea0cb84c5656e51220656afee1eb67e67a0eff4c1f8f
"0","0","0","0","1300110","0","0","0","0","0","0","2","4.7","130011","1","0","0","0","-1","0","0"
"0","0","0.25","0","1300210","0.25","2.3","0","0","0","0.25","2","0","130021","0","0","0","0","-1","0","0"
"0","0","0","5.5","1300310","0","0","0","0","0","0","2","4.75","130031","0","0","0","0","-1","0","0"
"0","0","0.3","0","1300410","0","0","0","0","0","0.1","2","3.35","130041","0","0","0","0","-1","0","0"
"0","0","0.45","6.5","1300510","0","0","0","0","0","0.4","2","0","130051","0","0","0","0","-1","0","0"
"0","0","0.15","0","1300610","0","3.6","0","0","0","0.15","2","0","130061","0","0","0","0","-1","0","0"
"0.15","0","0.45","11.5","1300710","0","0","0","0","0","0.15","2","0","130071","0","0","0","0","300","0","0"
"0","0","0.65","11.5","1300711","0","0","0","0","0","0.15","301","0","130071","0","0","0","0","-1","0","0"
"0","0","0.2","0","1300810","0","3.15","0","0","0","0.2","2","0","130081","0","0","0","0","-1","0","0"
"0","0","0","0","1300910","0","4.5","0","0","0","0","2","0","130091","0","0","0","0.5","-1","0","0"
"0","0","0.3","0","1301010","0.25","2.1","0","0","0","0.25","2","0","130101","0","0","0","0","-1","0","0"
"0","0","0","0","1301110","0","0","0","0","0","0","2","4.6","130111","1","0","0","0","-1","0","0"
"0","0","25","0","1301120","0","0","0","0","0","0","1","500","130112","90","0","0","0","-1","0","0"
"0","0","0.05","0","1301210","0","4.4","0","0","0","0","2","0","130121","0","0","0","0.5","-1","0","0"
"0","0","0","0","1301310","0","4.5","0","0","0","0","2","0","130131","0","0","0","0.75","-1","0","0"
"0","0","50","830","1301320","0","0","0","0","0","50","1","0","130132","0","0","0","0","-1","0","0"
"0","0","0.15","0","1301410","0","3.5","0","0","0","0.2","2","0","130141","0","0","0","0","-1","0","0"
"0","0","0.15","0","1301510","0.15","2.55","0","0","0","0.35","2","0","130151","0","0","0","0","-1","0","0"
"0","0","0","0","1301610","0","0","0","0","0","0","2","4.9","130161","0","0","0","0","260","0.1","0"
"0","0","0","0","1301611","0","0","0","0","0","0","261","5.4","130161","0","0","0","0","-1","0","0"
"0","0","0","0","1301620","0","0","0","0","0","0","1","700","130162","70","0","0","0","-1","0","0"
"0","0","0","0","1301710","0","0","0","0","0","0","2","4.7","130171","1","0","0","0","-1","0","0"
"0","0","0","0","1301810","0","4.25","0","0","0","0","2","0","130181","0","0","0","0.5","260","0.05","0"
"0","0","0","0","1301811","0","4.5","0","0","0","0","261","0","130181","0","0","0","0.5","-1","0","0"
"0","0","0","0","1302010","0","0","0","0","0","0","2","4.4","130201","0.75","0","0","0","-1","0","0"
"0","0","0.4","5","1302110","0","0","0","0","0","0.4","2","0","130211","0","0","10","0","-1","0","0"
"0","0","0","0","1302210","0","4.25","0","0","0","0.05","2","0","130221","0","0","0","0.5","-1","0","0"
"0","0","0.3","0","1302310","0","0","0","0","0","0.2","2","2.5","130231","0.6","0","0","0","-1","0","0"
"0","0","0","0","1302510","0","4.8","0","0","0","0","2","0","130251","0","0","0","0.5","-1","0","0"
"0","0","10","0","1302520","10","800","0","0","0","10","1","0","130252","0","0","0","0","-1","0","0"
"0","0","0.1","0","1302610","0.5","0","0","0","0","0.15","2","3","130261","0","0","0","0","-1","0","0"
"0","0","0","0","1302710","0","0","0","0","0","0","2","4.25","130271","1","0","0","0","260","0.1","0"
"0","0","0","0","1302711","0","0","0","0","0","0","261","4.75","130271","1","0","0","0","-1","0","0"
"0","0","0","1.25","1302810","0","0","0","0","0","0","2","5.25","130281","0","0","0","0","-1","0","0"
"0.05","0","0.3","15","1302910","0","0","0","0","0","0.3","2","0","130291","0","0","0","0","300","0","0"
"0","0","0.4","15","1302911","0","0","0","0","0","0.3","301","0","130291","0","0","0","0","-1","0","0"
"0","0","0","0","1303010","0","0","0","0","0","0","2","4.75","130301","0.75","0","0","0","-1","0","0"
"0","0","0","12.5","1303110","0","0","0","0","0","0","2","3.2","130311","0","0","0","0","260","0.1","0"
"0","0","0","12.5","1303111","0","0","0","0","0","0","261","3.7","130311","0","0","0","0","-1","0","0"
"0","0","0.1","7.5","1303210","0","0","0","0","0","0","2","3","130321","0","0","0","0","-1","0","0"
"0","0","0.05","0","1303310","0","0","0","0","0","0.05","2","4.25","130331","0","0","0","0","260","0.1","0"
"0","0","0.05","0","1303311","0","0","0","0","0","0.05","261","4.75","130331","0","0","0","0","-1","0","0"
"0","0","0","0","1303320","0","0","0","0","0","0","1","700","130332","70","0","0","0","-1","0","0"
"0","0","0","0","1303410","0.6","0","0","0","0","0.15","2","3.2","130341","0","0","0","0","-1","0","0"
"0","0","0","0","1303610","0","4.4","0","0","0","0","2","0","130361","0","0","0","0.9","-1","0","0"
"0","0","0","0","1303710","0","0","0","0","0","0","2","3","130371","1.2","0","0","0","-1","0","0"
"0","0","0","0","1303810","0","0","0","0","0","0","2","3.75","130381","1.2","0","0","0","260","0.15","0"
"0","0","0","0","1303811","0","0","0","0","0","0","261","4.5","130381","1.2","0","0","0","-1","0","0"
"0","0","0.25","0","1304010","0","0","0","0","0","0.25","2","3","130401","0","0","0","0","-1","0","0"
"0","0","0.25","0","1304210","0.3","2.2","0","0","0","0.25","2","0","130421","0","0","0","0","-1","0","0"
"0","0","0","0","1304310","0","0","0","0","0","0","2","5","130431","0.6","0","0","0","-1","0","0"
"0","0","0","0","1304410","0","4","0","0.05","0","0.2","2","0","130441","0","0","0","0","-1","0","0"
"0","0","0.35","0","1304510","0.6","0","0","0","0","0.45","2","0","130451","0","0","0","0","-1","0","0"
"0","0","0","0","1304610","0","0","0","0","0","0.25","2","3.75","130461","0.25","0","0","0","-1","0","0"
"0","0","0.4","0","1304710","0","0","0","0","0","0.45","2","1","130471","0","0","0","0","-1","0","0"
"0","0","0.15","0","1304810","0","0","0","0","0","0.15","2","3.75","130481","0","0","0","0","-1","0","0"
"0","0","0.3","0","1304910","0.25","0","0","0","0","0","2","3.2","130491","0","0","0","0","-1","0","0"
"0","0","50","1250","1304920","0","0","0","0","0","50","1","0","130492","0","0","0","0","-1","0","0"
"0","0","0","0","1305010","0","4.85","0","0","0","0","2","0","130501","0","0","0","0.4","-1","0","0"
"0","0","0","5","1305110","0","0","0","0","0","0","2","4","130511","0.25","0","0","0","260","0.1","0"
"0","0","0","5","1305111","0","0","0","0","0","0","261","4.5","130511","0.25","0","0","0","-1","0","0"
"0","0","0.45","0","1305210","0","0","0","0","0","0.35","2","1.25","130521","0","0","0","0","-1","0","0"
"0","0","0.3","0","1305310","0","0","0","0","0","0.2","2","2.6","130531","0.2","0","0","0","-1","0","0"
"0","0","0.3","0","1305410","0","0","0","0","0","0.2","2","2.5","130541","0.2","0","0","0","-1","0","0"
"0","0","0.45","0","1305510","0","0","0","0","0","0.45","2","0.7","130551","0","0","0","0","-1","0","0"
