1ead0320e80b03e06549ba10b11ca8b6a20de11c73cac6671a2bcf0e5e524d34,6dc710dc8eaca9e94624248c6ca1eee2b2edda37bfa69bf603ac7e99481ee621,7418ce287e16da61ca203249436428bad2f5f6cedbb87e09c614c8a0b1748222,78cc82cbeea53bb8d31216d81552de1cad9e4901e3752e2ec926a4bdb2158066,2b2ebaffe6847f717bab412ab3885b9eddb770a8b3804c6d0302777ec2033a0f,e6358d199bf5740ab8386919cad35bb4e7093df477448d89e07be565a0cc851a,dc3096e9bbabd488abd2434805ec71748ad7216f092c35c44c21b066a2bd6812,1f9be08943a2cd662088fccd6d3768cc1a69bae7f72e2ffd29f04a472bbde55d,d776805d17e44a99d0b822e636691fdb57b453959b91885e52e014828ee3e323,219c2fb392aa31fc853fccae91afa3a674697c8edc63830acc104784cbe9c90c,df4b134542dbd4404192ebf1d850ecfe8b08facd284e26612cdb2843822c3747,714020cc2886497aa9b602dabc9df0d6813c821e004e961a4bcd82bbbcaf957a,a4e2d81f22ef5b44fac1f585f83f89afea3a783554e0d334ecdc5fc09d262028,4296466a4aaa0350a98f157aa2e512dee17bd39143ad2af6ba956a831d4018aa,ef88074fa6275676ffa5412048dba8c4d27cc1de4ccca9644a0e47c9be94ffb6,59ccf2b32dd8b182bc5c293fe0cc05be0aba0b75000adb21239abe289a8517dd,ff2eb6aa551985fbd237bc13c9bca3dc95a5c6edd9e005f29c36f098153cccc8,b527fa5a3c574e4feb3ca5a95ad70f2c896cdcaa57b1bf5f0601adc2c9ca2c30
"0","0","0","0","0","91002","1","50","10","1","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","2","10","100","11","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","3","5","200","101","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","4","3","500","201","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","5","2","1000","501","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","6","2","2000","1001","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","7","1","3999","2001","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","8","50","4000","4000","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","9","50","4100","4100","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","10","50","4200","4200","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","11","50","4300","4300","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","12","50","4400","4400","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","13","50","4500","4500","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","14","50","4600","4600","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","15","50","4700","4700","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","16","50","4800","4800","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","17","50","4900","4900","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","18","50","5000","5000","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","19","50","5100","5100","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","20","50","5200","5200","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","21","50","5300","5300","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","22","50","5400","5400","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","23","50","5500","5500","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","24","50","5600","5600","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","25","50","5700","5700","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","26","50","5800","5800","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","27","50","5900","5900","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","28","50","6000","6000","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","29","50","6100","6100","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","30","50","6200","6200","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","31","50","6300","6300","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","32","50","6400","6400","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","33","50","6500","6500","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","34","50","6600","6600","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","35","50","6700","6700","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","36","50","6800","6800","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","37","50","6900","6900","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","38","50","7000","7000","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","39","50","7100","7100","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","40","50","7200","7200","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","41","50","7300","7300","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","42","50","7400","7400","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","43","50","7500","7500","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","44","50","7600","7600","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","45","50","7700","7700","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","46","50","7800","7800","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","47","50","7900","7900","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","48","50","8000","8000","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","49","15","8100","8100","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","50","15","8200","8200","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","51","15","8300","8300","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","52","15","8400","8400","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","53","15","8500","8500","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","54","15","8600","8600","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","55","15","8700","8700","8","0","0","0","0","0","0","0"
"0","0","0","0","0","91002","56","15","8800","8800","8","0","0","0","0","0","0","0"
