9e110a65c91439c06c1ad54ebcfea5090d81ed2f89d05fbbda222322d7b8c3dc,13027f712bff2c694eb8b017bf0ca925654d74596bc0183ae95665c4abc058c7,0f87d40cc475438719b0cbab6624501512228f64a3867c398cdb7d4fcf292e1d,94330544a093f6ac1d62eb623d98741434736ff06aac45ca102f0792144683de,c82144e7362bd12f88e774fc4d15e07ef8500ed40cd25e78c7aa6a4abeb12fe8,99cb84bd340ae9474dd3b20d32d1ed81d8812b1f3b75127976514bdaaa38d80f,00385b5ed976203c5f41416077fa56dbbef2600860bdc9044a3f405d0d1889e7,1be15aabdee331dc321d9c70e9e514ca419f7b33ddd69d927d62efcb3b2958fa,c2e711936246bdda191f426781dce85faad3f72570b90c9013b8a8456bfba178,f69b3d90b4707df245cafcfad64d2b5541db23f7e83a7855c63290c8b6f01087,59eab9dfbd921b12c27c05c7a5f010df42707912d60568b431d9f82a9c82c4a6,d5135b32a16a595e2e46ec7c171f4249bfd3d5e8089d62eb26c7d4125bcbf0aa,b6a820381f221959a6b9605862f92e702ce39b30655f97bc61fde538d81494d9
"0","1","0","0","10010001","0","0","1","0","0","57","0","10010484"
"0","2","10010674","0","10010099","0","0","1","0","0","59","1","10010100"
"0","11","10010099","0","10010100","0","0","1","0","0","58","10001","10010101"
"0","12","10010100","0","10010101","0","0","1","0","0","57","0","10010102"
"0","2","10010101","0","10010102","0","0","1","0","0","56","1","10010103"
"0","2","10010102","0","10010103","0","0","1","0","0","55","2","10010104"
"0","4","10010103","0","10010104","0","0","1","0","0","54","0","10010105"
"0","3","10010104","0","10010105","0","0","1","0","0","53","1","10010106"
"0","12","10010105","0","10010106","0","0","1","0","0","52","0","10010107"
"0","5","10010106","0","10010107","0","0","1","0","0","51","0","10010559"
"0","2","10010560","0","10010110","0","0","1","0","0","48","2","10010111"
"0","6","10010110","0","10010111","0","0","1","0","0","47","0","10010561"
"0","2","10010561","0","10010113","0","0","1","0","0","45","3","10010114"
"0","11","10010113","0","10010114","0","0","1","0","0","44","10001","10010562"
"0","4","10010562","0","10010116","0","0","1","0","0","42","0","10010117"
"0","6","10010116","0","10010117","0","0","1","0","0","41","0","10010118"
"0","3","10010117","0","10010118","0","0","1","0","0","40","3","10010563"
"0","11","10010559","0","10010119","0","0","1","0","0","49","10001","10010120"
"0","4","10010119","0","10010120","0","0","1","0","0","48","0","10010121"
"0","2","10010120","0","10010121","0","0","1","0","0","47","3","10010565"
"0","2","10010565","0","10010123","0","0","1","0","0","45","2","10010566"
"0","7","10010566","0","10010125","0","0","1","0","0","43","10003","10010126"
"0","4","10010125","0","10010126","0","0","1","0","0","42","0","10010127"
"0","7","10010126","0","10010127","0","0","1","0","0","41","10001","10010128"
"0","2","10010127","0","10010128","0","0","1","0","0","40","2","10010563"
"0","7","10010563","0","10010130","0","0","1","0","0","38","10001","10010131"
"0","6","10010130","0","10010131","0","0","1","0","0","37","0","10010132"
"0","11","10010131","10010702","10010132","0","0","1","0","0","36","10001","10010701"
"0","12","10010701","0","10010153","0","0","1","0","0","34","0","10010705"
"0","14","10010708","0","10010158","0","0","1","0","0","29","5","10010161"
