691076cee29a35ef6ec67b5de5b7e49ee756c3d3e3e0dcc8d4e85fd46da8edf3,2836363bc0c0338a0f78ee277c2d861abff480ddb89efd7f95a8551dbc4c5400,5b33ec3fe6e9af3ddfbfc5f258938b551d5a0a70e3edca0194613f9d7dba1b93,c0f16fd8c6757379ecf2e8bd5985a44eefee69fe1fa2d0c0fef3573d02aea5d9,2222aebd44cdecf4f4145885d87ce4ffa25134e520969fb2bf9f35ae111e01c1,362306a81a5f101cea4d5d61547e771a6858cbd986dd5c157274de7ecba7bf0d,36af86fcf8cda20cf894a0b4ca8cb4431abb28fc5311c556d1c113dc1af1af08,77484380c77e1cf1a5802c4a7397026945d916981994813d3fc73a346f10d470,4a2c9918c214364f4bf8e6d3cbffd2e6ea21a96316bf49fa8b7bc3e9b28d26bd,5bb44da857d4bd5e09f264c379f007704e0153b3e1203e4ac53015c057ae632e,60092f17676d67d5c95b9073eae8e4ad71297185ba0a934c3c64137cac8223ed,7872fe789c2a6e7ef5bd03224c8038d11d3aecc4b9c60f866ad7bf80d0580bcd,8ca975d57e9f4ce31845e546d9867fbb2ac348db6fdac4cede65ddcc99a4f59d,08958ac805e2036ab2f816598fdb4a965e5c918f14f967baa3601b2764e7e7bb,8b68794c196d26b8d9ab3f784f9cd45679f2ff929d2a5da511a2388ad5424c95,e54b1281cccebb6938dfde724d548c54797ed0b24a779f33685a3966a7bc2054,a08760cde382818d85dd14e1e07f2d1a01edf0bb872964a03e8d0d9a1c095384,f006282cc2b1dc62487de7e92748989a7e051928461c01579511c5793a2e2146,206f4c6c1dff1b592b11e5be05f8b1051b08e97d2fd9e9a5d2ef1907977fb483,236d711d943a699d03e712f2c937f10ef5b1f6ef0822b0095e5abc3e9601710c,d55f2360d68096441ee66f63ded8ab08baa1ef81390d26a458f37ffe879843e8,dc2d5e92537be89b267c90a415341873dbc1a741ab7c2f9446df92c695183ebc,0ae10426701421d9ccd87ac487c941ad819e32394fc85868ab04985e7db86056,11daf2b1faef35e4ece31ce740a68bfa6b893bf813ba330adae681499ac978dc,4fed2e530a1ed05cb7a4efe9f1be1dc38cc9f0f5b5a432c0faca62e6309c929c,f6f99c2c81caeaa7122de692c67e8e6cd2a81c0eb682d95a782eb2a3a1ebca10,58fdb5e3e85753e878a49ee452188ccccbd4a77c3b234bd77adf0ab911ffd4d4,688cd5f4941ca588635626b616d986fcd8456cb66251080808202f71e4fbff68,03739a91b258745bc190eec1cd567f50bfbd79becda9ef158d440e417734bee1
"0","1","0","0","0","0","31001","0","100091","0.4","bgm_M06","0","1","0","94002","bgm_M06","0","0","0","0","31001001","3100101","0","1.2","90","40001","99002","100091","0"
"0","1","0","0","0","0","31001","0","100092","0.4","bgm_M06","0","2","0","94002","bgm_M06","0","0","0","0","31001002","3100101","0","1.2","90","40001","99002","100092","0"
"0","1","0","0","0","0","31001","0","100101","0.6","bgm_M06","99002","3","0","94002","bgm_M06","0","0","0","100","31001003","3100102","0","1.2","90","40004","90002","100101","0"
"0","1","0","0","0","0","31001","0","100102","0.65","bgm_M06","0","4","0","94002","bgm_M06","0","0","0","0","31001004","3100103","0","1.2","90","40001","99002","100102","0"
"0","1","0","0","0","0","31001","0","100102","0.7","bgm_M06","0","5","0","94002","bgm_M06","0","0","0","0","31001005","3100103","0","1.2","90","40001","99002","100102","0"
"90005","1","0","0","0","0","31001","0","100102","0.75","bgm_M06","99002","6","0","94002","bgm_M06","0","0","0","100","31001006","3100104","0","1.2","90","40004","90002","100102","0"
"0","3","0","0","0","501010011","31001","0","100722","1","bgm_M63","99002","7","0","94002","bgm_M63","0","0","0","100","31001007","3100105","0","1.2","90","40004","90002","100722","0"
"0","1","0","0","0","0","31002","0","100251","0.4","bgm_M06","0","1","0","94002","bgm_M06","0","0","0","0","31002001","3100201","0","1.2","90","40001","99002","100251","0"
"0","1","0","0","0","0","31002","0","100252","0.4","bgm_M06","0","2","0","94002","bgm_M06","0","0","0","0","31002002","3100201","0","1.2","90","40001","99002","100252","0"
"0","1","0","0","0","0","31002","0","100253","0.6","bgm_M06","99002","3","0","94002","bgm_M06","0","0","0","200","31002003","3100202","0","1.2","90","40004","90002","100253","0"
"0","1","0","0","0","0","31002","0","100254","0.65","bgm_M06","0","4","0","94002","bgm_M06","0","0","0","0","31002004","3100203","0","1.2","90","40001","99002","100254","0"
"0","1","0","0","0","0","31002","0","100255","0.7","bgm_M06","0","5","0","94002","bgm_M06","0","0","0","0","31002005","3100203","0","1.2","90","40001","99002","100255","0"
"0","1","0","0","0","0","31002","0","100256","0.75","bgm_M06","99002","6","0","94002","bgm_M06","0","0","0","200","31002006","3100204","0","1.2","90","40004","90002","100256","0"
"0","1","0","0","0","0","31002","0","100257","0.8","bgm_M06","0","7","0","94002","bgm_M06","0","0","0","0","31002007","3100205","0","1.2","90","40001","99002","100257","0"
"0","1","0","0","0","0","31002","0","100258","0.8","bgm_M06","0","8","0","94002","bgm_M06","0","0","0","0","31002008","3100205","0","1.2","90","40001","99002","100258","0"
"90005","1","0","0","0","0","31002","0","100259","0.8","bgm_M06","99002","9","0","94002","bgm_M06","0","0","0","200","31002009","3100206","0","1.2","90","40004","90002","100259","0"
"0","3","0","0","0","501010021","31002","0","100261","1","bgm_M63","99002","10","0","94002","bgm_M63","0","0","0","200","31002010","3100207","0","1.2","90","40004","90002","100261","0"
"0","1","0","0","0","0","31003","0","100291","0.4","bgm_M06","0","1","0","94002","bgm_M06","0","-50","0","0","31003001","3100301","0","1.2","90","40001","99002","100291","0"
"0","1","0","0","0","0","31003","0","100292","0.4","bgm_M06","0","2","0","94002","bgm_M06","0","-50","0","0","31003002","3100302","0","1.2","90","40001","99002","100292","0"
"0","1","0","0","0","0","31003","0","100293","0.6","bgm_M06","99002","3","0","94002","bgm_M06","0","-50","0","300","31003003","3100302","0","1.2","90","40004","90002","100293","0"
"0","1","0","0","0","0","31003","0","100291","0.65","bgm_M06","0","4","0","94002","bgm_M06","0","-50","0","0","31003004","3100303","0","1.2","90","40001","99002","100291","0"
"0","1","0","0","0","0","31003","0","100292","0.75","bgm_M06","99002","5","0","94002","bgm_M06","0","-50","0","300","31003005","3100303","0","1.2","90","40004","90002","100292","0"
"0","1","0","0","0","0","31003","0","100294","0.75","bgm_M06","0","6","0","94002","bgm_M06","0","-50","0","0","31003006","3100304","0","1.2","90","40001","99002","100294","0"
"0","1","0","0","0","0","31003","0","100295","0.8","bgm_M06","99002","7","0","94002","bgm_M06","0","-50","0","300","31003007","3100304","0","1.2","90","40004","90002","100295","0"
"0","1","0","0","0","0","31003","0","100296","0.85","bgm_M06","0","8","0","94002","bgm_M06","0","-50","0","0","31003008","3100305","0","1.2","90","40001","99002","100296","0"
"90005","1","0","0","0","0","31003","0","100297","0.85","bgm_M06","99002","9","0","94002","bgm_M06","0","-50","0","300","31003009","3100307","0","1.2","90","40004","90002","100297","0"
"0","3","0","0","0","501010031","31003","0","100313","1","bgm_M63","99002","10","0","94002","bgm_M63","0","-50","0","300","31003010","3100306","0","1.2","90","40004","90002","100313","0"
"0","1","0","0","0","0","31004","0","100271","0.7","bgm_M06","99002","1","0","94002","bgm_M06","0","-50","0","400","31004001","3100401","0","1.2","90","40004","90002","100271","0"
"0","1","0","0","0","0","31004","0","100273","0.85","bgm_M06","99002","2","0","94002","bgm_M06","0","-50","0","400","31004002","3100401","0","1.2","90","40004","90002","100273","0"
"0","1","0","0","0","0","31004","0","100274","0.9","bgm_M06","99002","3","0","94002","bgm_M06","0","-50","0","400","31004003","3100401","0","1.2","90","40004","90002","100274","0"
"90005","1","0","0","0","0","31004","0","100277","1","bgm_M06","99002","4","0","94002","bgm_M06","0","-50","0","400","31004004","3100403","0","1.2","90","40004","90002","100277","0"
"0","3","0","0","0","501010041","31004","0","100283","1","bgm_M63","99002","5","0","94002","bgm_M63","0","-50","0","400","31004005","3100402","0","1.2","90","40004","90002","100283","0"
"140001","1","0","0","0","0","31005","0","101601","0.7","bgm_M06","99002","1","0","94002","bgm_M06","0","-50","0","500","31005001","3100501","0","1.2","90","40004","90002","101601","0"
"140001","1","0","0","0","0","31005","0","101601","0.85","bgm_M06","99002","2","0","94002","bgm_M06","0","-50","0","500","31005002","3100501","0","1.2","90","40004","90002","101601","0"
"140001","1","0","0","0","0","31005","0","101602","0.9","bgm_M06","99002","3","0","94002","bgm_M06","0","-50","0","600","31005003","3100501","0","1.2","90","40004","90002","101602","0"
"140001","1","0","0","0","0","31005","0","101602","1","bgm_M06","99002","4","0","94002","bgm_M06","0","-50","90005","600","31005004","3100502","0","1.2","90","40004","90002","101602","0"
"140001","3","0","0","0","501010051","31005","0","101611","1","bgm_M63","99002","5","0","94002","bgm_M63","0","-50","0","300","31005005","3100503","0","1.6","90","40004","90002","101611","0"
"140001","1","0","0","0","0","31006","94002","102171","0.7","bgm_M06","20000","1","0","90002","bgm_M06","0","-50","25001","600","31006001","3100601","0","1.2","90","40004","99002","102171","0"
"140001","1","0","0","0","0","31006","94002","102172","0.85","bgm_M06","20000","2","0","90002","bgm_M06","0","-50","25001","600","31006002","3100601","0","1.2","90","40004","99002","102172","0"
"140001","1","0","0","0","0","31006","94002","102173","0.9","bgm_M06","20000","3","0","90002","bgm_M06","0","-50","25001","800","31006003","3100601","0","1.2","90","40004","99002","102173","0"
"140001","1","0","0","0","0","31006","90005","102172","1","bgm_M06","20000","4","0","90002","bgm_M06","0","-50","25001","800","31006004","3100602","0","1.2","90","40004","99002","102172","0"
"140001","3","0","0","0","501010061","31006","94002","102174","1","bgm_M63","20000","5","0","90002","bgm_M63","0","-50","25001","400","31006005","3100603","0","1.3","90","40004","99002","102174","0"
"140001","1","0","0","0","0","31007","94002","102741","0.7","bgm_M06","20000","1","0","90002","bgm_M06","0","-50","25001","700","31007001","3100701","0","1.2","90","40004","99002","102741","0"
"140001","1","0","0","0","0","31007","94002","102742","0.85","bgm_M06","20000","2","0","90002","bgm_M06","0","-50","25001","700","31007002","3100701","0","1.2","90","40004","99002","102742","0"
"140001","1","0","0","0","0","31007","94002","102743","0.9","bgm_M06","20000","3","0","90002","bgm_M06","0","-50","25001","1000","31007003","3100701","0","1.2","90","40004","99002","102743","0"
"140001","1","0","0","0","0","31007","90005","102742","1","bgm_M06","20000","4","0","90002","bgm_M06","0","-50","25001","1000","31007004","3100702","0","1.2","90","40004","99002","102742","0"
"140001","3","0","5.1","0","501010071","31007","94002","102751","1","bgm_M63","20000","5","1","90002","bgm_M63","1","-50","25001","500","31007005","3100703","0","0.5","90","40004","99002","102751","0"
"140001","1","0","0","0","0","31008","94002","103002","0.7","bgm_M06","20000","1","0","90002","bgm_M06","0","-50","25001","800","31008001","3100801","0","1.2","90","40004","99002","103002","0"
