1f178f2d6fe4be1615d583612ab7257a5f313bda44e7af27c43cede5105d6310,01b3c2142e5b1f1bc3761e6167e2d896bfc555296174d951674c7168b8ef3860,c00108d22a7e506b9fa693429faeb9177ef590e6c0763c93b113f29858917488,62f0335873899906fc9651c5707547fc362378382117ada3933a2d6537d3f82e,a71ef4ab34fbbeb991b87dbca63935f5b4b4f552b3dfc00df688714953a7cb9e,83ad1447164975f5b42d2e1946eae5744a273b23a1934ea226ac3b3252712cf4,c2a19c6a16043aeec5114332deb2cea0acb846a892cd92442c86768bd82433bc,668cc8a762fdc54467deeacc91f5e4d3b86b47f9809e8a2497d3f91a73d17b78,ca599b573a3b6d70c29a701d301234c24c90b2f433614e66690940b0c6687fb8,e2735cc3f370c1d3ca592d8e09d56d4e811edfca23e9ac7f40b8bd5ca059c604,ecb66d2fe11b68e6da7b2f551672167b5f56e374fee3f3fb96f00d9748f43597,d0fbbd0ea3ad2264e4a129aac29850b84a22176411708edee7a869dd828c6354,25ecd73a44a35963a0ab1b0441cdcf3be81af451f153798836b67879226b2eea,9f783691d3a4c7505abaac2ee7dee366572f97cd57de833f55c58c3405656914,eb8f7f2ac91cd64ac7fe1caf4f689ce37606c0c1cc31a9930db3a8012ed5ede5,ea7132c67f29718274a7610b4b4bde253b12198eda442e0436248a504503fe0d,5852db45264d5a660743fca09bb2a90ccdef87337d1e662429d3a8377518cb87,0ebdaf415273350c893ca76c56cf38fd0ee9772962d4185cec82851dc1d703bf,a556aeec912761bbd79fd7de3e5f60d1c201e02cc20dca0fc3372091cd49970d,f39ae623fb910601efcc55530f043ac824a0f5da25383f1ced6fb95bd2fd154e,f60cff304e74ac536bdf1b5c82c0cf32c8f26e40ec1a2c58e8bf6426eea7c738
"1","2","2","500","0","0","31043","1001","8","0","0","91002","5","1","90006","0","1","500","0","0","1"
"1","2","2","1000","0","0","31043","1001","8","0","0","91002","8","2","90006","0","2","1000","0","0","2"
"1","2","2","1500","0","0","31043","1001","8","0","0","91002","10","3","90006","0","3","1500","0","0","3"
"1","2","2","2000","0","0","31043","1001","8","0","0","91002","12","4","90006","0","4","2000","0","0","4"
"1","2","2","2500","0","0","31043","1001","8","0","0","91002","14","5","90006","0","5","2500","0","0","5"
"1","2","2","3000","0","0","31043","1001","8","0","0","91002","16","6","90006","0","6","3000","0","0","6"
"1","2","2","3500","0","0","31043","1001","8","0","0","91002","18","7","90006","0","7","3500","0","0","7"
"1","2","2","4000","0","0","31043","1001","8","0","0","91002","20","8","90006","0","9","4000","0","0","8"
"1","2","2","4500","0","0","31043","1001","8","0","0","91002","25","10","90006","0","-1","4500","0","0","9"
"1","2","2","500","0","0","31022","1002","8","0","0","91002","5","1","90006","0","1","500","0","0","10"
"1","2","2","1000","0","0","31022","1002","8","0","0","91002","8","2","90006","0","2","1000","0","0","11"
"1","2","2","1500","0","0","31022","1002","8","0","0","91002","10","3","90006","0","3","1500","0","0","12"
"1","2","2","2000","0","0","31022","1002","8","0","0","91002","12","4","90006","0","4","2000","0","0","13"
"1","2","2","2500","0","0","31022","1002","8","0","0","91002","14","5","90006","0","5","2500","0","0","14"
"1","2","2","3000","0","0","31022","1002","8","0","0","91002","16","6","90006","0","6","3000","0","0","15"
"1","2","2","3500","0","0","31022","1002","8","0","0","91002","18","7","90006","0","7","3500","0","0","16"
"1","2","2","4000","0","0","31022","1002","8","0","0","91002","20","8","90006","0","8","4000","0","0","17"
"1","2","2","4500","0","0","31022","1002","8","0","0","91002","25","9","90006","0","9","4500","0","0","18"
"1","2","2","5000","0","0","31022","1002","8","0","0","91002","30","10","90006","0","-1","5000","0","0","19"
"1","2","2","500","0","0","31042","1003","8","0","0","91002","5","1","90006","0","1","500","0","0","20"
"1","2","2","1000","0","0","31042","1003","8","0","0","91002","8","2","90006","0","2","1000","0","0","21"
"1","2","2","1500","0","0","31042","1003","8","0","0","91002","10","3","90006","0","3","1500","0","0","22"
"1","2","2","2000","0","0","31042","1003","8","0","0","91002","12","4","90006","0","4","2000","0","0","23"
"1","2","2","2500","0","0","31042","1003","8","0","0","91002","14","5","90006","0","5","2500","0","0","24"
"1","2","2","3000","0","0","31042","1003","8","0","0","91002","16","6","90006","0","6","3000","0","0","25"
"1","2","2","3500","0","0","31042","1003","8","0","0","91002","18","7","90006","0","7","3500","0","0","26"
"1","2","2","4000","0","0","31042","1003","8","0","0","91002","20","8","90006","0","8","4000","0","0","27"
"1","2","2","4500","0","0","31042","1003","8","0","0","91002","25","9","90006","0","9","4500","0","0","28"
"1","2","2","5000","0","0","31042","1003","8","0","0","91002","30","10","90006","0","-1","5000","0","0","29"
"1","2","2","500","0","0","31018","1004","8","0","0","91002","5","1","90006","0","1","500","0","0","30"
"1","2","2","1000","0","0","31018","1004","8","0","0","91002","8","2","90006","0","2","1000","0","0","31"
"1","2","2","1500","0","0","31018","1004","8","0","0","91002","10","3","90006","0","3","1500","0","0","32"
"1","2","2","2000","0","0","31018","1004","8","0","0","91002","12","4","90006","0","4","2000","0","0","33"
"1","2","2","2500","0","0","31018","1004","8","0","0","91002","14","5","90006","0","5","2500","0","0","34"
"1","2","2","3000","0","0","31018","1004","8","0","0","91002","16","6","90006","0","6","3000","0","0","35"
"1","2","2","3500","0","0","31018","1004","8","0","0","91002","18","7","90006","0","7","3500","0","0","36"
"1","2","2","4000","0","0","31018","1004","8","0","0","91002","20","8","90006","0","8","4000","0","0","37"
"1","2","2","4500","0","0","31018","1004","8","0","0","91002","25","9","90006","0","9","4500","0","0","38"
"1","2","2","5000","0","0","31018","1004","8","0","0","91002","30","10","90006","0","-1","5000","0","0","39"
"1","2","2","500","0","0","31025","1005","8","0","0","91002","5","1","90006","0","1","500","0","0","40"
"1","2","2","1000","0","0","31025","1005","8","0","0","91002","8","2","90006","0","2","1000","0","0","41"
"1","2","2","1500","0","0","31025","1005","8","0","0","91002","10","3","90006","0","3","1500","0","0","42"
"1","2","2","2000","0","0","31025","1005","8","0","0","91002","12","4","90006","0","4","2000","0","0","43"
"1","2","2","2500","0","0","31025","1005","8","0","0","91002","14","5","90006","0","5","2500","0","0","44"
"1","2","2","3000","0","0","31025","1005","8","0","0","91002","16","6","90006","0","6","3000","0","0","45"
"1","2","2","3500","0","0","31025","1005","8","0","0","91002","18","7","90006","0","7","3500","0","0","46"
"1","2","2","4000","0","0","31025","1005","8","0","0","91002","20","8","90006","0","8","4000","0","0","47"
"1","2","2","4500","0","0","31025","1005","8","0","0","91002","25","9","90006","0","9","4500","0","0","48"
"1","2","2","5000","0","0","31025","1005","8","0","0","91002","30","10","90006","0","-1","5000","0","0","49"
"1","2","2","500","0","0","31043","1006","8","0","0","91002","5","1","90006","0","1","500","0","0","50"
"1","2","2","1000","0","0","31043","1006","8","0","0","91002","8","2","90006","0","2","1000","0","0","51"
"1","2","2","1500","0","0","31043","1006","8","0","0","91002","10","3","90006","0","3","1500","0","0","52"
"1","2","2","2000","0","0","31043","1006","8","0","0","91002","12","4","90006","0","4","2000","0","0","53"
"1","2","2","2500","0","0","31043","1006","8","0","0","91002","14","5","90006","0","5","2500","0","0","54"
"1","2","2","3000","0","0","31043","1006","8","0","0","91002","16","6","90006","0","6","3000","0","0","55"
"1","2","2","3500","0","0","31043","1006","8","0","0","91002","18","7","90006","0","7","3500","0","0","56"
"1","2","2","4000","0","0","31043","1006","8","0","0","91002","20","8","90006","0","8","4000","0","0","57"
"1","2","2","4500","0","0","31043","1006","8","0","0","91002","25","9","90006","0","9","4500","0","0","58"
"1","2","2","5000","0","0","31043","1006","8","0","0","91002","30","10","90006","0","-1","5000","0","0","59"
"1","2","2","500","0","0","31022","1007","8","0","0","91002","5","1","90006","0","1","500","0","0","60"
"1","2","2","1000","0","0","31022","1007","8","0","0","91002","8","2","90006","0","2","1000","0","0","61"
"1","2","2","1500","0","0","31022","1007","8","0","0","91002","10","3","90006","0","3","1500","0","0","62"
"1","2","2","2000","0","0","31022","1007","8","0","0","91002","12","4","90006","0","4","2000","0","0","63"
"1","2","2","2500","0","0","31022","1007","8","0","0","91002","14","5","90006","0","5","2500","0","0","64"
"1","2","2","3000","0","0","31022","1007","8","0","0","91002","16","6","90006","0","6","3000","0","0","65"
"1","2","2","3500","0","0","31022","1007","8","0","0","91002","18","7","90006","0","7","3500","0","0","66"
"1","2","2","4000","0","0","31022","1007","8","0","0","91002","20","8","90006","0","8","4000","0","0","67"
"1","2","2","4500","0","0","31022","1007","8","0","0","91002","25","9","90006","0","9","4500","0","0","68"
"1","2","2","5000","0","0","31022","1007","8","0","0","91002","30","10","90006","0","-1","5000","0","0","69"
"1","2","2","500","0","0","31042","1008","8","0","0","91002","5","1","90006","0","1","500","0","0","70"
"1","2","2","1000","0","0","31042","1008","8","0","0","91002","8","2","90006","0","2","1000","0","0","71"
"1","2","2","1500","0","0","31042","1008","8","0","0","91002","10","3","90006","0","3","1500","0","0","72"
"1","2","2","2000","0","0","31042","1008","8","0","0","91002","12","4","90006","0","4","2000","0","0","73"
"1","2","2","2500","0","0","31042","1008","8","0","0","91002","14","5","90006","0","5","2500","0","0","74"
"1","2","2","3000","0","0","31042","1008","8","0","0","91002","16","6","90006","0","6","3000","0","0","75"
"1","2","2","3500","0","0","31042","1008","8","0","0","91002","18","7","90006","0","7","3500","0","0","76"
"1","2","2","4000","0","0","31042","1008","8","0","0","91002","20","8","90006","0","8","4000","0","0","77"
"1","2","2","4500","0","0","31042","1008","8","0","0","91002","25","9","90006","0","9","4500","0","0","78"
"1","2","2","5000","0","0","31042","1008","8","0","0","91002","30","10","90006","0","-1","5000","0","0","79"
"1","2","2","500","0","0","31018","1009","8","0","0","91002","5","1","90006","0","1","500","0","0","80"
"1","2","2","1000","0","0","31018","1009","8","0","0","91002","8","2","90006","0","2","1000","0","0","81"
"1","2","2","1500","0","0","31018","1009","8","0","0","91002","10","3","90006","0","3","1500","0","0","82"
"1","2","2","2000","0","0","31018","1009","8","0","0","91002","12","4","90006","0","4","2000","0","0","83"
"1","2","2","2500","0","0","31018","1009","8","0","0","91002","14","5","90006","0","5","2500","0","0","84"
