698dec5f210ecf9ba8a766c31d027887e3f1289a54588b03a7403af2aac69372,49af8f002bf634904e90c0a6ec20c37b5ce9cca8d6a2e9795554b298ea51ecd4,d444b0b118793ada1a3fa5191e570b66cbc1f4dc3ff0459294235661b7142952,ebf53ff4578e0d6801c78f96b9cddd6ce1e887c173b324d40b3fa0da40f096c8,617e649e1edfc70dfa22cfa9ebab29e5d67be12c1dcf6a8635a82165ee9c298a,255a30376afe932babdd3ca5b1d2204f1fdd2707eadc1210f94c6d85ffa2f67b,642052b0b65f52572e48636bb98b2f4cf624e9d7a54c3f62a353e63eb38f0ec6,fc7d421f1cfd171dba33c5952caa2dd8d9e9095687cb86a2fe9263ddef5560e1,9591458943b0048977d76ad33d0a20a00a451071fc5b582780ddc40c775b5045,1e329cf15a9d4f6cba25e791d3a360d9a15da1183ca2c3e2317877c198f193ec,1386c85aa1a24299b41ffcf3c5db871b2fb4d39c8419feef11a7fd1af6cb903a,7dbbba7d4a06c18578a43d7e898e889208b9c41d4700ea6d3f8beb4d37a01d86,0942098a4fa0caf2d1dd2d619eec64ffe5b80b7a3f6e4a81eb8dbe5c093f64b2,402ec284cfd2ea8f1a7d01c2b03c437e14db88b67299e4ca548a69664085b96e,94ba28ff7777bdca369b3bc62e7e6615178a1d1477b7adff7b922f7c41b74ce3,2aaa4ff7a576362f577d22ac21ff53c9441fed150859ca7e9610c2b67d58d27d,837924f32d00f8853e7d25ccb999bf3b327f31c71d0ef15b22dc6764b2dc71d9,728d59e0ff1e4a1de0cfff0db95274c9fd494c2d4f98e08d35f63664f9104f1f,9e4f04566860031865429ed5e1e86e9ecc25cda60c78b238dce0b6a88e4746fd,c4d8eef86f744d4363fd4dafff5efe1a42c3a2099b4b9a67bae6bbce2b52a4e2,9d3c2ce950f7df3f90c5067b65fde54211d1da0570997b58d39d3ed6b93c97a1,4f17785a5a56307317229b5a42eea49466d934ca0db9b5f5783fd66647adabea,3b8a1bcfbf2b84980d88c6f7771b1ed07651af0603fa8b8aba965ef961d54d4c,e3193edba6704717c8949255a4b2547d2ca2c301cf538b0b12283470c8c71da1,16257a3bbb53b95979493b42195de8eb9db8273656ca82e0f6f32f8c60afff2f,30a69b7b0ca21d5d47173bd48769d18a445700752f20e096fc7f02812f5729fd,02d778f928f7012e231633db86ae10c7450b2a025367ba160d279308987a82fe,a8d8aca3abcebf7d1703cf29bac5b76cba77ed72074e2e1fbd04b4bcb5d4325b
"90","100003","128801","50","14","0","110301","180301","1","1001","0","1","100305","0","100101","105401","100203","100101","100101","1001001","100303","100101","100101","180301","2024/11/01 16:00:00","100101","106001","0"
"90","100003","110301","50","13","0","123701","123701","2","1001","0","1","100101","0","100201","124501","100203","100201","100201","1001002","100204","100201","100201","101801","2024/11/01 16:00:00","100201","106001","0"
"90","100003","105401","50","20","0","106901","104001","3","1001","0","1","100102","0","100301","117301","100304","100301","100301","1001003","100101","100301","100301","110301","2024/11/01 16:00:00","100301","104001","0"
"90","100003","103401","50","14","0","123001","101801","4","1001","0","1","100304","0","100401","101801","100202","100402","100401","1001004","100302","100401","100401","101401","2024/11/01 16:00:00","100402","129001","0"
"90","100003","104901","50","13","0","102601","103001","5","1001","0","1","100102","0","100501","103001","100303","100501","100501","1001005","100101","100501","100501","102801","2024/11/01 16:00:00","100501","111001","0"
"90","100003","106501","50","14","0","106001","100801","6","1001","0","1","100304","0","100601","110301","100202","100601","100601","1001006","100302","100602","100601","123001","2024/11/01 16:00:00","100601","100801","0"
"90","100003","128301","50","13","0","106001","105501","7","1001","0","1","100101","2","100701","103401","100202","100701","100701","1001007","100203","100701","100702","105501","2024/11/01 16:00:00","100701","108301","0"
"90","100003","105201","50","14","0","112201","105201","8","1001","0","1","100102","7","100801","105301","100303","100801","100801","1001008","100101","100801","100801","101801","2024/11/01 16:00:00","100802","123001","0"
"90","100003","100701","50","20","0","110301","113401","9","1001","0","1","100304","11","100901","108901","100202","100901","100901","1001009","100302","100901","100901","113401","2024/11/01 16:00:00","100901","124501","0"
"90","100003","106601","50","13","0","100901","100901","10","1001","0","2","100102","1","101002","103401","100303","101002","101001","1001010","100101","101005","101002","124101","2024/11/01 16:00:00","101005","115001","8"
"90","100003","105401","50","14","0","106901","117501","11","1001","0","2","100305","16","101105","117501","100203","101106","101101","1001011","100303","101105","101102","110301","2024/11/01 16:00:00","101105","121301","18"
"90","100003","108901","50","13","0","123001","117301","12","1001","0","2","100101","3","101206","126101","100203","101206","101201","1001012","100205","101205","101202","117301","2024/11/01 16:00:00","101206","129001","10"
"90","100003","101401","50","14","0","118501","118501","13","1001","0","2","100102","6","101306","123001","100303","101306","101301","1001013","100101","101301","101302","106001","2024/11/02 16:00:00","101306","129001","11"
"90","100003","103401","50","13","0","105501","126101","14","1001","0","2","100305","7","101402","105301","100203","101402","101401","1001014","100303","101406","101402","126101","2024/11/02 16:00:00","101406","123001","12"
"90","100003","100501","50","14","0","123001","108301","15","1001","0","2","100101","2","101502","103401","100203","101506","101501","1001015","100205","101506","101502","106901","2024/11/02 16:00:00","101504","108301","9"
"90","100003","101401","50","13","18","118501","101401","16","1001","0","3","100101","14","101605","112201","100203","101606","101601","1001016","100303","101606","101602","123001","2024/11/03 16:00:00","101606","129001","17"
"90","100003","108901","50","13","16","123001","129001","17","1001","0","3","100101","14","101702","100501","100203","101706","101701","1001017","100303","101702","101702","101401","2024/11/03 16:00:00","101706","129001","15"
"90","100003","120001","50","13","0","105501","120001","18","1001","0","3","100101","14","101805","123301","100203","101802","101801","1001018","100303","101802","101805","103401","2024/11/03 16:00:00","101806","129001","19"
"90","100003","105801","50","14","0","107501","105801","1","1002","0","1","100305","0","100101","180401","100203","100101","100101","1002001","100303","100101","100101","121001","2024/12/01 16:00:00","100101","111801","0"
"90","100003","121101","50","13","0","106001","106001","2","1002","0","1","100101","0","100201","112001","100203","100201","100201","1002002","100205","100201","100201","180601","2024/12/01 16:00:00","100201","127201","0"
"90","100003","111901","50","20","0","180501","105901","3","1002","0","1","100102","0","100301","105901","100304","100301","100301","1002003","100101","100301","100301","107601","2024/12/01 16:00:00","100301","125301","0"
"90","100003","104601","50","14","0","101201","111401","4","1002","0","1","100304","0","100401","103401","100202","100401","100401","1002004","100302","100401","100401","110301","2024/12/01 16:00:00","100401","111401","0"
"90","100003","105401","50","13","0","129001","105401","5","1002","0","1","100102","0","100501","103401","100303","100502","100501","1002005","100101","100501","100501","106001","2024/12/01 16:00:00","100501","100801","0"
"90","100003","106601","50","14","0","129001","106601","6","1002","0","1","100304","0","100601","101101","100202","100602","100601","1002006","100302","100601","100601","112201","2024/12/01 16:00:00","100601","100801","0"
"90","100003","104501","50","13","0","103401","104501","7","1002","0","1","100101","1","100701","108901","100202","100701","100701","1002007","100205","100701","100701","100501","2024/12/01 16:00:00","100702","123001","0"
"90","100003","103401","50","14","0","123001","103401","8","1002","0","1","100102","2","100801","105501","100303","100802","100801","1002008","100101","100801","100801","101401","2024/12/01 16:00:00","100801","108301","0"
"90","100003","108901","50","20","0","100901","100901","9","1002","0","1","100303","3","100902","128801","100202","100902","100901","1002009","100302","100902","100901","103401","2024/12/01 16:00:00","100902","129001","0"
"90","100003","100701","50","13","0","123001","128801","10","1002","0","2","100102","6","101006","128801","100302","101006","101001","1002010","100101","101006","101002","126101","2024/12/01 16:00:00","101006","129001","0"
"90","100003","105201","50","14","0","102201","102201","11","1002","0","2","100303","7","101102","106601","100202","101102","101101","1002011","100302","101102","101102","103401","2024/12/01 16:00:00","101105","112201","0"
"90","100003","129601","50","20","0","129001","112201","12","1002","0","2","100101","8","101205","112201","100202","101206","101201","1002012","100205","101206","101206","123001","2024/12/01 16:00:00","101202","100801","1"
"90","100003","100501","50","14","0","101101","123301","13","1002","0","2","100102","9","101305","123301","100302","101301","101301","1002013","100101","101305","101302","123501","2024/12/02 16:00:00","101304","108301","2"
"90","100003","101401","50","13","0","118501","123001","14","1002","0","2","100303","10","101406","123001","100203","101406","101401","1002014","100301","101401","101402","106001","2024/12/02 16:00:00","101406","129001","3"
"90","100003","120001","50","14","0","130801","129001","15","1002","0","2","100101","19","101502","103401","100202","101506","101501","1002015","100205","101502","101505","105501","2024/12/02 16:00:00","101506","129001","0"
"90","100003","103401","50","13","0","105501","126101","16","1002","0","3","100101","15","111602","105301","100305","111602","111601","1002016","100302","111606","111602","126101","2024/12/03 16:00:00","111606","123001","0"
"90","100003","120001","50","14","0","110301","129601","17","1002","0","3","100101","16","111701","104901","100203","111704","111701","1002017","100303","111706","111705","129601","2024/12/03 16:00:00","111706","129001","0"
"90","100003","108901","50","13","0","129001","108901","18","1002","0","3","100101","17","111806","130901","100203","111806","111801","1002018","100302","111806","111802","126101","2024/12/03 16:00:00","111802","100801","19"
"90","100003","105801","50","13","0","106001","105801","1","1003","0","1","100305","0","100101","106401","100203","100101","100101","1003001","100303","100101","100101","105901","2025/01/01 16:00:00","100101","127201","0"
"90","100003","100101","50","14","0","122401","100101","2","1003","0","1","100101","0","100201","100301","100203","100201","100201","1003002","100205","100201","100201","122501","2025/01/01 16:00:00","100201","100201","0"
"90","100003","100701","50","13","0","100601","104401","3","1003","0","1","100102","0","100301","103101","100304","100301","100301","1003003","100101","100301","100301","104401","2025/01/01 16:00:00","100301","102201","0"
"90","100003","105601","50","14","0","105101","105601","4","1003","0","1","100304","0","100401","102701","100202","100401","100401","1003004","100302","100401","100401","100901","2025/01/01 16:00:00","100401","101301","0"
"90","100003","104501","50","13","0","105501","105301","5","1003","0","1","100102","0","100501","105301","100303","100501","100501","1003005","100101","100501","100501","103001","2025/01/01 16:00:00","100501","100801","0"
"90","100003","123301","50","14","0","131201","118201","6","1003","0","1","100304","0","100602","126901","100202","100602","100601","1003006","100302","100602","100601","118201","2025/01/01 16:00:00","100602","118101","0"
"90","100003","105201","50","13","0","102201","105201","7","1003","0","1","100101","14","100701","106601","100202","100701","100701","1003007","100205","100701","100701","103401","2025/01/01 16:00:00","100701","112201","0"
"90","100003","103401","50","13","0","123001","103401","8","1003","0","1","100102","14","100801","115001","100303","100802","100801","1003008","100101","100801","100801","112201","2025/01/01 16:00:00","100801","180601","0"
"90","100003","120001","50","13","0","105501","120001","9","1003","0","1","100303","14","100901","119201","100202","100901","100901","1003009","100302","100901","100901","103401","2025/01/01 16:00:00","100901","101601","20"
"90","100003","103401","50","8","0","105501","126101","10","1003","0","2","100102","1","101002","105301","100302","101002","101001","1003010","100101","101006","101002","126101","2025/01/01 16:00:00","101006","123001","0"
"90","100003","108901","50","9","0","123001","123001","11","1003","0","2","100303","2","101102","105501","100202","101106","101101","1003011","100302","101106","101102","129601","2025/01/01 16:00:00","101106","129001","0"
"90","100003","100501","50","10","0","131001","108301","12","1003","0","2","100101","3","101206","127901","100202","101206","101201","1003012","100205","101204","101202","110301","2025/01/01 16:00:00","101204","108301","0"
"90","100003","120001","50","4","0","101101","101101","13","1003","0","2","100102","5","101302","103401","100302","101301","101301","1003013","100101","101306","101305","129701","2025/01/02 16:00:00","101306","129001","6"
"90","100003","128801","50","6","0","110301","128801","14","1003","0","2","100303","7","101402","105401","100203","101404","101401","1003014","100301","101405","101406","180301","2025/01/02 16:00:00","101401","106001","11"
"90","100003","105601","50","11","0","126101","129001","15","1003","0","2","100101","12","101502","106601","100202","101506","101501","1003015","100205","101506","101502","130901","2025/01/02 16:00:00","101506","129001","4"
"90","100003","108901","50","13","0","110301","129601","16","1003","0","3","100101","17","111605","120001","100302","111604","111601","1003016","100305","111606","111602","129601","2025/01/03 16:00:00","111606","129001","0"
"90","100003","131101","50","14","0","100901","131101","17","1003","0","3","100101","18","111705","120001","100203","111702","111701","1003017","100303","111702","111706","103401","2025/01/03 16:00:00","111706","123001","0"
"90","100003","108901","50","19","0","105501","129701","18","1003","0","3","100101","0","111802","100501","100203","111802","111801","1003018","100302","111802","111802","103401","2025/01/03 16:00:00","111806","129701","0"
"90","100003","180401","50","13","0","180601","180401","1","1004","0","1","100305","0","100101","181201","100203","100101","100101","1004001","100303","100101","100101","180501","2025/02/01 16:00:00","100101","118601","0"
"90","100003","180101","50","14","0","180201","180101","2","1004","0","1","100101","0","100201","180301","100203","100201","100201","1004002","100205","100201","100201","123001","2025/02/01 16:00:00","100201","129001","0"
"90","100003","180901","50","13","0","181001","180901","3","1004","0","1","100102","0","100301","180801","100304","100301","100301","1004003","100101","100301","100301","181101","2025/02/01 16:00:00","100301","180701","0"
"90","100003","103301","50","14","0","101601","110301","4","1004","0","1","100304","0","100401","110301","100202","100401","100401","1004004","100302","100401","100401","121101","2025/02/01 16:00:00","100401","112201","0"
"90","100003","105401","50","13","0","106901","117301","5","1004","0","1","100102","0","100501","117301","100303","100502","100501","1004005","100101","100501","100501","110301","2025/02/01 16:00:00","100501","104001","0"
"90","100003","103401","50","14","0","123001","101401","6","1004","0","1","100304","0","100601","101801","100202","100602","100601","1004006","100302","100601","100601","101401","2025/02/01 16:00:00","100602","129001","0"
"90","100003","104901","50","13","0","102601","104901","7","1004","0","1","100101","14","100701","103001","100202","100701","100701","1004007","100205","100701","100701","102801","2025/02/01 16:00:00","100701","111001","0"
"90","100003","105201","50","13","0","102201","105201","8","1004","0","1","100102","14","100801","106601","100303","100801","100801","1004008","100101","100801","100801","103401","2025/02/01 16:00:00","100801","112201","0"
"90","100003","103401","50","13","0","123001","115001","9","1004","0","1","100303","14","100901","115001","100202","100902","100901","1004009","100302","100901","100901","112201","2025/02/01 16:00:00","100901","180601","20"
"90","100003","120001","50","8","0","105501","103401","10","1004","0","2","100102","1","101005","119201","100302","101002","101001","1004010","100101","101002","101005","103401","2025/02/01 16:00:00","101001","101601","26"
