b4591338bf89636a601f69979f4f0eb58bc00c9c552e2d73d2cd98c8efaf1a33,9ae0ccf8472d94cca05ed2a15b88119fd7479e9597ab685400f155ca47d348b2,945f5a26f5489f1caf8220cbe99226fe00376fc612ec4e590c4cc93bbd0d5a03,26f631ad5b9adfb6c6bbd86376aa244c0af26e6b1c46c87c522cb83ef82ff666,92cbd3ecdcd18e53304144e2ba4a557dd70e24f5d1a091a36497b5e6132acdf5,9c62ced7011eb3212a9f65cb307941f36fb7b5a2fd32c7f9ebd9646def421242,cc42e96f8222c4f62805bc9de7837f434b6e70267a17cf928bc8f191a81bee07
"0","0","10101","0","300","1","2"
"0","1","10101","0","360","1","2"
"0","2","10101","0","420","1","2"
"0","3","10101","0","480","1","2"
"0","4","10101","0","540","1","2"
"0","5","10101","0","600","1","2"
"0","0","10101","0","900","2","2"
"0","1","10101","0","960","2","2"
"0","2","10101","0","1020","2","2"
"0","3","10101","0","1080","2","2"
"0","4","10101","0","1140","2","2"
"0","5","10101","0","1200","2","2"
"0","0","10101","0","1500","3","2"
"0","1","10101","0","1560","3","2"
"0","2","10101","0","1620","3","2"
"0","3","10101","0","1680","3","2"
"0","4","10101","0","1740","3","2"
"0","5","10101","0","1800","3","2"
"0","0","10101","0","2100","4","2"
"0","1","10101","0","2160","4","2"
"0","2","10101","0","2220","4","2"
"0","3","10101","0","2280","4","2"
"0","4","10101","0","2340","4","2"
"0","5","10101","0","2400","4","2"
"0","0","10101","0","2700","5","2"
"0","1","10101","0","2760","5","2"
"0","2","10101","0","2820","5","2"
"0","3","10101","0","2880","5","2"
"0","4","10101","0","2940","5","2"
"0","5","10101","0","3000","5","2"
"0","0","10101","0","3150","6","2"
"0","1","10101","0","3180","6","2"
"0","2","10101","0","3210","6","2"
"0","3","10101","0","3240","6","2"
"0","4","10101","0","3270","6","2"
"0","5","10101","0","3300","6","2"
"0","0","10101","0","3450","7","2"
"0","1","10101","0","3480","7","2"
"0","2","10101","0","3510","7","2"
"0","3","10101","0","3540","7","2"
"0","4","10101","0","3570","7","2"
"0","5","10101","0","3600","7","2"
"0","0","10101","0","3750","8","2"
"0","1","10101","0","3780","8","2"
"0","2","10101","0","3810","8","2"
"0","3","10101","0","3840","8","2"
"0","4","10101","0","3870","8","2"
"0","5","10101","0","3900","8","2"
"0","0","10101","0","4050","9","2"
"0","1","10101","0","4080","9","2"
"0","2","10101","0","4110","9","2"
"0","3","10101","0","4140","9","2"
"0","4","10101","0","4170","9","2"
"0","5","10101","0","4200","9","2"
"0","0","10101","0","4350","10","2"
"0","1","10101","0","4380","10","2"
"0","2","10101","0","4410","10","2"
"0","3","10101","0","4440","10","2"
"0","4","10101","0","4470","10","2"
"0","5","10101","0","4500","10","2"
"0","0","10102","0","150","1","5"
"0","1","10102","0","180","1","5"
"0","2","10102","0","210","1","5"
"0","3","10102","0","240","1","5"
"0","4","10102","0","270","1","5"
"0","5","10102","0","300","1","5"
"0","0","10102","0","450","2","5"
"0","1","10102","0","480","2","5"
"0","2","10102","0","510","2","5"
"0","3","10102","0","540","2","5"
"0","4","10102","0","570","2","5"
"0","5","10102","0","600","2","5"
"0","0","10102","0","750","3","5"
"0","1","10102","0","780","3","5"
"0","2","10102","0","810","3","5"
"0","3","10102","0","840","3","5"
"0","4","10102","0","870","3","5"
"0","5","10102","0","900","3","5"
"0","0","10102","0","1050","4","5"
"0","1","10102","0","1080","4","5"
"0","2","10102","0","1110","4","5"
"0","3","10102","0","1140","4","5"
"0","4","10102","0","1170","4","5"
"0","5","10102","0","1200","4","5"
"0","0","10102","0","1350","5","5"
"0","1","10102","0","1380","5","5"
"0","2","10102","0","1410","5","5"
"0","3","10102","0","1440","5","5"
"0","4","10102","0","1470","5","5"
"0","5","10102","0","1500","5","5"
"0","0","10102","0","1575","6","5"
"0","1","10102","0","1590","6","5"
"0","2","10102","0","1605","6","5"
"0","3","10102","0","1620","6","5"
"0","4","10102","0","1635","6","5"
"0","5","10102","0","1650","6","5"
"0","0","10102","0","1725","7","5"
"0","1","10102","0","1740","7","5"
"0","2","10102","0","1755","7","5"
"0","3","10102","0","1770","7","5"
"0","4","10102","0","1785","7","5"
"0","5","10102","0","1800","7","5"
"0","0","10102","0","1875","8","5"
"0","1","10102","0","1890","8","5"
"0","2","10102","0","1905","8","5"
"0","3","10102","0","1920","8","5"
"0","4","10102","0","1935","8","5"
"0","5","10102","0","1950","8","5"
"0","0","10102","0","2025","9","5"
"0","1","10102","0","2040","9","5"
"0","2","10102","0","2055","9","5"
"0","3","10102","0","2070","9","5"
"0","4","10102","0","2085","9","5"
"0","5","10102","0","2100","9","5"
"0","0","10102","0","2175","10","5"
"0","1","10102","0","2190","10","5"
"0","2","10102","0","2205","10","5"
"0","3","10102","0","2220","10","5"
"0","4","10102","0","2235","10","5"
"0","5","10102","0","2250","10","5"
"0","0","10103","0","150","1","7"
"0","1","10103","0","180","1","7"
"0","2","10103","0","210","1","7"
"0","3","10103","0","240","1","7"
"0","4","10103","0","270","1","7"
"0","5","10103","0","300","1","7"
"0","0","10103","0","450","2","7"
"0","1","10103","0","480","2","7"
"0","2","10103","0","510","2","7"
"0","3","10103","0","540","2","7"
"0","4","10103","0","570","2","7"
"0","5","10103","0","600","2","7"
"0","0","10103","0","750","3","7"
"0","1","10103","0","780","3","7"
"0","2","10103","0","810","3","7"
"0","3","10103","0","840","3","7"
"0","4","10103","0","870","3","7"
"0","5","10103","0","900","3","7"
"0","0","10103","0","1050","4","7"
"0","1","10103","0","1080","4","7"
"0","2","10103","0","1110","4","7"
"0","3","10103","0","1140","4","7"
"0","4","10103","0","1170","4","7"
"0","5","10103","0","1200","4","7"
"0","0","10103","0","1350","5","7"
"0","1","10103","0","1380","5","7"
"0","2","10103","0","1410","5","7"
"0","3","10103","0","1440","5","7"
"0","4","10103","0","1470","5","7"
"0","5","10103","0","1500","5","7"
"0","0","10103","0","1575","6","7"
"0","1","10103","0","1590","6","7"
"0","2","10103","0","1605","6","7"
"0","3","10103","0","1620","6","7"
"0","4","10103","0","1635","6","7"
"0","5","10103","0","1650","6","7"
"0","0","10103","0","1725","7","7"
"0","1","10103","0","1740","7","7"
"0","2","10103","0","1755","7","7"
"0","3","10103","0","1770","7","7"
"0","4","10103","0","1785","7","7"
"0","5","10103","0","1800","7","7"
"0","0","10103","0","1875","8","7"
"0","1","10103","0","1890","8","7"
"0","2","10103","0","1905","8","7"
"0","3","10103","0","1920","8","7"
"0","4","10103","0","1935","8","7"
"0","5","10103","0","1950","8","7"
"0","0","10103","0","2025","9","7"
"0","1","10103","0","2040","9","7"
"0","2","10103","0","2055","9","7"
"0","3","10103","0","2070","9","7"
"0","4","10103","0","2085","9","7"
"0","5","10103","0","2100","9","7"
"0","0","10103","0","2175","10","7"
"0","1","10103","0","2190","10","7"
"0","2","10103","0","2205","10","7"
