70fdecfe52ee34954a0cdb5cff4f074d2f1b1adbd846b81175d793dba014d869,57ece54911df47112d56edc98bf43038ec6cb0351ffe3b667740d52215e2b48c,494ea3f7eb36b69777af8a2c5e1697759ed949c29e548b017daa4e246a13642e,1e587ea97a8b8daac0a08f5c551c4ecb1fe32ed3d07937823ed5c8a2f1d349cd,998abd93c6789a1682f6230f9c6e1cd32e31e53d17efbdf34090baf6a71fcdf4,170ec3bd079d3923bdeb3151f8167d279aaa71571b23f37e9cf779c0562b43d9,ea48d837664234bbebcf5ef432be7d0a232dbcd15150ba1b60c3bed72fc66bec,51f4c669fae40e3d731f05b743fc4d36855263917d060275fdf88cd8cdb9cd29,85147048095b63360e2ccfcca4c0cd3fd211d0ec44dc86f9b0a69c5aa6229037,66c3cf2ca7bccf2b05b57434c8a3a104f15b091585c79c77e147d369f0958cf6,79c4b0b08a6245e7e9c461fe0611645d4ab37e6f8f87b60dd0633a12dd66a0a3,0cdbef270a7e9a5ff7fbdb11cfae6ce88e14e79e2dcc03cfc6988c5383eda784
"0","10140101","2","107511","1","0","0","10","10140","游泳圈游泳（黃）","103","0"
"0","10140102","2","107611","1","0","0","15","10140","游泳圈游泳（藍）","102","0"
"0","10140103","1","107711","1","0","0","10","10140","游泳圈游泳（黃）","103","0"
"0","10140106","2","108011","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140107","2","110011","1","0","0","10","10140","游泳圈游泳（粉）","101","0"
"0","10140108","1","110111","1","0","0","10","10140","游泳圈游泳（粉）","101","0"
"0","10140109","1","110311","1","0","0","3","10140","游泳圈游泳（黃）","103","0"
"0","10140110","2","110411","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140111","2","110511","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140112","2","110611","1","0","0","50","10140","游泳圈游泳（粉）","101","0"
"0","10140113","1","113111","1","0","0","5","10140","游泳圈游泳（藍）","102","0"
"0","10140114","1","113211","1","0","0","5","10140","游泳圈游泳（藍）","102","0"
"0","10140115","1","113311","1","0","0","5","10140","游泳圈游泳（藍）","102","0"
"0","10140116","2","113411","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140117","2","113511","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140118","2","113611","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140119","1","115711","1","0","0","5","10140","游泳圈游泳（藍）","102","0"
"0","10140120","2","117011","1","0","0","10","10140","游泳圈游泳（粉）","101","0"
"0","10140121","2","117111","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140122","2","117211","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140123","2","117311","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140124","2","117411","1","0","0","10","10140","游泳圈游泳（粉）","101","0"
"0","10140125","2","122411","1","0","0","10","10140","游泳圈游泳（黃）","103","0"
"0","10140126","1","122511","1","0","0","5","10140","游泳圈游泳（藍）","102","0"
"0","10140127","2","122611","1","0","0","10","10140","游泳圈游泳（粉）","101","0"
"0","10140128","1","122711","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140129","1","122811","1","0","0","10","10140","游泳圈游泳（黃）","103","0"
"0","10140130","1","122911","1","0","0","10","10140","游泳圈游泳（粉）","101","0"
"0","10140132","1","126711","1","0","0","5","10140","游泳圈游泳（粉）","101","0"
"0","10140133","2","126811","1","0","0","10","10140","游泳圈游泳（黃）","103","0"
"0","10140134","2","126911","1","0","0","30","10140","游泳圈游泳（藍）","102","0"
"0","10140135","1","127011","1","0","0","5","10140","游泳圈游泳（粉）","101","0"
"0","10140136","2","127111","1","0","0","10","10140","游泳圈游泳（藍）","102","0"
"0","10140138","2","129411","1","0","0","10","10140","游泳圈游泳（黃）","103","0"
"0","10140139","2","129511","1","0","0","10","10140","游泳圈游泳（粉）","101","0"
"0","10140151","2","107511","1","0","0","10","10140","踢水","151","0"
"0","10140152","2","107611","1","0","0","10","10140","踢水","151","0"
"0","10140153","1","107711","1","0","0","10","10140","踢水","151","0"
"0","10140156","2","108011","1","0","0","10","10140","踢水","151","0"
"0","10140157","2","110011","1","0","0","10","10140","踢水","151","0"
"0","10140159","1","110311","1","0","0","3","10140","踢水","151","0"
"0","10140160","2","110411","1","0","0","10","10140","踢水","151","0"
"0","10140161","2","110511","1","0","0","10","10140","踢水","151","0"
"0","10140163","1","113111","1","0","0","5","10140","踢水","151","0"
"0","10140164","1","113211","1","0","0","5","10140","踢水","151","0"
"0","10140165","1","113311","1","0","0","5","10140","踢水","151","0"
"0","10140166","2","113411","1","0","0","10","10140","踢水","151","0"
"0","10140167","2","113511","1","0","0","10","10140","踢水","151","0"
"0","10140168","2","113611","1","0","0","10","10140","踢水","151","0"
"0","10140169","1","115711","1","0","0","5","10140","踢水","151","0"
"0","10140170","2","117011","1","0","0","10","10140","踢水","151","0"
"0","10140171","2","117111","1","0","0","10","10140","踢水","151","0"
"0","10140172","2","117211","1","0","0","10","10140","踢水","151","0"
"0","10140173","2","117311","1","0","0","10","10140","踢水","151","0"
"0","10140174","2","117411","1","0","0","10","10140","踢水","151","0"
"0","10140175","2","122411","1","0","0","10","10140","踢水","151","0"
"0","10140176","1","122511","1","0","0","5","10140","踢水","151","0"
"0","10140177","2","122611","1","0","0","10","10140","踢水","151","0"
"0","10140179","1","122811","1","0","0","10","10140","踢水","151","0"
"0","10140180","1","122911","1","0","0","10","10140","踢水","151","0"
"0","10140182","1","126711","1","0","0","5","10140","踢水","151","0"
"0","10140183","2","126811","1","0","0","10","10140","踢水","151","0"
"0","10140185","1","127011","1","0","0","5","10140","踢水","151","0"
"0","10140188","2","129411","1","0","0","10","10140","踢水","151","0"
"0","10140189","2","129511","1","0","0","10","10140","踢水","151","0"
"0","10140201","2","107511","1","0","0","10","10140","蛙泳","201","0"
"0","10140202","2","107611","1","0","0","10","10140","蛙泳","201","0"
"0","10140203","1","107711","1","0","0","10","10140","蛙泳","201","0"
"0","10140206","2","108011","1","0","0","20","10140","蛙泳","201","0"
"0","10140207","2","110011","1","0","0","10","10140","蛙泳","201","0"
"0","10140209","1","110311","1","0","0","3","10140","蛙泳","201","0"
"0","10140210","2","110411","1","0","0","10","10140","蛙泳","201","0"
"0","10140211","2","110511","1","0","0","10","10140","蛙泳","201","0"
"0","10140213","1","113111","1","0","0","5","10140","蛙泳","201","0"
"0","10140214","1","113211","1","0","0","5","10140","蛙泳","201","0"
"0","10140216","2","113411","1","0","0","10","10140","蛙泳","201","0"
"0","10140217","2","113511","1","0","0","10","10140","蛙泳","201","0"
"0","10140218","2","113611","1","0","0","10","10140","蛙泳","201","0"
"0","10140219","1","115711","1","0","0","5","10140","蛙泳","201","0"
"0","10140220","2","117011","1","0","0","10","10140","蛙泳","201","0"
"0","10140221","2","117111","1","0","0","10","10140","蛙泳","201","0"
"0","10140222","2","117211","1","0","0","10","10140","蛙泳","201","0"
"0","10140223","2","117311","1","0","0","10","10140","蛙泳","201","0"
"0","10140224","2","117411","1","0","0","10","10140","蛙泳","201","0"
"0","10140225","2","122411","1","0","0","10","10140","蛙泳","201","0"
"0","10140226","1","122511","1","0","0","5","10140","蛙泳","201","0"
"0","10140227","2","122611","1","0","0","10","10140","蛙泳","201","0"
"0","10140232","1","126711","1","0","0","5","10140","蛙泳","201","0"
"0","10140233","2","126811","1","0","0","10","10140","蛙泳","201","0"
"0","10140235","1","127011","1","0","0","5","10140","蛙泳","201","0"
"0","10140238","2","129411","1","0","0","10","10140","蛙泳","201","0"
"0","10140239","2","129511","1","0","0","10","10140","蛙泳","201","0"
"0","10140251","2","107511","1","0","0","10","10140","潛水","251","0"
"0","10140252","2","107611","1","0","0","10","10140","潛水","251","0"
"0","10140256","2","108011","1","0","0","20","10140","潛水","251","0"
