c8a027ad1d5a5061b97dc23cd708ba774149837149987b68b8edd796858ba1e1,9c90b0f473f8e23368d1fb0642bd8dddbd5e487efa694f9ca7b26ea53e285305,4c592bd107c0614dc8effb21d44203a497d292ef5d13154d146149a40e1c50a3,bdac9e2f762cc7f2937ecad8466bd19ce11ae56ae32080954537adfeb8cdbb82,b713cf7159d3f26477cd6d8d4af5b3ecb07387ac0a15ae65e569974fa9ccb601,72d65a4027dc966235baf425e6416ca1a90d3bbc468b03718c85e4afa3083a43,e23f4d227c2db5a7d66fd760ec3569d33b8d03afa4b8b254a4f55ba15686f357,8e23e11d8493c494dab75529eea1b7307beb9e402d0e33fd6d3f18240843eeee,5caa9bfea78cbf00262e15a59ed5689436316ac8d9d7c475009c9ac76c8da19e,a728fd9e0f573a293323ec73b240e6004e9d968c04315e130ae71c5baf1f9093,059bd72ad34aa6dcf796db728066a085bef65bf537b60bd2124fcf2258caba9f,19a3d7614ac246c406aa525fc6935994d712459e4f55ffe1f824429f98d3212b,fe2b6db8dc9d5731c3444a84487f49d2d58d85b2cbbeedd8426ec064d8103b7d,70d25625d72478bfadf91e54551cd34749e14765d57cada9ba98fdf868d8b1fc,738f404eff37388387337a5896678fe42e615a345e514738ea55f61a060bcab6,a8156a42de56aecc3b7c097fdbf78ad378f6c689eefa6a2de054c1123900aceb,d81ba4ae6c1fd74bc53c69eec4f26204e96a13cd21962471efc7b4faa9adef9c,73c265406539b61ac9e12dd4e941fc4c06f508f93d6f3c884d4519676c3e0671,9b4ca0e1db5d9cd975b2f9f52e8e8e2223ead498b3e13114309b6e55f3c689e3,811fabc1ed16c0343b69e0a3018a2bcf03082f3aae1405980bbfe0ccb63c44c6,0611dec38d769141e8ce9ff13d3bbc1e317744e10bea7ca51c6ba3ab8bfa3ea5,312a6fe9dc28438d75d02cdd31f0627b6bf23898ae1587a66a84382f78c6ee42,eebc3080c6c6d0eff8c94cb2eee84018ca68cdaa1e13eb7323b38c4f9928547f,d8fe2161f90c600ebc723897fd81398fb57be6c3671778338e5f71ca535d6592,78ada2e28d9f014566c20419a93d63b53e56d8e740511392c2a26b76bb68792f,98c4bc2ce4740457400e69d09ea8a30a98ecabb62a849c2ee56a2e68c3f62af6,91fa25c17238eb52d4a262cd996b144ebbfdaecdcb1e99dc46760548851db36b,4ea4fc85be3b9ff22e6f9aed54606640dffea304c7ff02139b4be96df2ea0080,f8d5e827241837a4faf2c14d856a66f4a2f8c4eef432a1e1f2049b8c6e62ebf8,4292bcd585b7893d83420a0e1a203ef63ed3e7ca34a9f813c7e8f1f099c7886b,8cfea1a777fb30f6c14e78ca2afcb9f7c2d310f786914568f3885f6a8e56f150,2fae2f69fb49946a7ac3d40b63438ce12dbd06df4bab38769a3734acbb85be52,cd0b6cc6801b62bf8747fbc182c4d0af0c07d73deb0cd9b88d4529d9296ad2c8,6b7b735145ad3bc08b3e4958ba8a5f72a0d415d42eaa0f066ddfdc0aee91b585,da00c239f91ae30232e7333914a919a42452817a91ec5367289acebadecb4cbb,b07cb3d99a2b709170c98ebebe76439983604deff4080d5759c34c82e7fe0360,c14ed0ff5751d21361b032374640ed28e5d07bf0b40e6909a9bdd5b88f862b1c,9e26de865317cf56513200f03a65eaccb01501d6e03f1c7e23cd268478499464,655d3c20a0fd5fd59805359e4528491d764f16b710f4271c40bc465e900a8131
"1001","401010041","1001205","1.1","0","10010104","1001201","1001105","1001103","401010011","1001101","1","401010051","1","1","1","1001104","1","401010031","1001204","710011","1","1001202","1001203","10010101","1","10010102","1.1","1001102","0.03","10010105","1001301","100000","1.2","401010021","1","1","10010103","0"
"1001","401010041","1001210","1.5","0","10010104","1001206","1001110","1001108","401010011","1001106","1","401010051","2","2","2","1001109","1.2","401010031","1001209","710011","1","1001207","1001208","10010101","1","10010102","1.7","1001107","0.06","10010105","1001303","100000","2","401010021","1.2","-1","10010103","0"
"1002","401020041","1002205","1.1","0","10020104","1002201","1002105","1002103","401020011","1002101","1","401020051","3","1","1","1002104","1","401020031","1002204","710021","1","1002202","1002203","10020101","1","10020102","1.1","1002102","0.03","10020105","1001301","100000","1.2","401020021","1","1","10020103","0"
"1002","401020091","1002210","1.5","0","10020104","1002206","1002110","1002108","401020061","1002106","1","401020101","4","2","2","1002109","1.2","401020081","1002209","710021","1","1002207","1002208","10020101","1","10020102","1.7","1002107","0.06","10020105","1001303","100000","2","401020071","1.2","-1","10020103","0"
"1003","401030041","1003205","1.1","0","10030104","1003201","1003105","1003103","401030011","1003101","1","401030051","5","1","1","1003104","1","401030031","1003204","710031","1","1003202","1003203","10030101","1","10030102","1.1","1003102","0.03","10030105","1001301","100000","1.2","401030021","1","1","10030103","0"
"1003","401030091","1003210","1.5","0","10030104","1003206","1003110","1003108","401030061","1003106","1","401030101","6","2","2","1003109","1.2","401030081","1003209","710031","1","1003207","1003208","10030101","1","10030102","1.7","1003107","0.06","10030105","1001303","100000","2","401030071","1.2","-1","10030103","0"
"1004","401040041","1004205","1.1","0","10040104","1004201","1004105","1004103","401040011","1004101","1","401040051","7","1","1","1004104","1","401040031","1004204","710041","1","1004202","1004203","10040101","1","10040102","1.1","1004102","0.03","10040105","1001301","100000","1.2","401040021","1","1","10040103","0"
"1004","401040091","1004210","1.5","0","10040104","1004206","1004110","1004108","401040061","1004106","1","401040101","8","2","2","1004109","1.2","401040081","1004209","710041","1","1004207","1004208","10040101","1","10040102","1.7","1004107","0.06","10040105","1001303","100000","2","401040071","1.2","-1","10040103","0"
"1005","401040141","1004205","1.1","0","10050104","1004201","1004105","1004103","401040111","1004101","1","401040151","9","1","1","1004104","1","401040131","1004204","710051","1","1004202","1004203","10050101","1","10050102","1.1","1004102","0.03","10050105","1001301","100000","1.2","401040121","1","1","10050103","0"
"1005","401040191","1004210","1.5","0","10050104","1004206","1004110","1004108","401040161","1004106","1","401040201","10","2","2","1004109","1.2","401040181","1004209","710051","1","1004207","1004208","10050101","1","10050102","1.7","1004107","0.06","10050105","1001303","100000","2","401040171","1.2","-1","10050103","0"
"1006","401040241","1004205","1.3","0","10060104","1004201","1004105","1004103","401040211","1004101","1","401040251","11","1","1","1004104","1","401040231","1004204","710061","1","1004202","1004203","10060101","1","10060102","1.3","1004102","0.03","10060105","1001301","100000","1.5","401040221","1","1","10060103","0"
"1006","401040291","1004210","1.8","0","10060104","1004206","1004110","1004108","401040261","1004106","1","401040301","12","2","2","1004109","1.3","401040281","1004209","710061","1","1004207","1004208","10060101","1","10060102","1.8","1004107","0.06","10060105","1001303","100000","2","401040271","1.3","-1","10060103","0"
"1007","401040341","1004205","1.3","0","10070104","1004201","1004105","1004103","401040311","1004101","1","401040351","13","1","1","1004104","1","401040331","1004204","710071","1","1004202","1004203","10070101","1","10070102","1.3","1004102","0.03","10070105","1001301","100000","1.5","401040321","1","1","10070103","0"
"1007","401040391","1004210","1.8","0","10070104","1004206","1004110","1004108","401040361","1004106","1","401040401","14","2","2","1004109","1.3","401040381","1004209","710071","1","1004207","1004208","10070101","1","10070102","1.8","1004107","0.06","10070105","1001303","100000","2","401040371","1.3","-1","10070103","0"
"1008","401040441","1004205","1.3","0","10080104","1004201","1004105","1004103","401040411","1004101","1","401040451","15","1","1","1004104","1","401040431","1004204","710081","1","1004202","1004203","10080101","1","10080102","1.3","1004102","0.03","10080105","1001301","100000","1.5","401040421","1","1","10080103","0"
