c4dafce64f47a2d2192a4de839915cfa458fd287e768e59712212d7e5463797c,47bf9bf75d1182392ca46ab4da49c17f64cadc42793ab960df2d7e939d6e85b2,3c1062e408b63ee5ef5d35d204b2b9c73c190c98601ddbc69aad46fed972e6c3,688797bb2d6a0209c26061082c89d346397d009f50e97b3550a5bf1591a9487a,a26d2b8ca0251dc8d25ee49288fc792e861394723b6f6499132f5e57911157ac,b8d5a572f11b4eff8f0a27c1a5e41a34086f8f4c5ae1e20a4255fe7993a5e902,08d3b6b16523122f1354039af05c9a3f7aaa4503789b55fe7073c49336e67351,b5429b426db9aec7c0282e991279c5177ce484a34883f9f63fa54d18f7d2ea27,2a2af6ab4e8aecdcad87df6a727c62805b9c302d5178a396578f2a55e50a3fee,a61fe0d148218333da51c28c8cc73de6363ae428d7080ef4e15d328617d20664,97ee327beaf25e183ab8db8bf72626605ddc135b55c9c34ff871dbd01b9d42f2,b066cc38b167294daf4d9caf18e7f4c348c3a6e0fe37208d52334cce96fb564f,e0fc51184b3b77fd065b97621bf5a8716751eab76e45a81a35b1ff9d267b2857,7eb1da4947a10a08fbf7a29f510a7546c3c2f5c7a4aeee293a1bdd65ff0a900e,a3311ae54a393cd297b6166ef78bbe70aadfb0aa74ad495241b5e1bc37aa7dfa,e569ab9786595aa72362690cb740f28843e1e7ac99a60a2ec42865cfc593367f,f80835762b0457fadf7e503d3b27ac940dbb24d2044fd5880ac797d13163fa0f,7208ae375369bcbda13ee7c291e42596a680fdc946c08974e4f880a03b6939ae
"0","0","0","0","94002","0","0","32000","20000","1","12","分數累積獲得 32000 分","0","0","0","0","0","0"
"0","0","0","0","94002","0","0","64000","30000","2","12","分數累積獲得 64000 分","0","0","0","0","0","0"
"0","0","0","0","94002","0","0","96000","40000","3","12","分數累積獲得 96000 分","0","0","0","0","0","0"
"0","0","0","0","94002","0","0","128000","50000","4","12","分數累積獲得 128000 分","0","0","0","0","0","0"
"0","0","0","0","91002","0","0","160000","25","5","8","分數累積獲得 160000 分","0","0","0","0","0","0"
"0","0","0","0","11001071","0","0","192000","1","6","15","分數累積獲得 192000 分","0","0","0","0","0","0"
"0","0","0","0","23001","0","0","224000","20","7","2","分數累積獲得 224000 分","0","0","0","0","0","0"
"0","0","0","0","91002","0","0","256000","50","8","8","分數累積獲得 256000 分","0","0","0","0","0","0"
"0","0","0","0","94002","0","0","288000","70000","9","12","分數累積獲得 288000 分","0","0","0","0","0","0"
"0","0","0","0","94002","0","0","320000","80000","10","12","分數累積獲得 320000 分","0","0","0","0","0","0"
"0","0","0","0","91002","0","0","352000","75","11","8","分數累積獲得 352000 分","0","0","0","0","0","0"
"0","0","0","0","94002","0","0","384000","100000","12","12","分數累積獲得 384000 分","0","0","0","0","0","0"
"0","0","0","0","23001","0","0","416000","45","13","2","分數累積獲得 416000 分","0","0","0","0","0","0"
"0","0","0","0","91002","0","0","448000","100","14","8","分數累積獲得 448000 分","0","0","0","0","0","0"
"0","0","0","0","11001072","0","0","480000","1","15","15","分數累積獲得 480000 分","0","0","0","0","0","0"
