28d604158d6d113b83f342bdbf8c741fe5919651ca8c968caaf7356c314e18ce,aaaae19e40370f108ef92a00e3fe4227457379d300ae24b9c2cb67e32d0892a4,c4a8647b9f3a1c412741b444c81b8405025d80074ac3a733a7e8d2830b35f922,d7fa264b4cc386955d66fb45f11f901b3ba222fa90f74ae6af6e40653ea0fb0e,3ea5d643a7060a973b158648d3b67ffbb69413ce9e07e36deaed0818185addb4,b63408e4eba7559d865ffcd0a29819acb11815571ba68b75dd194721c21fa5d8,c2bc215c2c6b40115ff6c24b02036b72ec839356e26df12b32caa00a2dccb837,b9963e14598129d4863f2c39d3b63ef24d346254ec281e0791ca9793de3f5dd1,d790c9b035fb36f2e867129a5d4599615f314641739ce5858f300d413185df93,0d28868e9c5e978ac14aeffb2e91677de355777058622d654e7436f516554722,46b4d28a064c36cb5133cfc09de5232d74260eee715478c6bc95e620f938c625,4753ff232555d6b3f95cd57ce49e4c6d6a6bb8579e9aa7a8c6db1ead8d23d6c2,6d51c906ae86b352ff3d97e2b965446ff646b2bb9b57287681339aab291fa8cf,d93555be9f0792d123b7da0e33925f310c0856658f3160e53d2a5cf9976a564a,30e9081b68c4ac8117590692d5a561b72987287e2d9736f4b8df185fb3310059,df109a36f47f84cc7afc5f8d1e1774c723226e0bc2efce2851acd7a187ae3f3f
"0","0","0","0","0","2","0","26202","0","0","0","80000","0","0","0","275000001"
"0","0","0","0","0","2","0","26202","0","0","0","85000","0","0","0","275000002"
"0","0","0","0","0","2","0","26202","0","0","0","90000","0","0","0","275000003"
"0","0","0","0","0","2","0","26202","0","0","0","95000","0","0","0","275000004"
"0","0","0","0","0","2","0","26202","0","0","0","100000","0","0","0","275000005"
"0","0","0","0","0","2","0","26202","0","0","0","105000","0","0","0","275000006"
"0","0","0","0","0","2","0","26202","0","0","0","110000","0","0","0","275000007"
"0","0","0","0","0","2","0","26202","0","0","0","115000","0","0","0","275000008"
"0","0","0","0","0","2","0","26202","0","0","0","120000","0","0","0","275000009"
"0","0","0","0","0","2","0","26202","0","0","0","125000","0","0","0","275000010"
"0","0","0","0","0","2","0","26202","0","0","0","130000","0","0","0","275000011"
"0","0","0","0","0","2","0","26202","0","0","0","135000","0","0","0","275000012"
"0","0","0","18","0","2","90013","26202","1","400","4109501","50000","0","0","2","276010001"
"0","0","0","0","0","2","90013","26202","0","425","0","50000","0","0","2","276010002"
"0","0","0","0","0","2","90013","26202","0","450","0","50000","0","0","2","276010003"
"0","0","0","0","0","2","90013","26202","0","475","0","100000","0","0","2","276010004"
"0","0","0","2","0","2","90013","26202","1","500","26203","100000","0","0","2","276010005"
"0","0","0","18","0","2","90013","26202","1","525","4110501","150000","0","0","2","276010006"
"0","0","0","0","0","2","90013","26202","0","550","0","150000","0","0","2","276010007"
"0","0","0","0","0","2","90013","26202","0","575","0","200000","0","0","2","276010008"
"0","0","0","0","0","2","90013","26202","0","600","0","200000","0","0","2","276010009"
"0","0","0","2","0","2","90013","26202","1","625","26203","200000","0","0","2","276010010"
"0","0","0","18","0","2","90013","26202","1","400","4101501","50000","0","0","2","276020001"
"0","0","0","0","0","2","90013","26202","0","425","0","50000","0","0","2","276020002"
"0","0","0","0","0","2","90013","26202","0","450","0","50000","0","0","2","276020003"
"0","0","0","0","0","2","90013","26202","0","475","0","100000","0","0","2","276020004"
"0","0","0","2","0","2","90013","26202","1","500","26203","100000","0","0","2","276020005"
"0","0","0","18","0","2","90013","26202","1","525","4102501","150000","0","0","2","276020006"
"0","0","0","0","0","2","90013","26202","0","550","0","150000","0","0","2","276020007"
"0","0","0","0","0","2","90013","26202","0","575","0","200000","0","0","2","276020008"
"0","0","0","0","0","2","90013","26202","0","600","0","200000","0","0","2","276020009"
"0","0","0","2","0","2","90013","26202","1","625","26203","200000","0","0","2","276020010"
"0","0","0","18","0","2","90013","26202","1","400","4201501","50000","0","0","2","276030001"
"0","0","0","0","0","2","90013","26202","0","425","0","50000","0","0","2","276030002"
"0","0","0","0","0","2","90013","26202","0","450","0","50000","0","0","2","276030003"
"0","0","0","0","0","2","90013","26202","0","475","0","100000","0","0","2","276030004"
"0","0","0","2","0","2","90013","26202","1","500","26203","100000","0","0","2","276030005"
"0","0","0","18","0","2","90013","26202","1","400","4301601","50000","0","0","2","276040001"
"0","0","0","0","0","2","90013","26202","0","425","0","50000","0","0","2","276040002"
"0","0","0","0","0","2","90013","26202","0","450","0","50000","0","0","2","276040003"
"0","0","0","0","0","2","90013","26202","0","475","0","100000","0","0","2","276040004"
"0","0","0","2","0","2","90013","26202","1","500","26203","100000","0","0","2","276040005"
