0beeb0853d0da7a990689b46783d1c9b884266491c6f159db379c2bfee73b01c,31442bc0d54b022874a467ded2db11fdfd70bbda2cafb79908a38ba4f2260064,43a30b5a7324d5e6a69553b94f47764c7f1d0745b957bd740b11953d3fb60ec9,0fe1cc95de724efa042da9b224a0e0ca6fa84a31ee44e51d6941b467e455076c,d740d658a513f733275c749ba37690fe205ada6715540d043c6263ce284efcbd,8f12a1530930180ae56b5c95ddbe0f832d8a8577a218b11912eb99483dec3037,694edce7a6ab1386b7d7146dcfe7f877f57ca8ba04bbd4cfc308aee4fb0a5b64,584bf3f3b6849d84b18a01b6452e3c79fd63cb5b5ab65b894f6648631c20b3d0,1a3edadd81d330abac6f3e22cfb7222174d0923783970d70efba4f3da9914023,76d2b54d8818e8221c196da2c19eab4142bbc408f5549764cd429f6cff664e1d,2e8f7b794aaa2d46818ef0a81f5362b7ce62d331b7d848a27b3060c11c0f8303,31591273054e5d2c0d82460fddd289078b3c2ba179ff6d7e2522f265d15f9f56,f936a928bc8836b91c8990e6dc2cf00404c1d95dc0a19afe30881009b2dab03b,ad8f0dcdf17173dec6b1514b8ae7b51d3e9e74865e6a5c3c38bbbd61ab24fbd4,e074ee86d597cc04182e597ac0829c56dcdda50c400577c6feb608ce1248dc68,858dbc3811cd9e1ffc7b3aa77c27c3e9d096292f2b6238ad6fe2d9d6351c14f6,a2398cb5921290a3132fa972f7c673f1536cfa55cdd188acb53e24876cd8b906
"60","2018/09/12 15:59:59","bgm_M32","2018/08/28 16:00:00","0","0","0","bgm_M32","1060","50","10001","500213","0","1768","2018/09/19 15:59:59","2018/09/17 15:59:59","2018/08/24 16:00:00"
"60","2018/10/19 15:59:59","bgm_M98","2018/10/03 16:00:00","0","0","0","bgm_M98","1060","50","10002","500193","103601","1768","2018/10/28 15:59:59","2018/10/24 15:59:59","2018/10/01 16:00:00"
"60","2018/11/15 15:59:59","bgm_M106","2018/11/01 15:59:59","0","0","0","bgm_M106","1060","50","10003","500263","104401","1768","2018/11/25 15:59:59","2018/11/20 15:59:59","2018/10/30 16:00:00"
"60","2018/12/15 15:59:59","bgm_M112","2018/12/01 16:00:00","0","0","0","bgm_M112","1060","50","10004","500164","107601","1768","2018/12/24 15:59:59","2018/12/20 15:59:59","2018/11/29 16:00:00"
"60","2019/01/17 15:59:59","bgm_M121","2019/01/03 16:00:00","0","0","0","bgm_M121","1060","50","10005","500284","907901","1768","2019/01/25 15:59:59","2019/01/22 15:59:59","2019/01/01 16:00:00"
"60","2019/02/16 15:59:59","bgm_M128","2019/02/01 12:00:00","0","0","0","bgm_M128","1060","50","10006","500096","104701","1768","2019/02/22 15:59:59","2019/02/19 15:59:59","2019/01/30 16:00:00"
"60","2019/03/22 15:59:59","bgm_M135","2019/03/06 16:00:00","0","0","0","bgm_M135","1060","50","10007","500264","108201","1768","2019/03/28 15:59:59","2019/03/25 15:59:59","2019/03/04 16:00:00"
"60","2019/04/14 15:59:59","bgm_M162","2019/04/03 16:00:00","0","0","0","bgm_M162","1060","50","10008","500143","100901","1768","2019/04/21 15:59:59","2019/04/17 15:59:59","2019/04/01 16:00:00"
"60","2019/05/13 15:59:59","bgm_M171","2019/05/02 16:00:00","0","0","0","bgm_M171","1060","50","10009","500114","108501","1768","2019/05/19 15:59:59","2019/05/16 15:59:59","2019/04/30 16:00:00"
"60","2019/06/14 15:59:59","bgm_M182","2019/06/03 16:00:00","0","0","0","bgm_M182","1060","50","10010","500553","108901","1768","2019/06/21 15:59:59","2019/06/17 15:59:59","2019/05/31 16:00:00"
"60","2019/07/12 15:59:59","bgm_M189","2019/07/01 16:00:00","0","0","0","bgm_M189","1060","50","10011","500600","109001","1768","2019/07/18 15:59:59","2019/07/15 15:59:59","2019/06/28 16:00:00"
