132352c33c1070b92f2c1984ca673b1faa521f92d9f2991aedf2d8765833e6ab,1a72215aca71bb135ea5295b9cb7e5f681653428214a80e1af403f29f9182dd5,5247f114592c5d692be83a7ec05f188df83c20d768f90c4c490cdd32cc9cd8a8,da34e409b19a9edc5cb61421fa7755df1294f11c919d77309b6695fb6b5a6fe6,ff89cfafdb1f714bcb4db92a63ade0135bd895715a0fd7f5c2272d3f993c103d,0e5719ac106db7de17221d99c6164e9a3d4d5eb0197fdaf9eacbf9676fee6a20,c1bfd180f2d2d2976a19cde1dbb159754f77e551cc51709ed16ee1a305895933,c338faeaab55f18a918fec4adbc23d01a048638ee6267bcf9c74a8e266bf5a8f,b5d1d1b0c2cdb810fae048ef713ebf9816aff48ef00376e8e37b641e32c28499,41d2a1d63add81d520c679f80dc8322b2738d47c3b711baee1d29162f3f15bf0,6da8155ec41ad835857957b639143824beb33479f27c9581853180872719892b,65f6bfa1097efbfe50ec9c4f03080b5937ea0bc27175d6c7637f161fca0ca42b,4276bb7f9b2f91d68fa98a7b0fa39fc5370df608265f2aad257e20988a2f868f,4f8738642b0b82f9389f66a5ae9fe438d0de21ae03e9d975a80bf48325ff4667,07f35fbe97e44267cfdef36330f150fd0e1d5520638590583cf6f17f2f93864c,a3c27ee169eaa5559eedc9c9979266b44cff290534cfe2f8280acee5e9be0c1b,8eadfd6aed5d1b6913be4974637517947f35b120f4e285d82e155c57cb841502,7d5d21c9af1c8634d36544aa9f70a9c8e671bbd4c7af765f9744cc18f8e74e7d,3976d9668205dd4c1c6ac68fe6ba71e24f7ff438f03ab74d77b505c0397f3fd8,44ff84e90aa4c277d65f4964b6d505de571d21c3b2199c813aa2f71f23f7872c,a22c56cf3b5872148a6ebeb4f0fa8d4ff8f494b4558218525f3ef7b4790dfdb3,e2b016888c57ddee660112255a24aa2d303972049f511f375aeead5cb10c07fe,ba9c880f5f733f6e279a5f4b4f530096c9c99ffafd3108a8d483f093841bec7e,2f1eec9a23f838e8d1e62e7e55e0c3c7b49e0b47d6cbf8850cb71bd43d8e78d9,9961e97a78f68561523d0d2717419328fe80fdc9db5bf08e8a442490462b8202,1644e3fc8dc58049aea77b5b3eb8e5861245c180affaa2c50ed1f44186acfe8f,5cea55ca8823bced0f435c84d47be929bca6120821735622873d3ba3dac1aff6,6930e836fa0863da0e61480f45e77fda0a74f6731d051553efec42576ab96492
"0","128801","105401","50","90","100003","2024/11/01 16:00:00","1001001","1","1","100305","1001","110301","14","100101","100101","0","100303","100101","100101","100101","0","106001","180301","100203","100101","0","180301"
"0","110301","124501","50","90","100003","2024/11/01 16:00:00","1001002","1","2","100101","1001","123701","13","100201","100201","0","100204","100201","100201","100201","0","106001","123701","100203","100201","0","101801"
"0","105401","117301","50","90","100003","2024/11/01 16:00:00","1001003","1","3","100102","1001","106901","20","100301","100301","0","100101","100301","100301","100301","0","104001","104001","100304","100301","0","110301"
"0","103401","101801","50","90","100003","2024/11/01 16:00:00","1001004","1","4","100304","1001","123001","14","100402","100401","0","100302","100402","100401","100401","0","129001","101801","100202","100401","0","101401"
"0","104901","103001","50","90","100003","2024/11/01 16:00:00","1001005","1","5","100102","1001","102601","13","100501","100501","0","100101","100501","100501","100501","0","111001","103001","100303","100501","0","102801"
"0","106501","110301","50","90","100003","2024/11/01 16:00:00","1001006","1","6","100304","1001","106001","14","100601","100601","0","100302","100601","100601","100601","0","100801","100801","100202","100602","0","123001"
"0","128301","103401","50","90","100003","2024/11/01 16:00:00","1001007","1","7","100101","1001","106001","13","100701","100701","0","100203","100701","100702","100701","2","108301","105501","100202","100701","0","105501"
"0","105201","105301","50","90","100003","2024/11/01 16:00:00","1001008","1","8","100102","1001","112201","14","100801","100801","0","100101","100802","100801","100801","7","123001","105201","100303","100801","0","101801"
"0","100701","108901","50","90","100003","2024/11/01 16:00:00","1001009","1","9","100304","1001","110301","20","100901","100901","0","100302","100901","100901","100901","11","124501","113401","100202","100901","0","113401"
"0","106601","103401","50","90","100003","2024/11/01 16:00:00","1001010","2","10","100102","1001","100901","13","101002","101002","0","100101","101005","101002","101001","1","115001","100901","100303","101005","8","124101"
"0","105401","117501","50","90","100003","2024/11/01 16:00:00","1001011","2","11","100305","1001","106901","14","101106","101105","0","100303","101105","101102","101101","16","121301","117501","100203","101105","18","110301"
"0","108901","126101","50","90","100003","2024/11/01 16:00:00","1001012","2","12","100101","1001","123001","13","101206","101206","0","100205","101206","101202","101201","3","129001","117301","100203","101205","10","117301"
"0","101401","123001","50","90","100003","2024/11/02 16:00:00","1001013","2","13","100102","1001","118501","14","101306","101306","0","100101","101306","101302","101301","6","129001","118501","100303","101301","11","106001"
"0","103401","105301","50","90","100003","2024/11/02 16:00:00","1001014","2","14","100305","1001","105501","13","101402","101402","0","100303","101406","101402","101401","7","123001","126101","100203","101406","12","126101"
"0","100501","103401","50","90","100003","2024/11/02 16:00:00","1001015","2","15","100101","1001","123001","14","101506","101502","0","100205","101504","101502","101501","2","108301","108301","100203","101506","9","106901"
"0","101401","112201","50","90","100003","2024/11/03 16:00:00","1001016","3","16","100101","1001","118501","13","101606","101605","18","100303","101606","101602","101601","14","129001","101401","100203","101606","17","123001"
"0","108901","100501","50","90","100003","2024/11/03 16:00:00","1001017","3","17","100101","1001","123001","13","101706","101702","16","100303","101706","101702","101701","14","129001","129001","100203","101702","15","101401"
"0","120001","123301","50","90","100003","2024/11/03 16:00:00","1001018","3","18","100101","1001","105501","13","101802","101805","0","100303","101806","101805","101801","14","129001","120001","100203","101802","19","103401"
"0","105801","180401","50","90","100003","2024/12/01 16:00:00","1002001","1","1","100305","1002","107501","14","100101","100101","0","100303","100101","100101","100101","0","111801","105801","100203","100101","0","121001"
"0","121101","112001","50","90","100003","2024/12/01 16:00:00","1002002","1","2","100101","1002","106001","13","100201","100201","0","100205","100201","100201","100201","0","127201","106001","100203","100201","0","180601"
"0","111901","105901","50","90","100003","2024/12/01 16:00:00","1002003","1","3","100102","1002","180501","20","100301","100301","0","100101","100301","100301","100301","0","125301","105901","100304","100301","0","107601"
"0","104601","103401","50","90","100003","2024/12/01 16:00:00","1002004","1","4","100304","1002","101201","14","100401","100401","0","100302","100401","100401","100401","0","111401","111401","100202","100401","0","110301"
"0","105401","103401","50","90","100003","2024/12/01 16:00:00","1002005","1","5","100102","1002","129001","13","100502","100501","0","100101","100501","100501","100501","0","100801","105401","100303","100501","0","106001"
"0","106601","101101","50","90","100003","2024/12/01 16:00:00","1002006","1","6","100304","1002","129001","14","100602","100601","0","100302","100601","100601","100601","0","100801","106601","100202","100601","0","112201"
"0","104501","108901","50","90","100003","2024/12/01 16:00:00","1002007","1","7","100101","1002","103401","13","100701","100701","0","100205","100702","100701","100701","1","123001","104501","100202","100701","0","100501"
"0","103401","105501","50","90","100003","2024/12/01 16:00:00","1002008","1","8","100102","1002","123001","14","100802","100801","0","100101","100801","100801","100801","2","108301","103401","100303","100801","0","101401"
"0","108901","128801","50","90","100003","2024/12/01 16:00:00","1002009","1","9","100303","1002","100901","20","100902","100902","0","100302","100902","100901","100901","3","129001","100901","100202","100902","0","103401"
"0","100701","128801","50","90","100003","2024/12/01 16:00:00","1002010","2","10","100102","1002","123001","13","101006","101006","0","100101","101006","101002","101001","6","129001","128801","100302","101006","0","126101"
"0","105201","106601","50","90","100003","2024/12/01 16:00:00","1002011","2","11","100303","1002","102201","14","101102","101102","0","100302","101105","101102","101101","7","112201","102201","100202","101102","0","103401"
"0","129601","112201","50","90","100003","2024/12/01 16:00:00","1002012","2","12","100101","1002","129001","20","101206","101205","0","100205","101202","101206","101201","8","100801","112201","100202","101206","1","123001"
"0","100501","123301","50","90","100003","2024/12/02 16:00:00","1002013","2","13","100102","1002","101101","14","101301","101305","0","100101","101304","101302","101301","9","108301","123301","100302","101305","2","123501"
"0","101401","123001","50","90","100003","2024/12/02 16:00:00","1002014","2","14","100303","1002","118501","13","101406","101406","0","100301","101406","101402","101401","10","129001","123001","100203","101401","3","106001"
"0","120001","103401","50","90","100003","2024/12/02 16:00:00","1002015","2","15","100101","1002","130801","14","101506","101502","0","100205","101506","101505","101501","19","129001","129001","100202","101502","0","105501"
"0","103401","105301","50","90","100003","2024/12/03 16:00:00","1002016","3","16","100101","1002","105501","13","111602","111602","0","100302","111606","111602","111601","15","123001","126101","100305","111606","0","126101"
"0","120001","104901","50","90","100003","2024/12/03 16:00:00","1002017","3","17","100101","1002","110301","14","111704","111701","0","100303","111706","111705","111701","16","129001","129601","100203","111706","0","129601"
"0","108901","130901","50","90","100003","2024/12/03 16:00:00","1002018","3","18","100101","1002","129001","13","111806","111806","0","100302","111802","111802","111801","17","100801","108901","100203","111806","19","126101"
"0","105801","106401","50","90","100003","2025/01/01 16:00:00","1003001","1","1","100305","1003","106001","13","100101","100101","0","100303","100101","100101","100101","0","127201","105801","100203","100101","0","105901"
"0","100101","100301","50","90","100003","2025/01/01 16:00:00","1003002","1","2","100101","1003","122401","14","100201","100201","0","100205","100201","100201","100201","0","100201","100101","100203","100201","0","122501"
"0","100701","103101","50","90","100003","2025/01/01 16:00:00","1003003","1","3","100102","1003","100601","13","100301","100301","0","100101","100301","100301","100301","0","102201","104401","100304","100301","0","104401"
"0","105601","102701","50","90","100003","2025/01/01 16:00:00","1003004","1","4","100304","1003","105101","14","100401","100401","0","100302","100401","100401","100401","0","101301","105601","100202","100401","0","100901"
"0","104501","105301","50","90","100003","2025/01/01 16:00:00","1003005","1","5","100102","1003","105501","13","100501","100501","0","100101","100501","100501","100501","0","100801","105301","100303","100501","0","103001"
"0","123301","126901","50","90","100003","2025/01/01 16:00:00","1003006","1","6","100304","1003","131201","14","100602","100602","0","100302","100602","100601","100601","0","118101","118201","100202","100602","0","118201"
"0","105201","106601","50","90","100003","2025/01/01 16:00:00","1003007","1","7","100101","1003","102201","13","100701","100701","0","100205","100701","100701","100701","14","112201","105201","100202","100701","0","103401"
"0","103401","115001","50","90","100003","2025/01/01 16:00:00","1003008","1","8","100102","1003","123001","13","100802","100801","0","100101","100801","100801","100801","14","180601","103401","100303","100801","0","112201"
"0","120001","119201","50","90","100003","2025/01/01 16:00:00","1003009","1","9","100303","1003","105501","13","100901","100901","0","100302","100901","100901","100901","14","101601","120001","100202","100901","20","103401"
"0","103401","105301","50","90","100003","2025/01/01 16:00:00","1003010","2","10","100102","1003","105501","8","101002","101002","0","100101","101006","101002","101001","1","123001","126101","100302","101006","0","126101"
"0","108901","105501","50","90","100003","2025/01/01 16:00:00","1003011","2","11","100303","1003","123001","9","101106","101102","0","100302","101106","101102","101101","2","129001","123001","100202","101106","0","129601"
"0","100501","127901","50","90","100003","2025/01/01 16:00:00","1003012","2","12","100101","1003","131001","10","101206","101206","0","100205","101204","101202","101201","3","108301","108301","100202","101204","0","110301"
"0","120001","103401","50","90","100003","2025/01/02 16:00:00","1003013","2","13","100102","1003","101101","4","101301","101302","0","100101","101306","101305","101301","5","129001","101101","100302","101306","6","129701"
"0","128801","105401","50","90","100003","2025/01/02 16:00:00","1003014","2","14","100303","1003","110301","6","101404","101402","0","100301","101401","101406","101401","7","106001","128801","100203","101405","11","180301"
"0","105601","106601","50","90","100003","2025/01/02 16:00:00","1003015","2","15","100101","1003","126101","11","101506","101502","0","100205","101506","101502","101501","12","129001","129001","100202","101506","4","130901"
"0","108901","120001","50","90","100003","2025/01/03 16:00:00","1003016","3","16","100101","1003","110301","13","111604","111605","0","100305","111606","111602","111601","17","129001","129601","100302","111606","0","129601"
"0","131101","120001","50","90","100003","2025/01/03 16:00:00","1003017","3","17","100101","1003","100901","14","111702","111705","0","100303","111706","111706","111701","18","123001","131101","100203","111702","0","103401"
"0","108901","100501","50","90","100003","2025/01/03 16:00:00","1003018","3","18","100101","1003","105501","19","111802","111802","0","100302","111806","111802","111801","0","129701","129701","100203","111802","0","103401"
"0","180401","181201","50","90","100003","2025/02/01 16:00:00","1004001","1","1","100305","1004","180601","13","100101","100101","0","100303","100101","100101","100101","0","118601","180401","100203","100101","0","180501"
"0","180101","180301","50","90","100003","2025/02/01 16:00:00","1004002","1","2","100101","1004","180201","14","100201","100201","0","100205","100201","100201","100201","0","129001","180101","100203","100201","0","123001"
"0","180901","180801","50","90","100003","2025/02/01 16:00:00","1004003","1","3","100102","1004","181001","13","100301","100301","0","100101","100301","100301","100301","0","180701","180901","100304","100301","0","181101"
"0","103301","110301","50","90","100003","2025/02/01 16:00:00","1004004","1","4","100304","1004","101601","14","100401","100401","0","100302","100401","100401","100401","0","112201","110301","100202","100401","0","121101"
"0","105401","117301","50","90","100003","2025/02/01 16:00:00","1004005","1","5","100102","1004","106901","13","100502","100501","0","100101","100501","100501","100501","0","104001","117301","100303","100501","0","110301"
"0","103401","101801","50","90","100003","2025/02/01 16:00:00","1004006","1","6","100304","1004","123001","14","100602","100601","0","100302","100602","100601","100601","0","129001","101401","100202","100601","0","101401"
"0","104901","103001","50","90","100003","2025/02/01 16:00:00","1004007","1","7","100101","1004","102601","13","100701","100701","0","100205","100701","100701","100701","14","111001","104901","100202","100701","0","102801"
"0","105201","106601","50","90","100003","2025/02/01 16:00:00","1004008","1","8","100102","1004","102201","13","100801","100801","0","100101","100801","100801","100801","14","112201","105201","100303","100801","0","103401"
"0","103401","115001","50","90","100003","2025/02/01 16:00:00","1004009","1","9","100303","1004","123001","13","100902","100901","0","100302","100901","100901","100901","14","180601","115001","100202","100901","20","112201"
"0","120001","119201","50","90","100003","2025/02/01 16:00:00","1004010","2","10","100102","1004","105501","8","101002","101005","0","100101","101001","101005","101001","1","101601","103401","100302","101002","26","103401"
"0","105601","106601","50","90","100003","2025/02/01 16:00:00","1004011","2","11","100303","1004","126101","9","101106","101102","0","100302","101106","101102","101101","2","129001","126101","100202","101106","27","130901"
"0","108901","120001","50","90","100003","2025/02/01 16:00:00","1004012","2","12","100101","1004","110301","10","101204","101205","0","100205","101206","101202","101201","3","129001","129601","100202","101206","28","129601"
"0","131101","120001","50","90","100003","2025/02/02 16:00:00","1004013","2","13","100102","1004","105501","11","101302","101305","0","100101","101306","101306","101301","29","123001","105501","100302","101302","0","103401"
"0","108901","100501","50","90","100003","2025/02/02 16:00:00","1004014","2","14","100303","1004","105501","12","101402","101402","0","100301","101406","101402","101401","30","129701","108901","100203","101402","0","103401"
"0","120001","103401","50","90","100003","2025/02/02 16:00:00","1004015","2","15","100101","1004","123001","4","101506","101502","0","100205","101506","101505","101501","22","118601","123001","100202","101502","0","105501"
"0","100501","130901","50","90","100003","2025/02/03 16:00:00","1004016","3","16","100101","1004","129001","6","111606","111606","0","100305","111602","111602","111601","24","100801","129001","100302","111606","0","126101"
"0","108901","104901","50","90","100003","2025/02/03 16:00:00","1004017","3","17","100101","1004","123001","7","111706","111701","0","100303","111705","111702","111701","25","180601","131701","100203","111706","0","131701"
"0","100701","103401","50","90","100003","2025/02/03 16:00:00","1004018","3","18","100101","1004","129001","19","111806","111802","0","100302","111806","111802","111801","0","118601","118601","100203","111806","0","123001"
"0","102101","102001","50","90","100003","2025/03/01 16:00:00","1005001","1","1","100305","1005","126501","13","100101","100101","0","100303","100101","100101","100101","0","111401","102101","100203","100101","0","118201"
"0","102301","123301","50","90","100003","2025/03/01 16:00:00","1005002","1","2","100101","1005","107001","14","100201","100201","0","100205","100201","100201","100201","0","118501","102301","100203","100201","0","129601"
"0","104301","103701","50","90","100003","2025/03/01 16:00:00","1005003","1","3","100102","1005","101401","13","100301","100301","0","100101","100301","100301","100301","0","105001","104301","100304","100301","0","105301"
"0","104901","103001","50","90","100003","2025/03/01 16:00:00","1005004","1","4","100304","1005","102601","14","100401","100401","0","100302","100401","100401","100401","0","111001","104901","100202","100401","0","102801"
"0","105201","106601","50","90","100003","2025/03/01 16:00:00","1005005","1","5","100102","1005","102201","13","100501","100501","0","100101","100501","100501","100501","0","112201","105201","100303","100501","0","103401"
"0","103401","115001","50","90","100003","2025/03/01 16:00:00","1005006","1","6","100304","1005","123001","14","100602","100601","0","100302","100601","100601","100601","0","180601","115001","100202","100601","0","112201"
"0","120001","119201","50","90","100003","2025/03/01 16:00:00","1005007","1","7","100101","1005","105501","13","100701","100701","0","100205","100701","100701","100701","14","101601","103401","100202","100701","0","103401"
