019c5d14c1f2b41acacec5a3a9a6cb33dc1d96fac6aa1b03020b6cca3c6fdf12,b9904915330c27095c12f8d53bb806c9c8c03145fdf6f5e7b1275b69415e3ee7,5c8c73a6c83e6ce39ecdf019e72f1f0019c2c8a15d16e2c4eaf08cb7dd443a62,55f33b0cda50cc7ad417dab8c5e8f0338b51a799b30c9e6eb3a5bc2a0f5ce554,a594b054f07a4c829eb474a819f299191cd7777223c33c373f3a083109055a88,92c746c639604500c41e6743ff0e2b481b0c5c31ccef285f9b9321542706c3ad,82146c2e6bb8839ffa4bf9a35e0ed6e73d2e065a2f85d716dacd7d896cdb982c,5a7260be8c9248aff877c9d13ca64e7f5e81b2da96c9834e23e88dbb01752e83,1bd710fb07caa1385bc1536aac96081415374b6d68041ba6cfa4baca7a1d29a0,a6366d65dd8bd272aece27793e9f721c7926fd65facac91a43c8c4407328513c,dbdc7ad5beac3422fa06e12ab01efdc4f12a1afc8202b4ae25806b12c1ee31fa,b501dcf126fb331bcedc7b8e7a25ba65c882a0fe970aa26b447bb4972df97047,73c778c6de064cd4e4c68c72b03aaf4b20357b26468a90017623e67c0e15a0a5,0a8a55a57f0aef49c9e204d1aa777534253aab00f695bc418ec4a75405f39bf4,2c9d5d162dfade018efdc134da2aca139499ed54218df4d1b9bd61f4ec91379f,a6d2d7d107da4c93e0dae651578d12db196e6df3d33175b466dee2a33e045c6a,42d807b2e9206fcf26374e94c1768a5e2d7ba47dcfec01304d289db1d9316022,a32ff61b873974a51f2e8fb197e0e4775dbe2f68814397c1176750a453458670,0db2f732238f154f958674e0765cc1e72427e36e8954ef4d680fc508ef4852a7,8ded20836db997b1c178c788b5c58dbb47770ce434ab09ed16f9effa071ea64c,0c58ea066f32c075d624e64c338243b53393c1697c6293c8fd3a2ada20420cbc,4e00db335f29e7cc0eec020bb94a984d858e33c26c830c23787b6adac8553469
"0","0","0","122282","2000","0","0","102281","102282","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122311","1500","0","0","101281","102311","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122312","2000","0","0","102311","102312","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122341","1500","0","0","101581","102341","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122342","2000","0","0","102341","102342","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122371","1500","0","0","101371","102371","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122372","2000","0","0","102371","102372","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122401","2000","0","0","101401","102401","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122431","1500","0","0","101431","102431","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122432","2000","0","0","102431","102432","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122491","1500","0","0","101521","102491","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122493","1500","0","0","102311","102493","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122521","2000","0","0","102251","102521","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122613","2000","0","0","101611","102613","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","122614","2000","0","0","102612","102614","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","0","0","113011","5000","0","0","0","103011","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","113012","7000","0","0","0","103012","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","113013","10000","0","0","0","103013","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","123041","7000","0","0","103071","103041","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","123042","10000","0","0","103012","103042","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","113071","5000","0","0","0","103071","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","123072","10000","0","0","103552","103072","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","113101","7000","0","0","0","103101","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","113131","7000","0","0","0","103131","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","123132","10000","0","0","103131","103132","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","123161","5000","0","0","102162","103161","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","113162","7000","0","0","0","103162","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","113191","5000","0","0","0","103191","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","123192","7000","0","0","103191","103192","0","0","0","0","1","3","0","0","0","102013","1","0","0"
"0","0","0","123193","10000","0","0","103192","103193","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","113221","5000","0","0","0","103221","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","113222","10000","0","0","0","103222","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","123251","5000","0","0","102251","103251","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","113252","7000","0","0","0","103252","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","123281","5000","0","0","102282","103281","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","123282","7000","0","0","102282","103282","0","0","0","0","1","3","0","0","0","102312","1","0","0"
"0","0","0","113283","10000","0","0","0","103283","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","123311","5000","0","0","102312","103311","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","123341","5000","0","0","102342","103341","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","113342","7000","0","0","0","103342","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","0","0","123343","10000","0","0","103341","103343","0","0","0","0","1","3","0","0","0","103611","1","0","0"
"0","0","0","123371","7000","0","0","102372","103371","0","0","0","0","1","3","0","0","0","0","0","0","0"
"0","0","0","113372","10000","0","0","0","103372","0","0","0","0","0","2","0","0","0","0","0","0","0"
