a55a97bec80632e75b4c72224db7d0ec0888e09a2e9df273309f8d7860670d37,a4bb5376102b08206090a7707227ea37097ba6a01e9e3b862acb9600a2381479,d41f49a65a3b3f398e011f06b164a0bce2db28cb28c5e630e66566ee8f29aca3,246b904781c2e74e65c2a390ae85bee752c7ec158248418dfb8fada0473aae63,2ffc378f03e269eaf1302351aa60fc699d049ddf974bc1a8ea4cee8df17f7c96,33c147dd6ce74d8d5604c697e601b0a4708b2bd18fbc51a01145e83c03b1c8c8,cd8084ec411c3830b66106db6fecf41f81b87359600ff4ae90f7b5bad57a2b88,1c831a4d91f003526985c9a3a3c81d022a930819a3e068aeb1a09b849b678891,d06f2cb5f9f7a96b4678630478b8ec982c9c89480af61e852bb9dc3d1584c00b,398fc788f42b3def1a0b995eac00d36d6f310fe39b0dfaddd294e727fde3e6ba,c260fe9c0ba8310ca8a08960045fa4184f34198579be21f1923849559e0b6fb7,8886979ce274455ece2046a2d580b9b0118b7f7952aeae80fd12118e6dcdc195,8a4b1532cccd0fb209ef03bc6d0c5a4b8d7a0281bbdb6f410bd1e9ba1bd204a7,316e2ec3bc20a356cf4c69c1c5b9e2a37141ad920bed476be33c749dad55dde4,2dbf5ee0806406edd25c3d30c9288f0f35f6500fcb07682dbee7323734d0a091,706030da329ad85db46c3383f9eaaf2899622e0a5a2c6969932969ed243c63bf,846f965f2b6c7d375449f80bdb98f880f108954ee732b8bb280ae1d9f4963dbd,a95afeb8721c43c525e1f42781493c08a2db14cd8558ed8af8f28c290075bff2,51248c03e032567abe848eee108b3de52e2f322254d0600df4189405f4af2821,3f39545ec069190ae4492952fcb9812130e1b4734dd9c30a4ec913e036f3d495,11e627effe4050dd77668b0706d8c2aee4fb3c8934f724dd0a4b1c2b2f45bd95,c6e9ed481367363c26587bc0dd8759c32253ac88a99b2400d7904c84ad8ff908,76037369aae3ebf6900ae2baa92872d0cfd4f7c9b36b84057d86f1188002c3b2,50ec7824b019c8a03fa07e2e29604ae7770924354b7d386ab7b02367dd8dca92,d3f6bbae9609f81508bcac662719f922d303080931bf0f91d4b90fff55ba56c7,bf6f82afd36fb0db2f8ee05dfd1170dd749d3d0e550cf89b7301de9925027f02,c9ad9275aa3831ee71b63ff222beeb2dd3e11c61a0485c2215a21137c9143802,7ec93f81c1477b9f59dbe715b24ebea6dc0e6bc149948db3a574c8deb2220027,f74a7260d510431dd83cced1519cc970eaaf2bb7a8fd2fb26a5bd73f39ec065c,7caf34aa19341f9b9428591e4488db2a02ddee7b494ca1d96b0eb514340048a6,32dd1452d2b6e2c9f22d93aa8a8c601856396766ce7ce2e39e36a76527cfebc0
"1","0","0","0","1","0","0","0","四處都可買到，價格低廉的劍。\n對大多數習劍之人來說，這是他們\n第一次獲得的，很重要的一把劍。","1","鐵劍","101011","0","1","0","0","6","0","0","15","1","0","101011","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","25","外觀宛如一隻筆的短劍。\n攻擊力雖低，\n但十分方便攜帶。","1","殺手筆劍","101071","0","1","0","0","6","0","0","0","7","0","101071","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","0","能夠強化拳頭威力的木製武器。\n雖然做工簡樸，但比起徒手攻擊，\n可減輕對拳頭帶來的負擔","1","木製拳套","101101","0","1","0","0","4","0","0","0","10","0","101101","5","0","60","0","0","0","0","0"
"1","0","1","0","1","0","0","0","標準的木製弓。\n主要受到獵人們的喜愛，\n無論是射程或威力，\n都十分適合用來狩獵動物。","1","獵人弓","101131","0","1","0","0","3","0","0","0","13","0","101131","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","0","士兵經常使用的戟。\n攻擊距離較長，且易於使用，\n所以經常被使用於戰鬥之中。","1","鋼之戟","101161","0","1","0","0","4","1","0","0","16","0","101161","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","0","小型單手斧。\n本來是要做為擲斧用的，\n但由於使用上非常方便，\n因此也被拿來當成近戰攻擊使用。","1","單手斧","101191","0","1","0","0","8","0","0","0","19","0","101191","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","0","以生長在神秘森林裡，\n名叫阿斯特賴亞檜木的檀木\n所削製而成的法杖。\n其散發的香氣能緩和傷者的心情。","1","檀香之杖","101251","8","1","0","0","0","0","0","0","25","0","101251","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","0","原本是工匠在穿的圍裙。\n上面的大口袋保留了原本的特徵。\n新人冒險者身上得攜帶的物品較多，\n所以這些口袋對他們來說非常重要。","2","皮革工作服","101281","0","2","0","0","2","0","0","50","28","0","101281","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","0","冒險者在最初時選擇的一套裝備。\n道具名稱蘊含了祝福冒險者\n踏出第一步的意思，\n因此名稱也成為賣點之一。","2","旅行長袍","101371","1","2","0","0","0","0","0","55","37","0","101371","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","0","以名為阿斯特賴亞雪松的針葉樹，\n所製作而成的盾。\n因為方便加工而且便宜，\n所以經常用在學生的模擬戰。","2","木製盾","101401","0","2","0","0","2","1","0","15","40","0","101401","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","0","即使不是冒險者也很喜歡的基本款。\n很輕，也很適合走路，\n穿得越久就會越合腳。","2","皮靴","101431","0","2","0","0","0","0","0","15","43","0","101431","0","0","60","0","0","0","0","1"
"1","0","1","0","1","0","0","0","原本是畫家愛用的帽子，\n但因為很適合用來遮陽跟擋風，\n所以很受新手冒險者的歡迎。","2","時尚貝雷帽","101521","3","2","0","0","0","0","0","0","52","0","101521","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","25","只要裝備之後，就會湧出幹勁的\n不可思議的手鍊。\n具有提升攻擊力的效果。","2","幹勁手鍊","101551","0","3","0","0","3","1","0","0","55","0","101551","0","0","60","0","0","0","0","0"
"1","0","0","0","1","0","0","50","有著四葉幸運草圖案的\n護身符。\n據說能夠帶來幸運，\n能保護持有者的安全。","2","守護墜飾","101581","0","3","0","0","0","1","0","0","58","0","101581","0","0","60","0","0","0","0","0"
"1","0","1","0","1","0","0","25","帶有魔力的手鍊。\n戴上之後氣魄就會高漲，\n有能使裝備者的魔法攻擊力\n提升的效果。","2","氣魄手環","101611","3","3","0","0","0","0","0","0","61","0","101611","0","0","60","0","0","0","0","0"
"2","0","0","0","1","0","0","0","刀刃與刀柄是用齒輪接合的\n一把很稀有的劍。\n這是由鐘錶商人與鐵匠所合作\n開發出來的武器。","6","齒輪劍","102011","0","6","0","0","13","0","0","30","1","0","102011","0","0","160","0","0","0","0","0"
"2","0","0","0","1","0","0","0","模仿某把獻給貴族的名劍\n所製造出來的一把劍。\n不僅兼具了外表的美觀，\n銳利度也很不錯，實用性相當高。","14","湛藍之血","102013","0","9","0","0","27","0","0","60","1","0","102013","0","0","320","0","0","0","0","0"
"2","0","1","0","1","0","0","0","會發出七色光芒的美麗之劍。\n只要揮動刀身就會閃耀光芒，\n劃過的軌跡宛如光於空中飛舞一般。","14","極光之劍","102014","0","9","0","0","27","1","0","0","1","0","102014","0","0","320","0","0","0","0","0"
"2","0","0","0","1","0","0","0","有著美麗曲線的一把刀。\n過去曾有位以勇猛著稱的將軍，\n說這把刀沾上血液實屬可惜，\n將之視為美術品珍藏的頂級武器。","14","彎月刀","102041","0","9","0","0","30","0","0","35","4","0","102041","0","0","320","0","0","0","0","0"
"2","0","0","0","1","0","0","0","比起戰場，在森林或山上遇難時，\n更能發揮它真正的價值。\n為了幫助遇難者能生存下去，\n藏有許多機關。","6","野戰小刀","102071","0","6","0","0","13","0","0","0","7","0","102071","5","0","160","0","0","0","0","0"
"2","0","0","0","1","0","0","0","在皮革裡嵌入鐵塊，\n強化拳頭威力的武器。\n是為了希望能將武器融入自己肉體\n的武道家所設計的裝備。","14","皮製指虎","102101","0","9","0","0","27","0","0","0","10","0","102101","10","0","320","0","0","0","0","0"
"2","0","1","0","1","0","0","0","使用來自冰晶山脈的素材，\n所製作而成的一把弓。\n由於水晶可以當作魔法的觸媒，\n因此可以射出夾帶魔力的箭。","14","水晶之弓","102131","0","9","0","0","27","0","0","0","13","0","102131","0","0","320","0","0","0","0","0"
"2","0","0","0","1","0","0","0","擁有相當於能讓整座大陸沉沒於\n海裡的力量，是力量與海神\n波賽頓三叉戟相近的一把長戟。","6","三叉戟","102162","0","7","0","0","12","1","0","0","16","0","102162","0","0","160","0","0","0","0","0"
"2","0","0","0","1","0","0","0","灌注了火精靈之力的長戟。\n宛如搖曳火焰一般的矛頭，\n打倒越多魔物\n就會燃燒得越旺盛。","14","火焰之矛","102163","0","9","0","0","20","3","0","0","16","0","102163","0","0","320","0","0","0","0","0"
"2","0","0","0","1","0","0","0","鋼製的戰斧。\n與伐木用的斧頭不同，\n以作為武器為目的而被鍛造出來，\n因此具有明確的殺傷力。","6","金屬戰斧","102191","0","6","0","0","16","0","0","0","19","0","102191","0","0","160","0","0","0","0","0"
"2","0","0","0","1","0","0","0","使用先進的鑄造技術，\n所製作而成的戰斧。\n善用它的重量來進行攻擊，\n可殲滅敵人。","14","精鋼斧","102192","0","9","0","0","34","0","0","0","19","0","102192","0","0","320","0","0","0","0","0"
"2","0","0","0","1","0","0","0","與自然有著緊密連結的精靈族，\n所製作的法杖。\n除了將其當作武器使用以外，\n也會用來祈禱豐收。","6","綠意之杖","102221","16","7","0","0","0","0","0","0","22","0","102221","0","0","160","0","0","0","0","0"
"2","0","0","0","1","0","0","0","看似抱著寶玉的\n龍形法杖。\n雖然稀微，\n但似乎蘊藏著龍之力。","14","雛龍之杖","102222","34","9","0","0","0","0","0","0","22","0","102222","0","0","320","0","0","0","0","0"
"2","0","1","0","1","0","0","0","與恢復魔法配合度很高的法杖。\n是恢復魔法師的\n愛用道具。","6","醫生掰掰法杖","102251","13","6","0","0","0","0","0","0","25","0","102251","0","0","160","0","0","0","0","0"
"2","0","1","0","1","0","0","0","使用貴重的獨角獸之角製成的法杖。\n獨角獸之角有著治癒的力量，\n能夠提升恢復魔法的效果","14","獨角獸的慈愛","102252","27","9","0","0","0","0","0","0","25","0","102252","0","0","320","0","0","0","0","0"
"2","0","0","0","1","0","0","0","過去僧侶為傳教，\n而到各地旅行時所穿著的服裝。\n由於很方便行動又堅固耐用，\n所以很多魔法師也很愛穿。","8","智慧之服","102281","0","8","0","0","5","0","0","90","28","0","102281","0","0","160","0","0","0","0","0"
"2","0","1","0","0","0","0","0","用薄板所製成的鎧甲。\n擁有穩固的防禦力，以及因重量\n較輕而方便行動是它的特徵。","12","輕板甲","102282","0","14","0","0","7","1","0","150","28","0","102282","0","1","320","0","0","0","0","0"
