afc9a3dcc2e9691d8e6c7527c1a24e4988b0b9f408b70f9f7d5118a6f7bf7bec,fd4806414326127668625ebd2e8d40fe49a05e203a60699467e16aa38ff98c46,8b1b955beb950678886dac112b1f40985d3647088133f469152a76222dff7d62,271a3ab7fe41aa7cf85660acfd2acdaae4e2d7ea475a840373bee4503faffff1,33cae83a69f79e81e4068d74c8c3f0247065686dabe9d50f6ce5a57eb8c513a4,882e120104325090981d4818ff7d3339dd8695aec43abfec2a7e42203b363f09,6cff72fd4b4a60d7940e41c290b43f6141e3e33aebd3d2dafed64fffe68f133c,e8fef5c993e9e52797a1d723c695ae1c3bae3dd2538b46b002713c9890bf7f6f,fa3ab5d815f7de762d3594751a4af051f0b415f46b0023b097e35540d01013b5,df7526b33d7dd38d86f2e526df9ff80483daba1b43ee4465ea8201bb878d824f,908f699c3d48c5a1caf74c0be93f071e85faade4d362351644e5cb0902106c82,c1d241a205b184fcfbcd0258b0e9bb6bdac16b596b2555937b9ade0962e9e6fe,4c3329f53d1010f4503904794d73f2379b8d237c91732cea3724ea5fdeb66841,bc12046ea17a7e50b87871d4bf896134ec7b56a446ab9a7b504f0d0f6212f977,a959fba6a7c23ba7bb51b0ed561b5bf654afd613452c5e7e5892f304201faf4a,aa448db6b834cbf29a778a9d6f6fb9bf10ebd4c4264c212f402e31bd72b717f8,991d872941ee82834a57f79f7f97ee58d386f368c982740caf80af12f367ce2c,199172c2d0b69dded8651fe0a3f562557df2e1279837e9a0c7c21760a73fe2ea,1d5f0695e25fb7eefc1e6621da4b6dc6e683756d8d76cb4ac2242fe7e04ca9b5,98f6a04d990d17981c276a5d12b2a7f10318e497f7de407c217950cccad02194,5dbff6036af5a18046858de5d7a8c1c5ad9717a119cbc5186830d0d1fd6ece8b
"31043","30","5000","1","8","5000","30","2","1","90006","0","2","0","0","0","0","0","0","1","91002","1001"
"31043","100","4500","2","8","4500","25","2","1","90006","0","2","0","0","0","0","0","0","31","91002","1001"
"31043","300","4000","3","8","4000","20","2","1","90006","0","2","0","0","0","0","0","0","101","91002","1001"
"31043","1000","3500","4","8","3500","18","2","1","90006","0","2","0","0","0","0","0","0","301","91002","1001"
"31043","2000","3000","5","8","3000","16","2","1","90006","0","2","0","0","0","0","0","0","1001","91002","1001"
"31043","5000","2000","6","8","2000","14","2","1","90006","0","2","0","0","0","0","0","0","2001","91002","1001"
"31043","10000","1500","7","8","1500","12","2","1","90006","0","2","0","0","0","0","0","0","5001","91002","1001"
"31043","20000","1000","8","8","1000","10","2","1","90006","0","2","0","0","0","0","0","0","10001","91002","1001"
"31043","-1","500","9","8","500","5","2","1","90006","0","2","0","0","0","0","0","0","20001","91002","1001"
"31022","1","20000","10","8","5000","30","2","1","90006","0","2","0","0","0","0","0","0","1","91002","1002"
"31022","2","15000","11","8","5000","30","2","1","90006","0","2","0","0","0","0","0","0","2","91002","1002"
"31022","3","12000","12","8","5000","30","2","1","90006","0","2","0","0","0","0","0","0","3","91002","1002"
"31022","20","10000","13","8","5000","30","2","1","90006","0","2","0","0","0","0","0","0","4","91002","1002"
"31022","50","8000","14","8","4500","25","2","1","90006","0","2","0","0","0","0","0","0","21","91002","1002"
"31022","100","6000","15","8","4500","25","2","1","90006","0","2","0","0","0","0","0","0","51","91002","1002"
"31022","250","4000","16","8","4000","20","2","1","90006","0","2","0","0","0","0","0","0","101","91002","1002"
"31022","500","3500","17","8","3500","18","2","1","90006","0","2","0","0","0","0","0","0","251","91002","1002"
