4afde145d8f73002e7632ae4cffde61ccb10524ccde03be1411661b09151bad0,cdd4d0ea7f3c5597360db2cb300c9d5138889401e9c9d256d838b5876473f6d1,0ab70d72cf4c8554c731480ae1d02349754ba7eda00ce86ea8cd993cc3db6fa7,c87c9c0cf0ac7817dd4a778ad3c035fb81af8d5afe4b0916c69d0f19a027b998,3ad48675d300e99549375f232a962eee2929f7a38dea5c29e69e18fda718c6ed,582d5dafe2e064c896250f1b84aeaac2fa2da40fb86c1da263bfc70bc069ab42,704b1c75f7d5beadbe8edc4a9670c4fa0be8595ccd1121dc72c0c079d1f215a1,d43015c06e996e97e926eb64bf5d65bff10767b42344cdf0ba6e9a88fd85f083,d88a1b1702f47728fbec842d326897a07621bfb130390e48ab5505b5f8a74c0a,cba9848120d49cb333e230d294d24ee1ffd20e37eaff7dc08f765b47bd3ee4a0,0b43e5e1df229b062902a5d3b2460f942e64b8d1bb5a13ba5f14024c2112661a,914841e0ede5d7d1559465a1fbbf4577c6cf5fd88a0b9b1e205dd4351d0c8870,9994d3e9409f9e109d170260229fed705b3042ca8b8bffd9a271126c510793d4,0786ce1cf87c6de0e016278c45d6e3d343dc2b792f9a3b8e398b62d7445f7051
"2","0","2002","2023/11/01 16:00:00","1.47","2024/01/16 15:59:59","歡迎光臨♪\n可以利用巡遊幣\n來購物喔！","克蘿茜","1","126401","-470","1","1","10001"
"1","0","2002","2023/11/01 16:00:00","2.15","2024/01/16 15:59:59","這邊有許多很棒的商品\n還請在這裡\n盡情購買喔♪","克蘿茜","2","126401","-470","1","2","10002"
"2","0","2002","2023/11/01 16:00:00","0","2024/01/16 15:59:59","歡迎來到商店\n在這裡可以使用巡遊幣\n來進行購物喔","萊拉耶爾","2","126501","-470","1","1","10003"
"1","0","2002","2023/11/01 16:00:00","0","2024/01/16 15:59:59","還請在此商店\n購買東西，\n享受愉快的旅途吧","萊拉耶爾","1","126501","-470","1","2","10004"
"2","0","2002","2024/01/16 16:00:00","0","2024/04/23 15:59:59","歡迎光臨\n可以利用巡遊幣\n來買東西喔","琳德","2","127702","-470","2","1","10005"
"2","0","2002","2024/01/16 16:00:00","0","2024/04/23 15:59:59","商店內都打掃乾淨了\n作為公主殿下直屬的商店\n這點小事也是理所當然的","琳德","2","127702","-470","2","2","10006"
"1","0","2002","2024/01/16 16:00:00","0","2024/04/23 15:59:59","歡迎來到商店\n可以利用巡遊幣交換物品\n如果可以的話，還請蒞臨使用","烏爾姆","1","127802","-470","2","1","10007"
"1","0","2002","2024/01/16 16:00:00","6.5","2024/04/23 15:59:59","為什麼要來看店…\n算了，我做就是了\n請選擇喜歡的東西吧","烏爾姆","2","127802","-470","2","2","10008"
"1","0","2002","2024/04/16 16:00:00","0","2024/07/23 15:59:59","──歡迎光臨\n要買東西也可以\n只要有足夠的巡遊幣","安涅默涅","2","129602","-470","3","1","10009"
"1","0","2002","2024/04/16 16:00:00","0","2024/07/23 15:59:59","──想看我多笑一點？\n這世上可是有花多少錢也買不到的東西","安涅默涅","2","129602","-470","3","2","10010"
"1","0","2002","2024/04/16 16:00:00","0","2024/07/23 15:59:59","歡迎光臨\n用巡遊幣在這裡進行交換吧","涅妃‧涅羅","1","129701","-470","3","1","10011"
"1","0","2002","2024/04/16 16:00:00","6.2","2024/07/23 15:59:59","話說回來，\n要花多少錢才能買到你呢？\n──呵呵，開玩笑的","涅妃‧涅羅","2","129701","-470","3","2","10012"
"5","0","2002","2024/07/16 16:00:00","3.1","2024/10/23 15:59:59","歡、歡迎光臨！\n……唔……本小姐\n竟然要顧店……真是屈辱。","華音","3","130301","-470","4","1","10013"
"2","0","2002","2024/07/16 16:00:00","6.15","2024/10/23 15:59:59","哎呀，你需要我嗎？\n真遺憾，用那點錢\n……就可以買了嗎！？","華音","3","130301","-470","4","2","10014"
"2","0","2002","2024/07/16 16:00:00","0","2024/10/23 15:59:59","歡迎光臨～♪\n聽說可以交換\n巡遊幣──？","拿娜","2","130401","-470","4","1","10015"
"1","0","2002","2024/07/16 16:00:00","3.35","2024/10/23 15:59:59","要是給我甜食，\n就給你拿娜撿到的\n松果作為謝禮喔！","拿娜","2","130401","-470","4","2","10016"
"1","0","2002","2024/10/16 16:00:00","0","2025/01/23 15:59:59","歡迎光臨本店。\n就由本鳳凰\n為大家獻上祝福吧。","鳳凰","1","130502","-470","5","1","10017"
"1","0","2002","2024/10/16 16:00:00","3.18","2025/01/23 15:59:59","我可沒有對外販售\n稱呼小鳳的權利哦？\n這是騎士先生的特別待遇！","鳳凰","2","130502","-470","5","2","10018"
"4","0","2002","2024/10/16 16:00:00","0","2025/01/23 15:59:59","唔啊啊啊！\n又變成這副模樣了！\n拜託捐贈點什麼吧～！","鳳凰","4","130503","-470","5","3","10019"
"2","0","2002","2024/10/16 16:00:00","4.9","2025/01/23 15:59:59","你好～♪\n什麼都可以交換～\n小卡里莎除外。","涅婭","1","123301","-470","5","1","10020"
"2","0","2002","2024/10/16 16:00:00","4.8","2025/01/23 15:59:59","順便問一下，\n小騎士要多少盧幣呀？\n說‧真‧的♡","涅婭","1","123301","-470","5","2","10021"
"1","0","2002","2025/01/16 16:00:00","4.922","2025/04/24 15:59:59","哼，為什麼我得當\n店員……別過來，黃的，\n我可不是商品啊！","卡里莎","3","133301","-470","6","1","10022"
"5","0","2002","2025/01/16 16:00:00","9.638","2025/04/24 15:59:59","一、一定要說不可嗎？\n「……歡迎光臨……」\n可惡，不准笑！","卡里莎","3","133301","-470","6","2","10023"
"2","0","2002","2025/01/16 16:00:00","2.88","2025/04/24 15:59:59","歡迎光臨商店～\n就由有如涅羅殿下之心腹的\n我來擔任店員～","米亞","1","133401","-470","6","1","10024"
"1","0","2002","2025/01/16 16:00:00","4.818","2025/04/24 15:59:59","我蛻下的空殼\n會有人想要嗎～\n我是在說笑的啦！","米亞","5","133401","-470","6","2","10025"
"1","0","2002","2025/04/17 16:00:00","1.78","2025/07/23 15:59:59","歡迎光臨。\n好啦騎士氏。你想要什麼東西\n當下地獄的伴手禮呢？","格蕾斯","2","133002","-470","7","1","10026"
"7","0","2002","2025/04/17 16:00:00","6.15","2025/07/23 15:59:59","每次購買商品時，\n都會給你小格蕾點數。\n我開玩笑的啦。","格蕾斯","1","133002","-470","7","2","10027"
"2","0","2002","2025/04/17 16:00:00","4.28","2025/07/23 15:59:59","歡迎光臨。\n……接待客人\n是像這樣子做就可以了嗎？","薇歐莉特","6","133102","-470","7","1","10028"
"1","0","2002","2025/04/17 16:00:00","0","2025/07/23 15:59:59","因為這裡沒有\n潮濕的商品，\n所以請放心選購。","薇歐莉特","1","133102","-470","7","2","10029"
"1","0","2002","2025/07/16 16:00:00","5.53","2025/10/17 15:59:59","歡迎光臨，\n需要什麼嗎？\n也有賣章魚燒滴喔！","璐璐伊","2","136902","-470","8","1","10030"
"7","0","2002","2025/07/16 16:00:00","6.05","2025/10/17 15:59:59","那枚硬幣……亮晶晶的，\n會害偶想收集，\n會被罵的……","璐璐伊","9","136902","-470","8","2","10031"
"1","0","2002","2025/07/16 16:00:00","0","2025/10/17 15:59:59","既然是公主的朋友，\n以禮款待就是爺爺我的職責。\n來，說說看想要什麼？","杜蘭","2","137001","-470","8","1","10032"
