d03570412827bc079025b479ee3c3368c5def01b656b26f1db19b5b380ef5b12,8845d950e75955136c21fd1d8a48adc771c27d587429d16adf02a2f5abad9b72,f06cc0356eb36bdadef49bf01889764d3d22d646d82bbd534b74f0efa708e0aa,3860e8b8dd2591b7b91101fc41a011841156d6a7ce15a205fcd591fa10762a53,d64b5c5f7709589861ff8ee2f7c0bdc3187adba49e3c840c8112abb75528c3be
"100","10","255","30","10001"
"100","10","110","34","10002"
"100","10","185","37","10003"
"101","10","388","41","10004"
"100","10","603","46","10005"
"100","10","696","51","10006"
"100","10","478","54","10007"
"101","10","240","58","10008"
"100","10","371","62","10009"
"100","10","253","67","10010"
"100","10","408","71","10011"
"100","10","342","75","10012"
"101","10","549","78","10013"
"100","10","696","82","10014"
"100","10","468","87","10015"
"100","10","641","92","10016"
"100","10","701","96","10017"
"100","10","531","101","10018"
"100","10","387","105","10019"
"100","10","315","108","10020"
"100","10","241","112","10021"
"100","10","316","117","10022"
"100","10","741","120","10023"
"100","10","1007","125","10024"
"101","10","730","129","10025"
"100","10","647","133","10026"
"100","10","836","137","10027"
"100","10","1087","140","10028"
"100","10","818","143","10029"
"100","10","558","147","10030"
"101","10","228","152","10031"
"100","10","569","155","10032"
"101","10","724","159","10033"
"101","10","367","162","10034"
"100","10","9","165","10035"
"100","10","101","170","10036"
"101","10","509","173","10037"
"100","10","214","178","10038"
"400","10","511","183","10039"
"100","10","477","188","10040"
"100","10","739","192","10041"
"101","10","485","197","10042"
"100","10","670","202","10043"
"100","10","339","205","10044"
"100","10","193","210","10045"
"101","10","376","215","10046"
"100","10","719","219","10047"
"100","10","1012","224","10048"
"100","10","1199","227","10049"
"100","10","870","232","10050"
"100","10","521","237","10051"
"100","10","632","240","10052"
"100","10","263","244","10053"
"101","10","180","247","10054"
"100","10","295","252","10055"
"200","10","594","255","10056"
"100","10","252","259","10057"
"100","10","623","262","10058"
"101","10","219","265","10059"
"100","10","379","270","10060"
"101","10","218","273","10061"
"100","10","478","277","10062"
"100","10","415","281","10063"
"100","10","700","284","10064"
"100","10","411","289","10065"
"100","10","326","292","10066"
"101","10","763","296","10067"
"100","10","591","300","10068"
"300","10","837","304","10069"
"100","10","432","307","10070"
"100","10","379","310","10071"
"101","10","31","314","10072"
"100","10","216","317","10073"
"100","10","412","321","10074"
"101","10","183","326","10075"
"100","10","57","330","10076"
"100","10","204","335","10077"
"100","10","486","340","10078"
"100","10","858","345","10079"
"101","10","584","349","10080"
"100","10","178","352","10081"
"100","10","448","357","10082"
"100","10","793","361","10083"
"101","10","1102","364","10084"
"100","10","975","369","10085"
"100","10","1132","374","10086"
"101","10","922","379","10087"
"100","10","752","383","10088"
"100","10","457","386","10089"
"100","10","367","391","10090"
"101","10","410","395","10091"
"100","10","93","398","10092"
"100","10","425","402","10093"
"100","10","54","407","10094"
"100","10","255","410","10095"
"100","10","318","414","10096"
"101","10","535","417","10097"
"100","10","467","422","10098"
"100","10","695","425","10099"
"100","10","820","429","10100"
"101","10","676","434","10101"
"100","10","880","439","10102"
"100","10","656","444","10103"
"400","10","849","447","10104"
"100","10","1077","452","10105"
"100","10","1195","456","10106"
"101","10","1053","461","10107"
"100","10","975","464","10108"
"300","10","762","467","10109"
"100","10","1120","471","10110"
"101","10","1062","476","10111"
"100","10","815","481","10112"
"100","10","680","484","10113"
"100","10","626","488","10114"
"100","10","658","492","10115"
"100","10","804","495","10116"
"100","10","645","500","10117"
"200","10","716","503","10118"
"100","10","792","506","10119"
"100","10","891","510","10120"
"100","10","1092","514","10121"
"101","10","1181","519","10122"
"100","10","1102","522","10123"
"101","10","1042","526","10124"
"100","10","846","529","10125"
"100","10","880","532","10126"
"101","10","945","537","10127"
"100","10","892","541","10128"
"100","10","1018","546","10129"
"101","10","866","551","10130"
"100","10","630","554","10131"
"101","10","543","558","10132"
"100","10","320","563","10133"
"100","10","421","566","10134"
"101","10","483","570","10135"
"100","10","600","575","10136"
"100","10","505","580","10137"
"100","10","321","583","10138"
"101","10","268","586","10139"
"100","10","373","590","10140"
"100","10","579","595","10141"
"400","10","386","599","10142"
"100","10","511","604","10143"
"100","10","599","608","10144"
"101","10","639","612","10145"
"100","10","731","615","10146"
"300","10","689","619","10147"
"100","10","478","624","10148"
"101","10","583","628","10149"
"100","10","338","633","10150"
"100","10","142","636","10151"
"100","10","383","640","10152"
"100","10","555","644","10153"
"101","10","510","649","10154"
"100","10","751","653","10155"
"100","10","529","656","10156"
"100","10","491","659","10157"
"100","10","265","662","10158"
"100","10","440","665","10159"
"101","10","236","670","10160"
"100","10","351","674","10161"
"101","10","302","677","10162"
"100","10","150","682","10163"
"100","10","71","686","10164"
"101","10","14","690","10165"
"100","10","211","694","10166"
"101","10","127","698","10167"
"100","10","375","702","10168"
"100","10","497","706","10169"
"200","10","412","710","10170"
"100","10","638","714","10171"
"100","10","835","719","10172"
"100","10","921","722","10173"
"101","10","828","727","10174"
"100","10","882","730","10175"
"100","10","658","735","10176"
"101","10","883","739","10177"
"100","10","1105","743","10178"
"100","10","1186","748","10179"
"100","10","979","752","10180"
"400","10","780","755","10181"
"100","10","644","760","10182"
"100","10","397","764","10183"
"100","10","561","768","10184"
"100","10","530","773","10185"
"101","10","653","778","10186"
"100","10","695","783","10187"
"100","10","531","787","10188"
"101","10","653","793","10189"
"100","10","414","799","10190"
"100","10","190","804","10191"
"101","10","147","809","10192"
"100","10","334","815","10193"
"100","10","270","820","10194"
"100","10","487","825","10195"
"101","10","590","831","10196"
"100","10","637","835","10197"
"101","10","572","840","10198"
"100","10","652","842","10199"
"100","10","746","850","10200"
"100","11","255","30","11001"
"100","11","634","34","11002"
"100","11","539","37","11003"
"101","11","413","41","11004"
"100","11","748","46","11005"
"100","11","608","51","11006"
"100","11","1002","54","11007"
"101","11","802","58","11008"
"100","11","509","62","11009"
"100","11","648","67","11010"
"100","11","305","71","11011"
"100","11","15","75","11012"
"101","11","440","78","11013"
"100","11","476","82","11014"
"100","11","735","87","11015"
"100","11","955","92","11016"
"100","11","1027","96","11017"
"100","11","590","101","11018"
"100","11","249","105","11019"
"100","11","694","108","11020"
"100","11","491","112","11021"
"100","11","174","117","11022"
"100","11","218","120","11023"
"100","11","498","125","11024"
"101","11","928","129","11025"
"100","11","819","133","11026"
"100","11","1136","137","11027"
"100","11","875","140","11028"
"100","11","1010","143","11029"
"100","11","1178","147","11030"
"101","11","785","152","11031"
"100","11","357","155","11032"
"101","11","593","159","11033"
"101","11","382","162","11034"
"100","11","662","165","11035"
"100","11","543","170","11036"
"101","11","916","173","11037"
"100","11","1181","178","11038"
"400","11","771","183","11039"
"100","11","1083","188","11040"
"100","11","1192","192","11041"
"101","11","887","197","11042"
"100","11","628","202","11043"
"100","11","674","205","11044"
"100","11","545","210","11045"
"101","11","411","215","11046"
"100","11","546","219","11047"
"100","11","105","224","11048"
"100","11","178","227","11049"
"100","11","261","232","11050"
"100","11","224","237","11051"
"100","11","354","240","11052"
"100","11","638","244","11053"
"101","11","445","247","11054"
"100","11","697","252","11055"
"200","11","1108","255","11056"
"100","11","695","259","11057"
"100","11","1000","262","11058"
"101","11","768","265","11059"
"100","11","608","270","11060"
"101","11","486","273","11061"
"100","11","595","277","11062"
"100","11","430","281","11063"
"100","11","359","284","11064"
"100","11","474","289","11065"
"100","11","230","292","11066"
"101","11","652","296","11067"
"100","11","424","300","11068"
"300","11","472","304","11069"
"100","11","678","307","11070"
"100","11","946","310","11071"
"101","11","912","314","11072"
"100","11","762","317","11073"
"100","11","1057","321","11074"
"101","11","684","326","11075"
"100","11","770","330","11076"
"100","11","565","335","11077"
"100","11","632","340","11078"
"100","11","1049","345","11079"
"101","11","1089","349","11080"
"100","11","908","352","11081"
"100","11","686","357","11082"
"100","11","537","361","11083"
"101","11","271","364","11084"
"100","11","71","369","11085"
"100","11","463","374","11086"
"101","11","585","379","11087"
"100","11","469","383","11088"
"100","11","113","386","11089"
"100","11","7","391","11090"
"101","11","99","395","11091"
"100","11","363","398","11092"
"100","11","118","402","11093"
"100","11","533","407","11094"
"100","11","376","410","11095"
"100","11","160","414","11096"
"101","11","406","417","11097"
"100","11","163","422","11098"
"100","11","544","425","11099"
"100","11","846","429","11100"
"101","11","397","434","11101"
"100","11","174","439","11102"
"100","11","364","444","11103"
"400","11","730","447","11104"
"100","11","922","452","11105"
"100","11","1024","456","11106"
"101","11","625","461","11107"
"100","11","488","464","11108"
"300","11","555","467","11109"
"100","11","655","471","11110"
"101","11","818","476","11111"
"100","11","602","481","11112"
"100","11","909","484","11113"
"100","11","1185","488","11114"
"100","11","828","492","11115"
"100","11","619","495","11116"
"100","11","567","500","11117"
"200","11","806","503","11118"
"100","11","708","506","11119"
"100","11","1043","510","11120"
"100","11","707","514","11121"
"101","11","992","519","11122"
"100","11","811","522","11123"
"101","11","497","526","11124"
"100","11","166","529","11125"
"100","11","5","532","11126"
"101","11","436","537","11127"
"100","11","658","541","11128"
"100","11","559","546","11129"
"101","11","380","551","11130"
"100","11","153","554","11131"
"101","11","385","558","11132"
"100","11","635","563","11133"
"100","11","339","566","11134"
"101","11","27","570","11135"
"100","11","367","575","11136"
"100","11","143","580","11137"
"100","11","42","583","11138"
"101","11","275","586","11139"
"100","11","712","590","11140"
"100","11","1015","595","11141"
"400","11","620","599","11142"
"100","11","675","604","11143"
"100","11","1033","608","11144"
"101","11","852","612","11145"
"100","11","776","615","11146"
"300","11","546","619","11147"
"100","11","498","624","11148"
"101","11","787","628","11149"
"100","11","562","633","11150"
"100","11","158","636","11151"
"100","11","303","640","11152"
"100","11","204","644","11153"
"101","11","310","649","11154"
"100","11","35","653","11155"
"100","11","210","656","11156"
"100","11","473","659","11157"
"100","11","240","662","11158"
"100","11","123","665","11159"
"101","11","457","670","11160"
"100","11","582","674","11161"
"101","11","764","677","11162"
"100","11","430","682","11163"
"100","11","394","686","11164"
"101","11","546","690","11165"
"100","11","686","694","11166"
"101","11","754","698","11167"
"100","11","323","702","11168"
"100","11","765","706","11169"
"200","11","1034","710","11170"
"100","11","775","714","11171"
"100","11","387","719","11172"
"100","11","584","722","11173"
"101","11","473","727","11174"
"100","11","651","730","11175"
"100","11","772","735","11176"
"101","11","677","739","11177"
"100","11","274","743","11178"
"100","11","567","748","11179"
"100","11","671","752","11180"
"400","11","290","755","11181"
"100","11","511","760","11182"
"100","11","135","764","11183"
"100","11","47","768","11184"
"100","11","139","773","11185"
"101","11","268","778","11186"
"100","11","669","783","11187"
"100","11","589","787","11188"
"101","11","419","793","11189"
"100","11","859","799","11190"
"100","11","1120","804","11191"
"101","11","1054","809","11192"
"100","11","904","815","11193"
"100","11","1153","820","11194"
"100","11","899","825","11195"
"101","11","805","831","11196"
"100","11","546","835","11197"
"101","11","308","840","11198"
"100","11","50","842","11199"
"100","11","483","850","11200"
"100","12","512","30","12001"
"100","12","411","35","12002"
"101","12","536","40","12003"
"100","12","762","43","12004"
"100","12","361","47","12005"
"100","12","725","51","12006"
"100","12","1121","56","12007"
"101","12","805","59","12008"
"100","12","341","63","12009"
"100","12","658","67","12010"
"100","12","351","71","12011"
"100","12","150","75","12012"
"101","12","504","78","12013"
"100","12","978","82","12014"
"101","12","517","87","12015"
"100","12","877","92","12016"
"100","12","650","97","12017"
"100","12","818","102","12018"
"100","12","510","110","12019"
"100","12","549","115","12020"
"100","12","450","120","12021"
"100","12","735","125","12022"
"100","12","929","128","12023"
"101","12","868","131","12024"
"100","12","1060","138","12025"
"100","12","929","142","12026"
"101","12","726","146","12027"
"100","12","674","151","12028"
"100","12","1052","155","12029"
"100","12","1013","160","12030"
"100","12","1095","164","12031"
"101","12","1039","168","12032"
"100","12","579","171","12033"
"100","12","255","174","12034"
"100","12","593","178","12035"
"100","12","947","183","12036"
"100","12","638","186","12037"
"100","12","1037","189","12038"
"101","12","987","192","12039"
"100","12","812","195","12040"
"100","12","685","198","12041"
"100","12","1105","202","12042"
"100","12","750","207","12043"
"101","12","476","212","12044"
"100","12","697","216","12045"
"400","12","366","219","12046"
"100","12","705","223","12047"
"100","12","382","226","12048"
"101","12","269","230","12049"
"100","12","694","235","12050"
"100","12","470","238","12051"
"100","12","764","243","12052"
"101","12","391","248","12053"
"100","12","236","252","12054"
"100","12","142","255","12055"
"100","12","298","258","12056"
"300","12","594","263","12057"
"100","12","916","266","12058"
"100","12","793","271","12059"
"100","12","854","275","12060"
"101","12","681","279","12061"
"100","12","1030","282","12062"
"200","12","550","286","12063"
"100","12","278","289","12064"
"100","12","145","294","12065"
"101","12","65","297","12066"
"100","12","319","300","12067"
"101","12","398","303","12068"
"101","12","438","308","12069"
"100","12","66","312","12070"
"100","12","104","317","12071"
"100","12","520","322","12072"
"100","12","851","326","12073"
"101","12","736","329","12074"
"100","12","1175","334","12075"
"100","12","742","337","12076"
"100","12","978","340","12077"
"100","12","1194","344","12078"
"101","12","1143","349","12079"
"100","12","712","354","12080"
"100","12","1129","357","12081"
"101","12","1088","361","12082"
"100","12","749","364","12083"
"100","12","605","368","12084"
"100","12","773","371","12085"
"100","12","457","376","12086"
"101","12","231","381","12087"
"100","12","595","385","12088"
"100","12","322","389","12089"
"100","12","445","393","12090"
"101","12","130","396","12091"
"100","12","588","399","12092"
"100","12","726","402","12093"
"101","12","314","405","12094"
"100","12","595","410","12095"
"200","12","652","413","12096"
"100","12","757","418","12097"
"100","12","604","423","12098"
"101","12","853","426","12099"
"100","12","1121","429","12100"
"100","12","919","434","12101"
"400","12","840","439","12102"
"100","12","723","443","12103"
"100","12","811","448","12104"
"300","12","769","452","12105"
"101","12","427","457","12106"
"100","12","599","462","12107"
"100","12","228","465","12108"
"101","12","44","469","12109"
"100","12","224","472","12110"
"100","12","25","476","12111"
"100","12","128","481","12112"
"101","12","589","484","12113"
"100","12","961","489","12114"
"100","12","632","493","12115"
"100","12","662","497","12116"
"100","12","316","501","12117"
"101","12","487","509","12118"
"100","12","545","514","12119"
"100","12","929","522","12120"
"101","12","667","525","12121"
"100","12","468","528","12122"
"100","12","341","531","12123"
"400","12","711","534","12124"
"100","12","1007","538","12125"
