fec0ff38a528bcc85cb8c345d95011f23d684f683273ac0bbef46246a67f9225,21ab3e54fec33dddd7a0f715c6e48c5eed3f765854b990621d270210838fa645,026fdef9e18f7ac00e441d8957e559e2b83a9978961ce28bbb4f12a2d9b75601,b8f69c34056f19e54d8d0a407ca686d801be59b2ab38db4ee4a0d9473f7b9416,f451bfe8a519fbd4b886ba3e17c53eeb8db9c7a05d74fc604f82e284c22df4c7,cef0468376f129970346db0942c8d715d9ac0386c17bd8223ba64da98b7b174b,0d2d0b1d77bd68bd33bfc763b3009d2cc012eb2544e1fbe9fa5055a286232fc0,b98892fa22d9f97a0eebc73e1ac6e98a58b31c760c1a3bf8815718c816b22f1d,b039ed325486067a818cc8ff3c7e4fb9571a22effe0d982bad09f6e2fa8e8acc,fe78214e74a3f66203a90b00ccaa3ea2ccac0fe4db5ba80db04e8201b316f85c,fd8186399f7d43326034d7533d11026c0f39199bce82f9cec9aaba3828154564,46c1f150eff6030b0c8775edfe34a1f1472631e5e81cc33bced16c766681c29f,44bac79e49cde6e8502a46ea5800fceb72485b4c8b5dfe09d468dfac073b03f7,82245728e2128c8de575abe16277ed211b47533be8acc1aa3e19fac9caccf46c,4c4f2bcd2f9334eead14288d787a6698e84683265b4bb0b6d4f1124a3f493f91,cd145b7c6c24ea55afdae4cc9e98ea02a9e106c3cff4d01fb76c90179a18fd7b,755eecea72ac240e04e4f60debb9e3d5342672ff129740b4a7e542305f8224ad,e6097720c922ae018643bdbd64c1a5443c784b3277a98ce4a7d28a50c0f8a87d,0bbd9d5a57baaedd7005a1f2fd05bfcba0add5bd25147db984317aef67b30fc2,9b91a5280704731a849cb57e4776d0170473f2cc4464f368e6381eaede8917e0,f6c2a0afca32da024a0e8418c54aec845f01931c5291a22de8ef481fb3c93b73,baf8534bd68c1c89baf03fdbea18311fbb791fd670f0a4e36ea43e462dcbf7e5,4c4d6f04bb83f617315da9f1a3cfb2b2b6a4bbc90f4c7c495db7843912df6641,b45a104bc4c4810b1435f6bdaba909097771bb252824d70e17b92882f0f9eed7,abc527cfaad8f8adeba3e9904bd7335467608830a888d683fb41b0085f072e75,a0577c8fd535d666edba7475890f8e471cce2db31995726534dd1fa596d756ac,370ac69db1d31a1f74757530c54d308e02157268913f8e78a084f9824e6fd35a,91f33360370542d3c0446f6a0ac131e252963c2ea55785d07563a517003e2615,af9467d0d8d9a5fd02db7933a370720f5edcb37ccbceb13bbc578c484b51ef76,af09c9ab5aac389ce38845271980b7eed9f8d5d8d34dc7636039d51e35835f44,702ea74b263f7f320f66baeae819bb15866a290c48d27f251be8256872d7e236,a0673f8d5ee7e72a03e2cad69177cf6125317d83df07ffa5598365fa3a04214e,663cb865d69fbb47e6b5d49f7c6851043baa0b55088396e90b4940141b4cfba0,53777b012626d0909eb4a3ae085df11610dd562faea9f2055664af95b7b87d02,3397eb451e7ecc4423aeddb788ed66cc3fe66bc5e6952f68297f5cedb8e2e99b,63b71860e5f3ce8b51347693386365493597d831d5f05a5c303ba2300bf46e4e,67f38506162e634fb116be79e63eec96f6c60ac99a9caa1e6a0057ed1955ab1c,bd5f0559d1afb925a56aa6b5dfdbc78b9a60d745e8fe964a0af24b76b1479744
"61001005","0","1","0","61001007","1","670300010","0","0","273","0","670110010","0","1","650002011","670090110","0","0","0","1","0","0","0","0","1","0","18","0","30","0","0","61001004","0","0","0","0","0","36"
"10011003","0","2","4","10011001","1","670300010","0","0","273","0","670390010","0","1","650002012","670120008","0","101011","0","1","0","0","0","0","1","0","66","0","66","0","0","10011002","0","0","0","0","0","66"
"10011006","101011","3","0","10011004","1","670050009","0","0","273","4","670420010","0","1","650002013","670380009","0","0","0","1","0","670230010","0","0","1","0","66","0","66","0","0","10011005","0","0","0","0","0","66"
"61001005","0","1","0","61001007","1","670060011","0","0","281","0","670440011","0","1","650002021","670370011","0","0","0","1","0","0","0","0","1","0","18","0","30","0","0","61001004","0","0","0","0","0","36"
"10011003","0","2","4","10011001","1","670210111","0","0","281","0","670080011","0","1","650002022","670330009","0","101011","0","1","0","0","0","0","1","0","66","0","66","0","0","10011002","0","0","0","0","0","66"
"10011006","101011","3","0","10011004","1","670380110","0","0","281","4","670160011","0","1","650002023","670290111","0","0","0","1","0","670340011","0","0","1","0","66","0","66","0","0","10011005","0","0","0","0","0","66"
"61001005","0","1","0","61001007","1","670090012","0","0","288","0","670130012","0","1","650002031","670060012","0","0","0","1","0","0","0","0","1","0","18","0","30","0","0","61001004","0","0","0","0","0","36"
"10011003","0","2","4","10011001","1","670300112","0","0","288","0","670070012","0","1","650002032","670090012","0","101011","0","1","0","0","0","0","1","0","66","0","66","0","0","10011002","0","0","0","0","0","66"
"10011006","101011","3","0","10011004","1","670030012","0","0","288","4","670100012","0","1","650002033","670040011","0","0","0","1","0","670210112","0","0","1","0","66","0","66","0","0","10011005","0","0","0","0","0","66"
"61001005","0","1","0","61001007","1","670280013","0","0","298","0","670020013","0","1","650002041","670030013","0","0","0","1","0","0","0","0","1","0","18","0","30","0","0","61001004","0","0","0","0","0","36"
"10011003","0","2","4","10011001","1","670300013","0","0","298","0","670390013","0","1","650002042","670120011","0","101011","0","1","0","0","0","0","1","0","66","0","66","0","0","10011002","0","0","0","0","0","66"
"10011006","101011","3","0","10011004","1","670380112","0","0","298","4","670420013","0","1","650002043","670270013","0","0","0","1","0","670160013","0","0","1","0","66","0","66","0","0","10011005","0","0","0","0","0","66"
"61001005","0","1","0","61001007","1","670300014","0","0","309","0","670110014","0","1","650002051","670090114","0","0","0","1","0","0","0","0","1","0","18","0","30","0","0","61001004","0","0","0","0","0","36"
"10011003","0","2","4","10011001","1","670300114","0","0","309","0","670070014","0","1","650002052","670090014","0","101011","0","1","0","0","0","0","1","0","66","0","66","0","0","10011002","0","0","0","0","0","66"
"10011006","101011","3","0","10011004","1","670290214","0","0","309","4","670250014","0","1","650002053","670330012","0","0","0","1","0","670130114","0","0","1","0","66","0","66","0","0","10011005","0","0","0","0","0","66"
"61001005","0","1","0","61001007","1","670060015","0","0","313","0","670440015","0","1","650002061","670370015","0","0","0","1","0","0","0","0","1","0","18","0","30","0","0","61001004","0","0","0","0","0","36"
"10011003","0","2","4","10011001","1","670300015","0","0","313","0","670140015","0","1","650002062","670050014","0","101011","0","1","0","0","0","0","1","0","66","0","66","0","0","10011002","0","0","0","0","0","66"
