b86c14eb3f1f4513dd03fb0b2c3c6393f3b081872490875ebcf967951fb7e896,4d2e9255fcb67d9e22014d2be27dd87d73abd9da36a7abae46b80bd549e2b5f9,aa29a03dcc703f4bf9eb5fddaa681f223416fe07e4384d9bf52d55e2cb0f5c03,1254baea3a1c9400c47eb1c9e52ab9272de90f34c07c3739bb827c6b83b43aa2,382c5ec602f4d250f87ea6851d6c762f3dd9861a9cd31761bbf2373adf91b6ff,383969a01cd29731e6c1c90b15f5593037bedd21dec640e6d6a63b16e42697e2,e592588d7aa097034923fdedb3291a984fc6815cd94ee6d83271c105313a32b7,1531caa1a5f8bfbeeb5d2a40cca6567f47f4ccef48d9d2719072f4eee873d7dd,e73b11a5972a92b8931aacdf18ecbfdfad810995beece3ef4685467dbfeed521,693a8f9da5c31c2f19eb2d0ca8704550619803a546e22147b5e8dc67b32ab59c,51b57cbd91e5b31a63727ac6165a50db68b690e6f44d2fd27e0115ac05f224aa,046b877a7a97caf122c6c2e3bfae30a10a7b320f8aca4520489b02ed3cf7cef2,abee9c4f2b692cf861fe0f9a92dd5ab473bfb74fddd27b5103e52e29def95e96,f019db4c4882cdce14065aabf328bc86c6492d87572c0024f570b531dfb097bc,86234e704ee7c70ee8d6984d1cf8ec505ea7d23b771e5d0b58751c4006ede9f0,4e74415e6755e6fd73397e559628ca825f1ac53920dcee4dd44e7ffdad8ddc29,7b11c4ff966e97f69512674dbd4c35c4b11673f1fbbba28b85e7bacc66a05c36,967b919e58dfc94debb41da3935ef54a4daff43f72967c482fb1b24a4b592e3c,0304e77e38b9f1c53151039fad4177743a0155384a3071baaaa55bceb0fb4586,cb8b8948f9e1994b5f99ace981953e9c421cee5c514e2e001a24249c358b686b,ba211fd1dacfc6cb6983974f512597248ccf094d50a004b23af9e415ce1374cb,c23208fe937f507e994024ab85f32fc6bc1a8f5aff2b7aada1feafdc2bae8e55,0cc0691a49880a1f31e6b9666b794dec48e965b964453bffa5ed5129a2d12263,a16ad7faccf194bd854b9aa8f1116349aeb676461e5d62cad37b308c05d87eed,b38a9cfddd47f81fc0698dc66357aba30f4d52c95024f3e7057a0f702d090d0a,f8f44e533f601770e6229db8b8b44affc321b04f3cd0a526830e3ea707afd5aa,c5f13b89bf4e3b30d723ecc9b73340f9daeb0325c1bd7af01d33e056be9ae921,a18e25c305d9f158cb4f2fc13090c7bf628850c3dd4721bb1d1d969774ddc5b1
"100100101","0","0","0","0","0","0","0","0","100100102","0","0","100100103","0","1001","100100102","0","0","日和衝擊","1001001","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成中幅度的物理傷害。","0","0","0","0","0","0","0"
"100100201","0","0","0","0","0","0","0","0","0","0","0","0","1.125","2001","0","0","0","貓咪攻擊","1001002","對面前的 1 名敵人造成中幅度的物理傷害。","0","0","0","0","0","0","0"
"100100301","0","0","0","0","0","0","0","0","0","0","0","0","1.295","2001","100100302","0","0","貓咪聯合攻擊","1001003","對面前的 1 名敵人造成小幅度的物理傷害，並中幅度的提升自己的物理攻擊力。","0","0","0","0","0","0","0"
"100101101","0","0","0","0","0","0","0","0","0","0","0","0","0","1001","100101102","0","0","日和燃燒衝擊","1001011","對面前的1名敵人造成特大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成大幅度的物理傷害。","0","0","0","0","0","0","0"
"100101201","0","0","0","0","0","0","0","0","0","0","0","0","1.125","2001","100101202","0","0","貓咪攻擊+","1001012","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成小幅度的物理傷害。","0","0","0","0","0","0","0"
"100150101","0","0","0","0","0","0","0","0","0","0","0","0","0","3001","0","0","0","肉球力量！","1001501","戰鬥開始時，中幅度提升自己的物理攻擊力。","0","0","0","0","0","0","0"
"100151101","0","0","0","0","0","0","0","0","0","0","0","0","0","3001","0","0","0","肉球力量！+","1001511","戰鬥開始時，大幅度提升自己的物理攻擊力。","0","0","0","0","0","0","0"
"100200101","1","0","0","0","0","0","0","0","0","0","0","0","0","1005","0","0","0","全體治癒","1002001","使己方全體恢復中幅度的 HP。","0","0","0","0","0","0","0"
"100200201","1","0","0","0","0","0","0","0","0","0","0","0","1.6","2002","0","0","0","花朵射擊","1002002","對面前的 1 名敵人造成中幅度的魔法傷害。","0","0","0","0","0","0","0"
"100200301","1","0","0","0","0","0","0","0","0","0","0","0","1.46","2003","0","0","0","花朵護盾","1002003","小幅度提升己方全體的物理防禦力。","0","0","0","0","0","0","0"
"100201101","1","0","0","0","0","0","0","0","0","0","0","100201103","0","1005","100201102","0","0","盛開治癒","1002011","中幅度恢復全體夥伴的HP，再大幅度提升其物理防禦力，並且展開物理無效的屏障，同時大幅度提升行動速度。","0","100201104","0","0","0","0","0"
"100201201","1","0","0","0","0","0","0","0","100201201","0","0","0","1.6","2002","100201202","0","0","花朵射擊+","1002012","對面前的 1 名敵人造成中幅度的魔法傷害，並中幅度降低其物理攻擊力。","0","0","0","0","0","0","0"
"100250101","0","0","0","0","0","0","0","0","0","0","0","0","0","3003","0","0","0","花朵氣場","1002501","戰鬥開始時，中幅度提升自己的魔法攻擊力。","0","0","0","0","0","0","0"
"100251101","0","0","0","0","0","0","0","0","0","0","0","0","0","3003","100251102","0","0","花朵氣場+","1002511","戰鬥開始時，中幅度提升自己的魔法攻擊力，並小幅提升自己的魔法防禦力。","0","0","0","0","0","0","0"
"100300101","0","0","0","0","0","0","0","0","0","0","0","0","0","1001","0","0","0","斬擊風暴","1003001","對面前的 1 名敵人造成特大幅度的物理傷害。","0","0","0","0","0","0","0"
"100300201","0","0","0","0","0","0","0","0","0","0","0","0","0.955","2001","0","0","0","狂風刺擊","1003002","對面前的 1 名敵人造成中幅度的物理傷害。","0","0","0","0","0","0","0"
"100300301","0","0","0","100300306","0","100300305","0","0","0","0","0","100300303","1.3275","2001","100300302","0","0","反擊斬","1003003","對面前的 1 名敵人造成中幅度的物理傷害。根據攻擊前處於戰鬥反擊姿勢時怜所受到傷害的比例，來提升造成的傷害。","0","100300304","0","0","0","0","0"
"100301101","0","0","0","0","0","0","0","0","0","0","0","0","0","1001","100301102","0","0","斬擊暴風雨","1003011","對面前的1名敵人造成特大幅度的物理傷害，同時將風之刃纏繞於身。在纏繞於身的期間，技能的效果值將會變為2倍。","0","0","0","0","0","0","0"
"100301201","0","0","0","0","0","100301205","0","100301203","0","0","100301202","100301203","0.955","2001","100301202","0","0","狂風刺擊+","1003012","對眼前一名敵人角色造成中幅度物理傷害，再小幅度降低其物理防禦力。","0","100301204","0","0","0","0","0"
"100350101","0","0","0","0","0","0","0","0","0","0","0","0","0","3001","0","0","0","高速刺擊","1003501","戰鬥開始時，中幅度提升自己的物理攻擊力。","0","0","0","0","0","0","0"
"100351101","0","0","0","0","0","0","0","0","0","0","0","0","0","3001","100351102","0","0","高速刺擊+","1003511","戰鬥開始時，中幅度提升自己的物理攻擊力，並小幅度提升自己的最高 HP。","0","0","0","0","0","0","0"
"100400101","0","0","0","0","0","0","0","0","100400101","0","0","0","0","1001","100400102","0","0","搗蛋炸彈","1004001","以離自己第 2 近的敵人為中心，對範圍內所有敵人造成中幅度的物理傷害。","0","0","0","0","0","0","0"
"100400201","0","0","0","0","0","0","0","0","100400201","0","0","0","1.55","2010","100400202","0","0","黑墨射手","1004002","對離自己第 2 近的 1 名敵人造成小幅度的物理傷害，並且使其陷入黑暗狀態。","0","0","0","0","0","0","0"
"100400301","0","0","0","0","0","0","0","0","100400301","0","0","100400303","1.18","2004","100400302","0","0","水球","1004003","對物理攻擊力最高的 1 名敵人造成小幅度的物理傷害，且小幅度降低其物理攻擊力。並且小幅度的提升自己的物理攻擊力。","0","0","0","0","0","0","0"
