3c515e3337138c4950be431cc2dd2e9526d10563e8eceb5240e99eb5038f4fa2,f45785cee8fc0aedcaaa7edaffc401a4560948e2224a5cd17a05ce09a0d71e7a,8ea622050f73d6668748dcdac789c14b131438a3ce54d8c5cadcadcc9d2841f6,391cda67541b1e2b432628b0c25d94240cce44bb3079e793a2f24e8e3daac6fa,f49baf89b8d479a69439c55606ebaab949eb1394962b662f56229f6c9aa53973,521f6937b96bea3177dc291477f763d1420c89b7989c5ebb9b1172d5f8a4820e,2fb66a6e522c546fb78b358ec833a41142130cef3375b399871ee0a635386a64,dd0ebee7de264ce5100755e7fa02daab7f9a46e7c8333219e4369ac936676e38,a04f8b65aba01d618dbb5645ebd2d736ec5030ae4fdd172bf13900a04915bd36
"0","0","0","0","21","1101001","600","0","1101002"
"0","600","0","0","22","1101002","2400","0","1101003"
"0","-1500","0","50","20","1101003","1","0","1"
"0","0","0","0","21","1101011","900","0","1101012"
"0","700","0","0","22","1101012","2100","0","1101013"
"0","-1500","0","200","20","1101013","1","0","1"
"0","0","0","0","21","1101021","400","0","1101022"
"0","500","0","0","22","1101022","2000","0","1101023"
"0","-1500","0","350","20","1101023","1","0","1"
"0","0","0","0","21","1101031","1000","0","1101032"
"0","900","0","0","22","1101032","1800","0","1101033"
"0","-1500","0","500","20","1101033","1","0","1"
"0","0","0","0","21","1101041","500","0","1101042"
"0","800","0","0","22","1101042","1600","0","1101043"
"0","-1500","0","750","20","1101043","1","0","1"
"0","2","2","2","1","1101101","1","0","25"
"0","-2000","0","-100","20","1102001","1","0","1"
"0","2","2","10","1","1102101","1","0","20"
"0","0","2","0","10","1102102","2","0","200000"
"0","0","0","0","21","1103001","500","0","1103002"
"0","0","2","0","3","1103002","0","0","1000"
"0","3000","2","0","2","1202001","3","0","-15"
"0","30000","1","0","2","1204001","3","0","15"
"0","30000","1","0","2","1205001","3","0","10"
"0","30000","1","0","2","1206001","3","0","10"
"0","30000","1","0","2","1207001","3","0","10"
"0","3000","1","0","2","1208001","2","0","15"
"0","3000","1","0","2","1209001","1","0","25"
"0","3000","1","0","2","1210001","2","0","10"
"0","0","0","0","21","1210002","3000","0","1210003"
"0","30000","1","0","2","1210003","1","0","15"
"0","3000","1","0","2","1211001","2","0","-10"
"0","0","0","0","21","1211002","3000","0","1211003"
"0","30000","2","0","2","1211003","1","0","-15"
"0","30000","2","0","2","1213001","1","0","-10"
"0","30000","2","0","2","1213002","2","0","-10"
"0","1500","2","0","2","1214001","3","0","-25"
"0","3000","2","0","2","1216001","3","0","-20"
"0","30000","1","0","2","1218001","3","0","20"
"0","30000","1","0","2","1219001","3","0","15"
"0","30000","1","0","2","1220001","3","0","15"
"0","30000","1","0","2","1221001","3","0","15"
"0","3000","1","0","2","1222001","2","0","20"
"0","3000","1","0","2","1223001","1","0","30"
"0","3000","1","0","2","1224001","2","0","15"
"0","0","0","0","21","1224002","3000","0","1224003"
"0","30000","1","0","2","1224003","1","0","20"
"0","3000","1","0","2","1225001","2","0","-10"
"0","0","0","0","21","1225002","3000","0","1225003"
"0","30000","2","0","2","1225003","1","0","-20"
"0","30000","2","0","2","1227001","1","0","-15"
"0","30000","2","0","2","1227002","2","0","-15"
"0","1500","2","0","2","1228001","3","0","-35"
"0","30000","1","0","2","1229001","3","0","20"
"0","3000","1","0","2","1230001","2","0","20"
"0","0","0","0","21","1230002","3000","0","1230003"
"0","30000","1","0","2","1230003","1","0","50"
"0","3000","2","0","2","1232001","3","0","-25"
"0","30000","1","0","2","1234001","3","0","25"
"0","30000","1","0","2","1235001","3","0","20"
"0","30000","1","0","2","1236001","3","0","20"
"0","30000","1","0","2","1237001","3","0","20"
"0","3000","1","0","2","1238001","2","0","25"
"0","3000","1","0","2","1239001","1","0","35"
"0","3000","1","0","2","1240001","2","0","20"
"0","0","0","0","21","1240002","3000","0","1240003"
"0","30000","1","0","2","1240003","1","0","25"
"0","3000","1","0","2","1241001","2","0","-10"
"0","0","0","0","21","1241002","3000","0","1241003"
"0","30000","2","0","2","1241003","1","0","-25"
"0","30000","2","0","2","1242001","1","0","-20"
"0","30000","2","0","2","1242002","2","0","-20"
"0","1500","2","0","2","1244001","3","0","-75"
"0","30000","1","0","2","1246001","3","0","20"
"0","30000","1","0","2","1247001","3","0","30"
"0","0","0","0","21","1247002","3000","0","1247003"
"0","3000","1","0","2","1247003","1","0","25"
"0","3000","1","0","2","1248001","1","0","75"
"0","1500","2","0","2","1249001","3","0","-90"
"0","30000","1","0","2","2101001","2","0","10"
"0","30000","1","0","2","2102001","2","0","10"
"0","3000","2","0","2","2103001","2","0","-15"
"0","3000","2","0","2","2103002","3","0","-15"
"0","3000","2","0","2","2105001","3","0","-25"
"0","30000","1","0","2","2107001","3","0","25"
"0","30000","1","0","2","2108001","3","0","10"
"0","30000","1","0","2","2109001","3","0","10"
"0","30000","1","0","2","2110001","3","0","10"
"0","3000","1","0","2","2111001","2","0","15"
"0","3000","1","0","2","2112001","1","0","25"
"0","3000","1","0","2","2113001","2","0","10"
"0","0","0","0","21","2113002","3000","0","2113003"
"0","30000","1","0","2","2113003","1","0","25"
"0","3000","1","0","2","2114001","2","0","-10"
"0","0","1","0","21","2114002","3000","0","2114003"
"0","30000","2","0","2","2114003","1","0","-25"
"0","30000","2","0","2","2116001","1","0","-10"
"0","30000","2","0","2","2116002","2","0","-10"
"0","1500","2","0","2","2117001","3","0","-50"
"0","0","0","0","21","3301001","300","0","3301002"
"0","30","0","20","20","3301002","2","0","1"
"0","1","2","100","1","3301101","1","0","0"
"0","1","2","40","1","3302001","1","0","0"
"0","1","2","60","1","3302002","1","0","0"
"0","1","2","12","1","3303001","1","0","0"
"0","1","2","28","1","3303002","1","0","0"
"0","1","2","40","1","3304001","1","0","0"
"0","1","2","100","1","3304002","1","0","0"
"0","0","0","0","21","3305001","200","0","3305011"
"0","0","0","0","21","3305002","200","0","3305012"
"0","0","0","0","21","3305003","200","0","3305013"
"0","0","0","0","21","3305004","200","0","3305014"
"0","0","0","0","21","3305005","200","0","3305015"
"0","0","0","0","21","3305006","200","0","3305016"
"0","26","0","15","20","3305011","2","30","1"
"0","29","0","8","20","3305012","2","15","1"
"0","30","0","0","20","3305013","2","0","1"
"0","29","0","-8","20","3305014","2","-15","1"
"0","26","0","-15","20","3305015","2","-30","1"
"0","180","1","0","10","3305016","1","0","30000"
"0","1","2","20","1","3305101","1","0","0"
"0","274","0","29","20","3402001","2","0","1"
"0","0","3","0","11","3402101","2000","0","500000"
"0","0","0","0","21","3403001","200","0","3403002"
"0","0","1","0","10","3403002","1","0","200000"
"0","0","3","0","4","4001001","0","0","0"
"0","0","3","0","1","4001002","0","0","99999"
"9","9","3","9","1","4002001","9","9","99999"
