4bb68ab08247bc033a4041735956d85db15925229dc4cb1b5c948c4d090d574a,e2e7ff670d5839f9fb4ad37b2cd33246be5fbdcf1b0cf8197b75017cf566c2e4,557c91f99cc9558fe73ac8e72f50b95cea6c0e9b5f16fd5a6effbcfb4e2117db,74d71bddbf87542ed823d28b435d65916038d1ec66c0d3126874a968e0ccadf1,34b6215e8312e742b230bf8ea9d4e757610247a9c2cd1ad9133523f1fee4c0a5,a8d597edfe9b4f1af126d3b48d9bba8c22c847dfac080fd40d089fd2d5b958ee,2866271a3f25a97be95213193551c6e1fdadf41f2a4b93043565f567cdb3f264,c6f0bcf8295b55468ae13a305c08eaa25dd9e9930174100599854efba2247142,03256795591b22982120cb2536f5e07d6848a0e9c4af65a16f0e1f667a1749b6,7c31b18333635feaddef90404afc9a1e4600f2036ec560c63708319de144f3e6,6c19697ba1270ba7367d26b7cb613063461e1e87b1557711b668ba665d027c37,8b6b86ce593fdb520f3c23be7549ca1327d4cc6d9d16bd5ab61a20895e84b870,5e07c808c39c0159ee51e7aeb4adb63d5ee82eecf0a44e79f3d7c09f2852c604,eb30c589b902c0ac3f162ef89275827afb2707b40d87556ec70d50a18ac99632,748b952d47926a974bc570db069064828f2a72571930ae301c167e65b6280b02,828a6830436ee864f0b57ee343f7fee82f34fb824dc42d202d4400be4a60d24a,947d65f88299669b1da13dff83b925dc81ec8c6fc180e0e54c44b237b9da0809,f041e2bb8fa8aae27ddac284e9f1fe122c45a54f8b06b3cb11abbef6397fe2d0
"1","10","0","0","0","91002","1","0","0","500","0","0","0","0","8","0","0","0"
"11","100","0","0","0","91002","2","0","0","50","0","0","0","0","8","0","0","0"
"101","200","0","0","0","91002","3","0","0","30","0","0","0","0","8","0","0","0"
"201","500","0","0","0","91002","4","0","0","10","0","0","0","0","8","0","0","0"
"501","1000","0","0","0","91002","5","0","0","5","0","0","0","0","8","0","0","0"
"1001","2000","0","0","0","91002","6","0","0","3","0","0","0","0","8","0","0","0"
"2001","4000","0","0","0","91002","7","0","0","2","0","0","0","0","8","0","0","0"
"4001","7999","0","0","0","91002","8","0","0","1","0","0","0","0","8","0","0","0"
"8000","8000","0","0","0","91002","9","0","0","30","0","0","0","0","8","0","0","0"
"8100","8100","0","0","0","91002","10","0","0","30","0","0","0","0","8","0","0","0"
"8200","8200","0","0","0","91002","11","0","0","30","0","0","0","0","8","0","0","0"
"8300","8300","0","0","0","91002","12","0","0","30","0","0","0","0","8","0","0","0"
"8400","8400","0","0","0","91002","13","0","0","30","0","0","0","0","8","0","0","0"
"8500","8500","0","0","0","91002","14","0","0","30","0","0","0","0","8","0","0","0"
"8600","8600","0","0","0","91002","15","0","0","30","0","0","0","0","8","0","0","0"
"8700","8700","0","0","0","91002","16","0","0","30","0","0","0","0","8","0","0","0"
"8800","8800","0","0","0","91002","17","0","0","30","0","0","0","0","8","0","0","0"
"8900","8900","0","0","0","91002","18","0","0","30","0","0","0","0","8","0","0","0"
"9000","9000","0","0","0","91002","19","0","0","30","0","0","0","0","8","0","0","0"
"9100","9100","0","0","0","91002","20","0","0","30","0","0","0","0","8","0","0","0"
"9200","9200","0","0","0","91002","21","0","0","30","0","0","0","0","8","0","0","0"
"9300","9300","0","0","0","91002","22","0","0","30","0","0","0","0","8","0","0","0"
"9400","9400","0","0","0","91002","23","0","0","30","0","0","0","0","8","0","0","0"
"9500","9500","0","0","0","91002","24","0","0","30","0","0","0","0","8","0","0","0"
"9600","9600","0","0","0","91002","25","0","0","30","0","0","0","0","8","0","0","0"
"9700","9700","0","0","0","91002","26","0","0","30","0","0","0","0","8","0","0","0"
"9800","9800","0","0","0","91002","27","0","0","30","0","0","0","0","8","0","0","0"
"9900","9900","0","0","0","91002","28","0","0","30","0","0","0","0","8","0","0","0"
"10000","10000","0","0","0","91002","29","0","0","30","0","0","0","0","8","0","0","0"
"10100","10100","0","0","0","91002","30","0","0","30","0","0","0","0","8","0","0","0"
"10200","10200","0","0","0","91002","31","0","0","30","0","0","0","0","8","0","0","0"
"10300","10300","0","0","0","91002","32","0","0","30","0","0","0","0","8","0","0","0"
"10400","10400","0","0","0","91002","33","0","0","30","0","0","0","0","8","0","0","0"
"10500","10500","0","0","0","91002","34","0","0","30","0","0","0","0","8","0","0","0"
"10600","10600","0","0","0","91002","35","0","0","30","0","0","0","0","8","0","0","0"
"10700","10700","0","0","0","91002","36","0","0","30","0","0","0","0","8","0","0","0"
"10800","10800","0","0","0","91002","37","0","0","30","0","0","0","0","8","0","0","0"
"10900","10900","0","0","0","91002","38","0","0","30","0","0","0","0","8","0","0","0"
"11000","11000","0","0","0","91002","39","0","0","30","0","0","0","0","8","0","0","0"
"11100","11100","0","0","0","91002","40","0","0","30","0","0","0","0","8","0","0","0"
"11200","11200","0","0","0","91002","41","0","0","30","0","0","0","0","8","0","0","0"
"11300","11300","0","0","0","91002","42","0","0","30","0","0","0","0","8","0","0","0"
"11400","11400","0","0","0","91002","43","0","0","30","0","0","0","0","8","0","0","0"
"11500","11500","0","0","0","91002","44","0","0","30","0","0","0","0","8","0","0","0"
"11600","11600","0","0","0","91002","45","0","0","30","0","0","0","0","8","0","0","0"
"11700","11700","0","0","0","91002","46","0","0","30","0","0","0","0","8","0","0","0"
"11800","11800","0","0","0","91002","47","0","0","30","0","0","0","0","8","0","0","0"
"11900","11900","0","0","0","91002","48","0","0","30","0","0","0","0","8","0","0","0"
"12000","12000","0","0","0","91002","49","0","0","30","0","0","0","0","8","0","0","0"
"12100","12100","0","0","0","91002","50","0","0","30","0","0","0","0","8","0","0","0"
"12200","12200","0","0","0","91002","51","0","0","30","0","0","0","0","8","0","0","0"
"12300","12300","0","0","0","91002","52","0","0","30","0","0","0","0","8","0","0","0"
"12400","12400","0","0","0","91002","53","0","0","30","0","0","0","0","8","0","0","0"
"12500","12500","0","0","0","91002","54","0","0","30","0","0","0","0","8","0","0","0"
"12600","12600","0","0","0","91002","55","0","0","30","0","0","0","0","8","0","0","0"
"12700","12700","0","0","0","91002","56","0","0","30","0","0","0","0","8","0","0","0"
"12800","12800","0","0","0","91002","57","0","0","30","0","0","0","0","8","0","0","0"
"12900","12900","0","0","0","91002","58","0","0","30","0","0","0","0","8","0","0","0"
"13000","13000","0","0","0","91002","59","0","0","30","0","0","0","0","8","0","0","0"
"13100","13100","0","0","0","91002","60","0","0","30","0","0","0","0","8","0","0","0"
"13200","13200","0","0","0","91002","61","0","0","30","0","0","0","0","8","0","0","0"
"13300","13300","0","0","0","91002","62","0","0","30","0","0","0","0","8","0","0","0"
"13400","13400","0","0","0","91002","63","0","0","30","0","0","0","0","8","0","0","0"
"13500","13500","0","0","0","91002","64","0","0","30","0","0","0","0","8","0","0","0"
"13600","13600","0","0","0","91002","65","0","0","30","0","0","0","0","8","0","0","0"
"13700","13700","0","0","0","91002","66","0","0","30","0","0","0","0","8","0","0","0"
"13800","13800","0","0","0","91002","67","0","0","30","0","0","0","0","8","0","0","0"
"13900","13900","0","0","0","91002","68","0","0","30","0","0","0","0","8","0","0","0"
"14000","14000","0","0","0","91002","69","0","0","30","0","0","0","0","8","0","0","0"
"14100","14100","0","0","0","91002","70","0","0","30","0","0","0","0","8","0","0","0"
"14200","14200","0","0","0","91002","71","0","0","30","0","0","0","0","8","0","0","0"
"14300","14300","0","0","0","91002","72","0","0","30","0","0","0","0","8","0","0","0"
"14400","14400","0","0","0","91002","73","0","0","30","0","0","0","0","8","0","0","0"
"14500","14500","0","0","0","91002","74","0","0","30","0","0","0","0","8","0","0","0"
"14600","14600","0","0","0","91002","75","0","0","30","0","0","0","0","8","0","0","0"
"14700","14700","0","0","0","91002","76","0","0","30","0","0","0","0","8","0","0","0"
"14800","14800","0","0","0","91002","77","0","0","30","0","0","0","0","8","0","0","0"
"14900","14900","0","0","0","91002","78","0","0","30","0","0","0","0","8","0","0","0"
"15000","15000","0","0","0","91002","79","0","0","30","0","0","0","0","8","0","0","0"
