f72435076dbfdd5485c1a439c0f93aaea967dc8869cd5d184acc0eeba35a2924,3deb0ef177be54b2aee3d737da4b2329956675d450ff5e492f38f715be41885f,8e13e9335779c22decb1fc5c98604e608827a25aed5c0cb0e76a52a07885d077,fe3bbb7a9d5fc6e21cf8689f647d6efc66f35076df165e645e38015e5bddf0b6,140a426c08dafa202a2d16fdbfce5c0a06d821db0851b839c766ff93791824c6,7fca9075ef9d38a00348630c2c2014a16b2eba8631599a4f04bebc9f1a36d255,f19167b8a9ed9e5a6c84fa270d831b5687c74e1905e208c23b6b6d382e5809ff,0785f5cac3f0b91b6bbd7a1a350846930bb0e45072fd24c6d826d30385a19ac6,fcb026fbfb0c85e309a3165da4778e1e50e88e3e4d4332ffc7259646d168605d,fe223daadea9f323a5531b7eda64b6ecdcc72019b8e1de4ee948f7b3283ff5df,e4e4659ec9f3218efae4cac9aff187b1202ece5c84e58970d514efb3ce6cf549,1d262ad567ca284d1de981e5a9c3c1cea2088f4cc051eee7df2b4fdebdb5896c,1f4c352ed02c8691ebf0435574f3d947a5c27a8370492d9c5214695dcb418a88,5efdc3197dde56fea46c207443b6563ee2d945d093d7352cc586a89f4ebcdbfa,98687c5a05d9bcde7f95727e10af870611bdb36b2272beef0453bbe9e38560ca,7a63451685032b229bfb761d562f9714ed273076a9dffb5bd307aafa401c34fe,e253717eca9bff9ed67749baaf9c799cee4a2c3a4dd748a34a537d9f748b636b,e7794a91f25dbf641a903798217465734f864ca84181af2b386823a27dfc8dee
"0","0","0","1","0","0","20000","0","0","0","94002","12","0","0","0","分數累積獲得 20000 分","0","5000"
"0","0","0","2","0","0","40000","0","0","0","94002","12","0","0","0","分數累積獲得 40000 分","0","10000"
"0","0","0","3","0","0","60000","0","0","0","94002","12","0","0","0","分數累積獲得 60000 分","0","15000"
"0","0","0","4","0","0","80000","0","0","0","94002","12","0","0","0","分數累積獲得 80000 分","0","20000"
"0","0","0","5","0","5","100000","23001","0","0","91002","8","2","0","0","分數累積獲得 100000 分","0","50"
"0","0","0","6","0","0","120000","0","0","0","94002","12","0","0","0","分數累積獲得 120000 分","0","25000"
"0","0","0","7","0","0","140000","0","0","0","94002","12","0","0","0","分數累積獲得 140000 分","0","30000"
"0","0","0","8","0","0","160000","0","0","0","94002","12","0","0","0","分數累積獲得 160000 分","0","35000"
"0","0","0","9","0","0","180000","0","0","0","94002","12","0","0","0","分數累積獲得 180000 分","0","40000"
"0","0","0","10","0","5","200000","23001","0","0","91002","8","2","0","0","分數累積獲得 200000 分","0","50"
"0","0","0","11","0","0","220000","0","0","0","94002","12","0","0","0","分數累積獲得 220000 分","0","55000"
"0","0","0","12","0","0","240000","0","0","0","94002","12","0","0","0","分數累積獲得 240000 分","0","35000"
"0","0","0","13","0","0","260000","0","0","0","94002","12","0","0","0","分數累積獲得 260000 分","0","40000"
"0","0","0","14","0","0","280000","0","0","0","94002","12","0","0","0","分數累積獲得 280000 分","0","45000"
"0","0","0","15","10","150","300000","91002","2","23001","11001021","15","8","0","0","分數累積獲得 300000 分","0","1"
