d38be7ac5229a961b27faacc6305ab3e8ebfba0a936eb4a466676265d273d056,cb4188474489999eb6fc15d3cd1832d075fca6177f5949ecdb16eadd9bb4ff73,d71f8a40a212b08bc2136c4407d4cda609e5f5615a3533d925e75d627e29316e,41e5c61ee108442cc44096473514475b6f1db5416ae110810dcbc1118a4720ed,8cc8161ceeac358e31197628f27273862498bbed86813261666e3dc23fe12511,63af4a878761c866738b963651ca827d46f446fc65f5e900d45b633f48adb940,0acde39b8619b21b74750716b51e58939e604721640abf107c2252caee34deb1,aa1b59dfe3baada24d7cca820314f66f9ced44d7eb578458a85c0f5898ce4974,1c0acbb283a4d3b003e4b7dd0b53ff43f6b0b55a9d50f951ce0a52e688990edc,f83cbae7963c779d0cc52f4f7f6ab52454a9e734c207d9f45f515bb1e9e4687c,b76466d57b2a19faf6e1d0edea00be176bea1161d260d21c737c2f7968b9e184,946c0aa456e75b903f234689410ae1ad15e7a18d72b8c8bdc8507354ba24759d,cbd417617831b6a4ffc39b4f894e6e11ddb57eee45ef903fc657c390c5e1664d,f486513d4d150d4180ee359b1a1f2f23cc8d35a3bb748383bf772a252ac920aa
"0","10001","10001101","71001001","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001001","完成活動任務1-1 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001102","71001002","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001002","完成活動任務1-2 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001103","71001003","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001003","完成活動任務1-3 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001104","71001004","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001004","完成活動任務1-4 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001105","71001005","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001005","完成活動任務1-5 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001106","71001006","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001006","完成活動任務1-6 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001107","71001007","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001007","完成活動任務1-7 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001108","71001008","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001008","完成活動任務1-8 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001109","71001009","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001009","完成活動任務1-9 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001110","71001010","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001010","完成活動任務1-10 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001111","71001011","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001011","完成活動任務1-11 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001112","71001012","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001012","完成活動任務1-12 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001113","71001013","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001013","完成活動任務1-13 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001114","71001014","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001014","完成活動任務1-14 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001115","71001015","0","9003","6004","102","1","601","2018/09/19 15:59:59","71001015","完成活動任務1-15 (NORMAL)","2018/08/28 16:00:00"
"0","10001","10001201","71001016","0","9003","6005","103","1","601","2018/09/19 15:59:59","71001016","完成活動任務1-1 (HARD)","2018/08/28 16:00:00"
"0","10001","10001202","71001017","0","9003","6005","103","1","601","2018/09/19 15:59:59","71001017","完成活動任務1-2 (HARD)","2018/08/28 16:00:00"
"0","10001","10001203","71001018","0","9003","6005","103","1","601","2018/09/19 15:59:59","71001018","完成活動任務1-3 (HARD)","2018/08/28 16:00:00"
"0","10001","10001204","71001019","0","9003","6005","103","1","601","2018/09/19 15:59:59","71001019","完成活動任務1-4 (HARD)","2018/08/28 16:00:00"
"0","10001","10001205","71001020","0","9003","6005","103","1","601","2018/09/19 15:59:59","71001020","完成活動任務1-5 (HARD)","2018/08/28 16:00:00"
"0","10001","0","71001021","0","9006","6002","104","1","601","2018/09/19 15:59:59","71001021","將討伐證交換的獎賞一覽重置1次","2018/08/28 16:00:00"
"0","10001","0","71001022","0","9006","6002","104","2","601","2018/09/19 15:59:59","71001022","將討伐證交換的獎賞一覽重置2次","2018/08/28 16:00:00"
"0","10001","0","71001023","0","9006","6002","104","3","601","2018/09/19 15:59:59","71001023","將討伐證交換的獎賞一覽重置3次","2018/08/28 16:00:00"
"0","10001","0","71001024","0","9006","6002","104","4","601","2018/09/19 15:59:59","71001024","將討伐證交換的獎賞一覽重置4次","2018/08/28 16:00:00"
"0","10001","0","71001025","0","9011","6008","105","5","601","2018/09/19 15:59:59","71001025","打倒5隻席茲（NORMAL、HARD共通）","2018/08/28 16:00:00"
"0","10001","0","71001026","0","9011","6008","105","10","601","2018/09/19 15:59:59","71001026","打倒10隻席茲（NORMAL、HARD共通）","2018/08/28 16:00:00"
"0","10001","0","71001027","0","9011","6008","105","15","601","2018/09/19 15:59:59","71001027","打倒15隻席茲（NORMAL、HARD共通）","2018/08/28 16:00:00"
"0","10001","0","71001028","0","9011","6008","105","20","601","2018/09/19 15:59:59","71001028","打倒20隻席茲（NORMAL、HARD共通）","2018/08/28 16:00:00"
"0","10001","0","71001029","0","9011","6008","105","25","601","2018/09/19 15:59:59","71001029","打倒25隻席茲（NORMAL、HARD共通）","2018/08/28 16:00:00"
"0","10001","0","71001030","0","9011","6008","105","30","601","2018/09/19 15:59:59","71001030","打倒30隻席茲（NORMAL、HARD共通）","2018/08/28 16:00:00"
"0","10002","10002101","71002001","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002001","完成活動任務1-1 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002102","71002002","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002002","完成活動任務1-2 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002103","71002003","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002003","完成活動任務1-3 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002104","71002004","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002004","完成活動任務1-4 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002105","71002005","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002005","完成活動任務1-5 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002106","71002006","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002006","完成活動任務1-6 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002107","71002007","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002007","完成活動任務1-7 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002108","71002008","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002008","完成活動任務1-8 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002109","71002009","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002009","完成活動任務1-9 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002110","71002010","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002010","完成活動任務1-10 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002111","71002011","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002011","完成活動任務1-11 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002112","71002012","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002012","完成活動任務1-12 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002113","71002013","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002013","完成活動任務1-13 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002114","71002014","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002014","完成活動任務1-14 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002115","71002015","0","9003","6004","102","1","601","2018/10/28 15:59:59","71002015","完成活動任務1-15 (NORMAL)","2018/10/03 16:00:00"
"0","10002","10002201","71002016","0","9003","6005","103","1","601","2018/10/28 15:59:59","71002016","完成活動任務1-1 (HARD)","2018/10/03 16:00:00"
"0","10002","10002202","71002017","0","9003","6005","103","1","601","2018/10/28 15:59:59","71002017","完成活動任務1-2 (HARD)","2018/10/03 16:00:00"
"0","10002","10002203","71002018","0","9003","6005","103","1","601","2018/10/28 15:59:59","71002018","完成活動任務1-3 (HARD)","2018/10/03 16:00:00"
"0","10002","10002204","71002019","0","9003","6005","103","1","601","2018/10/28 15:59:59","71002019","完成活動任務1-4 (HARD)","2018/10/03 16:00:00"
"0","10002","10002205","71002020","0","9003","6005","103","1","601","2018/10/28 15:59:59","71002020","完成活動任務1-5 (HARD)","2018/10/03 16:00:00"
"0","10002","0","71002021","0","9006","6002","104","1","601","2018/10/28 15:59:59","71002021","將討伐證交換的獎賞一覽重置1次","2018/10/03 16:00:00"
"0","10002","0","71002022","0","9006","6002","104","2","601","2018/10/28 15:59:59","71002022","將討伐證交換的獎賞一覽重置2次","2018/10/03 16:00:00"
"0","10002","0","71002023","0","9006","6002","104","3","601","2018/10/28 15:59:59","71002023","將討伐證交換的獎賞一覽重置3次","2018/10/03 16:00:00"
"0","10002","0","71002024","0","9006","6002","104","4","601","2018/10/28 15:59:59","71002024","將討伐證交換的獎賞一覽重置4次","2018/10/03 16:00:00"
"0","10002","0","71002025","0","9011","6008","105","5","601","2018/10/28 15:59:59","71002025","打倒5隻阿爾瑪（NORMAL、HARD共通）","2018/10/03 16:00:00"
"0","10002","0","71002026","0","9011","6008","105","10","601","2018/10/28 15:59:59","71002026","打倒10隻阿爾瑪（NORMAL、HARD共通）","2018/10/03 16:00:00"
"0","10002","0","71002027","0","9011","6008","105","15","601","2018/10/28 15:59:59","71002027","打倒15隻阿爾瑪（NORMAL、HARD共通）","2018/10/03 16:00:00"
"0","10002","0","71002028","0","9011","6008","105","20","601","2018/10/28 15:59:59","71002028","打倒20隻阿爾瑪（NORMAL、HARD共通）","2018/10/03 16:00:00"
"0","10002","0","71002029","0","9011","6008","105","25","601","2018/10/28 15:59:59","71002029","打倒25隻阿爾瑪（NORMAL、HARD共通）","2018/10/03 16:00:00"
"0","10002","0","71002030","0","9011","6008","105","30","601","2018/10/28 15:59:59","71002030","打倒30隻阿爾瑪（NORMAL、HARD共通）","2018/10/03 16:00:00"
"0","10003","10003101","71003001","0","9003","6004","102","1","601","2018/11/25 15:59:59","71003001","完成活動任務1-1 (NORMAL)","2018/11/01 15:59:59"
"0","10003","10003102","71003002","0","9003","6004","102","1","601","2018/11/25 15:59:59","71003002","完成活動任務1-2 (NORMAL)","2018/11/01 15:59:59"
"0","10003","10003103","71003003","0","9003","6004","102","1","601","2018/11/25 15:59:59","71003003","完成活動任務1-3 (NORMAL)","2018/11/01 15:59:59"
"0","10003","10003104","71003004","0","9003","6004","102","1","601","2018/11/25 15:59:59","71003004","完成活動任務1-4 (NORMAL)","2018/11/01 15:59:59"
