044fb98f4ec65927dd9ac684c109399c550d441ec443272c13c8175a7a4b0f48,2ed28208af94e09846a92946e441a7c564c3fa1c9d452ecbbc6f72163635df5c,f3e3f4f5b13763ea884e00608b3958a2271fa8a4cb8c059acd0bf9c79604a8ce,ccb308fb40c1dcfd9663ca811e6924ec72d5aded25ff23d3a07301cde50131af,475da84bb5c595f26b891645290fa1b4b14a7c5b936d307778ad38fd0c183959,7f384bcf65317147f996cdf7a82dc0a3d99e0ab9631f105c98afd24bdbb31d1a,85a8ceed72ce63599ce0fee90d02b51ef4ee677004087ad459f98c5a5cc57411,8b06d5db672c62eda471a0e589e2c5368b2a991a7e2bf897c6421b3e620d92eb,3b33083f8dd26e82507b646c0455ad55382419169944b80a4fff10653abac5e2,ae1e454131306cb82dad45d09a08dcf0577641ed9c1504e080f8f816a6923627,5d0978aaa654fd5c79d8751cc7e3a48501616aca6db18d30d4704978dfb9d6be,0f3f8c757bd7afab63217c2f9652f97e913a7db6504beff071a70cd75ed67bb3,825c8715f312500a5e72c672999e3eabc3c909b379de656d33037238ec04d3f0,b1f44104135c7baa8fb4799cf0c292b1e26c9a59e38e7ed03e4c3371d1c97d1c,3ed50119627e5a78bd64366ae7271cbc2ce1a91642fc479d2331c8c45b7f8022,65035cf5ca3011832e4115d8d785db198a022e90304030cafad4616401c19174,49997ff2049c1f9def235dccb3e30d16570c9f10109e388582990a366ccb47d2,a3703a2459cfa10a04db6f4f71faca137d81c6cc2604a64e30efb59b60eab6cd,9f030fc753227451c43c68d3582565b29ecd11ecd7d13ac75c03338c0a6161ca,9cbcc4b5316b0db209a739676e5ec60a1009fc095d056ed77b9b314dd588352c,b4695794bf70a6c4a4fd875754799b01d619fea775b4a355e8806625b62b7d60
"0","90","100182","51200001","901000102","901000103","0","512000011","901000106","0","0","最終之戰","2000001","901000105","0","0","0","0","0","0","0"
"512000022","90","100021","51200002","901000201","901000202","0","512000021","0","bgm_M06","0","新手教學戰鬥","2000002","901000104","0","100022","bgm_M06","0","bgm_M06","bgm_M06","0"
"512000022","90","100021","51200006","901000201","901000202","0","512000021","0","bgm_M06","0","新手教學戰鬥","2000006","901000104","0","100022","bgm_M06","0","bgm_M06","bgm_M06","0"
"0","90","100671","52003005","901000301","901000302","0","520030051","0","bgm_M17_03_and_M29","0","ADV戰鬥","2003005","901000303","0","0","0","0","0","bgm_M17","0"
"0","90","100011","52004002","901000401","901000402","0","520040021","0","bgm_M06","0","ADV戰鬥","2004002","901000403","0","0","0","0","0","bgm_M06","0"
"0","90","81000111","55001004","901000501","0","0","550010041","0","bgm_M47","0","席茲之戰","5001004","0","0","0","0","0","0","bgm_M47","0"
"0","90","81000106","55001006","901000401","901000501","0","550010041","0","bgm_M47","0","席茲之戰","5001006","901000502","0","0","0","0","0","bgm_M47","0"
"0","90","81000205","55002005","901000601","901000602","0","550020051","0","bgm_M102","0","阿爾瑪之戰","5002005","901000603","0","0","0","0","0","bgm_M102","0"
"0","90","81000206","55002006","901000601","901000602","0","550020052","0","bgm_M102","0","阿爾瑪之戰","5002006","901000603","0","0","0","0","0","bgm_M102","0"
"0","90","81000305","55003006","901000601","901000701","0","550030061","901000703","bgm_M109","0","加爾格之戰","5003006","901000702","0","0","0","0","0","bgm_M109","0"
"0","90","100931","55004005","901000601","901000801","0","550040051","901000803","bgm_M116","0","泳裝戰鬥","5004005","901000802","0","0","0","0","0","bgm_M116","0"
"0","90","81000505","55005006","901000906","901000901","901000904","550050061","901000903","bgm_M124","0","島鯨戰鬥","5005006","901000902","0","0","0","0","0","bgm_M124","0"
"0","90","81001105","55011005","901000906","901001001","0","550110051","901001003","bgm_M192","0","情人節頭目戰","5011005","901001002","0","0","0","0","0","bgm_M192","0"
"0","90","81001106","55011006","901001001","901001002","0","550110051","0","0","0","情人節頭目戰","5011006","901001003","0","0","0","0","0","0","0"
