top_event_id,drama_type,pattern,zoom_offset_x,zoom_offset_y,pre_drama_id,main_drama_id,branch_id_1,branch_id_2,branch_id_3,branch_id_4,branch_id_5,chest_id
"3001","1","1","40","7","30011","30012","0","0","0","0","0","40001"
"3002","1","5","40","7","30021","30022","0","0","0","0","0","40001"
"3003","1","6","40","7","30031","30032","0","0","0","0","0","40001"
"3004","1","6","-58","0","30041","30042","0","0","0","0","0","40001"
"3005","1","1","-42","-20","30051","30052","0","0","0","0","0","40001"
"3006","1","5","-42","-20","30061","30062","0","0","0","0","0","40001"
"3007","1","1","0","40","30071","30072","0","0","0","0","0","40001"
"3008","1","5","0","40","30081","30082","0","0","0","0","0","40001"
"3009","1","6","0","40","30091","30092","0","0","0","0","0","40001"
"4001","2","1","0","0","40011","40012","0","0","0","0","0","40001"
"4002","2","5","0","0","40021","40022","0","0","0","0","0","40001"
"4005","2","1","0","0","40051","40052","0","0","0","0","0","40001"
"4006","2","5","0","0","40061","40062","0","0","0","0","0","40001"
"4007","2","6","0","0","40071","40072","0","0","0","0","0","40001"
"4009","2","6","0","0","40091","40092","0","0","0","0","0","40004"
"4010","2","1","0","0","40101","40102","0","0","0","0","0","40004"
"4011","2","5","0","0","40111","40112","0","0","0","0","0","40004"
"4012","2","6","0","0","40121","40122","0","0","0","0","0","40001"
