52ea8ec61e15e1aefa62f32b2b6375a312871b58ad956cce6a7cd8930164a312,86f377d512b493d9fb1548414fd63e3b7d1990ce5827bb89a823c955d27b5a3d,1fca88beda5650818b76fc5bb59c1baa81842386b206bf964f157b86c5408586,27194fcd8ce32a425cb88714239e767ee0c3e9d543f967c8703f6981d683c8bb,103c41689169135587a9d10b19acb0928e58e6aa3e98374ee621d285cd64e932,3b376c58c4241e73edd9ccb37cb7503df77de8fdf47a35bcbae0b9d328173f2c,e6afe7f55fb241b3b7c5fdcc339e96cd5e97a3a24db892596d2d2cf0c490eb57,8c22db5146f5e8fe801d77f2b03c9ad00736d1a71bd46118a6ba089c2c6d5a89,7a5264cd60d9e3a0eeea56d9a0bc24c68dcd3ba0c7f7e76c65cc7c54225faef7,bb44717afa203b6c81368aeb07fc7092d8bc2c94f30e3d76f0fd466fcbd9ef56,ce719f0f92b01bf0c1055deefbcc18e347f9c69fb4d433c57397cd2ce0ea73d2,74265fe0491d4cc535506c21b4b2197762d61809985ff6529b4898714dfdabcc,e9a2d0257a1b10726e8aaf9dea9417e2c6996543446b6d1cf2c701711d75d982,915d3e06d54bb66812d97980949baeb11d110bfeca2bb4a6ff48b956177586e0,690ff8601703abe7135336c18f8c9e0b6b8b0a7ce7f04e1c82493ff2c8a6fb9b,48abf98e2025cd377869c072e516631ece22f600d450fb6df2bc1271462168b2,1d38d83e23a7345767dfbbfcf052eef7a190db782190b6d021b2a3e509cede78,b9c0c507b0e270419010d82e0a9d316f488b8b2287ffc264903b419814794865,f45ddb0bd25cd9fa72942d11c341fd1eab992538f935be6ee45d1713f29adfe2,e858f5b92b6e0c4ac725a3004ca221e8ec5f06c12999bc351eefde0f41699fd3,f206a29ae8fc9150d313c4aee5dc38036532a65b94bbb574e8ec22075fb74389,d4fbbbb6239f6f3292b621246746fadca7c5ceaa28ae56be1d0d6780fbeea948,fa93bc3994ef83db5d4f2e3bca314fc1922f4b6e9ed3a64606f872d190d4cb99,9d003b306c87b599ba45d2889773ed8edb1e950ad9a17d88a064a06f186db0df,605c8fce7803596ff82cfded8bd80fc533655d60e0186d643d1d3cf9c9d159bf,f967ec237b9648d92b730a29af1121f5faf9f1e40383b14b2f1fd0a592764c5d,9a7ab25da12f59871389de75ab62b6e673e0907dd7c7c682afbd1f9febbad620,b44d44670eac6e9c459a91cca6e16a4544dee1e951820a46b37333dc0720039e,51607b075a96200134a26b6ae5f8ddb8d76954af61852f168fa051adae178dd7,57836cf4045304955cbe2f14a46b5dff7e0e6aea003816033fcc6fbf7cc7f6e0,6ff4a6300963e57e62514044ccb75623ca4544d9ee33fa852180aabf48bb5db4,35de841c82d8d7fd916fb651d9684c9a84e64a68395dbad3a09b0ccd8ce2961c,366b527fecad991297e25e567936f2fc11abb610def7c2aae0f8988e4a82900b,a2e5f3ffdef0ab8d72b981b9e2ef4f4bc20db3dc5e17dc99b9278ebf36e48047
"0","1806","美食殿堂","1078","1805","1060","1211","0","為了能夠進入特別的餐廳用餐，貪吃佩可組成了這個公會。主要的目的是邊走邊吃。","0","1118","1155","1279","1058","1272","0","1","1058","1075","1119","1253","1804","0","1120","0","1059","0","0","1210","0","1076","0","0","0"
"0","1225","破曉之星","1087","1156","1003","1288","0","公會長是日和，並以助人為中心活動著的公會。但真正的目的是，實現夢見相同夢境的３人所許下的「到達索爾之塔頂端」心願","0","1803","1224","0","1001","1287","0","2","1001","1088","1801","1289","1140","0","1802","0","1002","0","0","1226","0","1089","0","0","0"
"0","0","拉比林斯","1171","1811","1011","0","0","由謎樣人物・拉比林斯達所一手建立，探究世界謎團的公會。經營著可麗餅店，對外偽裝成平凡的公會。也就是俗稱的祕密結社。","0","1337","0","0","1068","0","0","3","1068","1091","1212","0","1200","0","1193","0","1049","0","0","0","0","1129","0","0","0"
"0","0","慈樂之音","1139","1248","1054","0","0","由單人偶像的望所組成，以歌舞（來與日常中產生的悲傷心情）戰鬥的偶像公會。以Live的演出為主要活動內容。","0","1322","1344","0","1029","0","0","4","1029","1084","1174","0","1173","0","1172","0","1042","0","0","0","0","1116","0","0","0"
"0","0","小小甜心","1113","1227","1036","0","0","由感情良好的３人組所創立，實際上是非公認的公會。演著公會戲碼，實際目的只是想到處玩。","0","1307","0","0","1020","0","0","5","1020","1111","1228","0","1229","0","1808","0","1004","0","0","0","0","1112","0","0","0"
"0","0","森林守衛","1135","1246","1040","0","0","由精靈族來管理、守護森林，歷史悠久的公會。管理著只有精靈之森才採得到藥草，並守衛著森林。","0","1284","1346","0","1015","0","0","6","1015","1107","1807","0","1221","0","1167","0","1012","0","0","0","0","1134","0","0","0"
"0","1220","惡魔偽王國軍","1081","1138","1006","1240","0","伊莉亞與魔族少女們所組成的公會。其名與伊莉亞當年所統領、和眾神為敵並且展開戰鬥的魔族最強軍團的名字相同。","0","1199","1209","0","1044","1271","0","7","1044","1031","1117","1262","1137","0","1082","0","1022","0","0","1241","0","1007","0","0","0"
"0","1339","王宮騎士團（NIGHTMARE）","1136","1238","1037","0","0","身為蘭德索爾的國軍，其活動目的為保護「王宮」及皇族，以及完成所接受到的聖令。另一身為守護街上治安的警察組織的身分也十分強悍。","0","1239","1242","0","1047","0","0","8","1047","1005","1143","0","1236","0","1141","0","1071","0","0","0","0","1115","0","0","0"
"0","1232","咲戀育幼院","1086","1145","1023","1308","0","雖然是孤兒院，但買賣的範圍也做得相當廣。身為王宮護衛時的每一天，自覺找不出其價值的咲戀，為了想幫助他人，於是帶著這樣的心情組成了公會。","0","1213","1809","0","1028","0","0","9","1028","1021","1103","1335","1121","0","1085","0","1025","0","0","1275","0","1077","0","0","0"
"0","1231","哞哞自衛隊","1104","1159","1014","1298","0","保護同為【動物苑】的夥伴免於魔物們的威脅的武鬥派公會。同時也從事著「闇影」異變的調查及解決。與【王宮騎士團】的關係水火不容。","0","1160","1177","0","1010","0","0","10","1010","1017","1122","1310","1157","0","1106","0","1043","0","0","1285","0","1105","0","0","0"
"0","0","伊麗莎白牧場","1127","1192","1038","0","0","位在山上的牧場公會。活動內容講白了就是牧場，飼育著牛及馬等等的動物。同時也是獸人們度過休假的野餐地及病人的靜養之地。","0","1235","1254","0","1033","0","0","11","1033","1026","1158","0","1807","0","1128","0","1052","0","0","0","0","1123","0","0","0"
"0","1251","墨丘利財團","1079","1169","1034","1268","0","手邊有著龐大的資金，對各式各樣的事業進行融資及買賣的公會。懲治使用惡劣手段賺取金錢的生意人，是其背地裡的活動目的。","0","1809","1222","0","1032","0","0","12","1032","1046","1144","0","1168","0","1146","0","1048","0","0","1267","0","1080","0","0","0"
"0","1219","暮光流星群","1090","1170","1027","1247","0","基於某個目的而組成，無論什麼危險的委託都會承攬下來的萬事屋公會。幾乎每個成員都擁有稱號，也傳聞是蘭德索爾最危險的公會。","0","1175","1208","0","1056","1299","0","13","1056","1013","1131","1276","1133","0","1132","0","1051","0","0","1237","0","1009","0","0","0"
"0","0","月光學院","1101","1273","1016","0","0","存在於蘭德索爾的學校之一。由公會管理協會所直營的公立教育機關。在學校裡，前來上學的學生的年齡、種族、學力都不盡相同。","0","1329","0","0","1018","0","0","14","1018","1083","1190","0","1214","0","1179","0","1050","0","0","0","0","1100","0","0","0"
"0","1215","純白之翼 蘭德索爾分部","1095","1176","1030","1263","0","身為公會長的莫妮卡所組成的公會。總是因愚蠢的行動而招來許多危機，但成員都可憑己身之力華麗地解決。","0","1178","1191","0","1053","1332","0","15","1053","1045","1130","1270","1142","0","1096","0","1008","0","0","1252","0","1055","0","0","0"
"0","0","聖德蕾莎女子學院（好朋友社）","1164","0","1109","0","0","以通過獎學金審查做為目的，而為了表現具有達成「高親和力共同體」的條件，所趁勢結成的新感覺社團風公會。","0","0","0","0","1110","0","0","16","1110","1163","1294","0","1295","0","1293","0","1108","0","0","0","0","1162","0","0","0"
"0","0","龍族巢穴","1216","1318","1066","0","0","為了發現並且保護稀有的種族－龍人族為目的而成立。僅管在各地都有進行著探索的蹤跡，然而私底下卻進行著幫派活動的負面傳聞不曾停歇過的一個公會。","0","0","0","0","1067","0","0","17","1067","1165","1249","0","1283","0","1245","0","1065","0","0","0","0","1166","0","0","0"
"0","0","里士滿工商會","0","0","0","0","0","","0","0","0","0","1180","0","0","18","1180","0","0","0","0","0","0","0","1280","0","0","0","0","0","0","0","0"
"0","0","憤怒‧軍團","1182","0","1269","0","0","","0","0","0","0","1181","0","0","19","1923","1311","0","0","0","0","1343","0","1233","0","0","0","0","1312","0","0","0"
