6ffbe8555c9766836f42d741b259c5d9c1096e46a54332cc7f6f47b6fd528bfb,904cb3779a4be11c60f08e7211d77e7f88a93d6da1fad4dc87075d4f88487f8a,c1a5377e5cb1de2a34bf4f9f07b077c189c0322cad03c366d033d7884aaf8c7c,ac51f801690ccbf98fc01ef9f45241a53dd755efc7c817ce22f59fa021fe5307,beef4e998c14bf240f4555c31a1cb07b07f2eebcbd8fe2b7ea269e203ceb0db0,7fe12d743d06aed72d4f3affd42ca2c5507555ee5888c25011e10aab86671d1d,28ae78dc858e0354aa2eb161b96a9f9fe9660bd64e0355418a83b36172a5c0d8,4861d0133699a9ade570134ee886a11c6015b728abc526fce6b775ca0cdf6dc0
"111","1","48","5","4","3","2","1"
"121","1","96","5","4","3","2","1"
"131","1","144","5","4","3","2","1"
"141","1","192","5","4","3","2","1"
"151","1","240","5","4","3","2","1"
"211","2","84","0","0","0","0","1"
"221","2","168","0","0","0","0","1"
"231","2","252","0","0","0","0","1"
"241","2","336","0","0","0","0","1"
"251","2","420","0","0","0","0","1"
"311","5","36","0","0","0","0","3"
"321","5","72","0","0","0","0","3"
"331","5","108","0","0","0","0","3"
"341","5","144","0","0","0","0","3"
"351","5","180","0","0","0","0","3"
"411","4","84","0","0","0","0","4"
"421","4","168","0","0","0","0","4"
"431","4","252","0","0","0","0","4"
"441","4","336","0","0","0","0","4"
"451","4","420","0","0","0","0","4"
"511","4","84","0","0","0","0","2"
"521","4","168","0","0","0","0","2"
"531","4","252","0","0","0","0","2"
"541","4","336","0","0","0","0","2"
"551","4","420","0","0","0","0","2"
"611","2","84","0","0","0","0","4"
"621","2","168","0","0","0","0","4"
"631","2","252","0","0","0","0","4"
"641","2","336","0","0","0","0","4"
"651","2","420","0","0","0","0","4"
"711","1","56","0","0","0","0","5"
"721","1","112","0","0","0","0","5"
"731","1","168","0","0","0","0","5"
"741","1","224","0","0","0","0","5"
"751","1","280","0","0","0","0","5"
"811","101","1","0","0","0","0","2"
"911","2","84","0","0","0","0","3"
"921","2","168","0","0","0","0","3"
"931","2","252","0","0","0","0","3"
"941","2","336","0","0","0","0","3"
"951","2","420","0","0","0","0","3"
"1011","101","1","0","0","0","0","1"
"1111","5","36","0","0","0","0","2"
"1121","5","72","0","0","0","0","2"
"1131","5","108","0","0","0","0","2"
"1141","5","144","0","0","0","0","2"
"1151","5","180","0","0","0","0","2"
"1211","4","84","0","0","0","0","5"
"1221","4","168","0","0","0","0","5"
"1231","4","252","0","0","0","0","5"
"1241","4","336","0","0","0","0","5"
"1251","4","420","0","0","0","0","5"
"1311","2","86","0","0","0","0","1"
"1321","2","172","0","0","0","0","1"
"1331","2","258","0","0","0","0","1"
"1341","2","344","0","0","0","0","1"
"1351","2","430","0","0","0","0","1"
"1411","1","44","0","0","0","0","3"
"1421","1","88","0","0","0","0","3"
"1431","1","132","0","0","0","0","3"
"1441","1","176","0","0","0","0","3"
"1451","1","220","0","0","0","0","3"
"1511","5","36","0","0","0","0","4"
"1521","5","72","0","0","0","0","4"
"1531","5","108","0","0","0","0","4"
"1541","5","144","0","0","0","0","4"
"1551","5","180","0","0","0","0","4"
"1611","101","1","0","0","0","0","5"
"1711","100","1","0","0","0","0","2"
"1811","4","84","0","0","0","0","3"
"1821","4","168","0","0","0","0","3"
"1831","4","252","0","0","0","0","3"
"1841","4","336","0","0","0","0","3"
"1851","4","420","0","0","0","0","3"
"1911","3","36","0","0","0","0","4"
"1921","3","72","0","0","0","0","4"
"1931","3","108","0","0","0","0","4"
"1941","3","144","0","0","0","0","4"
"1951","3","180","0","0","0","0","4"
"2011","4","84","0","0","0","0","1"
"2021","4","168","0","0","0","0","1"
"2031","4","252","0","0","0","0","1"
"2041","4","336","0","0","0","0","1"
"2051","4","420","0","0","0","0","1"
"2111","100","1","0","0","0","0","3"
"2211","2","84","0","0","0","0","5"
"2221","2","168","0","0","0","0","5"
"2231","2","252","0","0","0","0","5"
"2241","2","336","0","0","0","0","5"
"2251","2","420","0","0","0","0","5"
"2311","1","44","0","0","0","0","1"
"2321","1","88","0","0","0","0","1"
"2331","1","132","0","0","0","0","1"
"2341","1","176","0","0","0","0","1"
"2351","1","220","0","0","0","0","1"
"2411","2","84","0","0","0","0","2"
"2421","2","168","0","0","0","0","2"
"2431","2","252","0","0","0","0","2"
"2441","2","336","0","0","0","0","2"
"2451","2","420","0","0","0","0","2"
"2511","4","86","0","0","0","0","5"
"2521","4","172","0","0","0","0","5"
"2531","4","258","0","0","0","0","5"
"2541","4","344","0","0","0","0","5"
"2551","4","430","0","0","0","0","5"
"2611","100","1","5","4","3","2","1"
"2621","100","2","5","4","3","2","1"
"2631","100","3","5","4","3","2","1"
"2711","3","36","0","0","0","0","1"
"2721","3","72","0","0","0","0","1"
"2731","3","108","0","0","0","0","1"
"2741","3","144","0","0","0","0","1"
"2751","3","180","0","0","0","0","1"
"2811","4","86","0","0","0","0","4"
"2821","4","172","0","0","0","0","4"
"2831","4","258","0","0","0","0","4"
"2841","4","344","0","0","0","0","4"
"2851","4","430","0","0","0","0","4"
"2911","7","10","0","0","0","0","5"
"2921","7","20","0","0","0","0","5"
"2931","7","30","0","0","0","0","5"
"2941","7","40","0","0","0","0","5"
"2951","7","50","0","0","0","0","5"
"3011","3","36","0","0","0","0","2"
"3021","3","72","0","0","0","0","2"
"3031","3","108","0","0","0","0","2"
"3041","3","144","0","0","0","0","2"
"3051","3","180","0","0","0","0","2"
"3111","1","46","0","0","0","0","3"
"3121","1","92","0","0","0","0","3"
"3131","1","138","0","0","0","0","3"
"3141","1","184","0","0","0","0","3"
"3151","1","230","0","0","0","0","3"
"3211","4","88","0","0","0","0","4"
"3221","4","176","0","0","0","0","4"
"3231","4","264","0","0","0","0","4"
"3241","4","352","0","0","0","0","4"
"3251","4","440","0","0","0","0","4"
"3311","4","86","0","0","0","0","1"
"3321","4","172","0","0","0","0","1"
"3331","4","258","0","0","0","0","1"
"3341","4","344","0","0","0","0","1"
"3351","4","430","0","0","0","0","1"
"3411","2","86","0","0","0","0","2"
"3421","2","172","0","0","0","0","2"
"3431","2","258","0","0","0","0","2"
"3441","2","344","0","0","0","0","2"
"3451","2","430","0","0","0","0","2"
"3511","5","38","0","0","0","0","3"
"3521","5","76","0","0","0","0","3"
"3531","5","114","0","0","0","0","3"
"3541","5","152","0","0","0","0","3"
"3551","5","190","0","0","0","0","3"
"3611","2","86","0","0","0","0","4"
"3621","2","172","0","0","0","0","4"
"3631","2","258","0","0","0","0","4"
"3641","2","344","0","0","0","0","4"
"3651","2","430","0","0","0","0","4"
"3711","4","88","0","0","0","0","5"
"3721","4","176","0","0","0","0","5"
"3731","4","264","0","0","0","0","5"
"3741","4","352","0","0","0","0","5"
"3751","4","440","0","0","0","0","5"
"3811","1","44","0","0","0","0","2"
"3821","1","88","0","0","0","0","2"
"3831","1","132","0","0","0","0","2"
"3841","1","176","0","0","0","0","2"
"3851","1","220","0","0","0","0","2"
"3911","4","86","0","0","0","0","3"
"3921","4","172","0","0","0","0","3"
"3931","4","258","0","0","0","0","3"
"3941","4","344","0","0","0","0","3"
"3951","4","430","0","0","0","0","3"
"4011","3","36","0","0","0","0","5"
"4021","3","72","0","0","0","0","5"
"4031","3","108","0","0","0","0","5"
"4041","3","144","0","0","0","0","5"
"4051","3","180","0","0","0","0","5"
"4111","7","10","0","0","0","0","2"
"4121","7","20","0","0","0","0","2"
"4131","7","30","0","0","0","0","2"
"4141","7","40","0","0","0","0","2"
"4151","7","50","0","0","0","0","2"
"4211","2","88","0","0","0","0","1"
"4221","2","176","0","0","0","0","1"
"4231","2","264","0","0","0","0","1"
"4241","2","352","0","0","0","0","1"
"4251","2","440","0","0","0","0","1"
"4311","3","38","0","0","0","0","4"
"4321","3","76","0","0","0","0","4"
"4331","3","114","0","0","0","0","4"
"4341","3","152","0","0","0","0","4"
"4351","3","190","0","0","0","0","4"
"4411","1","58","0","0","0","0","5"
"4421","1","116","0","0","0","0","5"
"4431","1","174","0","0","0","0","5"
"4441","1","232","0","0","0","0","5"
"4451","1","290","0","0","0","0","5"
"4511","2","88","0","0","0","0","2"
"4521","2","176","0","0","0","0","2"
"4531","2","264","0","0","0","0","2"
"4541","2","352","0","0","0","0","2"
"4551","2","440","0","0","0","0","2"
"4611","2","86","0","0","0","0","3"
"4621","2","172","0","0","0","0","3"
"4631","2","258","0","0","0","0","3"
"4641","2","344","0","0","0","0","3"
"4651","2","430","0","0","0","0","3"
"4711","7","10","0","0","0","0","4"
"4721","7","20","0","0","0","0","4"
"4731","7","30","0","0","0","0","4"
"4741","7","40","0","0","0","0","4"
"4751","7","50","0","0","0","0","4"
"4811","3","38","0","0","0","0","1"
"4821","3","76","0","0","0","0","1"
"4831","3","114","0","0","0","0","1"
"4841","3","152","0","0","0","0","1"
"4851","3","190","0","0","0","0","1"
"4911","5","38","0","0","0","0","2"
"4921","5","76","0","0","0","0","2"
"4931","5","114","0","0","0","0","2"
"4941","5","152","0","0","0","0","2"
"4951","5","190","0","0","0","0","2"
"5011","2","86","0","0","0","0","5"
"5021","2","172","0","0","0","0","5"
"5031","2","258","0","0","0","0","5"
"5041","2","344","0","0","0","0","5"
"5051","2","430","0","0","0","0","5"
"5111","4","88","0","0","0","0","1"
"5121","4","176","0","0","0","0","1"
"5131","4","264","0","0","0","0","1"
"5141","4","352","0","0","0","0","1"
"5151","4","440","0","0","0","0","1"
"5211","3","36","0","0","0","0","3"
"5221","3","72","0","0","0","0","3"
"5231","3","108","0","0","0","0","3"
"5241","3","144","0","0","0","0","3"
"5251","3","180","0","0","0","0","3"
"5311","7","15","0","0","0","0","4"
"5321","7","30","0","0","0","0","4"
"5331","7","45","0","0","0","0","4"
"5341","7","60","0","0","0","0","4"
"5351","7","75","0","0","0","0","4"
"5411","101","1","5","4","3","2","1"
"5421","101","2","5","4","3","2","1"
"5431","101","3","5","4","3","2","1"
"5511","4","90","0","0","0","0","1"
"5521","4","180","0","0","0","0","1"
"5531","4","270","0","0","0","0","1"
"5541","4","360","0","0","0","0","1"
"5551","4","450","0","0","0","0","1"
"5611","100","1","0","0","0","0","2"
"5621","100","2","0","0","0","0","2"
"5711","6","10","0","0","0","0","5"
"5721","6","20","0","0","0","0","5"
"5731","6","30","0","0","0","0","5"
"5741","6","40","0","0","0","0","5"
"5751","6","50","0","0","0","0","5"
"5811","2","90","0","0","0","0","2"
"5821","2","180","0","0","0","0","2"
"5831","2","270","0","0","0","0","2"
"5841","2","360","0","0","0","0","2"
"5851","2","450","0","0","0","0","2"
"5911","1","48","0","0","0","0","3"
"5921","1","96","0","0","0","0","3"
"5931","1","144","0","0","0","0","3"
"5941","1","192","0","0","0","0","3"
"5951","1","240","0","0","0","0","3"
"6011","101","1","0","0","0","0","5"
"6021","101","2","0","0","0","0","5"
"6111","2","90","0","0","0","0","1"
"6121","2","180","0","0","0","0","1"
"6131","2","270","0","0","0","0","1"
"6141","2","360","0","0","0","0","1"
"6151","2","450","0","0","0","0","1"
"6211","3","38","0","0","0","0","2"
"6221","3","76","0","0","0","0","2"
"6231","3","114","0","0","0","0","2"
"6241","3","152","0","0","0","0","2"
"6251","3","190","0","0","0","0","2"
"6311","2","88","0","0","0","0","3"
"6321","2","176","0","0","0","0","3"
"6331","2","264","0","0","0","0","3"
"6341","2","352","0","0","0","0","3"
"6351","2","440","0","0","0","0","3"
"6411","2","88","0","0","0","0","4"
"6421","2","176","0","0","0","0","4"
"6431","2","264","0","0","0","0","4"
"6441","2","352","0","0","0","0","4"
"6451","2","440","0","0","0","0","4"
"6511","7","10","0","0","0","0","1"
"6521","7","20","0","0","0","0","1"
"6531","7","30","0","0","0","0","1"
"6541","7","40","0","0","0","0","1"
"6551","7","50","0","0","0","0","1"
"6611","100","1","0","0","0","0","4"
"6711","5","36","0","0","0","0","5"
"6721","5","72","0","0","0","0","5"
"6731","5","108","0","0","0","0","5"
"6741","5","144","0","0","0","0","5"
"6751","5","180","0","0","0","0","5"
"6811","5","36","0","0","0","0","1"
"6821","5","72","0","0","0","0","1"
"6831","5","108","0","0","0","0","1"
"6841","5","144","0","0","0","0","1"
"6851","5","180","0","0","0","0","1"
"6911","4","86","0","0","0","0","2"
"6921","4","172","0","0","0","0","2"
"6931","4","258","0","0","0","0","2"
"6941","4","344","0","0","0","0","2"
"6951","4","430","0","0","0","0","2"
"7011","6","10","0","0","0","0","4"
"7021","6","20","0","0","0","0","4"
"7031","6","30","0","0","0","0","4"
"7041","6","40","0","0","0","0","4"
"7051","6","50","0","0","0","0","4"
"7111","6","10","0","0","0","0","1"
"7121","6","20","0","0","0","0","1"
"7131","6","30","0","0","0","0","1"
"7141","6","40","0","0","0","0","1"
"7151","6","50","0","0","0","0","1"
"7211","101","1","0","0","0","0","3"
"7311","3","38","0","0","0","0","3"
"7321","3","76","0","0","0","0","3"
"7331","3","114","0","0","0","0","3"
"7341","3","152","0","0","0","0","3"
"7351","3","190","0","0","0","0","3"
"7411","1","56","0","0","0","0","4"
"7421","1","112","0","0","0","0","4"
"7431","1","168","0","0","0","0","4"
"7441","1","224","0","0","0","0","4"
"7451","1","280","0","0","0","0","4"
"7511","5","40","0","0","0","0","2"
"7521","5","80","0","0","0","0","2"
"7531","5","120","0","0","0","0","2"
"7541","5","160","0","0","0","0","2"
"7551","5","200","0","0","0","0","2"
"7611","4","90","0","0","0","0","4"
"7621","4","180","0","0","0","0","4"
"7631","4","270","0","0","0","0","4"
"7641","4","360","0","0","0","0","4"
