d40a8bc932557c383e4dd6735d9d2a069bfe7ae6960b04601cbe919e2db08bdf,17ecc43d473f03af2a716f7332df2eace5651b77e9b9a9685ee0ad2e7fa2c12c,59ed1a5f9a51c25168269ece78932b80d76fa40f3690a26d2d46cad1fa842117,62c2b41422a4f793095a8c81e30002a61ca8cdd14c5cbd86da972d3cf5010ba2,5bebe3b1a30b27a112da24523e95c1735216aff0de4e2e7ef79b0f86957c94d4,cb782610bbb2df0f39d9d59bb80baea4667cf318ef77be8c20eacc67cd259dc5,dd721351a497ee7b9c59c35f45904ce618ffb6c20e588652fae8a39f8cfdc1e6,70a816306dca1ab23ca048c17aa2439de4d20ceae0a19fbd8d708cc4f2d22e11,af88b96df2a6208bf2fb3d7e7e1b3fbc4152cbdfc6f7f18663f64c65743b8bd4,9ef9cacdd647c5e2c6160767456f7e64e2e98cb2d75dcd580b03701fd8858702
"0","0","Bug","2110001","Pug","Hug","1","0","Mug","0"
"0","0","Technology","2110003","Technical","Techie","1","0","Technician","0"
"0","0","雪崩","2110005","樹冰","冰瀑","1","0","暴風雪","0"
"0","0","磁鐵","2110006","大理石","黑曜石","1","0","化石","0"
"0","0","Ocean","2110007","Oceania","Bay","1","0","River","0"
"0","0","At","2110008","Dash","Slash","1","0","Hashtag","0"
"0","0","會曬到太陽的地方","2110010","建築物裡面","總是很涼快的地方","1","0","不會曬到太陽的地方","0"
"0","0","更新","2110011","更正","更動","1","0","更替","0"
"0","0","暴風雪","2110012","虹村雪","六月雪","1","0","風吹雪","0"
"0","0","Grape","2110014","Orange","Banana","1","0","Apple","0"
"0","0","地平線","2110016","新幹線","電話線","1","0","拋物線","0"
"0","0","黑歷史","2110018","藍歷史","紅歷史","1","0","白歷史","0"
"0","0","醬油","2110019","味噌","醋","1","0","味醂","0"
"0","0","Track","2110021","Truck","Train","1","0","Bus","0"
"0","0","火上加油","2110022","愈描愈黑","加油添醋","1","0","難上加難","0"
"0","0","Liver","2110023","Heart","Stomach","1","0","Brain","0"
"0","0","啟用","2110024","啟動","開場","1","0","開演","0"
"0","0","coin","2110025","line","cane","1","0","loin","0"
"0","0","服裝","2110026","常服","便服","1","0","服侍","0"
"0","0","水印","2110028","流水號","水章","1","0","水標","0"
"0","0","Elephant","2110031","Owl","Cockroach","1","0","Spider","0"
"0","0","狼","2110032","啷","朗","1","0","浪","0"
"0","0","如虎添翼","2110034","雪上加霜","雪中送炭","1","0","錦上添花","0"
"0","0","不勞而獲","2110035","前功盡棄","勞而無功","1","0","功虧一簣","0"
"0","0","忍無可忍","2110036","慘不忍睹","隱忍不發","1","0","愛不忍釋","0"
"0","0","開除","2110037","捕魷魚","攪和","1","0","煮菜","0"
"0","0","實力相當","2110038","遇到敵人","棋藝很高","1","0","喜歡下棋","0"
"0","0","百合","2110039","牽牛花","茉莉花","1","0","水仙","0"
