e2bffbc809625df38ce5e10c34f626bbc50ea4eaa5d4c3b21af59fe95e2b0250,0c0a4038db1afc348e099d6f8e2213313c34f63e27c7f0b143ee02d4a4fc498e,7deb171b6a116c0edd6cd0af434ff9662a2bfba42d3351bd00de82fde482ddd2,78281b8e52f3f0287cecb1f969aca14c201b8f02228d9dbb306c2a9d63a63149,e8fa384421a48e55030ec64ec4aa5c2ca45aafefe6d6237e2e2667e09d742b4a,fce0ea098a865768e01d1d3d8a44bfd1fa1772e9239002f48ba848547c805061,1390e43e22b881d39429bc5f95bb9276c9b867e70af27d4fc563f61449311ab2,d6e77cc98d4c74d6165882f6f8ec52b7c5bc7c6fdb9e66f34c385f43cea52ea1,29e7505f5eb1732a55fd04b92e5d4c787845299590e2d57826744c0f5ddacbf9,01852eebeb788628f2d4d66c041143b96b0e2f7d36081f496df88ef10a66a444,84359b59a89e6251b9ec656553c84566155e1885eecf5f8ebfc56ac13b077244
"25021","31","282001001","8","8","10","25012","1","2","2","91002"
"25021","31","282001002","8","8","10","25012","2","2","2","91002"
"25021","32","282001003","8","8","10","25012","3","2","2","91002"
"25021","32","282001004","8","8","10","25012","4","2","2","91002"
"25021","33","282001005","8","8","10","25012","5","2","2","91002"
"25021","33","282001006","9","8","10","25012","6","2","2","91002"
"25021","34","282001007","9","8","10","25012","7","2","2","91002"
"25021","35","282001008","9","8","10","25012","8","2","2","91002"
"25021","35","282001009","9","8","10","25012","9","2","2","91002"
"25021","37","282001010","10","8","30","25012","10","2","2","91002"
"25021","41","282001011","10","8","10","25012","11","2","2","91002"
"25021","43","282001012","11","8","10","25012","12","2","2","91002"
"25021","46","282001013","11","8","10","25012","13","2","2","91002"
"25021","48","282001014","12","8","10","25012","14","2","2","91002"
"25021","50","282001015","12","8","10","25012","15","2","2","91002"
"25021","53","282001016","13","8","10","25012","16","2","2","91002"
"25021","55","282001017","14","8","10","25012","17","2","2","91002"
"25021","58","282001018","14","8","10","25012","18","2","2","91002"
"25021","60","282001019","15","8","10","25012","19","2","2","91002"
"25021","62","282001020","15","8","30","25012","20","2","2","91002"
"25021","68","282001021","16","8","10","25012","21","2","2","91002"
"25021","70","282001022","16","8","10","25012","22","2","2","91002"
"25021","72","282001023","16","8","10","25012","23","2","2","91002"
"25021","75","282001024","17","8","10","25012","24","2","2","91002"
"25021","77","282001025","18","8","10","25012","25","2","2","91002"
"25021","79","282001026","18","8","10","25012","26","2","2","91002"
"25021","82","282001027","19","8","10","25012","27","2","2","91002"
"25021","84","282001028","19","8","10","25012","28","2","2","91002"
"25021","86","282001029","19","8","10","25012","29","2","2","91002"
"25021","89","282001030","20","8","30","25012","30","2","2","91002"
"25021","94","282001031","20","8","10","25012","31","2","2","91002"
"25021","96","282001032","21","8","10","25012","32","2","2","91002"
"25021","99","282001033","21","8","10","25012","33","2","2","91002"
"25021","101","282001034","22","8","10","25012","34","2","2","91002"
"25021","103","282001035","22","8","10","25012","35","2","2","91002"
"25021","106","282001036","23","8","10","25012","36","2","2","91002"
"25021","108","282001037","23","8","10","25012","37","2","2","91002"
"25021","111","282001038","24","8","10","25012","38","2","2","91002"
"25021","113","282001039","25","8","10","25012","39","2","2","91002"
"25021","115","282001040","25","8","30","25012","40","2","2","91002"
"25021","121","282001041","26","8","10","25012","41","2","2","91002"
"25021","123","282001042","27","8","10","25012","42","2","2","91002"
"25021","125","282001043","28","8","10","25012","43","2","2","91002"
"25021","128","282001044","28","8","10","25012","44","2","2","91002"
"25021","130","282001045","29","8","10","25012","45","2","2","91002"
"25021","132","282001046","30","8","10","25012","46","2","2","91002"
"25021","135","282001047","30","8","10","25012","47","2","2","91002"
"25021","137","282001048","31","8","10","25012","48","2","2","91002"
"25021","139","282001049","31","8","10","25012","49","2","2","91002"
"25021","142","282001050","31","8","30","25012","50","2","2","91002"
