b665e0367a5ef71c6cfa8831cbb9be7b9c0c34e125bfd092f3cfc5f7235c392a,3a1834bc78c983722e99bb2809ade9fc1efa29aaf321be6b17cc6b1e4bfb2ac2,e071c4be0c6f3a04cef037c84861bc11f549207b5e38bd235e4ae86fabc4bb1c,0a59860979597cc0b305d7bae8ac8116f75a82b58525ddbfb176604943a9ad27,8c49d9f451219afecd1180f32df8333de63f5e68143cd8eaf01ddc47b50290fa,acc447687effe6c2a2798afc8c3bf3a00e8a6775de95d8a494d1789d1250cd6c,b0f13d00a4114428ea3ee6ff03d46848c352bbefdf09ee3189cfd46388bea3bd,53c15d7b7de365a08cc020a7e1a9537050ed95c961d4ee8262e7284b7b388ec3,99b015c3e0eeaa20a3b9878b0feef1d69e887236ac9edaa3fc52bc76ad774a26,81d41a76fec2596a25a1e2b41b90bc72f02857837301b3fc7e1d3b32cc8d2df4,e3421f2e2d1c9f1e0a0eff62ef9a0aff89e1cf2f42386a1c3a39a364400e230f,051e8385d7f1516265cbd85268019c15283a4aa6d192d46f9a62f715be95a812,e6d63ef95ec3af4f6b3f25adeba850e2fa1d72f3372de64a954e00c0769c4ff2,18b2f0b04cbb348e300ec33d4983c5407c8c488722487606d88e628f3eda6a37,c0fc69e98559c8ecc713055e392c6dc24e1079c192257071741ebfe5212b6377,aa013188aa720a296ab8eefa80ee1e54f9cc74f154e37a4816b18eaa20534d36,bd54bd5ae91fb9bd1c4003d4870de41972f5adc6d9804876f4ff738b7816520b,2e62fb17b9822761ef565daa08235b8eb01f37c537c9f2515f98c383975bf915
"0","0","5000","94002","12","0","分數累積獲得 20000 分","0","20000","1","0","0","0","0","0","0","0","0"
"0","0","10000","94002","12","0","分數累積獲得 40000 分","0","40000","2","0","0","0","0","0","0","0","0"
"0","0","15000","94002","12","0","分數累積獲得 60000 分","0","60000","3","0","0","0","0","0","0","0","0"
"0","0","20000","94002","12","0","分數累積獲得 80000 分","0","80000","4","0","0","0","0","0","0","0","0"
"0","0","50","91002","8","23001","分數累積獲得 100000 分","0","100000","5","0","5","0","0","2","0","0","0"
"0","0","25000","94002","12","0","分數累積獲得 120000 分","0","120000","6","0","0","0","0","0","0","0","0"
"0","0","30000","94002","12","0","分數累積獲得 140000 分","0","140000","7","0","0","0","0","0","0","0","0"
"0","0","35000","94002","12","0","分數累積獲得 160000 分","0","160000","8","0","0","0","0","0","0","0","0"
"0","0","40000","94002","12","0","分數累積獲得 180000 分","0","180000","9","0","0","0","0","0","0","0","0"
"0","0","50","91002","8","23001","分數累積獲得 200000 分","0","200000","10","0","5","0","0","2","0","0","0"
"0","0","55000","94002","12","0","分數累積獲得 220000 分","0","220000","11","0","0","0","0","0","0","0","0"
"0","0","35000","94002","12","0","分數累積獲得 240000 分","0","240000","12","0","0","0","0","0","0","0","0"
"0","0","40000","94002","12","0","分數累積獲得 260000 分","0","260000","13","0","0","0","0","0","0","0","0"
"0","0","45000","94002","12","0","分數累積獲得 280000 分","0","280000","14","0","0","0","0","0","0","0","0"
"0","23001","1","11001039","15","91002","分數累積獲得 300000 分","10","300000","15","2","150","0","0","8","0","0","0"
