fe9f3eb8d853a061bcc3b236818a64f6d423871e710f92d3b3f2788aa77231dd,f0df819e3ded1b3e0b0f1b1bd69edfa46ea74aa1b2a04db82576c61363f01d3d,46d193643153c5259b9c90ad7f82efa5de76146b51816daac7727f2f8b0e4faf,42e47fc8e809c15295c83b32ab638f84c20f43bba0c91eb2857c876e6a3ebea4,7bb8068a7b073d1bb50a2e16642285110759df8481254966d38470e51abac775,5bcdd7bd025c7b61ebf8e970d5a16d2c66a6648b05b8365e0fda518005aa1403,c47873d33bb04c804f03c941a195aeb5ee017c456d1513f2d7ce0701bf212bef,925919276cc7d5a08adcd1aab418eb1c01cc5fc597f318cb2bc3ac2784a3cac7,c9ef935e06984f2489568efb176132dac62ade34f85bb20f836753e232acef4f,4a98a5effe7f2821c2d7e99a11a2e1f8b8521434a38cc463124419d48a72e5ee,ad5a3385174abbe02dda750ec806f73719b7f1ae0a002e8cd260c29cc87a23b0,116e9a2805b00d1bfd05d1e4e8f65b8d05146452918e5b1e251cd0cb35d999b9,c53f489785c1670711aa9076ee74618cd904a38db0c36369a2cbf780a1ed9a75,d24addf0fdb2546b465db963bdd434056c06db7175d67a23781740235c8c05e8
"0","53","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","1","3.414","2","-416.5","190801","0","1","2030/01/01 14:59:59","2018/01/31 12:00:00","花凜","53003"
"0","53","將任務完成，\n並獲得獎勵吧！","1","3.099","2","-416.5","190801","0","2","2030/01/01 14:59:59","2018/01/31 12:00:00","花凜","53004"
"0","54","似乎有能夠\n領取的獎勵了。\n請確認看看","1","2.801","2","-416.5","190801","0","3","2030/01/01 14:59:59","2018/01/31 12:00:00","花凜","54003"
"0","54","能夠領取獎勵了！\n請檢查看看","2","0","2","-416.5","190801","0","4","2030/01/01 14:59:59","2018/01/31 12:00:00","花凜","54004"
"0","55","這裡是公會管理協會！\n如果您持有討伐證的話，\n就能夠交換獎勵哦","1","5.506","2","-363","190801","0","1","2030/01/01 14:59:59","2018/01/31 12:00:00","花凜","55003"
"0","55","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2","1.216","1","-363","190801","0","2","2030/01/01 14:59:59","2018/01/31 12:00:00","花凜","55004"
"0","56","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2","1.539","1","-363","190801","0","3","2030/01/01 14:59:59","2018/01/31 12:00:00","花凜","56003"
"0","56","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2","1.875","1","-363","190801","0","4","2030/01/01 14:59:59","2018/01/31 12:00:00","花凜","56004"
"0","57","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","1","0","1","-416.5","190801","0","5","2030/01/01 14:59:59","2018/01/31 12:00:00","花凜","57003"
"0","53","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","1","3.414","2","-416.5","190801","10043","1","2020/10/28 15:59:59","2020/10/19 16:00:00","花凜","10043001"
"0","53","將任務完成，\n並獲得獎勵吧！","1","3.099","2","-416.5","190801","10043","2","2020/10/28 15:59:59","2020/10/19 16:00:00","花凜","10043002"
"0","54","似乎有能夠\n領取的獎勵了，\n請確認看看。","1","2.801","2","-416.5","190801","10043","3","2020/10/28 15:59:59","2020/10/19 16:00:00","花凜","10043003"
"0","54","能夠領取獎勵了！\n請檢查看看","2","0","2","-416.5","190801","10043","4","2020/10/28 15:59:59","2020/10/19 16:00:00","花凜","10043004"
"0","57","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","1","0","1","-416.5","190801","10043","5","2020/10/28 15:59:59","2020/10/19 16:00:00","花凜","10043005"
"0","51","","1","6.75","2","-285","110001","10043","101","2020/10/28 15:59:59","2020/10/19 16:00:00","鈴奈（夏日）","10043101"
"0","51","","2","0","2","-285","110101","10043","201","2020/10/28 15:59:59","2020/10/19 16:00:00","伊緒（夏日）","10043102"
"70","51","","2","7.237","3","-285","110201","10043","301","2020/10/28 15:59:59","2020/10/19 16:00:00","美咲（夏日）","10043103"
"0","51","","6","5.017","4","-285","110001","10043","102","2020/10/28 15:59:59","2020/10/19 16:00:00","鈴奈（夏日）","10043104"
"0","51","","2","4.802","1","-285","110101","10043","202","2020/10/28 15:59:59","2020/10/19 16:00:00","伊緒（夏日）","10043105"
"70","51","","2","10.992","3","-285","110201","10043","302","2020/10/28 15:59:59","2020/10/19 16:00:00","美咲（夏日）","10043106"
"0","51","","2","0","2","-285","110001","10043","103","2020/10/28 15:59:59","2020/10/19 16:00:00","鈴奈（夏日）","10043107"
"0","51","","1","3.047","2","-285","110101","10043","203","2020/10/28 15:59:59","2020/10/19 16:00:00","伊緒（夏日）","10043108"
"0","52","","2","7.904","1","-285","110001","10043","104","2020/10/28 15:59:59","2020/10/19 16:00:00","鈴奈（夏日）","10043109"
"0","52","","1","8.81","2","-285","110101","10043","204","2020/10/28 15:59:59","2020/10/19 16:00:00","伊緒（夏日）","10043110"
"70","52","","2","6.65","1","-285","110201","10043","304","2020/10/28 15:59:59","2020/10/19 16:00:00","美咲（夏日）","10043111"
"0","52","","1","9.043","6","-285","110001","10043","105","2020/10/28 15:59:59","2020/10/19 16:00:00","鈴奈（夏日）","10043112"
"0","52","","2","4.995","5","-285","110101","10043","205","2020/10/28 15:59:59","2020/10/19 16:00:00","伊緒（夏日）","10043113"
"70","52","","1","11.657","2","-285","110201","10043","305","2020/10/28 15:59:59","2020/10/19 16:00:00","美咲（夏日）","10043114"
"0","52","","2","7.892","5","-285","110001","10043","106","2020/10/28 15:59:59","2020/10/19 16:00:00","鈴奈（夏日）","10043115"
"0","52","","2","7.635","3","-285","110101","10043","206","2020/10/28 15:59:59","2020/10/19 16:00:00","伊緒（夏日）","10043116"
"70","52","","1","9.858","2","-285","110201","10043","306","2020/10/28 15:59:59","2020/10/19 16:00:00","美咲（夏日）","10043117"
"0","53","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","1","3.414","2","-416.5","190801","10044","1","2020/11/20 15:59:59","2020/11/02 16:00:00","花凜","10044001"
"0","53","將任務完成，\n並獲得獎勵吧！","1","3.099","2","-416.5","190801","10044","2","2020/11/20 15:59:59","2020/11/02 16:00:00","花凜","10044002"
"0","54","似乎有能夠\n領取的獎勵了，\n請確認看看。","1","2.801","2","-416.5","190801","10044","3","2020/11/20 15:59:59","2020/11/02 16:00:00","花凜","10044003"
