fef811188950f3e042e45167ce940909dba7109f14b6d5458a86e3525ee8237a,75271626aacbf200ebf8932c4b344965cb8eea6e2513799dbc62d3bff340d4f7,534fdd00613da2ad7df5bda013c058ee488d03435635caf9cd2551e768573e04,e79565a43913e05d5be319a90bbace9f4e9fbf9d55d57e055be894b1e26622ca,fdc71ac565b5025b9ea687ad0219ee7175303eb83ed84cffb9f34c196ae83fc4,65221b2a187d7f26bd77dc8bd650cc1394693764be0c2f44e407a07b76ddc0f4,96cb013a8dc3c827fd966b138586450a2e74d4097a28da2d2446cc0bcbc2a23f,0f998fe471c6cfbc289390c86a5b85b1ddedec0f447db082ece6983a3c514e09,93612f567b79ecd4df912822110fb41b7c6f6aaba3d91cf68b9196aca9913b81,42e0f9accab332bf2e07255d52f39cce03d32a033c865cd440d669ae80732cc3,5175fcce94e0a53e584b33bd4d6b0cd49f806a40a6a09e512133bc741ac89daa
"2021/12/17 16:00:00","0","1","1000","10000101","7000","2021/12/24 15:59:59","進行1場戰鬥","0","10000101","10"
"2021/12/17 16:00:00","0","5","1000","10000102","7000","2021/12/24 15:59:59","進行5場戰鬥","0","10000102","10"
"2021/12/17 16:00:00","0","10","1000","10000103","7000","2021/12/24 15:59:59","進行10場戰鬥","0","10000103","10"
"2021/12/17 16:00:00","0","15","1000","10000104","7000","2021/12/24 15:59:59","進行15場戰鬥","0","10000104","10"
"2021/12/17 16:00:00","0","20","1000","10000105","7000","2021/12/24 15:59:59","進行20場戰鬥","0","10000105","10"
"2021/12/17 16:00:00","0","25","1000","10000106","7000","2021/12/24 15:59:59","進行25場戰鬥","0","10000106","10"
"2021/12/17 16:00:00","0","30","1000","10000107","7000","2021/12/24 15:59:59","進行30場戰鬥","0","10000107","10"
"2021/12/17 16:00:00","0","35","1000","10000108","7000","2021/12/24 15:59:59","進行35場戰鬥","0","10000108","10"
"2021/12/17 16:00:00","0","40","1000","10000109","7000","2021/12/24 15:59:59","進行40場戰鬥","0","10000109","10"
"2021/12/17 16:00:00","0","3000000","1005","10050501","7001","2021/12/24 15:59:59","對美空造成300萬累積傷害","1005","10050501","50"
"2021/12/17 16:00:00","0","9000000","1005","10050502","7001","2021/12/24 15:59:59","對美空造成900萬累積傷害","1005","10050502","50"
"2021/12/17 16:00:00","0","15000000","1005","10050503","7001","2021/12/24 15:59:59","對美空造成1500萬累積傷害","1005","10050503","50"
"2021/12/17 16:00:00","1000000","1","1005","10050511","7002","2021/12/24 15:59:59","在1場戰鬥中對美空造成100萬傷害","1005","10050511","51"
"2021/12/17 16:00:00","3000000","1","1005","10050512","7002","2021/12/24 15:59:59","在1場戰鬥中對美空造成300萬傷害","1005","10050512","51"
"2021/12/17 16:00:00","0","5000000","1006","10060601","7001","2021/12/24 15:59:59","對蘭法造成500萬累積傷害","1006","10060601","60"
"2021/12/17 16:00:00","0","15000000","1006","10060602","7001","2021/12/24 15:59:59","對蘭法造成1500萬累積傷害","1006","10060602","60"
"2021/12/17 16:00:00","0","24000000","1006","10060603","7001","2021/12/24 15:59:59","對蘭法造成2400萬累積傷害","1006","10060603","60"
"2021/12/17 16:00:00","2000000","1","1006","10060611","7002","2021/12/24 15:59:59","在1場戰鬥中對蘭法造成200萬傷害","1006","10060611","61"
"2021/12/17 16:00:00","5000000","1","1006","10060612","7002","2021/12/24 15:59:59","在1場戰鬥中對蘭法造成500萬傷害","1006","10060612","61"
"2021/12/17 16:00:00","0","3000000","1007","10070701","7001","2021/12/24 15:59:59","對阿澤爾德造成300萬累積傷害","1007","10070701","70"
"2021/12/17 16:00:00","0","9000000","1007","10070702","7001","2021/12/24 15:59:59","對阿澤爾德造成900萬累積傷害","1007","10070702","70"
"2021/12/17 16:00:00","0","15000000","1007","10070703","7001","2021/12/24 15:59:59","對阿澤爾德造成1500萬累積傷害","1007","10070703","70"
"2021/12/17 16:00:00","1000000","1","1007","10070711","7002","2021/12/24 15:59:59","在1場戰鬥中對阿澤爾德造成100萬傷害","1007","10070711","71"
"2021/12/17 16:00:00","3000000","1","1007","10070712","7002","2021/12/24 15:59:59","在1場戰鬥中對阿澤爾德造成300萬傷害","1007","10070712","71"
"2021/12/17 16:00:00","0","5000000","1008","10080801","7001","2021/12/24 15:59:59","對卡里莎造成500萬累積傷害","1008","10080801","80"
"2021/12/17 16:00:00","0","15000000","1008","10080802","7001","2021/12/24 15:59:59","對卡里莎造成1500萬累積傷害","1008","10080802","80"
"2021/12/17 16:00:00","0","24000000","1008","10080803","7001","2021/12/24 15:59:59","對卡里莎造成2400萬累積傷害","1008","10080803","80"
"2021/12/17 16:00:00","2000000","1","1008","10080811","7002","2021/12/24 15:59:59","在1場戰鬥中對卡里莎造成200萬傷害","1008","10080811","81"
"2021/12/17 16:00:00","5000000","1","1008","10080812","7002","2021/12/24 15:59:59","在1場戰鬥中對卡里莎造成500萬傷害","1008","10080812","81"
