7ff7f402d3005a72bc95a0c025cca08902c155b79efed4c042351c16362191de,edab95698e07c53d5cffd48fcd9072fe08b2ba6012c13b2cd49865ce16e05be8,a882e6bd300e57888eea60567b403c7da361bc1ab33255a8514c19b8ecac8d5a,665455c050f377bdcfe60a6942218f8e0415262204acdc273c0b136d5df28b18,71fa878ccf13b403adae189defc0e5fc7e08aaf5513c0601971f01e231cb071c,f5645a93347374c3ea495b5e522078c1570c96bda42b6bd50f344b2fb84a0b37,8e988231d4c5aa4fbedc1917c29a464efc95de5f82b7c80c82f437af7b952175,e0c16c886c3d004cd2c0b2cc398cf73252207a5e05f4eb84c967b96467b09e56
"0","3","27","0","2019/07/01 16:00:00","2019/07/15 15:59:00","106101","1"
"0","3","28","0","2019/07/15 16:00:00","2019/07/26 15:59:59","101401","2"
"0","1","29","0","2019/07/26 16:00:00","2019/08/01 15:59:59","105501","3"
"0","3","29","0","2019/07/26 16:00:00","2019/08/01 15:59:59","106301","4"
"0","2","29","0","2019/07/26 16:00:00","2019/08/01 15:59:59","101501","5"
"0","3","30","0","2019/08/01 16:00:00","2019/08/15 15:59:59","109201","6"
"0","3","31","0","2019/08/15 16:00:00","2019/08/28 15:59:59","109401","7"
"0","3","32","0","2019/08/28 16:00:00","2019/09/02 15:59:59","103601","8"
"0","3","32","0","2019/08/28 16:00:00","2019/09/02 15:59:59","101401","9"
"0","3","32","0","2019/08/28 16:00:00","2019/09/02 15:59:59","104401","10"
"0","2","32","0","2019/08/28 16:00:00","2019/09/02 15:59:59","100701","11"
"0","2","32","0","2019/08/28 16:00:00","2019/09/02 15:59:59","102701","12"
"0","2","32","0","2019/08/28 16:00:00","2019/09/02 15:59:59","103801","13"
"0","3","33","0","2019/09/02 16:00:00","2019/09/09 15:59:59","109501","17"
"0","3","33","0","2019/09/02 16:00:00","2019/09/09 15:59:59","107101","18"
"0","3","34","0","2019/09/09 16:00:00","2019/09/17 15:59:59","109501","19"
"0","3","35","0","2019/09/17 16:00:00","2019/09/20 15:59:59","103601","20"
"0","2","35","0","2019/09/17 16:00:00","2019/09/20 15:59:59","102001","21"
"0","1","35","0","2019/09/17 16:00:00","2019/09/20 15:59:59","100401","22"
"0","3","36","0","2019/09/20 16:00:00","2019/10/01 15:59:59","109601","23"
"0","3","37","0","2019/10/01 16:00:00","2019/10/15 15:59:59","109701","24"
"0","3","38","0","2019/10/15 16:00:00","2019/10/18 15:59:59","104401","25"
"0","3","38","0","2019/10/15 16:00:00","2019/10/18 15:59:59","101001","26"
"0","2","38","0","2019/10/15 16:00:00","2019/10/18 15:59:59","101701","27"
"0","3","39","0","2019/10/18 16:00:00","2019/11/01 15:59:59","109901","28"
"0","3","40","0","2019/11/01 16:00:00","2019/11/15 15:59:59","110001","29"
"0","3","41","0","2019/11/15 16:00:00","2019/11/19 15:59:59","107501","30"
"0","3","41","0","2019/11/15 16:00:00","2019/11/19 15:59:59","107801","31"
"0","3","42","0","2019/11/19 16:00:00","2019/12/02 15:59:59","110301","32"
"0","3","43","0","2019/12/02 16:00:00","2019/12/13 15:59:00","110401","33"
"0","3","44","0","2019/12/13 16:00:00","2019/12/16 15:59:59","107701","34"
"0","3","44","0","2019/12/13 16:00:00","2019/12/16 15:59:59","107901","35"
"0","3","45","0","2019/12/16 16:00:00","2019/12/30 15:59:59","110601","36"
"0","3","46","0","2019/12/30 16:00:00","2020/01/02 15:59:59","104401","37"
"0","2","46","0","2019/12/30 16:00:00","2020/01/02 15:59:59","100601","38"
"0","2","46","0","2019/12/30 16:00:00","2020/01/02 15:59:59","100701","39"
"0","2","46","0","2019/12/30 16:00:00","2020/01/02 15:59:59","103101","40"
"0","1","46","0","2019/12/30 16:00:00","2020/01/02 15:59:59","102201","41"
"0","3","47","0","2020/01/02 16:00:00","2020/01/10 15:59:59","110701","42"
"0","3","48","0","2020/01/10 16:00:00","2020/01/21 15:59:00","110801","43"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","107001","44"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","106101","45"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","107101","46"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","102901","47"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","105301","48"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","101201","49"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","101801","50"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","104901","51"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","103201","52"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","104301","53"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","100901","54"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","101101","55"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","101001","56"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","102801","57"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","103001","58"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","105701","59"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","104701","60"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","106301","61"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","103601","62"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","104401","63"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","107501","64"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","107701","65"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","107801","66"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","107901","67"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","103701","68"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","108101","69"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","108301","70"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","105601","71"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","108401","72"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","108601","73"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","108801","74"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","108701","75"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","109101","76"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","101401","77"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","109201","78"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","109401","79"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","109501","80"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","109601","81"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","110001","82"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","110301","83"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","110401","84"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","110601","85"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","110701","86"
"0","3","49","0","2020/01/21 16:00:00","2020/01/28 15:59:59","110801","87"
"0","3","50","0","2020/01/28 16:00:00","2020/02/04 15:59:59","105701","88"
"0","3","50","0","2020/01/28 16:00:00","2020/02/04 15:59:59","106301","89"
"1001","3","52","0","2020/02/04 16:00:00","2020/02/14 15:59:59","111101","93"
"0","3","53","0","2020/02/14 16:00:00","2020/02/19 15:59:59","108101","94"
"0","3","53","0","2020/02/14 16:00:00","2020/02/19 15:59:59","108301","95"
"1002","3","54","0","2020/02/19 16:00:00","2020/03/04 15:59:59","111301","96"
"1003","3","55","0","2020/03/04 16:00:00","2020/03/13 15:59:59","111401","97"
"0","3","56","0","2020/03/13 16:00:00","2020/03/19 15:59:59","105601","98"
"0","2","56","0","2020/03/13 16:00:00","2020/03/19 15:59:59","101301","99"
"0","2","56","0","2020/03/13 16:00:00","2020/03/19 15:59:59","102701","100"
"1004","3","57","0","2020/03/19 16:00:00","2020/04/01 15:59:59","106501","101"
"1005","3","58","0","2020/04/01 16:00:00","2020/04/14 15:59:59","111501","102"
"0","3","59","0","2020/04/14 16:00:00","2020/04/22 15:59:59","108401","103"
"0","3","59","0","2020/04/14 16:00:00","2020/04/22 15:59:59","108601","104"
"1006","3","60","0","2020/04/22 16:00:00","2020/05/05 15:59:59","111701","105"
"1007","3","61","0","2020/05/05 16:00:00","2020/05/08 15:59:59","112001","106"
"0","3","61","0","2020/05/05 16:00:00","2020/05/08 15:59:59","106101","107"
"0","3","61","0","2020/05/05 16:00:00","2020/05/08 15:59:59","107101","108"
"0","3","61","0","2020/05/05 16:00:00","2020/05/08 15:59:59","107001","109"
"1007","3","62","0","2020/05/08 16:00:00","2020/05/15 15:59:59","112001","110"
"0","3","63","0","2020/05/15 16:00:00","2020/05/22 15:59:59","108801","111"
"0","3","63","0","2020/05/15 16:00:00","2020/05/22 15:59:59","108701","112"
"1008","3","64","0","2020/05/22 16:00:00","2020/06/03 15:59:59","111901","113"
"1009","3","65","0","2020/06/03 16:00:00","2020/06/15 15:59:59","112201","114"
"0","3","66","0","2020/06/15 16:00:00","2020/06/22 15:59:59","109101","115"
"1010","3","67","0","2020/06/22 16:00:00","2020/07/02 15:59:59","180401","116"
"0","3","67","0","2020/06/22 16:00:00","2020/07/02 15:59:59","107001","117"
"0","3","67","0","2020/06/22 16:00:00","2020/07/02 15:59:59","106101","118"
"0","3","67","0","2020/06/22 16:00:00","2020/07/02 15:59:59","107101","119"
"0","3","68","0","2020/08/03 16:00:00","2020/08/06 15:59:59","110001","120"
"0","3","68","0","2020/08/03 16:00:00","2020/08/06 15:59:59","110301","121"
"1011","3","69","0","2020/09/30 16:00:00","2020/10/13 15:59:59","112401","122"
"1012","3","70","0","2020/10/13 16:00:00","2020/10/26 15:59:59","112501","123"
"0","3","71","0","2020/08/17 16:00:00","2020/08/21 15:59:59","110401","124"
"0","3","71","0","2020/08/17 16:00:00","2020/08/21 15:59:59","110601","125"
"1013","3","72","0","2020/07/02 16:00:00","2020/07/13 15:59:59","111001","126"
"0","3","73","0","2020/07/13 16:00:00","2020/07/20 15:59:59","109201","127"
"0","3","73","0","2020/07/13 16:00:00","2020/07/20 15:59:59","109401","128"
