c8ac1095c7bd46a90cbdccc32af37a217125a028d7871e583a79745491360c14,6bbb4e3502851320a8ad9a433d645bd00ee493354a1d6cd8570dbdb04427864e,65ce49927c5feb6036fb9128505b329871bb9f7f447f8f49578bcd1e4056ae72,52de4ae5798c3d29248fdb26f530fe6c5223ad93699cb87065c71669c25f9e45,67bb185620bb1e2726282ba1af55b2f8dc45a294f49f2ebda9d28c379d7c122b,bb738591461ca3d4d9c0ad43ab753825870716d7d8b8bcee64240ef3cd14b808,cacd4bc8560edd7f05a16d27a7b97ede3937da973df50282d7c8ced9568270fb,6daf109037e309fcc64f3cb6d2ad539aee6aa5e803392ecf409205022daae4d7,75f974869408444ab34441350ed7645dfe8c8509dc4a841115ab2b6d5cfc1d88,0c37e4bf78c8a914c09559fe6beba6af45427f1e30d570c0b14a34aacac237cf,89b7b4859fe586c9d22e02fd3bc4b51b9b9a880c37ea19be3b9362f5f158c1be,7191339eec824e1d3bc0425d2be38a7bb4aec0ac9624e96ceb4eec2e59181ee0,32b802b0c9076149f81da23399582511edc13f3845ac6cc8ad588bb9ed225645,f52856fddee10f9d68ea90f166c527c62571dab8cea157663adaa04868797ed5,111240392d3ad9036195039b205f8233a4513bf1a2ff4e474b7ae88461c4b8f4,7f28f31f67d1e66795df6e5bad4f6937948cdf22709d517b9221b72d902319bc,30c38a3db37eb4db26ba470fb8374b5729c493fbbf340ef6c2fa2dcfccf13895,b1b2a6b77dbb630839bb34fbf688e342ec5f244c7ab981f92d31a41838128131,c0d1cf6a43230373bb0e96f14f06137ae91598eeeb1b37e731d8235d5c92dcac,25fece59ddf69a72a5da5c17ac7883736735cc2683c2728fa440f6983c4ee32b
"100100201","1001002","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1001","0","100111"
"100100801","1001008","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1001","-840","0"
"100101101","1001011","0","1","0","0","0","0","0","1001011","0","0","1","0","0","0","0","1001","0","100131"
"100101102","1001011","0","1","0","0","0","0","0","1001011","0","0","1","0","0","0","0","1001","0","100131"
"100200101","1002001","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1002","0","100211"
"100200801","1002008","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1002","-920","0"
"100201101","1002011","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1002","-920","0"
"100201102","1002011","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1002","0","100231"
"100300301","1003003","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1003","0","100311"
"100300801","1003008","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1003","-820","0"
"100301101","1003011","0","1","0","0","0","0","0","1003011","0","0","1","0","0","0","0","1003","0","100332"
"100301102","1003011","0","1","0","0","0","0","0","1003011","0","0","1","0","0","0","0","1003","0","100332"
"100400701","1004007","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1004","0","100411"
"100400801","1004008","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1004","-900","0"
"100401101","1004011","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1004","0","100431"
"100500601","1005006","0","1","0","0","0","0","0","1005006","0","0","1","0","0","0","0","1005","0","100511"
"100500602","1005006","0","1","0","0","0","0","0","1005006","0","0","1","0","0","0","0","1005","0","100511"
"100500603","1005006","0","1","0","0","0","0","0","1005006","0","0","1","0","0","0","0","1005","0","100511"
"100500801","1005008","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1005","-840","0"
"100501101","1005011","0","1","0","0","0","0","0","1005011","0","0","1","0","0","0","0","1005","0","100531"
"100501102","1005011","0","1","0","0","0","0","0","1005011","0","0","1","0","0","0","0","1005","0","100531"
"100600301","1006003","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1006","0","100611"
"100600801","1006008","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1006","-840","0"
"100601101","1006011","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1006","0","100631"
"100700101","1007001","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1007","0","100711"
"100700801","1007008","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1007","-800","0"
"100701101","1007011","0","1","0","0","0","0","0","1007011","0","0","1","0","0","0","0","1007","0","100731"
"100701102","1007011","0","1","0","0","0","0","0","1007011","0","0","1","0","0","0","0","1007","0","100731"
"100800101","1008001","0","1","0","0","0","0","0","1008001","0","0","1","0","0","0","0","1008","0","100811"
"100800102","1008001","0","1","0","0","0","0","0","1008001","0","0","1","0","0","0","0","1008","0","100811"
"100800401","1008004","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1008","0","0"
"100801101","1008011","0","1","0","0","0","0","0","1008011","0","0","1","0","0","0","0","1008","0","100832"
"100801102","1008011","0","1","0","0","0","0","0","1008011","0","0","1","0","0","0","0","1008","0","100832"
"100900101","1009001","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1009","0","100911"
"100900801","1009008","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1009","-960","0"
"100901101","1009011","100931","1","0","0","0","0","0","1009011","0","0","1","0","0","0","0","1009","0","100011"
"100901102","1009011","100931","1","0","0","0","0","0","1009011","0","0","1","0","0","0","0","1009","0","100011"
"101000601","1010006","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1010","0","101011"
"101000801","1010008","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1010","-890","0"
"101001101","1010011","0","1","0","0","0","0","0","1010011","0","0","1","0","0","0","0","1010","0","101032"
"101001102","1010011","0","1","0","0","0","0","0","1010011","0","0","1","0","0","0","0","1010","0","101032"
"101100501","1011005","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1011","0","101111"
"101100801","1011008","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1011","-960","0"
"101101101","1011011","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1011","0","101131"
"101200301","1012003","103811","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1012","0","101211"
"101200801","1012008","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1012","-960","0"
"101201101","1012011","0","1","0","0","0","0","0","1012011","0","0","1","0","0","0","0","1012","0","101231"
"101201102","1012011","0","1","0","0","0","0","0","1012011","0","0","1","0","0","0","0","1012","0","101231"
"101300201","1013002","0","1","0","0","0","0","0","1013002","0","0","1","0","0","0","0","1013","0","101311"
"101300202","1013002","101311","1","0","0","0","0","0","1013002","0","0","1","0","0","0","0","1013","0","811"
"101300801","1013008","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1013","-960","0"
"101301101","1013011","0","1","0","0","0","0","0","1013011","0","0","1","0","0","0","0","1013","0","101332"
"101301102","1013011","0","1","0","0","0","0","0","1013011","0","0","1","0","0","0","0","1013","0","101332"
"101400401","1014004","0","1","0","0","0","0","0","1014004","0","0","1","0","0","0","0","1014","0","101411"
"101400402","1014004","0","1","0","0","0","0","0","1014004","0","0","1","0","0","0","0","1014","0","0"
"101400403","1014004","0","1","0","0","0","0","0","1014004","0","0","1","0","0","0","0","1014","0","101411"
"101400801","1014008","0","1","0","0","0","0","0","1014008","0","0","1","0","0","0","0","1014","0","101431"
"101400802","1014008","0","1","0","0","0","0","0","1014008","0","0","1","0","0","0","0","1014","0","101431"
"101401101","1014011","101431","1","0","0","0","0","0","1014011","0","0","1","0","0","0","0","1014","0","3731"
"101401102","1014011","101431","1","0","0","0","0","0","1014011","0","0","1","0","0","0","0","1014","0","3731"
"101500201","1015002","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1015","0","101511"
"101500801","1015008","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1015","-960","0"
"101501101","1015011","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1015","0","101532"
"101600101","1016001","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1016","0","101611"
"101600501","1016005","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","1016","-830","0"
"101600801","1016008","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1016","-910","0"
"101601101","1016011","0","1","0","0","0","0","0","1016011","0","0","1","0","0","0","0","1016","0","101631"
"101601102","1016011","0","1","0","0","0","0","0","1016011","0","0","1","0","0","0","0","1016","0","101631"
"101700201","1017002","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1017","0","101711"
"101700801","1017008","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1017","-900","0"
