238ae00f002778e61ce64696ec653133460491def2ce0e1db86988e2b0852dbf,a20d76c6c0bc72246ff8f2c04861b61dd7cd2c02eb59e23c335b8388069b4868,b275aaa1ab9ffcaaed408668e2d8d7c9d561ef39270737786a22b62ad8023e75,80c8e03d2985eb02e7bec314a148f732f6debad84edfb011f1ddfc8ae1dd078b,e2334cff7a6c39579fde7cd8ad88ec98587128c288b592fc15ade6e5db13192f,b87c343cce60dd8907a058426f27a2f2a9ecb0a11c91376beea661d8aef0dfef,75a048e259e91cf1747fe6941a8e7a6dedea08834c2102e55a4c047bced05fea,af27042fe3737d67a33e57db75dd301754c81c65db7a0a863fc2b70b49b3b77f,cb516d74e2883e417feb877dd8fbf32cb9077c33be05798ad31d9b05b7e1c4f6,17558ecaba2c24c06f8392245fdb3f4b51ba3845e8bbe100cc35e536800871da,21e1b4e9606fe79d99239a53f1c8af4f8349779a8faa7e8cc665ee0b8d967793,e29a6d919cebaa19fc1f4ce2d0592d94f012aebbeadc9d05c81f07450e66475f,f91093d0ff8baf61ec47a5ef36126145254e1495f4d3ef530c47bcaf8497756d,b7412caa61ad2785afcbc0c2995070cd8696655f0784fb6662f78a5d56acc018,c273affdb362e6a9f8e744a416b547e894690af2e3c1aa4aa8c18ab9264f0dbb,9094a124eaf4dbea06566a73708664593d9ae17107e12af0a6c2e40c8611e541,f757715cd936de4fd833c772e7c461631cc59080e348ea4c7d627e6e5e0ef680,939f50e51f007fc282246ceb1e831d6a3eab6b3bb32121919853d6e55f4af861
"10","0","0","0","8","0","500","0","0","1","91002","0","0","0","0","1","0","0"
"100","0","0","0","8","0","50","0","0","2","91002","0","0","0","0","11","0","0"
"200","0","0","0","8","0","30","0","0","3","91002","0","0","0","0","101","0","0"
"500","0","0","0","8","0","10","0","0","4","91002","0","0","0","0","201","0","0"
"1000","0","0","0","8","0","5","0","0","5","91002","0","0","0","0","501","0","0"
"2000","0","0","0","8","0","3","0","0","6","91002","0","0","0","0","1001","0","0"
"4000","0","0","0","8","0","2","0","0","7","91002","0","0","0","0","2001","0","0"
"7999","0","0","0","8","0","1","0","0","8","91002","0","0","0","0","4001","0","0"
"8000","0","0","0","8","0","30","0","0","9","91002","0","0","0","0","8000","0","0"
"8100","0","0","0","8","0","30","0","0","10","91002","0","0","0","0","8100","0","0"
"8200","0","0","0","8","0","30","0","0","11","91002","0","0","0","0","8200","0","0"
"8300","0","0","0","8","0","30","0","0","12","91002","0","0","0","0","8300","0","0"
"8400","0","0","0","8","0","30","0","0","13","91002","0","0","0","0","8400","0","0"
"8500","0","0","0","8","0","30","0","0","14","91002","0","0","0","0","8500","0","0"
"8600","0","0","0","8","0","30","0","0","15","91002","0","0","0","0","8600","0","0"
"8700","0","0","0","8","0","30","0","0","16","91002","0","0","0","0","8700","0","0"
"8800","0","0","0","8","0","30","0","0","17","91002","0","0","0","0","8800","0","0"
"8900","0","0","0","8","0","30","0","0","18","91002","0","0","0","0","8900","0","0"
"9000","0","0","0","8","0","30","0","0","19","91002","0","0","0","0","9000","0","0"
"9100","0","0","0","8","0","30","0","0","20","91002","0","0","0","0","9100","0","0"
"9200","0","0","0","8","0","30","0","0","21","91002","0","0","0","0","9200","0","0"
"9300","0","0","0","8","0","30","0","0","22","91002","0","0","0","0","9300","0","0"
"9400","0","0","0","8","0","30","0","0","23","91002","0","0","0","0","9400","0","0"
"9500","0","0","0","8","0","30","0","0","24","91002","0","0","0","0","9500","0","0"
"9600","0","0","0","8","0","30","0","0","25","91002","0","0","0","0","9600","0","0"
"9700","0","0","0","8","0","30","0","0","26","91002","0","0","0","0","9700","0","0"
"9800","0","0","0","8","0","30","0","0","27","91002","0","0","0","0","9800","0","0"
"9900","0","0","0","8","0","30","0","0","28","91002","0","0","0","0","9900","0","0"
"10000","0","0","0","8","0","30","0","0","29","91002","0","0","0","0","10000","0","0"
"10100","0","0","0","8","0","30","0","0","30","91002","0","0","0","0","10100","0","0"
"10200","0","0","0","8","0","30","0","0","31","91002","0","0","0","0","10200","0","0"
"10300","0","0","0","8","0","30","0","0","32","91002","0","0","0","0","10300","0","0"
"10400","0","0","0","8","0","30","0","0","33","91002","0","0","0","0","10400","0","0"
"10500","0","0","0","8","0","30","0","0","34","91002","0","0","0","0","10500","0","0"
"10600","0","0","0","8","0","30","0","0","35","91002","0","0","0","0","10600","0","0"
"10700","0","0","0","8","0","30","0","0","36","91002","0","0","0","0","10700","0","0"
"10800","0","0","0","8","0","30","0","0","37","91002","0","0","0","0","10800","0","0"
"10900","0","0","0","8","0","30","0","0","38","91002","0","0","0","0","10900","0","0"
"11000","0","0","0","8","0","30","0","0","39","91002","0","0","0","0","11000","0","0"
"11100","0","0","0","8","0","30","0","0","40","91002","0","0","0","0","11100","0","0"
"11200","0","0","0","8","0","30","0","0","41","91002","0","0","0","0","11200","0","0"
"11300","0","0","0","8","0","30","0","0","42","91002","0","0","0","0","11300","0","0"
"11400","0","0","0","8","0","30","0","0","43","91002","0","0","0","0","11400","0","0"
"11500","0","0","0","8","0","30","0","0","44","91002","0","0","0","0","11500","0","0"
"11600","0","0","0","8","0","30","0","0","45","91002","0","0","0","0","11600","0","0"
"11700","0","0","0","8","0","30","0","0","46","91002","0","0","0","0","11700","0","0"
"11800","0","0","0","8","0","30","0","0","47","91002","0","0","0","0","11800","0","0"
"11900","0","0","0","8","0","30","0","0","48","91002","0","0","0","0","11900","0","0"
"12000","0","0","0","8","0","30","0","0","49","91002","0","0","0","0","12000","0","0"
"12100","0","0","0","8","0","30","0","0","50","91002","0","0","0","0","12100","0","0"
