cb1c202e2de567309ae3a1c8025f44f2921e32e6c4eb1b43abf48e10fd605221,836a0d22371ca48ae5cbab5469da8d38adad67bfc7350461b1c323e9912e1843,213ae2d3c9d3f1cf6d1434f3f05555e1d8bfb10a880438df0e3686eb6e797e2f,0034d4b9cd03a12e62f1efbdb0408220ecfee2c5a7c5775f4a9f84688b15935e,6cf9a00acf2bd7077c0eebdb524178da843888eff443f3ea2c3322ff959945c8,0acd8b5ba81b047ea376c86cc9e64bdb6325be374a55adbd360da9dbe9f91193,551afcb486231a7d7f9702858b4460e8695c94c4e567c4d3133fa98f52c4c813,af9f4e7199df0e9d763cbace0ed1817d2818094871539d8934628d9a665de38a,39fa6aca754376c37985573e983af59366329267efed8f1f56307bc03d9c3291,8b70c570b2c58225a6b0e9c6db8a35e78864bcbe87e8ad6511758d80fd652c6a,dfc3870437ed22e12aadeb95e3a3b1552a50f43bf21c627472f92d1f85f8198b,f8821a16a21127e4186debbbe59edc455dc2ca60f1f0cb8ba65ecdaf1731956c,57f689b6c0ed937fbf9af5585ee8ac1ecfda8070ed15721cd0b831b12ca3cba6,350eed1fec6509e85c0dd1ede913ac40db6dc316a5f92dd27e86714ae68d505b,87b7c04d995f9a19cd732d7f8d0c6929e109a865c95c311f314efd230141d09b,4eab393de1b8f1ad8b9c67a147cd4225423beeca3886d6529e5107b2c817b23c,ca161ed693953ac46eb2a45b48bd327a394fc5738e00e1af72c812d16ebb3d91,4a3009494b6e830ab1dee58765b7763f7214482f73c37b48b1f9db7eae1f5b1f
"4004101","480","機械莉瑪來襲！","bgm_M220","100584","2020/04/01 07:59:59","500000000000","1","250000000001","1001","0","bgm_M220","2020/04/01","1","0","王都滅亡前倒數　～04/01 23:59","1001001","1"
"4004102","300","機械莉瑪來襲！","bgm_M220","100584","2020/04/01 12:59:59","250000000000","2","150000000001","1001","0","bgm_M220","2020/04/01 08:00:00","2","0","王都滅亡前倒數　～04/01 23:59","1001002","1"
"4004103","300","機械莉瑪來襲！","bgm_M220","100584","2020/04/01 17:59:59","150000000000","3","50000000001","1001","0","bgm_M220","2020/04/01 13:00:00","3","0","王都滅亡前倒數　～04/01 23:59","1001003","1"
"4004104","120","機械莉瑪來襲！","bgm_M220","100584","2020/04/01 19:59:59","50000000000","4","25000000001","1001","0","bgm_M220","2020/04/01 18:00:00","1","0","王都滅亡前倒數　～04/01 23:59","1001001","1"
"0","240","機械莉瑪來襲！","bgm_M220","100584","2020/04/01 23:59:59","25000000000","5","0","1001","0","bgm_M220","2020/04/01 20:00:00","2","0","王都滅亡前倒數　～04/01 23:59","1001002","1"
"4004109","480","機械莉瑪來襲！","bgm_M220","100584","2020/04/01 07:59:59","0","8","0","1001","0","bgm_M220","2020/04/01","1","0","王都滅亡前倒數　～04/01 23:59","1001004","1"
"0","300","機械莉瑪來襲！","bgm_M220","100584","2020/04/01 12:59:59","0","9","0","1001","0","bgm_M220","2020/04/01 08:00:00","2","0","王都滅亡前倒數　～04/01 23:59","1001005","1"
"0","300","機械莉瑪來襲！","bgm_M220","100584","2020/04/01 17:59:59","0","10","0","1001","0","bgm_M220","2020/04/01 13:00:00","3","0","王都滅亡前倒數　～04/01 23:59","1001006","1"
"0","180","機械莉瑪來襲！","bgm_M220","100584","2020/04/01 20:59:59","0","11","0","1001","0","bgm_M220","2020/04/01 18:00:00","1","0","王都滅亡前倒數　～04/01 23:59","1001004","1"
"0","180","機械莉瑪來襲！","bgm_M220","100584","2020/04/01 23:59:59","0","12","0","1001","0","bgm_M220","2020/04/01 21:00:00","2","0","王都滅亡前倒數　～04/01 23:59","1001005","1"
"4004101","480","巨影復活","bgm_M220","100584","2023/04/01 07:59:59","2500000000000","15","1250000000001","1002","0","bgm_M220","2023/04/01","1","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002001","1"
"4004102","300","巨影復活","bgm_M220","100584","2023/04/01 12:59:59","1250000000000","16","750000000001","1002","0","bgm_M220","2023/04/01 08:00:00","2","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002002","1"
"4004103","300","巨影復活","bgm_M220","100584","2023/04/01 17:59:59","750000000000","17","250000000001","1002","0","bgm_M220","2023/04/01 13:00:00","3","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002003","1"
"4004104","120","巨影復活","bgm_M220","100584","2023/04/01 19:59:59","250000000000","18","125000000001","1002","0","bgm_M220","2023/04/01 18:00:00","1","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002001","1"
"0","240","巨影復活","bgm_M220","100584","2023/04/01 23:59:59","125000000000","19","0","1002","0","bgm_M220","2023/04/01 20:00:00","2","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002002","1"
"4004109","480","巨影復活","bgm_M220","100584","2023/04/01 07:59:59","0","22","0","1002","0","bgm_M220","2023/04/01","1","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002004","1"
"0","300","巨影復活","bgm_M220","100584","2023/04/01 12:59:59","0","23","0","1002","0","bgm_M220","2023/04/01 08:00:00","2","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002005","1"
"0","300","巨影復活","bgm_M220","100584","2023/04/01 17:59:59","0","24","0","1002","0","bgm_M220","2023/04/01 13:00:00","3","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002006","1"
"0","180","巨影復活","bgm_M220","100584","2023/04/01 20:59:59","0","25","0","1002","0","bgm_M220","2023/04/01 18:00:00","1","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002004","1"
"0","60","巨影復活","bgm_M220","100584","2023/04/01 21:59:59","0","26","0","1002","0","bgm_M220","2023/04/01 21:00:00","2","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002005","1"
"0","60","巨影復活","bgm_M220","100584","2023/04/01 22:59:59","0","27","0","1002","0","bgm_M220","2023/04/01 22:00:00","3","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002006","1"
"0","60","巨影復活","bgm_M220","100584","2023/04/01 23:59:59","0","28","0","1002","0","bgm_M220","2023/04/01 23:00:00","1","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002004","1"
