4c4076bf5a2e76f9b970f2c8ba3becfe1b8a028a31856f7d60e9f0d6da71c42d,bb39c728885c69dbbf7775edf98c9a0752a3459ca07ce4f0044f4d487d18fb95,e28f82a37cb2005f799d0e1c67f72459de59b2445c08c2838b4044a81d28e5a1,9e9b262ad2f886468ecd97d22fbc87354a875b2976b1868eacd50200abe18d6a,315b514969f7dfd2ac1d96fb94710ccaad650b12f315cce7e67f4236c8afeff1,f414dc6f2fdf3029b5bc2d95c0ce679c3360df048b40be3f305aa463660a667d,cc7241f1346a173fb235baa9e03e77244affe5bd81754117ff2e6741d6ef6690,47de2c5c31496f96923ce0cf4e6465ca6d1999ec967211b1a025fc20d80145f5,abf501d62bad5afb6b2fdd2cefc273dcd8263f8ea6ba43af2d8ad2258bbe400e,b40634a05f9d1a99aef9479c70d39f8d9cc2feed32b0427ab8d002dc7f70c817,509ac73d4bf79f271b484245dfd2e44a60b783496ff73744505020ae062f0a7e,8fd7f2b4f9b646f8e192735da7b013f766de836f6e6d81c3c50b19112d62a2c4,ff091957efc0ee8a13ecacd7d41d6c40e10003c7880860f62ad1348b2c00e275,2dac4e7674c51b0849b2b602d3a33c493b0332bf03bc3e426ad835f0ab2eb6f0,5224c471ff9d27dd14c30e7656cc99dfe2dd7eb0200e64f20717008f504bed1e,78bf0befd49b99cc01008564a9921d466e265127a1df5d13ea0f2deddf5f9898,af608762edcf4e43b0323d9f895ae38ed45536c56df31ef25ce559c074ef4663,00df0f4b77d35484a527e6f6b0a63ffdde8f3802d36af2a9b475ffc3fc2c1ad6,7b90051e4bb67902cfe9e6afc3e3e9c7b9232923316f7af8a1ac88ecace7cd40,78fa131311070ccd85ef07db73878a0709ac29fe4f362674a360ea14bbb57f2a,a2a8892bd0edc16173f8f35f3b9bd62dd8a44a6b246bb32addab702b7d7b942b,9df997e5defcd9307e7ed0f0286aa4aac57c1959ca39e405b220d0f4a831aee5,b5f8902241f729b163ae95ebe6078cc463d8b8e65856316f4474b19305fa513d,74a32fb679baecf45c605f9a90c799d645984b59b8b3e46a78eff10db4a9c8ef,70d8e4ae8841e600fe6c9dcd7ea7b13defd35e82bde70282707c42ad71079583,e7633d73cae6aeaa7433123eaa88dde706cab1c8857cf5cf817f51d09e7a8a88,4bffa3a0ffd0e127a91f717f4196528d60495fdb299ff085273901b466642195,6539e9511c28b6c3726fe4bd126b1379b8c5cda8a96ac93cd356f76703bda07d,56af14a71ec4061c1fa9b53f35c246a63fce59810d7fa0e2fe9efd666027bbc9,dca42310aa3b2f87710a6d2540d506f8cfd1b72ea351e4b831f0ef47652781d0,93ea58871cdc0e7f0555a2394cc742e506e00d9bf897fd1641f91a426715df58,5b035aab0d8724d1ce2920fe5ad7d76af2ce6e46c6c2703a37b7fc9c369509f8,32be415d939f37e4e8ca5fb02dd28eec63d9eafed6057c73f03e43b67dad2d3b,6a04a0bf64aba2fc12384256534a6ba965ad66fea8d77fbda238f1d591c9e9a2,095ad4a0e238162ec458fb3ced935d6cc7cca9719678b9f12443c860054aba90,56c0a930dfa6f0fb0cbf5e7b7f641288022594301b1781cb5c90ccea2f9f4e12,e5e13d0018f9c3b89901c8e344c65b4241c5bdae18e91eac8c57fe4d767a5ab6,c4b00dc30f671746c3461fe51eaee8aaba970609f64031036d45c2d3e2ebadce
"1","0","0","0","0","0","0","36","670110010","670090110","0","0","0","0","1","0","61001005","0","650002011","670300010","0","0","273","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670390010","670120008","0","0","0","0","2","0","10011003","101011","650002012","670300010","0","4","273","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670420010","670380009","0","0","0","670230010","3","0","10011006","0","650002013","670050009","0","0","273","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670440011","670370011","0","0","0","0","1","0","61001005","0","650002021","670060011","0","0","281","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670080011","670330009","0","0","0","0","2","0","10011003","101011","650002022","670210111","0","4","281","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670160011","670290111","0","0","0","670340011","3","0","10011006","0","650002023","670380110","0","0","281","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670130012","670060012","0","0","0","0","1","0","61001005","0","650002031","670090012","0","0","288","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670070012","670090012","0","0","0","0","2","0","10011003","101011","650002032","670300112","0","4","288","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670100012","670040011","0","0","0","670210112","3","0","10011006","0","650002033","670030012","0","0","288","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670020013","670030013","0","0","0","0","1","0","61001005","0","650002041","670280013","0","0","298","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670390013","670120011","0","0","0","0","2","0","10011003","101011","650002042","670300013","0","4","298","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670420013","670270013","0","0","0","670160013","3","0","10011006","0","650002043","670380112","0","0","298","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670110014","670090114","0","0","0","0","1","0","61001005","0","650002051","670300014","0","0","309","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670070014","670090014","0","0","0","0","2","0","10011003","101011","650002052","670300114","0","4","309","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670250014","670330012","0","0","0","670130114","3","0","10011006","0","650002053","670290214","0","0","309","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670440015","670370015","0","0","0","0","1","0","61001005","0","650002061","670060015","0","0","313","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670140015","670050014","0","0","0","0","2","0","10011003","101011","650002062","670300015","0","4","313","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670100015","670040014","0","0","0","670210115","3","0","10011006","0","650002063","670030015","0","0","313","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670130016","670060016","0","0","0","0","1","0","61001005","0","650002071","670090016","0","0","321","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670070016","670090016","0","0","0","0","2","0","10011003","101011","650002072","670300116","0","4","321","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670160016","670290116","0","0","0","670340016","3","0","10011006","0","650002073","670380115","0","0","321","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670110017","670090117","0","0","0","0","1","0","61001005","0","650002081","670300017","0","0","321","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670390017","670120015","0","0","0","0","2","0","10011003","101011","650002082","670300017","0","4","321","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670420017","670380016","0","0","0","670230017","3","0","10011006","0","650002083","670050016","0","0","321","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670020018","670030018","0","0","0","0","1","0","61001005","0","650002091","670280018","0","0","321","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670280018","670210118","0","0","0","0","2","0","10011003","101011","650002092","670010018","0","4","321","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670420018","670270018","0","0","0","670160018","3","0","10011006","0","650002093","670380117","0","0","321","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670340019","670380018","0","0","0","0","1","0","61001005","0","650002101","670320019","0","0","321","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670080019","670330017","0","0","0","0","2","0","10011003","101011","650002102","670210119","0","4","321","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670160019","670290119","0","0","0","670340019","3","0","10011006","0","650002103","670380118","0","0","321","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670110020","670090120","0","0","0","0","1","0","61001005","0","650002111","670300020","0","0","321","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670280020","670210120","0","0","0","0","2","0","10011003","101011","650002112","670010020","0","4","321","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670100020","670040019","0","0","0","670210120","3","0","10011006","0","650002113","670030020","0","0","321","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670440021","670370021","0","0","0","0","1","0","61001005","0","650002121","670060021","0","0","321","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670070021","670090021","0","0","0","0","2","0","10011003","101011","650002122","670300121","0","4","321","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670420021","670270021","0","0","0","670160021","3","0","10011006","0","650002123","670380120","0","0","321","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670130022","670060022","0","0","0","0","1","0","61001005","0","650002131","670090022","0","0","326","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670080022","670330020","0","0","0","0","2","0","10011003","101011","650002132","670210122","0","4","326","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670420022","670380021","0","0","0","670230022","3","0","10011006","0","650002133","670050021","0","0","326","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670020023","670030023","0","0","0","0","1","0","61001005","0","650002141","670280023","0","0","336","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670390023","670120021","0","0","0","0","2","0","10011003","101011","650002142","670300023","0","4","336","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670420023","670270023","0","0","0","670160023","3","0","10011006","0","650002143","670380122","0","0","336","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","0","36","670020025","670030025","0","0","0","0","1","0","61001005","0","650002151","670280025","0","0","341","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
"1","0","0","0","0","0","0","66","670140025","670050024","0","0","0","0","2","0","10011003","101011","650002152","670300025","0","4","341","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","66","66"
"1","0","0","0","0","0","4","66","670250025","670330023","0","0","0","670130125","3","0","10011006","0","650002153","670290225","0","0","341","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","66","66"
"2","4","0","101011","0","0","0","86","670430027","670070027","0","0","0","0","1","0","10011003","101011","650002161","670090127","0","4","356","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","86","86"
"2","0","0","0","0","0","0","36","670010025","670280026","0","0","0","0","2","0","62001005","0","650002162","670270027","0","0","356","0","0","62001007","0","61001004","0","0","1","1","1","0","0","0","36","60"
"2","0","0","0","0","0","4","86","670220027","670240027","0","0","0","670150027","3","0","10011006","0","650002163","670380127","0","0","356","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","86","86"
"2","0","0","0","0","0","0","36","670110029","670090029","0","0","0","0","1","0","62001005","0","650002171","670400029","0","0","356","0","0","62001007","0","61001004","0","0","1","1","1","0","0","0","36","60"
"2","4","0","101011","0","0","0","86","670380029","670050029","0","0","0","0","2","0","10011003","101011","650002172","670190027","0","4","356","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","86","86"
"2","0","0","0","0","0","4","86","670050029","670130129","0","0","0","670020029","3","0","10011006","0","650002173","670040029","0","0","356","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","86","86"
"2","4","0","101011","0","0","0","86","670430032","670070032","0","0","0","0","1","0","10011003","101011","650002181","670090132","0","4","356","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","86","86"
"2","0","0","0","0","0","0","36","670300132","670060032","0","0","0","0","2","0","62001005","0","650002182","670230030","0","0","356","0","0","62001007","0","61001004","0","0","1","1","1","0","0","0","36","60"
"2","0","0","0","0","0","4","86","670420032","670120032","0","0","0","670140032","3","0","10011006","0","650002183","670380132","0","0","356","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","86","86"
"2","0","0","0","0","0","0","36","670390034","670030034","0","0","0","0","1","0","62001005","0","650002191","670290134","0","0","371","0","0","62001007","0","61001004","0","0","1","1","1","0","0","0","36","60"
"2","4","0","101011","0","0","0","86","670010032","670280033","0","0","0","0","2","0","10011003","101011","650002192","670270034","0","4","371","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","86","86"
"2","0","0","0","0","0","4","86","670050034","670130134","0","0","0","670020034","3","0","10011006","0","650002193","670040034","0","0","371","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","86","86"
"2","0","0","0","0","0","0","36","670110037","670090037","0","0","0","0","1","0","62001005","0","650002201","670400037","0","0","386","0","0","62001007","0","61001004","0","0","1","1","1","0","0","0","36","60"
"2","4","0","101011","0","0","0","86","670380037","670050037","0","0","0","0","2","0","10011003","101011","650002202","670190035","0","4","386","0","0","10011001","0","10011002","0","0","1","1","1","0","0","0","86","86"
"2","0","0","0","0","0","4","86","670220037","670240037","0","0","0","670150037","3","0","10011006","0","650002203","670380137","0","0","386","0","0","10011004","0","10011005","101011","0","1","1","1","0","0","0","86","86"
"1","0","0","0","0","0","0","36","670440010","670370010","0","0","0","0","1","0","61001005","0","650003011","670060010","0","0","273","0","0","61001007","0","61001004","0","0","1","1","1","0","0","0","18","30"
