7ac2eed040186e27c54226647fcb49f025b3acd0c74bd829b8e0124ba9ecf0d4,11b3c91c513a88f99624e61253aa6a8b34e0e7b1ab19bb19b12d223aaea57332,d9d6c29f65452501426f5af2cc7f6d381fcd803d269cea859089a7a1ccb065f0,e5e0ea1a98ca06dffd0ddd21e4c499661af5060d17b68e627a2bb8f410c6a9a2,505ce5f4d10803412d240e98ca854f1d0d5f3831f69186910dc1697aa85f3210,09ca7ca9c041ba4fc4c1b1d9e570dc2b52545ed06fe4cbbcb308681e3a58f062,5f6102783ba9e416d60c59dc23234c097c4bd920f4647ddb723f40a56929671b,0d3c23715c167637aa246aee07f2ca7c3174717f50a44b6c029bce672fc99815,436a9660794777bd6fb9d3fb9fb6f92f53778688ba652964378e5363239e187f,8d695903c0d6426bdaf1a92bcd88e345f4ea557e88add6193c41de223a381de5,1879dbe8d53ace1127aa2b3d06a206aa69e52f49738c5a87b355d1378daac418
"0","1","380000","2018/08/08 15:59:59","380000","2015/04/01 15:00:00","0","0","0","1","30001"
"0","1","380000","2018/08/20 15:59:59","380000","2018/08/08 16:00:00","0","0","0","2","30002"
"0","1","380000","2018/08/31 15:59:59","380000","2018/08/20 16:00:00","0","0","0","3","30003"
"0","1","380000","2018/09/14 15:59:59","380000","2018/08/31 16:00:00","0","0","0","4","30004"
"0","1","380000","2018/09/21 15:59:59","380000","2018/09/14 16:00:00","0","0","0","5","30005"
"0","1","380000","2018/10/09 15:59:59","380000","2018/09/21 16:00:00","0","0","0","6","30006"
"0","1","380000","2018/10/22 15:59:59","380000","2018/10/09 16:00:00","0","0","0","7","30007"
"0","1","380000","2018/11/08 15:59:59","380000","2018/10/22 16:00:00","0","0","0","8","30008"
"0","1","380000","2018/11/15 15:59:59","380000","2018/11/08 16:00:00","0","0","0","9","30009"
"0","1","380000","2018/11/30 15:59:59","380000","2018/11/15 16:00:00","0","0","0","10","30010"
"0","1","380000","2018/12/13 15:59:59","380000","2018/11/30 16:00:00","0","0","0","11","30011"
"0","1","380000","2018/12/27 15:59:59","380000","2018/12/13 16:00:00","0","0","0","12","30012"
"0","1","380000","2019/01/22 15:59:59","380000","2019/01/09 16:00:00","0","0","0","14","30014"
"0","1","380000","2019/02/01 11:59:59","380000","2019/01/22 16:00:00","0","0","0","15","30015"
"0","2","0","2019/02/04 23:59:59","380000","2019/02/01 12:00:00","0","380000","380000","16","50018"
"0","1","380000","2019/02/27 15:59:59","380000","2019/02/13 16:00:00","0","0","0","17","30016"
"0","1","380000","2019/03/13 15:59:59","380000","2019/02/27 16:00:00","0","0","0","18","30017"
"0","1","380000","2019/03/27 15:59:59","380000","2019/03/13 16:00:00","0","0","0","20","30019"
"0","1","380000","2019/04/03 15:59:59","380000","2019/03/27 16:00:00","0","0","0","21","30020"
"0","1","380000","2019/04/19 15:59:59","380000","2019/04/03 16:00:00","0","0","0","22","30021"
"0","1","380000","2019/05/07 15:59:59","380000","2019/04/19 16:00:00","0","0","0","23","30022"
"0","2","0","2019/05/14 15:59:59","380000","2019/05/07 16:00:00","0","380000","380000","24","50023"
"0","1","380000","2019/06/17 15:59:59","380000","2019/06/03 16:00:00","0","0","0","25","30025"
"0","1","380000","2019/07/01 15:59:59","380000","2019/06/17 16:00:00","0","0","0","26","30026"
"0","2","0","2019/07/15 15:59:59","380000","2019/07/01 16:00:00","0","380000","380000","27","50027"
"0","1","380000","2019/07/26 15:59:59","380000","2019/07/15 16:00:00","0","0","0","28","30028"
"0","1","380000","2019/08/01 15:59:59","380000","2019/07/26 16:00:00","0","0","0","29","30029"
"0","1","380000","2019/08/15 15:59:59","380000","2019/08/01 16:00:00","0","0","0","30","30031"
