9770d2f20a87d19c7cbee15f824a2d45053de7f3401d919f20725e22fb8af7ea,3c6515d11be18178cc4387cc9813e70c904fde08c86c7367593657cc8cb08a72,a7b2ef442de9606e2a0f5d3d9beb290ffedd10845dba891a966be04f6807bb54,ef04c6d73932793947fa541b60cf83a610f1949cb47c19e9f053b715586625e5,54b00b7edaf3497acb29a02a53a5c6d754a2e345b6961dcf22c60dd70a55cce4,c88fc37f495ebd867fafd6b72650b263517f7f56be68baccc0479effe5ddf1ac,569c5a7fcbfec2f721f0939fb89bd450c86202f2100fafce19bf67630edac618,049c87ef11e7e5029efab3f9f141bd026e92bca0d81be742b3ae157a2267550f,a43af7607a9804ceac4962efd03141e0d5ad7ad8677d4460eceead478d5a42de,5379b57ccaf86b10e18438c68a4d840a52aa1fce459502d2e3287764372662e4,ef9cf4b0e577de8106e800baa5eb0420a6c3d9f25ef2c2949b078c2e91b22321,0d44041f08ed813fca28cb3b309d3465306617fc3aa64515b92f8008071ecadd,e6c39acd6993dc12344b93ed0ad4937edcebdc02dd30e65a6d8e13ddad66b622,14163e17455c26c40d84fe1107404f3e9e0b441b6aedd6156917dbfd5cb1c833,136cab0182b1f826785ba1e7de757d2257b1ffafd0cdfa29be1e92a6506e0ee7,c6b563ba2f3e9a68e99227b30eeeb92c611d248c8ecac08f49fc03a416443149,0f0f49bb77643fb9ef2bbeeadbb154e6ef414fe8f17a499c60d68d9e928cff95,e8e0be50a95bb626610fef0356ca665c64d7ecf65e0a9ac8e8b03828476beb36,94f5837dfc65c2fb1d0f4146e130f08bb6a342d41fe9275449ebbe37a8f5d50c,ddf6672390ce8dbeb093d280fa7a5703dba3f16ea3f42b8333b61d93d0badafb
"300","0","0","0","31001","0","0","0","20","0","0","0","0","0","0","0","94","0","0","130011"
"300","0","2","6","31004","0","0","0","0","0","0","0","0","0","0","0","67","0","0","130041"
"300","0","3","3","31006","0","0","0","0","0","72","0","0","0","0","0","0","0","0","130061"
"300","0","3","13","31007","0","0","0","0","0","0","0","0","0","230","0","0","0","0","130071"
"300","0","5","6","31010","0","0","0","0","5","42","0","0","0","0","0","0","0","0","130101"
"300","0","0","1","31012","0","0","10","0","0","88","0","0","0","0","0","0","0","0","130121"
"300","0","4","3","31014","0","0","0","0","0","70","0","0","0","0","0","0","0","0","130141"
"300","0","0","0","31016","0","0","0","0","0","0","0","0","0","0","0","108","0","0","130161"
"300","0","0","0","31020","0","0","0","15","0","0","0","0","0","0","0","88","0","0","130201"
"300","0","8","8","31021","0","0","0","0","0","0","0","200","0","100","0","0","0","0","130211"
"300","0","1","0","31022","0","0","10","0","0","85","0","0","0","0","0","0","0","0","130221"
"300","0","4","6","31023","0","0","0","12","0","0","0","0","0","0","0","50","0","0","130231"
"300","0","0","0","31028","0","0","0","0","0","0","0","0","0","25","0","105","0","0","130281"
"300","0","0","2","31032","0","0","0","0","0","0","0","0","0","150","0","60","0","0","130321"
"300","0","3","0","31034","0","0","0","0","12","0","0","0","0","0","0","64","0","0","130341"
"300","0","0","0","31036","0","0","18","0","0","88","0","0","0","0","0","0","0","0","130361"
"300","0","0","0","31037","0","0","0","24","0","0","0","0","0","0","0","60","0","0","130371"
"300","1","4","0","31044","0","0","0","0","0","80","0","0","0","0","0","0","0","0","130441"
"300","0","3","3","31048","0","0","0","0","0","0","0","0","0","0","0","75","0","0","130481"
"300","0","0","0","31051","0","0","0","5","0","0","0","0","0","100","0","90","0","0","130511"
"300","0","0","0","31057","0","0","0","22","0","0","0","0","0","0","0","95","0","0","130571"
"300","0","9","10","31058","0","0","0","0","5","0","0","0","0","0","0","0","0","0","130581"
"300","0","5","5","31059","0","0","0","0","5","0","0","0","0","0","0","50","0","0","130591"
"300","0","0","0","31060","0","0","10","0","0","94","0","0","0","0","0","0","0","0","130601"
"300","0","0","0","31061","0","0","0","9","0","0","0","0","0","0","0","104","0","0","130611"
"300","0","0","0","31063","0","0","0","16","0","0","0","0","0","0","0","95","0","0","130631"
"300","0","0","0","31064","0","0","0","25","0","0","0","0","0","0","0","91","0","0","130641"
"300","0","6","6","31077","0","0","0","0","0","40","0","0","0","0","0","0","0","0","130771"
"300","0","0","0","31079","0","0","0","30","0","0","0","0","0","0","0","85","0","0","130791"
"300","0","0","0","31080","0","0","0","0","0","0","0","0","0","0","0","101","0","0","130801"
