b4aebfa431c5c68932a5987a76a7ce3a902941718a43806ef50d0e181cc28588,e8470f491b2df74ceeb242c848430c01a5808b9b4b8a7de1b6d2e34c3bce9aaf,fc427b6d46f1fb8e0876d3fcc844bf5eb76b8dc06c152fc812c7373dcd2dab35,6b89fcb73d8f4f4aca8922cdb5525710aae18d5d9ba9384b6ce05ded10fa3b87,0affdfa544229778d4f8dbe5d29881b1fa1efd489e75685c3259f197e1193a64,25f2735b6c7b167d9b7bcac69ea1899c8d2cf5746f6813892e77a2ae36345eb3,ec6ab8e99b4e60ec4548fa3c2c796fb501c99f6eabcb34618b3940f45b2b9541,ad9508664fdf3a35e440a1332a844df967d29c57a40a91bfe9e8ee86affe06d7,fcc5267721a451fd30a5e06555081cae143d3205724209f2c22a57e374b27f77,e454be95535ecb4988157974faab250875136f65583bb8577f8af35d6096a379,812d332728ac3df29e86046ea04ca8608e90757971007f440e777267b1167614,4bffd21fbdcf4ee8fca0509da6b3b57d906de638459d36607513d8c8d3337b5d
"200","0","0","201","110111","0","4","1","0","0","0","110111"
"200","0","0","201","110121","0","4","1","0","0","0","110121"
"200","0","0","201","110211","0","4","1","0","0","0","110211"
"200","0","0","201","110221","0","4","1","0","0","0","110221"
"200","0","0","201","110311","0","4","1","0","0","0","110311"
"200","0","0","201","110321","0","4","1","0","0","0","110321"
"200","0","0","201","110411","0","4","1","0","0","0","110411"
"200","0","0","201","110421","0","4","1","0","0","0","110421"
"200","0","0","411","110511","0","6","1","0","0","0","110511"
"300","0","0","421","110521","0","6","1","0","0","0","110521"
"0","0","0","711","110711","0","3","0","0","0","0","110711"
"0","0","0","712","110712","0","3","0","0","0","0","110712"
"0","0","0","721","110721","0","4","0","0","0","0","110721"
"0","0","0","722","110722","0","4","0","0","0","0","110722"
"0","0","0","731","1500","0","1","0","0","0","0","110731"
"0","0","0","732","2000","0","1","0","0","0","0","110732"
"0","0","0","821","110811","0","3","0","0","0","0","110811"
"0","0","0","823","110812","0","4","0","0","0","0","110812"
"0","0","0","822","110813","0","3","0","0","0","0","110813"
"0","0","0","811","1000","0","1","0","0","0","0","110821"
"300","0","0","411","110911","0","6","1","0","0","0","110911"
"450","0","0","421","110921","0","6","1","0","0","0","110921"
"0","0","0","311","3000","0","1","0","0","0","0","111011"
"0","0","0","312","1000","0","1","0","0","0","0","111012"
"0","0","0","321","3000","0","1","0","0","0","0","111021"
"0","0","0","322","1000","0","1","0","0","0","0","111022"
"0","0","0","331","3000","0","1","0","0","0","0","111031"
"0","0","0","332","1000","0","1","0","0","0","0","111032"
"0","0","0","1011","2000","0","1","0","0","0","0","111111"
"0","0","0","1023","111121","0","3","0","0","0","0","111121"
"0","0","0","1022","111122","0","3","0","0","0","0","111122"
"0","0","0","1021","111123","0","3","0","0","0","0","111123"
"0","0","0","1111","2000","0","1","0","0","0","0","111211"
"111221","0","0","1121","111220","0","4","4","0","0","0","111221"
"111222","0","0","1122","111220","0","4","4","0","0","0","111222"
"111223","0","0","1123","111220","0","4","4","0","0","0","111223"
"400","0","0","411","111311","0","6","1","0","0","0","111311"
"600","0","0","421","111321","0","6","1","0","0","0","111321"
"500","0","0","411","111711","0","6","1","0","0","0","111711"
"750","0","0","421","111721","0","6","1","0","0","0","111721"
"131411","0","0","511","131411","0","3","7","0","0","0","131411"
"0","0","0","513","0","0","8","0","0","0","0","131412"
"0","0","0","911","131511","0","7","0","0","0","0","131511"
"0","0","0","912","0","0","8","0","0","0","0","131512"
"131611","0","0","611","2000","0","1","7","0","0","0","131611"
"0","0","0","612","0","0","8","0","0","0","0","131612"
"231411","0","0","512","231411","0","3","7","0","0","0","231411"
"0","0","0","513","0","0","8","0","0","0","0","231412"
"0","0","0","921","231511","0","7","0","0","0","0","231511"
"0","0","0","922","0","0","8","0","0","0","0","231512"
"0","0","0","0","231521","0","4","0","0","0","0","231521"
"231611","0","0","621","4000","0","1","7","0","0","0","231611"
"0","0","0","622","0","0","8","0","0","0","0","231612"
"0","0","0","0","0","0","8","0","0","0","0","231621"
"0","0","0","514","331411","0","3","0","0","0","0","331411"
"0","0","0","513","0","0","8","0","0","0","0","331412"
"0","0","0","931","331511","0","4","0","0","0","0","331511"
"0","0","0","932","0","0","8","0","0","0","0","331512"
"0","0","0","0","331521","0","4","0","0","0","0","331521"
"0","0","0","631","8000","0","1","0","0","0","0","331611"
"0","0","0","632","0","0","8","0","0","0","0","331612"
"0","0","0","0","0","0","8","0","0","0","0","331621"
