43017d4d11f7b64263dd30388f8db3fdd14d3537e927204ee65d1747756ec74a,ed05c9e043a8dc6e85480ef65a16615b168865192d3b65f54e55920de36e3597,3f78aeb5227227cc9deed07380116845cf7cdec5d12b1b8de4cf623ee4a54ff9,3135d11496a3216c9e542ea4ff7d163248b925b291bfc729d461b40c32c974cd,951cbccecd6db96d5bac27e8b28b3a4adcc5007c849fd3bcd0a56be9c5447a34,33cc5062894a4fee94e07a538775b66b9d64f6c1d8ba695cad29f3823ebcfcec,aa8d6ad7e5c9a201a7b001e21723646f9c74dde818396e8df9631948ca89127b,a9d178864168159b23902e9decba112fba5531c8c22e9122520d07479fcdc82c,e8a350ba1af1f4d0c320df6e3b7d4321c19d1fe2c14a5bacd815691a07b0eddc,214ef8891c0cb9205600323665ca9e7470ca89091e620b9082cbca482fe2bf15,e65e8d96e0f7d62f126e86ae75dca3a0cd5e03a39975ea23298341b8a08ae8e6
"0","2023/08/01 04:59:59","新手衝刺登入活動","2","20000","10","2016/09/01 15:00:00","530100","0","0","0"
"0","2099/01/01 23:59:00","新手衝刺登入活動","2","20001","10","2023/08/01 05:00:00","530100","0","0","0"
"0","2099/01/01 23:59:00","登入獎勵","3","30000","15","2016/04/01 15:00:00","0","0","0","0"
"0","2019/02/14 04:59:59","半周年紀念登入活動","4","40001","10","2019/01/30 05:00:00","500160","0","0","1"
"0","2021/08/26 04:59:59","偶像大師復刻合作紀念","4","40009","10","2021/08/09 05:00:00","40009","0","0","2"
"0","2023/06/21 04:59:59","主線劇情第3部開幕紀念登入活動","4","40011","6","2023/06/15 05:00:00","531200","0","0","3"
"0","2024/08/26 04:59:59","七夕情人節快樂！","4","40013","1","2024/08/10 05:00:00","40013","0","0","3"
"0","2099/01/01 23:59:00","老玩家回歸登入獎勵","4","40015","5","2024/12/10 05:00:00","40015","0","0","3"
"0","2019/04/19 04:59:59","巴哈姆特金賞紀念登入獎勵","4","49001","10","2019/04/04 05:00:00","500160","0","0","0"
"0","2019/07/15 04:59:00","暑期繽紛登入獎","4","49002","10","2019/07/01 05:00:00","500160","0","0","0"
"0","2019/08/01 04:59:00","1周年倒數登入獎勵","4","49003","10","2019/07/17 05:00:00","500160","0","0","0"
"0","2019/12/31 04:59:00","真步真步王國開服一周年紀念","4","49004","8","2019/12/16 05:00:00","500160","0","0","0"
"0","2020/01/21 15:59:00","迎接1.5周年紀念","4","49005","10","2020/01/10 05:00:00","500160","0","0","0"
"0","2020/04/06 04:59:59","春節小禮物","4","49006","5","2020/04/01 05:00:00","500160","0","0","0"
"0","2020/04/16 04:59:59","動畫播放紀念禮物","4","49007","10","2020/04/06 05:00:00","40006","0","0","0"
"0","2020/08/18 04:59:59","2周年紀念登入獎勵（前半）","4","49008","10","2020/08/03 05:00:00","80002","0","0","4"
"0","2020/08/31 04:59:59","2周年紀念登入獎勵（後半）","4","49009","10","2020/08/18 05:00:00","80002","0","0","4"
"0","2020/11/15 04:59:00","感謝的禮物-每日登入獎勵寶石","4","49010","10","2020/11/02 05:00:00","500160","0","0","0"
"0","2021/01/06 04:59:00","歡慶聖誕","4","49011","10","2020/12/24 05:00:00","500160","0","0","0"
"0","2021/01/25 04:59:00","2.5周年預熱","4","49012","10","2021/01/13 05:00:00","500160","0","0","0"
"0","2021/04/28 04:59:00","歡慶IP合作","4","49013","10","2021/04/16 05:00:00","40007","0","0","2"
"0","2021/10/01 04:59:00","歡慶中秋","4","49014","10","2021/09/17 05:00:00","500160","0","0","2"
"0","2021/11/01 04:59:00","秋季贈禮","4","49015","10","2021/10/18 05:00:00","500160","0","0","2"
"0","2022/01/06 04:59:00","歡慶聖誕&迎接新年到來","4","49016","10","2021/12/24 05:00:00","500160","0","0","2"
"0","2022/11/01 04:59:00","秋季贈禮","4","49017","10","2022/10/17 05:00:00","500160","0","0","2"
"0","2023/01/06 04:59:59","歡慶聖誕&迎接新年到來","4","49018","10","2022/12/24 05:00:00","500160","0","0","2"
"0","2023/02/06 04:59:59","迎接春節來到","4","49019","10","2023/01/21 05:00:00","500160","0","0","2"
"0","2023/06/05 04:59:59","每日登入獎勵","4","49020","10","2023/05/06 05:00:00","501470","0","0","2"
"0","2024/01/02 04:59:59","迎接2024特別禮物","4","49021","1","2023/12/31 05:00:00","500160","0","0","2"
"0","2019/05/17 04:59:59","公主祭典紀念登入抽籤","6","60000","7","2019/05/07 05:00:00","500160","1","0","0"
"0","2020/05/15 04:59:59","謹賀新年 新年登入獎勵","6","60001","7","2020/05/05 05:00:00","500553","1","0","0"
"0","2021/05/14 04:59:59","謹賀新年 新年登入獎勵","6","60002","7","2021/05/04 05:00:00","500553","1","0","0"
"0","2022/05/13 04:59:59","謹賀新年 新年登入獎勵","6","60003","7","2022/05/03 05:00:00","500553","1","0","0"
"0","2023/05/14 04:59:59","謹賀新年 新年登入獎勵","6","60004","7","2023/05/02 05:00:00","500553","1","0","0"
"0","2024/05/11 04:59:59","謹賀新年 新年登入獎勵","6","60005","7","2024/05/01 05:00:00","500553","1","0","0"
