5e80e499691081e778de2ead22b66c3f4b8528fac7675ea07d82011f697e10eb,46b15c4af114f5dd50c4a668ad4b4b3a43812c4a8c264d6862aac97c4cfdf46a,fb973933de75903cb0f35e3ffdec5bee8487a81993ea6775c85e1d5202eb9f91,e95d70346084323b51f2ddc9fff2742c295f5f5e968f407d557ffee5e59a6944,422ca936e8492785dd7b2c6566e3732f0793689ec1a3a0b07ccd2e1df3fa7887
"104","0","31006005","501","se_btl_tower_timeup"
"104","0","31007005","501","se_btl_tower_timeup"
"104","0","31008005","501","se_btl_tower_timeup"
"104","0","31009005","501","se_btl_tower_timeup"
"104","0","31010005","504","se_btl_tower_timeup"
"104","0","320010106","502","se_btl_tower_timeup"
"104","0","320010107","502","se_btl_tower_timeup"
"104","0","320010108","502","se_btl_tower_timeup"
"104","0","320010109","502","se_btl_tower_timeup"
"104","0","320010110","501","se_btl_tower_timeup"
"104","0","320010206","502","se_btl_tower_timeup"
"104","0","320010207","502","se_btl_tower_timeup"
"104","0","320010208","502","se_btl_tower_timeup"
"104","0","320010209","502","se_btl_tower_timeup"
"104","0","320010210","501","se_btl_tower_timeup"
"104","0","320010306","502","se_btl_tower_timeup"
"104","0","320010307","502","se_btl_tower_timeup"
"104","0","320010308","502","se_btl_tower_timeup"
"104","0","320010309","502","se_btl_tower_timeup"
"104","0","320010310","501","se_btl_tower_timeup"
"104","0","320010406","502","se_btl_tower_timeup"
"104","0","320010407","502","se_btl_tower_timeup"
"104","0","320010408","502","se_btl_tower_timeup"
"104","0","320010409","502","se_btl_tower_timeup"
"104","0","320010410","501","se_btl_tower_timeup"
"104","0","320010506","502","se_btl_tower_timeup"
"104","0","320010507","502","se_btl_tower_timeup"
"104","0","320010508","502","se_btl_tower_timeup"
"104","0","320010509","502","se_btl_tower_timeup"
"104","0","320010510","501","se_btl_tower_timeup"
"104","0","320020106","502","se_btl_tower_timeup"
"104","0","320020107","502","se_btl_tower_timeup"
"104","0","320020108","502","se_btl_tower_timeup"
"104","0","320020109","502","se_btl_tower_timeup"
"104","0","320020110","501","se_btl_tower_timeup"
"104","0","320020206","502","se_btl_tower_timeup"
"104","0","320020207","502","se_btl_tower_timeup"
"104","0","320020208","502","se_btl_tower_timeup"
"104","0","320020209","502","se_btl_tower_timeup"
"104","0","320020210","501","se_btl_tower_timeup"
"104","0","320020306","502","se_btl_tower_timeup"
"104","0","320020307","502","se_btl_tower_timeup"
"104","0","320020308","502","se_btl_tower_timeup"
"104","0","320020309","502","se_btl_tower_timeup"
"104","0","320020310","501","se_btl_tower_timeup"
"104","0","320020406","502","se_btl_tower_timeup"
"104","0","320020407","502","se_btl_tower_timeup"
"104","0","320020408","502","se_btl_tower_timeup"
"104","0","320020409","502","se_btl_tower_timeup"
"104","0","320020410","501","se_btl_tower_timeup"
"104","0","320020506","502","se_btl_tower_timeup"
"104","0","320020507","502","se_btl_tower_timeup"
"104","0","320020508","502","se_btl_tower_timeup"
"104","0","320020509","502","se_btl_tower_timeup"
"104","0","320020510","501","se_btl_tower_timeup"
"104","0","320030106","502","se_btl_tower_timeup"
"104","0","320030107","502","se_btl_tower_timeup"
"104","0","320030108","502","se_btl_tower_timeup"
"104","0","320030109","502","se_btl_tower_timeup"
"104","0","320030110","501","se_btl_tower_timeup"
"104","0","320030206","502","se_btl_tower_timeup"
"104","0","320030207","502","se_btl_tower_timeup"
"104","0","320030208","502","se_btl_tower_timeup"
"104","0","320030209","502","se_btl_tower_timeup"
"104","0","320030210","501","se_btl_tower_timeup"
"104","0","320030306","502","se_btl_tower_timeup"
"104","0","320030307","502","se_btl_tower_timeup"
"104","0","320030308","502","se_btl_tower_timeup"
"104","0","320030309","502","se_btl_tower_timeup"
"104","0","320030310","501","se_btl_tower_timeup"
"104","0","320030406","502","se_btl_tower_timeup"
"104","0","320030407","502","se_btl_tower_timeup"
"104","0","320030408","502","se_btl_tower_timeup"
"104","0","320030409","502","se_btl_tower_timeup"
"104","0","320030410","501","se_btl_tower_timeup"
"104","0","320030506","502","se_btl_tower_timeup"
"104","0","320030507","502","se_btl_tower_timeup"
"104","0","320030508","502","se_btl_tower_timeup"
"104","0","320030509","502","se_btl_tower_timeup"
"104","0","320030510","501","se_btl_tower_timeup"
"104","0","320040106","502","se_btl_tower_timeup"
"104","0","320040107","502","se_btl_tower_timeup"
"104","0","320040108","502","se_btl_tower_timeup"
"104","0","320040109","502","se_btl_tower_timeup"
"104","0","320040110","501",""
"104","0","320040206","502","se_btl_tower_timeup"
"104","0","320040207","502","se_btl_tower_timeup"
"104","0","320040208","502","se_btl_tower_timeup"
"104","0","320040209","502","se_btl_tower_timeup"
"104","0","320040210","501",""
"104","0","320040306","502","se_btl_tower_timeup"
"104","0","320040307","502","se_btl_tower_timeup"
"104","0","320040308","502","se_btl_tower_timeup"
"104","0","320040309","502","se_btl_tower_timeup"
"104","0","320040310","501",""
"104","0","320040406","502","se_btl_tower_timeup"
"104","0","320040407","502","se_btl_tower_timeup"
"104","0","320040408","502","se_btl_tower_timeup"
"104","0","320040409","502","se_btl_tower_timeup"
"104","0","320040410","501",""
"104","0","320040506","502","se_btl_tower_timeup"
"104","0","320040507","502","se_btl_tower_timeup"
"104","0","320040508","502","se_btl_tower_timeup"
"104","0","320040509","502","se_btl_tower_timeup"
"104","0","320040510","501",""
"104","0","320050106","502","se_btl_tower_timeup"
"104","0","320050107","502","se_btl_tower_timeup"
"104","0","320050108","502","se_btl_tower_timeup"
"104","0","320050109","502","se_btl_tower_timeup"
"104","0","320050110","501",""
"104","0","320050206","502","se_btl_tower_timeup"
"104","0","320050207","502","se_btl_tower_timeup"
"104","0","320050208","502","se_btl_tower_timeup"
"104","0","320050209","502","se_btl_tower_timeup"
"104","0","320050210","501",""
"104","0","320050306","502","se_btl_tower_timeup"
"104","0","320050307","502","se_btl_tower_timeup"
"104","0","320050308","502","se_btl_tower_timeup"
"104","0","320050309","502","se_btl_tower_timeup"
"104","0","320050310","501",""
"104","0","320050406","502","se_btl_tower_timeup"
"104","0","320050407","502","se_btl_tower_timeup"
"104","0","320050408","502","se_btl_tower_timeup"
"104","0","320050409","502","se_btl_tower_timeup"
"104","0","320050410","501",""
"104","0","320050506","502","se_btl_tower_timeup"
"104","0","320050507","502","se_btl_tower_timeup"
"104","0","320050508","502","se_btl_tower_timeup"
"104","0","320050509","502","se_btl_tower_timeup"
"104","0","320050510","501",""
"104","0","320060106","502","se_btl_tower_timeup"
"104","0","320060107","502","se_btl_tower_timeup"
"104","0","320060108","502","se_btl_tower_timeup"
"104","0","320060109","502","se_btl_tower_timeup"
"104","0","320060110","501",""
"104","0","320060206","502","se_btl_tower_timeup"
"104","0","320060207","502","se_btl_tower_timeup"
"104","0","320060208","502","se_btl_tower_timeup"
"104","0","320060209","502","se_btl_tower_timeup"
"104","0","320060210","501",""
"104","0","320060306","502","se_btl_tower_timeup"
"104","0","320060307","502","se_btl_tower_timeup"
"104","0","320060308","502","se_btl_tower_timeup"
"104","0","320060309","502","se_btl_tower_timeup"
"104","0","320060310","501",""
"104","0","320060406","502","se_btl_tower_timeup"
"104","0","320060407","502","se_btl_tower_timeup"
"104","0","320060408","502","se_btl_tower_timeup"
"104","0","320060409","502","se_btl_tower_timeup"
"104","0","320060410","501",""
"104","0","320060506","502","se_btl_tower_timeup"
"104","0","320060507","502","se_btl_tower_timeup"
"104","0","320060508","502","se_btl_tower_timeup"
"104","0","320060509","502","se_btl_tower_timeup"
"104","0","320060510","501",""
"104","0","320070106","502","se_btl_tower_timeup"
"104","0","320070107","502","se_btl_tower_timeup"
"104","0","320070108","502","se_btl_tower_timeup"
"104","0","320070109","502","se_btl_tower_timeup"
"104","0","320070110","502","se_btl_tower_timeup"
"104","0","320070206","502","se_btl_tower_timeup"
"104","0","320070207","502","se_btl_tower_timeup"
"104","0","320070208","502","se_btl_tower_timeup"
"104","0","320070209","502","se_btl_tower_timeup"
"104","0","320070210","502","se_btl_tower_timeup"
"104","0","320070306","502","se_btl_tower_timeup"
"104","0","320070307","502","se_btl_tower_timeup"
"104","0","320070308","502","se_btl_tower_timeup"
"104","0","320070309","502","se_btl_tower_timeup"
"104","0","320070310","502","se_btl_tower_timeup"
"104","0","320070406","502","se_btl_tower_timeup"
"104","0","320070407","502","se_btl_tower_timeup"
"104","0","320070408","502","se_btl_tower_timeup"
"104","0","320070409","502","se_btl_tower_timeup"
"104","0","320070410","502","se_btl_tower_timeup"
"104","0","320070506","502","se_btl_tower_timeup"
"104","0","320070507","502","se_btl_tower_timeup"
"104","0","320070508","502","se_btl_tower_timeup"
"104","0","320070509","502","se_btl_tower_timeup"
"104","0","320070510","502","se_btl_tower_timeup"
"104","0","320080106","502","se_btl_tower_timeup"
"104","0","320080107","502","se_btl_tower_timeup"
"104","0","320080108","502","se_btl_tower_timeup"
"104","0","320080109","502","se_btl_tower_timeup"
"104","0","320080110","502","se_btl_tower_timeup"
"104","0","320080206","502","se_btl_tower_timeup"
"104","0","320080207","502","se_btl_tower_timeup"
"104","0","320080208","502","se_btl_tower_timeup"
"104","0","320080209","502","se_btl_tower_timeup"
"104","0","320080210","502","se_btl_tower_timeup"
"104","0","320080306","502","se_btl_tower_timeup"
"104","0","320080307","502","se_btl_tower_timeup"
"104","0","320080308","502","se_btl_tower_timeup"
"104","0","320080309","502","se_btl_tower_timeup"
"104","0","320080310","502","se_btl_tower_timeup"
"104","0","320080406","502","se_btl_tower_timeup"
"104","0","320080407","502","se_btl_tower_timeup"
"104","0","320080408","502","se_btl_tower_timeup"
"104","0","320080409","502","se_btl_tower_timeup"
"104","0","320080410","502","se_btl_tower_timeup"
"104","0","320080506","502","se_btl_tower_timeup"
"104","0","320080507","502","se_btl_tower_timeup"
"104","0","320080508","502","se_btl_tower_timeup"
"104","0","320080509","502","se_btl_tower_timeup"
"104","0","320080510","502","se_btl_tower_timeup"
"104","0","320090106","502","se_btl_tower_timeup"
"104","0","320090107","502","se_btl_tower_timeup"
"104","0","320090108","502","se_btl_tower_timeup"
"104","0","320090109","502","se_btl_tower_timeup"
"104","0","320090110","502","se_btl_tower_timeup"
