ef760cc8c826a691dd45f1a838c8cbe129e8b30c4c109d4543d34665b4ffe33a,1e53aace824199d914a7b32a9be1199b23ea7d2b5b7b87b1108aab6105591dce,87edadde040b26beaa02c889e167e161347b54a8c87ea3c5b556e7e6073a71aa,aab9cc7f972220f51f59e9bca06bd4709f3bd117cad2c579f87d426c5aa0daa7,26ae69e0546c8ef70633f836d00f1bfe7ea70d187004de20093a3748c7964877,d242914ab6881f0ade7be729946c9734de5e4075460ff20d62a4206cbdf77561,7ce2f25182dc802a9610141a39fb28cccf0a10da1ee72a76370927d4f0d88aef
"1","1","1","1","0","1","0"
"1","2","2","1","0","4","0"
"1","3","1","1","0","5","12"
"1","4","2","1","0","2","0"
"2","5","1","1","0","8","0"
"1","1","1","2","0","1","0"
"1","2","2","2","0","1","0"
"1","3","1","2","0","6","0"
"1","4","2","2","0","1","0"
"1","5","3","2","0","1","0"
"3","6","1","2","0","3","11"
"1","7","2","2","0","1","0"
"1","8","1","2","0","3","0"
"2","9","1","2","0","1","0"
"1","1","1","3","0","1","0"
"1","2","2","3","0","10","0"
"1","3","1","3","0","11","0"
"1","4","2","3","0","5","0"
"1","5","3","3","0","6","0"
"1","6","3","3","0","3","0"
"2","7","4","3","0","3","9"
"1","8","4","3","0","7","0"
"1","9","4","3","0","1","0"
"3","10","1","3","0","9","8"
"1","11","2","3","0","4","0"
"1","12","1","3","0","1","0"
"1","13","4","3","0","3","0"
"2","14","3","3","0","3","11"
"1","1","1","4","0","4","10"
"1","2","1","4","0","12","12"
"1","3","2","4","0","1","10"
"1","4","1","4","0","11","4"
"1","5","2","4","0","1","0"
"1","6","1","4","0","4","13"
"1","7","2","4","0","2","6"
"1","8","1","4","0","8","0"
"1","9","2","4","0","8","10"
"1","1","1","5","0","1","10"
"1","2","2","5","0","11","5"
"1","3","1","5","0","1","7"
"1","4","2","5","0","5","12"
"1","5","1","5","0","1","11"
"1","6","2","5","0","3","4"
"1","7","2","5","0","5","12"
"1","8","1","5","0","2","6"
"1","9","2","5","0","11","4"
"1","10","1","5","0","8","8"
"1","11","1","5","0","4","10"
"1","12","2","5","0","5","10"
"1","1","1","6","0","8","7"
"1","2","2","6","0","4","10"
"1","3","1","6","0","1","11"
"1","4","2","6","0","8","8"
"1","5","1","6","0","11","6"
"2","6","1","6","0","2","7"
"1","7","1","6","0","5","4"
"1","8","2","6","0","4","10"
"2","9","1","6","0","10","13"
"1","1","1","7","0","8","7"
"1","2","2","7","0","12","10"
"1","3","2","7","0","4","12"
"1","4","1","7","0","11","7"
"1","5","1","7","0","1","10"
"1","6","2","7","0","5","12"
"1","7","2","7","0","5","11"
"1","8","2","7","0","8","10"
"1","9","1","7","0","2","8"
"1","10","1","7","0","8","7"
"1","11","2","7","0","4","9"
"2","1","1","8","0","1","10"
"1","2","2","8","0","12","10"
"1","3","1","8","0","12","5"
"1","4","1","8","0","5","12"
"1","5","2","8","0","1","10"
"1","6","1","8","0","5","12"
"1","7","1","8","0","5","12"
"1","8","2","8","0","1","10"
"1","9","2","8","0","8","9"
"2","10","1","8","0","4","9"
"1","1","1","9","0","4","8"
"1","2","1","9","0","5","10"
"1","3","2","9","0","4","7"
"1","4","2","9","0","6","8"
"1","5","1","9","0","1","10"
"1","6","1","9","0","11","11"
"1","7","1","9","0","1","6"
"1","8","2","9","0","5","8"
"1","9","2","9","0","8","7"
"1","10","1","9","0","4","6"
"1","1","2","10","0","11","10"
"1","2","1","10","0","1","7"
"2","3","1","10","0","8","8"
"1","4","2","10","0","5","9"
"1","5","1","10","0","10","8"
"2","6","1","10","0","1","7"
"2","7","1","10","0","2","6"
"1","8","1","10","0","11","10"
"1","9","2","10","0","8","10"
"1","1","1","11","0","9","8"
"1","2","2","11","0","5","0"
"1","3","2","11","0","6","12"
"1","4","1","11","0","1","5"
"1","5","2","11","0","5","10"
"1","6","2","11","0","6","12"
"1","7","1","11","0","1","4"
"1","8","1","11","0","11","0"
"1","9","1","11","0","6","0"
"1","10","2","11","0","1","10"
"1","11","1","11","0","6","11"
"1","12","2","11","0","1","12"
"1","13","2","11","0","5","6"
"1","14","1","11","0","10","7"
"1","15","2","11","0","4","7"
"1","1","2","12","0","11","4"
"1","2","1","12","0","1","5"
"1","3","2","12","0","6","10"
"1","4","2","12","0","5","10"
"1","5","1","12","0","11","0"
"1","6","2","12","0","6","0"
"1","7","2","12","0","12","17"
"1","8","1","12","0","5","1"
"1","9","1","12","0","1","2"
"1","10","2","12","0","6","10"
"1","11","2","12","0","4","10"
"1","12","1","12","0","1","0"
"1","13","1","12","0","5","13"
"1","14","2","12","0","11","8"
"1","15","1","12","0","8","10"
"1","1","1","13","0","11","10"
"1","2","3","13","0","11","8"
"1","3","2","13","0","6","0"
"1","4","1","13","0","11","10"
"1","5","2","13","0","11","7"
"1","6","3","13","0","2","6"
"1","7","3","13","1500","1","0"
"3","8","1","13","0","11","5"
"1","9","3","13","0","5","10"
"1","10","2","13","0","1","4"
"1","11","1","13","0","1","4"
"1","12","3","13","0","6","6"
"1","13","1","13","0","4","6"
"3","14","1","13","0","9","10"
"1","15","3","13","0","8","10"
"1","16","1","13","0","4","6"
"1","17","3","13","0","1","0"
"1","18","2","13","0","8","8"
"1","1","1","14","0","11","0"
"2","2","1","14","0","2","13"
"1","3","3","14","0","11","10"
"1","4","1","14","0","1","10"
"2","5","1","14","0","4","10"
"1","6","2","14","0","11","0"
"1","7","2","14","0","1","0"
"1","8","1","14","0","1","10"
"1","9","3","14","0","12","12"
"1","10","3","14","0","12","12"
"1","11","3","14","0","5","0"
"1","12","1","14","0","5","12"
"2","13","1","14","0","10","6"
"1","14","1","14","0","11","10"
"3","15","1","14","0","10","6"
"1","16","1","14","0","11","10"
"3","17","1","14","0","2","6"
"2","18","1","14","0","10","6"
"1","19","1","14","0","11","4"
"1","20","2","14","0","8","10"
"3","21","1","14","0","8","4"
"1","1","2","15","0","12","10"
"1","2","1","15","0","12","12"
"1","3","3","15","0","11","12"
"1","4","1","15","0","11","6"
"1","5","2","15","0","12","12"
"1","6","2","15","0","5","0"
"1","7","1","15","0","11","12"
"1","8","1","15","0","1","0"
"1","9","1","15","0","5","0"
"2","10","1","15","0","12","12"
"1","11","3","15","0","11","0"
"1","12","3","15","0","12","11"
"1","13","2","15","0","1","9"
"1","14","1","15","0","1","12"
"1","15","1","15","0","12","0"
"1","16","1","15","0","12","9"
"1","17","2","15","0","11","4"
"3","18","1","15","0","11","4"
"1","19","2","15","0","5","12"
"1","20","2","15","0","12","0"
"1","21","2","15","0","12","7"
"3","22","1","15","0","12","12"
"3","23","1","15","0","1","7"
"1","24","3","15","0","4","0"
"3","25","1","15","0","4","10"
"1","26","2","15","0","8","0"
"1","27","1","15","0","11","0"
"1","28","2","15","0","11","0"
"1","1","1","16","0","6","0"
"1","2","2","16","0","11","10"
"1","3","3","16","0","12","0"
"1","4","2","16","0","4","0"
"1","5","1","16","0","6","12"
"1","6","1","16","0","6","0"
"1","7","2","16","0","4","4"
"1","8","3","16","0","5","4"
"1","9","3","16","0","1","0"
"1","10","1","16","0","12","17"
"1","11","2","16","0","11","0"
"1","12","3","16","0","1","10"
"1","13","2","16","0","11","11"
"1","14","3","16","0","11","0"
"1","15","1","16","0","12","12"
"1","16","1","16","0","11","10"
"1","17","1","16","0","11","10"
"1","18","1","16","0","6","6"
"1","19","2","16","0","11","6"
"1","20","3","16","0","1","8"
"1","21","3","16","0","5","8"
"1","22","1","16","0","4","9"
"1","23","1","16","0","11","10"
"1","1","1","17","0","11","4"
"3","2","1","17","0","4","10"
"1","3","1","17","0","11","4"
"1","4","1","17","0","1","0"
"2","5","1","17","0","1","10"
"1","6","2","17","0","11","4"
"2","7","1","17","0","1","10"
"1","8","2","17","0","11","4"
"1","9","3","17","0","1","0"
"2","10","1","17","0","8","10"
"1","11","1","17","0","12","12"
"1","12","3","17","0","11","4"
"3","13","1","17","0","1","4"
"1","14","1","17","0","11","10"
"2","15","1","17","0","1","0"
"2","16","1","17","0","11","4"
"2","17","1","17","0","8","7"
"1","18","1","17","0","11","0"
"3","19","1","17","0","2","6"
"1","20","1","17","0","10","10"
"1","21","2","17","0","11","10"
"1","22","3","17","0","8","7"
"1","1","1","18","0","11","4"
"2","2","1","18","0","5","13"
"1","3","1","18","0","4","10"
"1","4","2","18","0","4","10"
"1","5","3","18","0","11","10"
"3","6","1","18","0","5","7"
"1","7","1","18","0","11","10"
"1","8","3","18","0","4","10"
"1","9","2","18","0","11","10"
"3","10","1","18","0","5","6"
"1","11","1","18","0","11","10"
"1","12","2","18","0","11","10"
"1","13","3","18","0","4","10"
"2","14","1","18","0","5","8"
"2","15","1","18","0","6","6"
"1","16","3","18","0","10","0"
"1","17","2","18","0","10","0"
"1","18","1","18","0","10","0"
"2","19","1","18","0","10","7"
"1","20","1","18","0","8","10"
"1","21","1","18","0","11","10"
"2","22","1","18","0","2","9"
"2","1","1","19","0","13","0"
"2","2","1","19","0","4","8"
"2","3","1","19","0","8","0"
"2","1","1","20","0","14","10"
"2","2","1","20","0","8","0"
"2","1","1","21","0","15","13"
"2","1","1","22","0","15","0"
"2","2","1","22","0","13","0"
"2","1","1","23","0","42","0"
"2","2","1","23","0","72","0"
"2","1","1","24","0","43","0"
"2","1","1","25","0","44","0"
"2","1","1","26","0","45","0"
"2","1","1","27","0","46","0"
"2","1","1","28","0","47","0"
"2","1","1","29","0","14","0"
"1","1","1","30","0","15","0"
"1","2","2","30","0","8","0"
"1","3","1","30","0","10","13"
"1","4","2","30","0","10","13"
"1","5","2","30","0","12","9"
"1","6","1","30","0","72","6"
"2","7","1","30","0","2","8"
"2","8","1","30","0","13","0"
"1","1","1","31","0","4","8"
"1","2","2","31","0","1","0"
"1","3","1","31","0","10","6"
"1","4","2","31","0","4","0"
"1","5","1","31","0","9","7"
"1","6","2","31","0","1","0"
"1","1","1","32","0","10","6"
"1","2","2","32","0","10","13"
"1","3","3","32","0","1","0"
"1","4","2","32","0","2","11"
"1","5","1","32","0","2","8"
"1","6","3","32","0","1","0"
"1","7","3","32","0","72","7"
"1","1","3","33","0","6","0"
"3","2","1","33","0","10","13"
"1","3","3","33","0","3","3"
"3","4","1","33","0","72","0"
"1","5","3","33","0","12","2"
"2","1","1","34","0","4","6"
"1","2","1","34","0","5","7"
"1","3","2","34","0","1","0"
"1","4","2","34","0","12","8"
"1","5","1","34","0","1","0"
"2","6","1","34","0","15","0"
"2","1","1","35","0","8","0"
"2","2","1","35","0","72","10"
"2","3","1","35","0","13","0"
"2","1","1","36","0","4","0"
"1","2","1","36","0","6","6"
"1","3","1","36","0","1","0"
"1","4","2","36","0","72","10"
"1","5","2","36","0","9","0"
"2","6","2","36","0","2","7"
"2","1","1","37","0","8","7"
"1","2","1","37","0","4","0"
"1","3","2","37","0","5","0"
"2","4","1","37","0","13","6"
"2","1","1","38","0","13","10"
"1","2","1","38","0","5","8"
"1","3","2","38","0","6","7"
"1","4","1","38","0","1","0"
"1","5","2","38","0","9","7"
"1","6","2","38","0","15","13"
"2","7","1","38","0","8","0"
"2","1","1","39","0","4","6"
"1","2","1","39","0","6","13"
"1","3","2","39","0","72","10"
"2","4","1","39","0","13","6"
