4abce0f2e3fb5fb046aa7e5e172b855b50aab54cc65ec64dfed8db9a7783f352,0e258d6e941ca23ce13a48599ef0d947c8f11d447cf8a1220c56eb3fdcf2a58b,dcc89f15a88f1b8bfbe4dc58ede19b91f1d403bdfdd488760f41afd9649cf982,cde8f2f0d5fe7109275942954377d4be6cd918e4eff076f898c0a0ebb70020a7,373522f698391c54b230b4dab22aecf544495a9962de1c46ee39332c9064b73d,52e582d9be13ff71927d407248b76c520919ae35a2beacf90d2b7431fee98baf,fefeae1bed45c58e939e0591ec3baeb185b041c933e800e076c734f16a84ac22,127794b1c1c29f6b01ebeb3c6402eaa57d115db4cdfbcbeb5ac2ebe052780607,a926e2686be5de6ad56f06a1bcb41d7ea488d9380ff433625c224a7a751ba399,6608da66753a569b92e2ceea4b27e2c420398b282e0f4cd5498f484efe384482,93758c106cd74ec9448805db9f2a5e24cdbdf82acd192b2f5a68abfcab2d7cf4,46bd2ba729780e7dbb4a4026ccdcb03ac8f86f350e6672993d89d15697c39dae
"0","0","0","10017","10016","266000","0","0","10019","0","0","0"
"0","0","0","10019","10008","261000","0","0","0","0","0","0"
"0","0","0","10019","10008","261001","0","0","0","0","0","0"
"0","0","0","0","10019","262000","0","0","0","0","0","0"
"0","0","0","10019","10018","263000","0","0","0","0","0","0"
"0","0","0","10019","10017","264000","0","0","0","0","0","0"
"0","0","0","10019","10007","265000","0","0","0","0","0","0"
"0","0","0","10013","10001","301206","0","0","0","0","0","0"
"0","0","0","10009","10001","303306","0","0","10010","0","0","0"
"0","0","0","10009","10001","312505","0","0","10010","0","0","0"
"0","0","0","10004","10001","304809","0","0","10012","0","0","0"
"0","0","0","10013","10001","312307","0","0","0","0","0","0"
"0","0","0","10004","10001","310308","0","0","0","0","0","0"
"0","0","0","0","10002","303609","0","0","0","0","0","0"
"0","0","0","10006","10005","304404","0","0","0","0","0","0"
"0","0","0","10008","10007","319604","0","0","0","0","0","0"
"0","0","0","10018","10007","313709","0","0","0","0","0","0"
"0","0","0","0","10008","310707","0","0","0","0","0","0"
"0","0","0","10017","10016","306604","0","0","0","0","0","0"
"0","0","0","0","10019","322702","0","0","0","0","0","0"
"0","0","0","10004","10003","302501","0","0","10012","0","0","0"
"0","0","0","10006","10005","319401","0","0","10015","0","0","0"
"0","0","0","0","10007","310103","0","0","0","0","0","0"
"0","0","0","0","10011","315004","0","0","0","0","0","0"
"0","0","0","10017","10016","301701","0","0","0","0","0","0"
