8b2c96baf0bee95968c2965fc222bb02d2542a3532e338f23f5196ac0490cd7f,b43fb638ecbce77310a992390bb786bdf91700d17af47b86fdb01099ae1ab2f4,b1cbedd7a90aa07d84485ddc6400682a09357cc11361022e7bf652e9bc67b246,4903568e218741f484fea3619fec43ce316445f80dc7522d4dfcbc36eff6fe2a,bfc33a221bbc53cd9388b84fbbb95219c576c71df0d3d5ae908e8ac47440e3f3,d10303f9f5eb4f8aac276217974ce7c840751065635b95339313e87684082b10,2a1beb416292b91c266964fa55ea51313749d492ad34d576eee73fccde4abc51,3e74d7edfc73548434e3a0092340f1c81877964ccaff67ef9150b2ef0f81a7f5,59051fdbae94dc97a76025557656caca4e2e3608dfc0275b199f1654fe91a24d,bec0816f00a95319f2ea31aaf45f450b114195731c04e3f686c5289be6688953,466764ee463dc311d22f1800695b9d17c3810d9d0b59f135718c4c478a1f0055,477fc521e6d95e8e0507585332b42f0973d0a892a876ffa8469de52f18b30398,2afdd322bacc8637b83847b80baf81a15142243874dca1b2e49148d48751e8f6,22b396fb34eb9c2901f3786aef15fcd996bc836f0f6a9b63aecfdaa47e26e05d
"1","1","24015","啊啊～好可惜～\n難道你的魂被奄美魔物奪走了嗎～？","4","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
"1","2","24016","今天的舞蹈也跳得很糟糕呢～\n吃點像苦瓜的東西恢復元氣吧～！","4","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
"1","3","24017","到處都是奄美魔物，看得我眼花瞭亂～！\n腦袋也昏昏的～！","4","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
"1","4","24018","船到橋頭自然直、船到橋頭自然直\n下次再努力就好了～！\n到海邊游泳，讓自己煥然一新吧～！","1","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
"1","5","24019","丟臉的一面\n被你看見了～\n泳裝？　我指的不是泳裝喔～？","5","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
"3","6","24020","狀態絕佳～！　就按照這個步調\n取回大海的和平吧～！\n歡樂的夏天正在等著我們～！","2","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
"3","7","24021","不管有幾隻魔物來襲，\n我都不會嚇掉魂喔～！\n哈啾！　啊……不過可能會因為剛剛的噴嚏而掉魂～？","1","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
"3","8","24022","咿――呀――呀――啊――♪\n戰鬥結束後跳個舞蹈，\n精神百倍呀～！","2","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
"3","9","24023","咦～？　戰鬥途中\n泳衣不知道跑去哪了～？\n喂，你有看到嗎～？\n為什麼要離開呢～？","6","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
"3","10","24024","我還很有精神喔～！\n不管是奄美魔物還是別的，\n儘管來～吧～♪","1","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
"3","11","24025","我的空手道可是世界最強的～！\n只要夏日陽光和蔚藍大海常伴左右，\n我們就能所向無敵喔～！","2","2030/12/17 14:59:59","110501","10021","0","2019/12/02 16:00:00","0","香織（夏日）","24","2.3"
