cd9e0a11c1b92f3adb88ec7647a58e2f93acf37c40188bdeac484b947606119b,a623892292c0ed9f6d5b3525f2f120ac2acad2d88a14701ca79b8f8193367218,b8c8da126e51895bf8d5913100aa49155ee7847f5e4165531483010a26f61824,75eee53f3a81b916ef80e10512ba3923cb63c29ff43517db02ad619c46d8e786,2217ae3fb4f204ede9ceb2188572c04168565620aa677ef05b75f4cb9f8887a6,851615497c6141dea2b90b19f2df9a25f666cbd78a7e7f310132b71e8f4d8396,f4d1b12c4e88e87d315947b279159e1af3aceab8ccbaea759fd610a2ec3f696d,f40789e3a02e85c5962f7dee370d29c74d33ef65ac186a508a4127791d11adde,090d85a049ba5b60f9768bdd9e720e03daf1b46c13f12b0960344ef6170fe284,9a155acae501282fddc0428800718fbaa20224e8cc08391d9c3560a5e37fc9ba,256b6f21e5c9bb21e55da07b36a571d8b4f28863f99e0879f4a576f5089da126,b62806703b395d85e1f1c3f29e687c3c2e85b560d15203c4008e223394156e00,40295903be1d788c3d4855d5cb0fd6a9add75caf5b106e1e83de471e8241ac67,89eb06fb126641239db8f899e4ec1375e80dc2635fb2890a50328da8432bfbaf,9fef86665c1e5155bd18dec28f13aed4382f25ff9f8d17eb26585760f851e40e,007c56a4790527628a980e289e21a6cec5050ef9904335fa52af6e80a1425aa0,7cfcec613a381515e64c08183a88420f250c3cceb8385766359aee622a7de08e,60f13cd18ffc59e1b9d343abad27ec2c07985eda95e95da3b8929b109f09147e,ecc0cb3b7fca25ae4342f37d04bf5fc3c4eb96a87071fc27bf8d36b7dc1f3efe,5145ffddc6b39266575bdc0ad4164cfaa1ff06c7a4326df692552a904ada9a44
"0","0","0","0","0","0","0","100111","1","0","1001002","100100201","0","0","0","0","0","0","1001","1"
"0","0","0","0","0","1","0","0","0","0","1001008","100100801","0","0","0","0","-840","0","1001","1"
"0","0","0","0","0","0","0","100131","1","0","1001011","100101101","0","0","1001011","0","0","0","1001","1"
"0","0","0","0","0","0","0","100131","1","0","1001011","100101102","0","0","1001011","0","0","0","1001","1"
"0","0","0","0","0","0","0","100211","1","0","1002001","100200101","0","0","0","0","0","0","1002","1"
"0","0","0","0","0","1","0","0","0","0","1002008","100200801","0","0","0","0","-920","0","1002","1"
"0","0","0","0","0","1","0","0","0","0","1002011","100201101","0","0","0","0","-920","0","1002","1"
"0","0","0","0","0","0","0","100231","1","0","1002011","100201102","0","0","0","0","0","0","1002","1"
"0","0","0","0","0","0","0","100311","1","0","1003003","100300301","0","0","0","0","0","0","1003","1"
"0","0","0","0","0","1","0","0","0","0","1003008","100300801","0","0","0","0","-820","0","1003","1"
"0","0","0","0","0","0","0","100332","1","0","1003011","100301101","0","0","1003011","0","0","0","1003","1"
"0","0","0","0","0","0","0","100332","1","0","1003011","100301102","0","0","1003011","0","0","0","1003","1"
"0","0","0","0","0","0","0","100411","1","0","1004007","100400701","0","0","0","0","0","0","1004","1"
"0","0","0","0","0","1","0","0","0","1","1004008","100400801","0","0","0","0","-900","0","1004","1"
"0","0","0","0","0","0","0","100431","1","0","1004011","100401101","0","0","0","0","0","0","1004","1"
"0","0","0","0","0","0","0","100511","1","0","1005006","100500601","0","0","1005006","0","0","0","1005","1"
"0","0","0","0","0","0","0","100511","1","0","1005006","100500602","0","0","1005006","0","0","0","1005","1"
"0","0","0","0","0","0","0","100511","1","0","1005006","100500603","0","0","1005006","0","0","0","1005","1"
"0","0","0","0","0","1","0","0","0","1","1005008","100500801","0","0","0","0","-840","0","1005","1"
"0","0","0","0","0","0","0","100531","1","0","1005011","100501101","0","0","1005011","0","0","0","1005","1"
"0","0","0","0","0","0","0","100531","1","0","1005011","100501102","0","0","1005011","0","0","0","1005","1"
"0","0","0","0","0","0","0","100611","1","0","1006003","100600301","0","0","0","0","0","0","1006","1"
"0","0","0","0","0","1","0","0","0","1","1006008","100600801","0","0","0","0","-840","0","1006","1"
"0","0","0","0","0","0","0","100631","1","0","1006011","100601101","0","0","0","0","0","0","1006","1"
"0","0","0","0","0","0","0","100711","1","0","1007001","100700101","0","0","0","0","0","0","1007","1"
"0","0","0","0","0","1","0","0","0","1","1007008","100700801","0","0","0","0","-800","0","1007","1"
"0","0","0","0","0","0","0","100731","1","0","1007011","100701101","0","0","1007011","0","0","0","1007","1"
