1d09c2ff09f058d601d8b9740ec09bc39350503e5daa5453889f3353eab5acfd,ec134ffb8d34fe98d1cda40efd4c37de86027e77d3b42fb6372f04161ffc2ba5,0e675b04e8b468c967ee7e2ea63dc9608fdf0725cb42aea3ac3c5531d2b9c543,383524f375b25662d56c1a676da3a7ec98b6d79dd06780f2463c88701edd29c0,6095aca8654cc97e31d286ce0da66c0b6a064efac5e60cb6f013c4361e336c2e,06cb3648311ae31d25027684bc4e6898c908f649d7094159ff85788eae2e4093,65fc45266c70d9bba49cf7db4e539b134cb7c2576eb20150309cdc734b932541,8101c8a2a32dd140b8e7f806eac44fdde80b5f08ff301b7e5164bd674a8188c1,08786138643a56e40c03094a3cd71ab1290ac0939911fa083b148b413ffba18d,de7ec3b87f2ccbe9faf35b80aa643157f968c0b17b03b1e83c825e800e769030,24d02deccbb16226002414f7def1dc64836355fff1048867a9304ac8875b343a,e7582dd8cf5c719c83bbbe39b467696e23414d0f19070099b126819c8727f3b1,2ac8ed6f906e96a597f93786ed834634226a0ad2c193972a999c8fa81b9123c9,7d7cce1f1f0688d4bc49bc661f2d6d4040487f2ced03114f3c9df1ca964efeff,558e88f54441a8024c3172b71f4eb54a83a0dfe98fc6db3bf71992db81b5c9f6,6c18f36d86c201ba4ba37af12427be69801bc6459ef095b14c6941fbe0b659ee,f81a0419a3c4b357896d59d5c096069568af9bda1570398d0247cd9f1b776f8e,294c3b15164cfbe2ffb5ae53a3b2de3e9ab15c739786c0824d6ebadaf9980e82,6698311bba9a13d545a4b9723d89eae8a1e947a911b913f6f75dbe1b25604a7b
"0","0","2","120","0","0","1","1100101","100101","0","31001","0","12","0","41001","20000000","0","0","94000"
"0","0","2","120","0","0","1","1100201","100201","0","31002","0","12","0","41002","20000000","0","0","94000"
"0","0","2","120","0","0","1","1100301","100301","0","31003","0","12","0","41003","20000000","0","0","94000"
"0","0","2","120","0","0","1","1100401","100401","0","31004","0","12","0","41004","20000000","0","0","94000"
"0","0","2","120","0","0","1","1100501","100501","0","31005","0","12","0","41005","20000000","0","0","94000"
"0","0","2","120","0","0","1","1100601","100601","0","31006","0","12","0","41006","20000000","0","0","94000"
"0","0","2","120","0","0","1","1100701","100701","0","31007","0","12","0","41007","20000000","0","0","94000"
"0","0","2","120","0","0","1","1100801","100801","0","31008","0","12","0","41008","20000000","0","0","94000"
"0","0","2","120","0","0","1","1100901","100901","0","31009","0","12","0","41009","20000000","0","0","94000"
"0","0","2","120","0","0","1","1101001","101001","0","31010","0","12","0","41010","20000000","0","0","94000"
"0","0","2","120","0","0","1","1101101","101101","0","31011","0","12","0","41011","20000000","0","0","94000"
"0","0","2","120","0","0","1","1101201","101201","0","31012","0","12","0","41012","20000000","0","0","94000"
"0","0","2","120","0","0","1","1101301","101301","0","31013","0","12","0","41013","20000000","0","0","94000"
"0","0","2","120","0","0","1","1101401","101401","0","31014","0","12","0","41014","20000000","0","0","94000"
"0","0","2","120","0","0","1","1101501","101501","0","31015","0","12","0","41015","20000000","0","0","94000"
"0","0","2","120","0","0","1","1101601","101601","0","31016","0","12","0","41016","20000000","0","0","94000"
"0","0","2","120","0","0","1","1101701","101701","0","31017","0","12","0","41017","20000000","0","0","94000"
"0","0","2","120","0","0","1","1101801","101801","0","31018","0","12","0","41018","20000000","0","0","94000"
"0","0","2","120","0","0","1","1102001","102001","0","31020","0","12","0","41020","20000000","0","0","94000"
"0","0","2","120","0","0","1","1102101","102101","0","31021","0","12","0","41021","20000000","0","0","94000"
"0","0","2","120","0","0","1","1102201","102201","0","31022","0","12","0","41022","20000000","0","0","94000"
"0","0","2","120","0","0","1","1102301","102301","0","31023","0","12","0","41023","20000000","0","0","94000"
"0","0","2","120","0","0","1","1102501","102501","0","31025","0","12","0","41025","20000000","0","0","94000"
"0","0","2","120","0","0","1","1102601","102601","0","31026","0","12","0","41026","20000000","0","0","94000"
"0","0","2","120","0","0","1","1102701","102701","0","31027","0","12","0","41027","20000000","0","0","94000"
"0","0","2","120","0","0","1","1102801","102801","0","31028","0","12","0","41028","20000000","0","0","94000"
"0","0","2","120","0","0","1","1102901","102901","0","31029","0","12","0","41029","20000000","0","0","94000"
"0","0","2","120","0","0","1","1103001","103001","0","31030","0","12","0","41030","20000000","0","0","94000"
"0","0","2","120","0","0","1","1103101","103101","0","31031","0","12","0","41031","20000000","0","0","94000"
"0","0","2","120","0","0","1","1103201","103201","0","31032","0","12","0","41032","20000000","0","0","94000"
"0","0","2","120","0","0","1","1103301","103301","0","31033","0","12","0","41033","20000000","0","0","94000"
"0","0","2","120","0","0","1","1103401","103401","0","31034","0","12","0","41034","20000000","0","0","94000"
"0","0","2","120","0","0","1","1103601","103601","0","31036","0","12","0","41036","20000000","0","0","94000"
"0","0","2","120","0","0","1","1103701","103701","0","31037","0","12","0","41037","20000000","0","0","94000"
"0","0","2","120","0","0","1","1103801","103801","0","31038","0","12","0","41038","20000000","0","0","94000"
"0","0","2","120","0","0","1","1104001","104001","0","31040","0","12","0","41040","20000000","0","0","94000"
"0","0","2","120","0","0","1","1104201","104201","0","31042","0","12","0","41042","20000000","0","0","94000"
"0","0","2","120","0","0","1","1104301","104301","0","31043","0","12","0","41043","20000000","0","0","94000"
"0","0","2","120","0","0","1","1104401","104401","0","31044","0","12","0","41044","20000000","0","0","94000"
"0","0","2","120","0","0","1","1104501","104501","0","31045","0","12","0","41045","20000000","0","0","94000"
"0","0","2","120","0","0","1","1104601","104601","0","31046","0","12","0","41046","20000000","0","0","94000"
"0","0","2","120","0","0","1","1104701","104701","0","31047","0","12","0","41047","20000000","0","0","94000"
"0","0","2","120","0","0","1","1104801","104801","0","31048","0","12","0","41048","20000000","0","0","94000"
"0","0","2","120","0","0","1","1104901","104901","0","31049","0","12","0","41049","20000000","0","0","94000"
