926695ace53869fa1bae335b8a684ee57e64111bff4a8365438d4f87cfc83f57,3dffd5848ffe5db188f44ff554987c23c0703ef79c55f15d8950ece485a17a44,a587d8a8a0f9748fe4120d375571b75453281ccce9e9c13ac9d68ff2db24e377,f665e4d20096a133ad46e9c86b81d9d0ebbd3a53a01ad9fcd954af4b9187621d,ef7d327d7db5ad843bfb9f776224fe4f61e451b836e0c05d6a42a966e316b8f3,5cdf5a5e667af5868d90b96ee5b2ff1aa6d711978011aca649d307a6bece298f,7ac5a0ed35f1fa952605a7560a445508a76aa0329b455ec4bce9b44aa42df350,861a4c92d40a0a0eacf6a7950f4a4f8b896a4d4b366abf4d5d2c975f0322abd6,fe709392bc4d8532db8f8e1755bbbf808c0aa9a0b25e82fa38e8bff647c0934d,4ce2be5183a510ddc5fe0cf87c4d472fd7f3c98eb813374a499cd2b395092577
"10590","1","1001","32","1100001","1","575","1","1002","1003"
"10590","1","1004","32","1100002","1","575","1","1005","1006"
"10590","1","1007","32","1100003","2","575","1","1008","1009"
"11820","1","1010","33","1100004","1","500","1","1011","1012"
"11820","1","1013","33","1100005","1","500","1","1014","1015"
"11820","1","1016","33","1100006","2","500","1","1017","1018"
"11820","1","1019","33","1100007","4","500","1","1020","1021"
"13050","1","1022","35","1100008","1","375","1","1023","1024"
"13050","1","1025","35","1100009","1","375","1","1026","1027"
"13050","1","1028","35","1100010","6","375","1","1029","1030"
"10590","1","2001","34","1200001","1","575","2","2002","2003"
"10590","1","2004","34","1200002","1","575","2","2005","2006"
"10590","1","2007","34","1200003","1","575","2","2008","2009"
"10590","1","2010","34","1200004","1","575","2","2011","2012"
"10590","1","2013","34","1200005","2","575","2","2014","2015"
"10590","1","2016","34","1200006","4","575","2","2017","2018"
"10590","1","2019","34","1200007","6","575","2","2020","2021"
"11820","1","2022","35","1200008","1","500","2","2023","2024"
"11820","1","2025","35","1200009","1","500","2","2026","2027"
"11820","1","2028","35","1200010","1","500","2","2029","2030"
"11820","1","2031","35","1200011","1","500","2","2032","2033"
"11820","1","2034","35","1200012","4","500","2","2035","2036"
"11820","1","2037","35","1200013","6","500","2","2038","2039"
"13050","1","2040","38","1200014","1","375","2","2041","2042"
"13050","1","2043","38","1200015","1","375","2","2044","2045"
"13050","1","2046","38","1200016","1","375","2","2047","2048"
"13050","1","2049","38","1200017","1","375","2","2050","2051"
"13050","1","2052","38","1200018","2","375","2","2053","2054"
"13050","1","2055","38","1200019","4","375","2","2056","2057"
"13050","1","2058","38","1200020","6","375","2","2059","2060"
"10590","1","3001","37","1300001","1","575","3","3002","3003"
"10590","1","3004","37","1300002","1","575","3","3005","3006"
"10590","1","3007","37","1300003","1","575","3","3008","3009"
"10590","1","3010","37","1300004","1","575","3","3011","3012"
"10590","1","3013","37","1300005","1","575","3","3014","3015"
"10590","1","3016","37","1300006","1","575","3","3017","3018"
"10590","1","3019","37","1300007","2","575","3","3020","3021"
"10590","1","3022","37","1300008","2","575","3","3023","3024"
"10590","1","3025","37","1300009","4","575","3","3026","3027"
"10590","1","3028","37","1300010","6","575","3","3029","3030"
"11820","1","3031","38","1300011","1","500","3","3032","3033"
"11820","1","3034","38","1300012","1","500","3","3035","3036"
"11820","1","3037","38","1300013","1","500","3","3038","3039"
"11820","1","3040","38","1300014","1","500","3","3041","3042"
"11820","1","3043","38","1300015","1","500","3","3044","3045"
"11820","1","3046","38","1300016","1","500","3","3047","3048"
"11820","1","3049","38","1300017","2","500","3","3050","3051"
"11820","1","3052","38","1300018","4","500","3","3053","3054"
"11820","1","3055","38","1300019","4","500","3","3056","3057"
"11820","1","3058","38","1300020","6","500","3","3059","3060"
"13050","1","3061","40","1300021","1","375","3","3062","3063"
"13050","1","3064","40","1300022","1","375","3","3065","3066"
"13050","1","3067","40","1300023","1","375","3","3068","3069"
"13050","1","3070","40","1300024","1","375","3","3071","3072"
"13050","1","3073","40","1300025","1","375","3","3074","3075"
"13050","1","3076","40","1300026","1","375","3","3077","3078"
"13050","1","3079","40","1300027","2","375","3","3080","3081"
"13050","1","3082","40","1300028","4","375","3","3083","3084"
"13050","1","3085","40","1300029","6","375","3","3086","3087"
"13050","1","3088","40","1300030","6","375","3","3089","3090"
"9360","2","4001","29","2100001","3","700","1","4002","4003"
"9360","2","4004","29","2100002","5","700","1","4005","4006"
"9360","2","4007","29","2100003","7","700","1","4008","4009"
"9360","2","4010","29","2100004","3","700","1","4011","4012"
"9360","2","4013","29","2100005","5","700","1","4014","4015"
"9360","2","4016","29","2100006","7","700","1","4017","4018"
"10590","2","4019","30","2100007","3","575","1","4020","4021"
"10590","2","4022","30","2100008","5","575","1","4023","4024"
"10590","2","4025","30","2100009","7","575","1","4026","4027"
"10590","2","4028","30","2100010","3","575","1","4029","4030"
"9360","2","5001","33","2200001","3","700","2","5002","5003"
"9360","2","5004","33","2200002","5","700","2","5005","5006"
"9360","2","5007","33","2200003","7","700","2","5008","5009"
"9360","2","5010","33","2200004","3","700","2","5011","5012"
"9360","2","5013","33","2200005","5","700","2","5014","5015"
"9360","2","5016","33","2200006","7","700","2","5017","5018"
"9360","2","5019","33","2200007","3","700","2","5020","5021"
"9360","2","5022","33","2200008","5","700","2","5023","5024"
"9360","2","5025","33","2200009","7","700","2","5026","5027"
"9360","2","5028","33","2200010","3","700","2","5029","5030"
"9360","2","5031","33","2200011","5","700","2","5032","5033"
"9360","2","5034","33","2200012","7","700","2","5035","5036"
"10590","2","5037","34","2200013","3","575","2","5038","5039"
"10590","2","5040","34","2200014","5","575","2","5041","5042"
"10590","2","5043","34","2200015","7","575","2","5044","5045"
"10590","2","5046","34","2200016","3","575","2","5047","5048"
"10590","2","5049","34","2200017","5","575","2","5050","5051"
"10590","2","5052","34","2200018","7","575","2","5053","5054"
"10590","2","5055","34","2200019","5","575","2","5056","5057"
"10590","2","5058","34","2200020","7","575","2","5059","5060"
"9360","2","6001","33","2300001","3","700","3","6002","6003"
"9360","2","6004","33","2300002","5","700","3","6005","6006"
"9360","2","6007","33","2300003","7","700","3","6008","6009"
"9360","2","6010","33","2300004","3","700","3","6011","6012"
"9360","2","6013","33","2300005","5","700","3","6014","6015"
"9360","2","6016","33","2300006","7","700","3","6017","6018"
"9360","2","6019","33","2300007","3","700","3","6020","6021"
"9360","2","6022","33","2300008","5","700","3","6023","6024"
"9360","2","6025","33","2300009","7","700","3","6026","6027"
"9360","2","6028","33","2300010","3","700","3","6029","6030"
"9360","2","6031","33","2300011","5","700","3","6032","6033"
"9360","2","6034","33","2300012","7","700","3","6035","6036"
"9360","2","6037","33","2300013","3","700","3","6038","6039"
"9360","2","6040","33","2300014","5","700","3","6041","6042"
"9360","2","6043","33","2300015","7","700","3","6044","6045"
"9360","2","6046","33","2300016","3","700","3","6047","6048"
"9360","2","6049","33","2300017","5","700","3","6050","6051"
"9360","2","6052","33","2300018","7","700","3","6053","6054"
"10590","2","6055","34","2300019","3","575","3","6056","6057"
"10590","2","6058","34","2300020","5","575","3","6059","6060"
"10590","2","6061","34","2300021","7","575","3","6062","6063"
"10590","2","6064","34","2300022","3","575","3","6065","6066"
"10590","2","6067","34","2300023","5","575","3","6068","6069"
"10590","2","6070","34","2300024","7","575","3","6071","6072"
"10590","2","6073","34","2300025","3","575","3","6074","6075"
"10590","2","6076","34","2300026","5","575","3","6077","6078"
"10590","2","6079","34","2300027","7","575","3","6080","6081"
"10590","2","6082","34","2300028","3","575","3","6083","6084"
"10590","2","6085","34","2300029","5","575","3","6086","6087"
"10590","2","6088","34","2300030","7","575","3","6089","6090"
"14280","3","7001","39","3100001","1","340","1","7002","7003"
"14280","3","7004","39","3100002","1","340","1","7005","7006"
"14280","3","7007","39","3100003","1","340","1","7008","7009"
"14280","3","7010","39","3100004","1","340","1","7011","7012"
"14280","3","7013","39","3100005","1","340","1","7014","7015"
"14280","3","7016","39","3100006","1","340","1","7017","7018"
"13050","3","7019","36","3100007","1","375","1","7020","7021"
"13050","3","7022","36","3100008","1","375","1","7023","7024"
"13050","3","7025","36","3100009","1","375","1","7026","7027"
"13050","3","7028","36","3100010","1","375","1","7029","7030"
"14280","3","8001","41","3200001","1","340","2","8002","8003"
"14280","3","8004","41","3200002","1","340","2","8005","8006"
"14280","3","8007","41","3200003","1","340","2","8008","8009"
"14280","3","8010","41","3200004","1","340","2","8011","8012"
"14280","3","8013","41","3200005","1","340","2","8014","8015"
"14280","3","8016","41","3200006","1","340","2","8017","8018"
"14280","3","8019","41","3200007","1","340","2","8020","8021"
"14280","3","8022","41","3200008","1","340","2","8023","8024"
"14280","3","8025","41","3200009","1","340","2","8026","8027"
"14280","3","8028","41","3200010","1","340","2","8029","8030"
"14280","3","8031","41","3200011","1","340","2","8032","8033"
"14280","3","8034","41","3200012","1","340","2","8035","8036"
"13050","3","8037","38","3200013","1","375","2","8038","8039"
"13050","3","8040","38","3200014","1","375","2","8041","8042"
"13050","3","8043","38","3200015","1","375","2","8044","8045"
"13050","3","8046","38","3200016","1","375","2","8047","8048"
"13050","3","8049","38","3200017","1","375","2","8050","8051"
"13050","3","8052","38","3200018","1","375","2","8053","8054"
"13050","3","8055","38","3200019","1","375","2","8056","8057"
"13050","3","8058","38","3200020","1","375","2","8059","8060"
"14280","3","9001","40","3300001","1","340","3","9002","9003"
"14280","3","9004","40","3300002","1","340","3","9005","9006"
"14280","3","9007","40","3300003","1","340","3","9008","9009"
"14280","3","9010","40","3300004","1","340","3","9011","9012"
"14280","3","9013","40","3300005","1","340","3","9014","9015"
"14280","3","9016","40","3300006","1","340","3","9017","9018"
"14280","3","9019","40","3300007","1","340","3","9020","9021"
"14280","3","9022","40","3300008","1","340","3","9023","9024"
"14280","3","9025","40","3300009","1","340","3","9026","9027"
"14280","3","9028","40","3300010","1","340","3","9029","9030"
"14280","3","9031","40","3300011","1","340","3","9032","9033"
"14280","3","9034","40","3300012","1","340","3","9035","9036"
"14280","3","9037","40","3300013","1","340","3","9038","9039"
"14280","3","9040","40","3300014","1","340","3","9041","9042"
"14280","3","9043","40","3300015","1","340","3","9044","9045"
"14280","3","9046","40","3300016","1","340","3","9047","9048"
"14280","3","9049","40","3300017","1","340","3","9050","9051"
"14280","3","9052","40","3300018","1","340","3","9053","9054"
"13050","3","9055","39","3300019","1","375","3","9056","9057"
"13050","3","9058","39","3300020","1","375","3","9059","9060"
"13050","3","9061","39","3300021","1","375","3","9062","9063"
"13050","3","9064","39","3300022","1","375","3","9065","9066"
"13050","3","9067","39","3300023","1","375","3","9068","9069"
"13050","3","9070","39","3300024","1","375","3","9071","9072"
"13050","3","9073","39","3300025","1","375","3","9074","9075"
"13050","3","9076","39","3300026","1","375","3","9077","9078"
"13050","3","9079","39","3300027","1","375","3","9080","9081"
"13050","3","9082","39","3300028","1","375","3","9083","9084"
"13050","3","9085","39","3300029","1","375","3","9086","9087"
"13050","3","9088","39","3300030","1","375","3","9089","9090"
