792330c0c27d90e8e098abd879c593bc12a9433f67b514316e65fee453ec6a49,8fe96183979ad1e198649fdc024c2a55cccf805f9418f4d95a45897a17c8e996,4d27da18ac74e2673fd552c849fa5389a943ad114d3a25b193ace4cc86c2be98,45b29ff6ff8420e40b75dd2ef4b1313d32cae7d95a345fc582371521b044ae23,bf9dee4b8787174f8fd01c98d53ee0a5f49359abde01bcef18cc6fb1da1a7a74,c48b8b9fcb2f4d8e5b7e968fb1469548e5eeff4d983ebe1a4b1ef6cbf2b0d313,58f2ec9adb437f3e122460a28535e7299ac11e0b8e9259024869646e5d02643a,77904b6273c0282884c6c30529b73f968afa3539298c38e225220d8bf9844f89
"0","600090001","0","600130001","0","600060001","0","610201001"
"0","600300101","0","600070001","0","600090001","0","610201002"
"600230001","600050001","0","600420001","0","600380001","0","610201003"
"0","600300003","0","600110003","0","600090103","0","610201004"
"0","600300003","0","600390003","0","600120001","0","610201005"
"600340003","600380102","0","600160003","0","600290103","0","610201006"
"0","600060004","0","600440004","0","600370004","0","610201007"
"0","600210104","0","600080004","0","600330002","0","610201008"
"600160004","600380103","0","600420004","0","600270004","0","610201009"
"0","600320010","0","600340010","0","600380009","0","610201010"
"0","600300010","0","600140010","0","600050009","0","610201011"
"600130110","600290210","0","600250010","0","600330008","0","610201012"
"0","600280011","0","600020011","0","600030011","0","610201013"
"0","600010011","0","600280011","0","600210111","0","610201014"
"600210111","600030011","0","600100011","0","600040010","0","610201015"
"0","600090013","0","600130013","0","600060013","0","610201016"
"0","600300113","0","600070013","0","600090013","0","610201017"
"600230013","600050012","0","600420013","0","600380012","0","610201018"
"0","600300014","0","600110014","0","600090114","0","610201019"
"0","600300014","0","600390014","0","600120012","0","610201020"
"600340014","600380113","0","600160014","0","600290114","0","610201021"
"0","600060016","0","600440016","0","600370016","0","610201022"
"0","600210116","0","600080016","0","600330014","0","610201023"
"600160016","600380115","0","600420016","0","600270016","0","610201024"
"0","600320017","0","600340017","0","600380016","0","610201025"
"0","600300017","0","600140017","0","600050016","0","610201026"
"600130117","600290217","0","600250017","0","600330015","0","610201027"
"0","600280019","0","600020019","0","600030019","0","610201028"
"0","600010019","0","600280019","0","600210119","0","610201029"
"600210119","600030019","0","600100019","0","600040018","0","610201030"
"0","600290120","0","600390020","0","600030020","0","610201031"
"0","600230018","0","600300120","0","600060020","0","610201032"
"600020020","600040020","0","600050020","0","600130120","0","610201033"
"0","600400022","0","600110022","0","600090022","0","610201034"
"0","600090122","0","600430022","0","600070022","0","610201035"
"600140022","600380122","0","600420022","0","600120022","0","610201036"
"0","600400023","0","600110023","0","600090023","0","610201037"
"0","600270023","0","600010021","0","600280022","0","610201038"
"600150023","600380123","0","600220023","0","600240023","0","610201039"
"0","0","0","0","0","610201101","0","610201101"
"0","0","0","0","0","610201201","0","610201102"
"0","0","0","0","0","610201202","0","610201103"
"0","0","0","0","0","610201203","0","610201104"
"0","0","0","0","0","610201301","0","610201105"
"0","0","0","0","0","610201302","0","610201106"
"0","0","0","0","0","610201303","0","610201107"
"0","0","0","0","0","610201151","0","610201151"
"610201453","610201451","0","610201452","0","610201251","0","610201152"
"0","0","0","0","0","610201252","0","610201153"
"0","0","0","0","0","610201253","0","610201154"
"610201553","610201551","0","610201552","0","610201351","0","610201155"
"0","0","0","0","0","610201352","0","610201156"
"0","0","0","0","0","610201353","0","610201157"
"0","0","0","0","0","610202101","0","610202101"
"610202403","610202401","0","610202402","0","610202201","610202404","610202102"
"0","0","0","0","0","610202202","0","610202103"
"0","0","0","0","0","610202203","0","610202104"
"610202503","610202501","0","610202502","0","610202301","610202504","610202105"
"0","0","0","0","0","610202302","0","610202106"
"0","0","0","0","0","610202303","0","610202107"
"0","0","0","0","0","610203101","0","610203101"
"610203403","610203401","0","610203402","0","610203201","610203404","610203102"
"0","0","0","0","0","610203202","0","610203103"
"0","0","0","0","0","610203203","0","610203104"
"610203503","610203501","0","610203502","0","610203301","610203504","610203105"
"0","0","0","0","0","610203302","0","610203106"
"0","0","0","0","0","610203303","0","610203107"
